order_date,platform_id,seller_id,gross_gmv,seller_gmv_net,commission_revenue,order_items,orders,cancelled_items,returned_items,eligible_items,fulfilled_items,late_items,sku_day_count,in_stock_sku_days,low_stock_sku_days,rating_weighted_sum,rating_weight,rating_count,fulfillment_rate,cancellation_rate,stock_availability_rate
2025-01-01,P01,S0035,79.35,73.75,5.75,1,1,0,0,1,1,0,22,22,5,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-01,P01,S0039,556.18,506.14,39.48,12,12,0,0,12,11,2,24,23,3,0.0,0.0,0.0,0.9166666666666666,0.0,0.9583333333333334
2025-01-01,P01,S0040,15.09,13.69,1.07,1,1,0,0,1,1,0,10,10,4,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-01,P01,S0041,34.8,32.02,2.5,1,1,0,0,1,1,1,10,8,2,0.0,0.0,0.0,1.0,0.0,0.8
2025-01-01,P01,S0042,24.92,22.67,1.77,2,2,0,0,2,2,0,16,16,2,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-01,P01,S0043,57.11,34.62,2.7,2,2,1,0,1,1,1,12,12,1,0.0,0.0,0.0,1.0,0.5,1.0
2025-01-01,P01,S0044,9.46,8.46,0.66,1,1,0,0,1,1,0,7,6,0,0.0,0.0,0.0,1.0,0.0,0.8571428571428571
2025-01-01,P01,S0045,100.12,88.53999999999999,6.91,2,2,0,0,2,2,0,7,6,0,0.0,0.0,0.0,1.0,0.0,0.8571428571428571
2025-01-01,P01,S0046,136.2,125.35999999999999,9.77,3,3,0,0,3,3,1,14,13,5,0.0,0.0,0.0,1.0,0.0,0.9285714285714286
2025-01-01,P01,S0048,125.47,114.36,8.92,6,6,0,2,6,6,0,12,11,1,0.0,0.0,0.0,1.0,0.0,0.9166666666666666
2025-01-01,P01,S0049,750.0699999999999,581.8100000000001,45.379999999999995,16,16,2,0,14,13,2,21,20,5,0.0,0.0,0.0,0.9285714285714286,0.125,0.9523809523809523
2025-01-01,P01,S0050,18.31,16.759999999999998,1.31,2,2,0,0,2,2,0,14,14,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-01,P02,S0051,80.8,72.98,6.06,4,4,0,0,4,4,1,23,21,1,0.0,0.0,0.0,1.0,0.0,0.9130434782608695
2025-01-01,P02,S0052,40.7,38.45,3.1900000000000004,2,2,0,0,2,2,0,14,13,1,0.0,0.0,0.0,1.0,0.0,0.9285714285714286
2025-01-01,P02,S0055,107.33,101.43,8.42,2,2,0,0,2,2,1,17,16,3,0.0,0.0,0.0,1.0,0.0,0.9411764705882353
2025-01-01,P02,S0056,14.09,12.76,1.06,1,1,0,0,1,1,0,16,16,3,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-01,P02,S0057,26.48,24.04,2.0,1,1,0,0,1,1,0,7,6,1,0.0,0.0,0.0,1.0,0.0,0.8571428571428571
2025-01-01,P02,S0062,37.61,34.0,2.82,2,2,0,0,2,2,0,8,7,2,0.0,0.0,0.0,1.0,0.0,0.875
2025-01-01,P02,S0068,132.39,101.09,8.39,3,3,1,0,2,2,0,15,12,3,0.0,0.0,0.0,1.0,0.3333333333333333,0.8
2025-01-01,P02,S0070,62.09,56.06,4.65,1,1,0,0,1,1,0,8,7,3,0.0,0.0,0.0,1.0,0.0,0.875
2025-01-01,P02,S0071,52.64,49.15,4.08,1,1,0,0,1,1,0,16,14,4,0.0,0.0,0.0,1.0,0.0,0.875
2025-01-01,P02,S0074,61.019999999999996,56.22,4.67,2,2,0,0,2,2,0,14,10,1,0.0,0.0,0.0,1.0,0.0,0.7142857142857143
2025-01-01,P02,S0075,163.29,145.93,12.120000000000001,3,3,0,0,3,3,1,19,19,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-01,P02,S0078,226.85000000000002,207.2,17.19,6,6,0,1,6,6,0,23,21,1,0.0,0.0,0.0,1.0,0.0,0.9130434782608695
2025-01-01,P02,S0081,85.83,78.02,6.48,3,3,0,0,3,3,0,12,10,2,0.0,0.0,0.0,1.0,0.0,0.8333333333333334
2025-01-01,P02,S0082,58.339999999999996,52.26,4.34,3,3,0,1,3,3,2,13,12,3,0.0,0.0,0.0,1.0,0.0,0.9230769230769231
2025-01-01,P02,S0083,96.53,89.03,7.390000000000001,2,2,0,0,2,2,0,13,12,0,0.0,0.0,0.0,1.0,0.0,0.9230769230769231
2025-01-01,P02,S0084,82.13,76.56,6.35,3,3,0,0,3,3,1,11,10,2,0.0,0.0,0.0,1.0,0.0,0.9090909090909091
2025-01-01,P02,S0085,24.91,22.2,1.8399999999999999,2,2,0,0,2,2,0,9,8,0,0.0,0.0,0.0,1.0,0.0,0.8888888888888888
2025-01-01,P02,S0088,28.28,25.99,2.16,1,1,0,0,1,1,0,10,7,1,0.0,0.0,0.0,1.0,0.0,0.7
2025-01-01,P02,S0090,144.76999999999998,133.06,11.049999999999999,4,4,0,1,4,4,0,12,11,1,0.0,0.0,0.0,1.0,0.0,0.9166666666666666
2025-01-01,P03,S0093,210.89000000000001,194.32,13.2,4,4,0,0,4,4,0,18,16,3,0.0,0.0,0.0,1.0,0.0,0.8888888888888888
2025-01-01,P03,S0096,1097.22,1003.98,68.27,24,24,0,2,24,24,2,34,32,5,0.0,0.0,0.0,1.0,0.0,0.9411764705882353
2025-01-01,P03,S0098,465.26,421.87,28.68,11,11,0,0,11,11,0,19,17,1,0.0,0.0,0.0,1.0,0.0,0.8947368421052632
2025-01-01,P03,S0101,44.56,41.12,2.8,1,1,0,0,1,1,0,5,4,0,0.0,0.0,0.0,1.0,0.0,0.8
2025-01-01,P03,S0102,153.78,141.63,9.63,4,4,0,1,4,4,0,24,20,1,0.0,0.0,0.0,1.0,0.0,0.8333333333333334
2025-01-01,P03,S0104,26.42,23.9,1.63,1,1,0,0,1,1,0,9,8,1,0.0,0.0,0.0,1.0,0.0,0.8888888888888888
2025-01-01,P03,S0105,45.53,42.8,2.91,1,1,0,0,1,1,1,11,10,1,0.0,0.0,0.0,1.0,0.0,0.9090909090909091
2025-01-01,P03,S0106,21.25,19.72,1.34,1,1,0,0,1,1,1,7,7,2,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-01,P03,S0107,16.78,5.66,0.39,2,2,1,0,1,1,1,8,8,2,0.0,0.0,0.0,1.0,0.5,1.0
2025-01-01,P03,S0108,683.67,607.95,41.35,13,13,1,0,12,12,2,25,24,4,0.0,0.0,0.0,1.0,0.07692307692307693,0.96
2025-01-01,P03,S0109,53.67,49.790000000000006,3.38,2,2,0,0,2,2,1,9,7,0,0.0,0.0,0.0,1.0,0.0,0.7777777777777778
2025-01-01,P03,S0110,35.019999999999996,30.91,2.1100000000000003,2,2,0,0,2,2,1,7,3,0,0.0,0.0,0.0,1.0,0.0,0.42857142857142855
2025-01-01,P03,S0111,10.85,0.0,0.0,1,1,1,0,0,0,0,10,8,1,0.0,0.0,0.0,,1.0,0.8
2025-01-01,P03,S0112,95.22,85.33,5.79,5,5,0,1,5,5,0,14,14,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-01,P03,S0113,4.36,3.93,0.27,1,1,0,0,1,1,1,9,8,1,0.0,0.0,0.0,1.0,0.0,0.8888888888888888
2025-01-01,P03,S0116,7.4,0.0,0.0,1,1,1,0,0,0,0,8,8,1,0.0,0.0,0.0,,1.0,1.0
2025-01-01,P03,S0117,50.76,47.62,3.24,2,2,0,0,2,2,1,9,9,2,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-01,P03,S0118,37.96,33.05,2.25,1,1,0,0,1,1,0,13,13,4,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-01,P03,S0120,70.69999999999999,61.78,4.21,4,4,0,0,4,4,0,15,15,2,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-02,P01,S0003,16.43,15.79,1.23,1,1,0,0,1,1,0,5,5,0,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-02,P01,S0005,10.12,0.0,0.0,1,1,1,0,0,0,0,5,5,1,0.0,0.0,0.0,,1.0,1.0
2025-01-02,P01,S0006,41.37,41.37,3.23,1,1,0,0,1,1,0,8,5,2,0.0,0.0,0.0,1.0,0.0,0.625
2025-01-02,P01,S0009,28.6,27.17,2.12,1,1,0,0,1,1,0,18,18,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-02,P01,S0011,326.57,253.6,19.79,8,8,1,0,7,7,1,21,20,8,0.0,0.0,0.0,1.0,0.125,0.9523809523809523
2025-01-02,P01,S0013,202.41,197.82,15.43,4,4,0,0,4,4,1,13,13,2,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-02,P01,S0015,155.02,149.13,11.63,1,1,0,0,1,1,0,8,8,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-02,P01,S0017,194.2,189.76,14.8,1,1,0,0,1,1,1,9,8,3,0.0,0.0,0.0,1.0,0.0,0.8888888888888888
2025-01-02,P01,S0018,22.82,21.56,1.68,1,1,0,1,1,1,0,13,9,1,0.0,0.0,0.0,1.0,0.0,0.6923076923076923
2025-01-02,P01,S0019,160.99,152.79000000000002,11.92,3,3,0,0,3,3,1,21,21,5,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-02,P01,S0021,51.379999999999995,48.36,3.7800000000000002,2,2,0,0,2,2,1,14,13,2,0.0,0.0,0.0,1.0,0.0,0.9285714285714286
2025-01-02,P01,S0022,16.16,15.25,1.19,1,1,0,1,1,1,1,4,3,0,0.0,0.0,0.0,1.0,0.0,0.75
2025-01-02,P01,S0023,47.07,46.25,3.6100000000000003,2,2,0,0,2,2,1,9,8,0,0.0,0.0,0.0,1.0,0.0,0.8888888888888888
2025-01-02,P01,S0024,53.45,51.03,3.9799999999999995,2,2,0,0,2,2,1,21,18,1,0.0,0.0,0.0,1.0,0.0,0.8571428571428571
2025-01-02,P01,S0026,40.48,37.31,2.91,1,1,0,0,1,1,0,6,4,2,0.0,0.0,0.0,1.0,0.0,0.6666666666666666
2025-01-02,P01,S0029,24.62,0.0,0.0,1,1,1,0,0,0,0,10,8,1,0.0,0.0,0.0,,1.0,0.8
2025-01-02,P01,S0031,223.02,209.2,16.32,6,6,0,0,6,6,1,21,21,2,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-02,P01,S0032,31.52,29.31,2.29,1,1,0,0,1,1,1,5,4,1,0.0,0.0,0.0,1.0,0.0,0.8
2025-01-02,P01,S0033,54.42,52.55,4.1,1,1,0,0,1,1,0,14,13,2,0.0,0.0,0.0,1.0,0.0,0.9285714285714286
2025-01-02,P01,S0035,377.77,352.71,27.52,3,3,0,0,3,3,0,22,21,1,0.0,0.0,0.0,1.0,0.0,0.9545454545454546
2025-01-02,P01,S0038,30.36,29.14,2.27,1,1,0,0,1,1,0,7,7,2,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-02,P01,S0039,803.37,763.37,59.55,10,10,0,0,10,10,1,24,20,0,0.0,0.0,0.0,1.0,0.0,0.8333333333333334
2025-01-02,P01,S0043,71.44,66.47,5.18,1,1,0,0,1,1,0,12,10,0,0.0,0.0,0.0,1.0,0.0,0.8333333333333334
2025-01-02,P01,S0046,89.53,84.33,6.569999999999999,2,2,0,0,2,2,0,14,14,2,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-02,P01,S0047,15.27,14.33,1.12,1,1,0,0,1,1,0,10,9,3,0.0,0.0,0.0,1.0,0.0,0.9
2025-01-02,P01,S0048,148.19,56.379999999999995,4.4,3,3,1,0,2,2,1,12,11,4,0.0,0.0,0.0,1.0,0.3333333333333333,0.9166666666666666
2025-01-02,P01,S0049,524.5,507.74,39.61,12,12,0,0,12,12,0,21,21,2,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-02,P01,S0050,21.3,20.36,1.59,1,1,0,0,1,1,0,14,12,2,0.0,0.0,0.0,1.0,0.0,0.8571428571428571
2025-01-02,P02,S0051,17.01,16.5,1.37,2,2,0,0,2,2,0,23,21,2,0.0,0.0,0.0,1.0,0.0,0.9130434782608695
2025-01-02,P02,S0054,16.51,16.2,1.34,1,1,0,0,1,1,0,10,8,2,0.0,0.0,0.0,1.0,0.0,0.8
2025-01-02,P02,S0055,198.07999999999998,192.04,15.94,5,5,0,1,5,5,1,17,17,2,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-02,P02,S0056,48.79,47.05,3.9000000000000004,2,2,0,0,2,1,1,16,13,2,0.0,0.0,0.0,0.5,0.0,0.8125
2025-01-02,P02,S0059,52.7,49.15,4.08,1,1,0,0,1,1,1,10,9,1,0.0,0.0,0.0,1.0,0.0,0.9
2025-01-02,P02,S0060,27.97,26.29,2.18,1,1,0,0,1,1,1,13,11,0,0.0,0.0,0.0,1.0,0.0,0.8461538461538461
2025-01-02,P02,S0062,5.84,5.62,0.47,1,1,0,0,1,1,1,8,8,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-02,P02,S0068,35.81,34.37,2.85,3,3,0,0,3,3,0,15,14,2,0.0,0.0,0.0,1.0,0.0,0.9333333333333333
2025-01-02,P02,S0071,64.34,58.92,4.890000000000001,2,2,0,0,2,2,1,16,16,2,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-02,P02,S0072,13.46,12.65,1.05,1,1,0,0,1,1,0,11,10,0,0.0,0.0,0.0,1.0,0.0,0.9090909090909091
2025-01-02,P02,S0075,33.7,31.36,2.61,2,2,0,0,2,2,1,19,18,3,0.0,0.0,0.0,1.0,0.0,0.9473684210526315
2025-01-02,P02,S0076,10.66,10.27,0.85,1,1,0,0,1,1,0,4,3,0,0.0,0.0,0.0,1.0,0.0,0.75
2025-01-02,P02,S0078,99.12,96.25999999999999,7.99,4,4,0,0,4,4,0,23,21,3,0.0,0.0,0.0,1.0,0.0,0.9130434782608695
2025-01-02,P02,S0081,99.75,96.46,8.01,1,1,0,1,1,1,0,12,12,2,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-02,P02,S0082,29.73,28.91,2.4,1,1,0,0,1,1,0,13,13,0,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-02,P02,S0083,17.9,17.14,1.42,1,1,0,0,1,1,0,13,13,3,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-02,P02,S0088,71.67,66.34,5.51,3,3,0,0,3,3,0,10,10,2,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-02,P02,S0090,39.19,36.82,3.06,1,1,0,0,1,1,0,12,9,0,0.0,0.0,0.0,1.0,0.0,0.75
2025-01-02,P03,S0093,126.37,119.3,8.110000000000001,5,5,0,0,5,5,1,18,17,1,0.0,0.0,0.0,1.0,0.0,0.9444444444444444
2025-01-02,P03,S0096,892.11,851.5799999999999,57.92,25,25,1,2,24,24,1,34,32,1,0.0,0.0,0.0,1.0,0.04,0.9411764705882353
2025-01-02,P03,S0097,51.99,0.0,0.0,1,1,1,0,0,0,0,5,4,1,0.0,0.0,0.0,,1.0,0.8
2025-01-02,P03,S0098,105.83,100.94,6.859999999999999,5,5,0,0,5,5,0,19,16,1,0.0,0.0,0.0,1.0,0.0,0.8421052631578947
2025-01-02,P03,S0099,23.82,22.130000000000003,1.5,2,2,0,0,2,2,0,4,4,0,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-02,P03,S0102,228.15,215.26999999999998,14.64,2,2,0,0,2,2,1,24,23,3,0.0,0.0,0.0,1.0,0.0,0.9583333333333334
2025-01-02,P03,S0105,106.97,104.05,7.08,1,1,0,0,1,1,0,11,11,0,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-02,P03,S0108,762.13,716.4,48.7,19,19,1,1,18,18,3,25,22,3,0.0,0.0,0.0,1.0,0.05263157894736842,0.88
2025-01-02,P03,S0112,118.03,44.879999999999995,3.05,4,4,2,0,2,2,0,14,13,1,0.0,0.0,0.0,1.0,0.5,0.9285714285714286
2025-01-02,P03,S0114,58.47,55.68,3.79,1,1,0,0,1,1,0,10,7,1,0.0,0.0,0.0,1.0,0.0,0.7
2025-01-02,P03,S0116,195.52,193.23,13.139999999999999,2,2,0,0,2,2,0,8,8,3,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-02,P03,S0120,64.7,62.87,4.27,2,2,0,0,2,2,0,15,15,0,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-03,P01,S0001,43.84,42.5,3.32,1,1,0,0,1,1,1,8,8,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-03,P01,S0009,11.44,10.8,0.84,1,1,0,0,1,1,0,18,17,5,0.0,0.0,0.0,1.0,0.0,0.9444444444444444
2025-01-03,P01,S0010,23.63,23.4,1.83,1,1,0,0,1,1,0,4,3,0,0.0,0.0,0.0,1.0,0.0,0.75
2025-01-03,P01,S0011,91.6,28.52,2.22,2,2,1,0,1,1,0,21,20,3,0.0,0.0,0.0,1.0,0.5,0.9523809523809523
2025-01-03,P01,S0013,137.32999999999998,127.46000000000001,9.950000000000001,2,2,0,0,2,2,1,13,11,0,0.0,0.0,0.0,1.0,0.0,0.8461538461538461
2025-01-03,P01,S0018,68.0,63.34,4.9399999999999995,2,2,0,0,2,2,0,13,11,1,0.0,0.0,0.0,1.0,0.0,0.8461538461538461
2025-01-03,P01,S0019,140.83,78.76,6.140000000000001,8,8,3,0,5,5,1,21,20,3,0.0,0.0,0.0,1.0,0.375,0.9523809523809523
2025-01-03,P01,S0020,55.65,54.68,4.27,1,1,0,0,1,1,0,22,20,1,0.0,0.0,0.0,1.0,0.0,0.9090909090909091
2025-01-03,P01,S0024,358.43,351.35999999999996,27.4,3,3,0,0,3,3,1,21,18,3,0.0,0.0,0.0,1.0,0.0,0.8571428571428571
2025-01-03,P01,S0026,28.3,26.8,2.09,1,1,0,0,1,1,1,6,6,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-03,P01,S0027,300.69,284.35,22.18,4,4,0,0,4,4,0,10,10,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-03,P01,S0028,63.55,58.35,4.55,1,1,0,0,1,1,0,7,5,0,0.0,0.0,0.0,1.0,0.0,0.7142857142857143
2025-01-03,P01,S0031,446.23999999999995,435.40000000000003,33.97,6,6,0,1,6,6,1,21,20,3,0.0,0.0,0.0,1.0,0.0,0.9523809523809523
2025-01-03,P01,S0033,140.68,137.28,10.72,3,3,0,0,3,3,2,14,12,1,0.0,0.0,0.0,1.0,0.0,0.8571428571428571
2025-01-03,P01,S0035,152.4,145.53,11.36,4,4,0,0,4,4,2,22,21,3,0.0,0.0,0.0,1.0,0.0,0.9545454545454546
2025-01-03,P01,S0038,63.87,62.24,4.85,1,1,0,1,1,1,0,7,5,0,0.0,0.0,0.0,1.0,0.0,0.7142857142857143
2025-01-03,P01,S0039,498.63,470.85,36.73,7,7,0,0,7,7,0,24,23,4,0.0,0.0,0.0,1.0,0.0,0.9583333333333334
2025-01-03,P01,S0043,30.89,29.68,2.31,2,2,0,0,2,1,0,12,11,1,0.0,0.0,0.0,0.5,0.0,0.9166666666666666
2025-01-03,P01,S0046,43.84,42.26,3.29,2,2,0,1,2,1,1,14,14,3,0.0,0.0,0.0,0.5,0.0,1.0
2025-01-03,P01,S0048,80.06,76.05000000000001,5.93,4,4,0,0,4,4,2,12,10,0,0.0,0.0,0.0,1.0,0.0,0.8333333333333334
2025-01-03,P01,S0049,308.55,297.92,23.23,8,8,0,0,8,8,1,21,20,2,0.0,0.0,0.0,1.0,0.0,0.9523809523809523
2025-01-03,P02,S0051,52.14,50.260000000000005,4.17,3,3,0,0,3,3,0,23,21,2,0.0,0.0,0.0,1.0,0.0,0.9130434782608695
2025-01-03,P02,S0052,15.04,14.15,1.17,2,2,0,0,2,2,0,14,11,1,0.0,0.0,0.0,1.0,0.0,0.7857142857142857
2025-01-03,P02,S0056,35.82,0.0,0.0,1,1,1,0,0,0,0,16,13,1,0.0,0.0,0.0,,1.0,0.8125
2025-01-03,P02,S0059,57.21,54.79,4.55,1,1,0,1,1,1,1,10,9,2,0.0,0.0,0.0,1.0,0.0,0.9
2025-01-03,P02,S0060,30.45,29.4,2.44,1,1,0,0,1,1,1,13,13,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-03,P02,S0062,17.02,16.17,1.34,2,2,0,0,2,2,0,8,8,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-03,P02,S0068,71.55,67.77,5.62,3,3,0,0,3,3,0,15,14,2,0.0,0.0,0.0,1.0,0.0,0.9333333333333333
2025-01-03,P02,S0070,53.62,52.76,4.38,1,1,0,0,1,1,0,8,8,2,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-03,P02,S0075,184.56,176.25,14.62,3,3,0,0,3,3,0,19,18,3,0.0,0.0,0.0,1.0,0.0,0.9473684210526315
2025-01-03,P02,S0076,70.21,64.74,5.37,1,1,0,0,1,1,0,4,4,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-03,P02,S0077,68.1,65.07,5.4,1,1,0,0,1,1,0,7,7,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-03,P02,S0078,348.04999999999995,331.45,27.5,8,8,0,0,8,8,1,23,19,3,0.0,0.0,0.0,1.0,0.0,0.8260869565217391
2025-01-03,P02,S0081,105.66,100.49000000000001,8.34,4,4,0,0,4,4,3,12,11,2,0.0,0.0,0.0,1.0,0.0,0.9166666666666666
2025-01-03,P02,S0082,22.990000000000002,22.26,1.85,2,2,0,0,2,2,0,13,11,4,0.0,0.0,0.0,1.0,0.0,0.8461538461538461
2025-01-03,P02,S0084,43.9,40.59,3.37,1,1,0,0,1,1,0,11,10,2,0.0,0.0,0.0,1.0,0.0,0.9090909090909091
2025-01-03,P02,S0088,32.69,31.759999999999998,2.64,2,2,0,0,2,2,0,10,8,1,0.0,0.0,0.0,1.0,0.0,0.8
2025-01-03,P02,S0090,19.2,0.0,0.0,1,1,1,0,0,0,0,12,12,2,0.0,0.0,0.0,,1.0,1.0
2025-01-03,P03,S0093,130.6,127.72999999999999,8.690000000000001,5,5,0,0,5,5,1,18,16,3,0.0,0.0,0.0,1.0,0.0,0.8888888888888888
2025-01-03,P03,S0096,618.08,419.65999999999997,28.55,18,18,2,0,16,16,1,34,33,2,0.0,0.0,0.0,1.0,0.1111111111111111,0.9705882352941176
2025-01-03,P03,S0098,51.05,39.64,2.7,2,2,1,0,1,1,0,19,18,3,0.0,0.0,0.0,1.0,0.5,0.9473684210526315
2025-01-03,P03,S0102,14.94,14.12,0.96,1,1,0,0,1,1,0,24,18,2,0.0,0.0,0.0,1.0,0.0,0.75
2025-01-03,P03,S0103,38.97,36.47,2.48,1,1,0,0,1,1,0,3,3,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-03,P03,S0105,28.27,0.0,0.0,1,1,1,0,0,0,0,11,11,0,0.0,0.0,0.0,,1.0,1.0
2025-01-03,P03,S0108,391.9,370.89,25.22,8,8,0,0,8,8,1,25,22,2,0.0,0.0,0.0,1.0,0.0,0.88
2025-01-03,P03,S0110,23.1,22.12,1.5,1,1,0,0,1,1,0,7,6,1,0.0,0.0,0.0,1.0,0.0,0.8571428571428571
2025-01-03,P03,S0112,138.2,133.52,9.08,5,5,0,2,5,4,2,14,13,1,0.0,0.0,0.0,0.8,0.0,0.9285714285714286
2025-01-03,P03,S0116,6.51,6.29,0.43,1,1,0,0,1,1,1,8,8,4,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-03,P03,S0120,35.11,34.88,2.37,1,1,0,0,1,1,0,15,14,1,0.0,0.0,0.0,1.0,0.0,0.9333333333333333
2025-01-04,P01,S0007,33.88,32.1,2.5,1,1,0,0,1,1,0,8,7,1,0.0,0.0,0.0,1.0,0.0,0.875
2025-01-04,P01,S0009,528.38,494.72,38.589999999999996,5,5,1,0,4,4,2,18,17,3,0.0,0.0,0.0,1.0,0.2,0.9444444444444444
2025-01-04,P01,S0011,245.37,238.1,18.57,3,3,0,0,3,3,1,21,21,2,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-04,P01,S0017,19.9,19.02,1.48,1,1,0,0,1,1,1,9,9,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-04,P01,S0018,24.29,22.89,1.79,1,1,0,0,1,1,0,13,9,2,0.0,0.0,0.0,1.0,0.0,0.6923076923076923
2025-01-04,P01,S0019,60.05,57.43,4.48,3,3,0,0,3,3,0,21,21,3,0.0,0.0,0.0,1.0,0.0,1.0
2025-01-04,P01,S0020,83.24,76.33,5.95,1,1,0,0,1,1,0,22,21,1,0.0,0.0,0.0,1.0,0.0,0.9545454545454546
2025-01-04,P01,S0021,8.3,7.71,0.6,1,1,0,0,1,1,0,14,12,1,0.0,0.0,0.0,1.0,0.0,0.8571428571428571
2025-01-04,P01,S0023,57.02,55.33,4.32,1,1,0,0,1,1,0,9,8,0,0.0,0.0,0.0,1.0,0.0,0.8888888888888888
2025-01-04,P01,S0024,120.2,88.03,6.859999999999999,3,3,1,0,2,2,1,21,21,5,0.0,0.0,0.0,1.0,0.3333333333333333,1.0
2025-01-04,P01,S0025,18.38,0.0,0.0,1,1,1,0,0,0,0,4,3,0,0.0,0.0,0.0,,1.0,0.75
