date_id,customer_id,lane_id,driver,driver_sort,amount_usd,driver_type,is_synthetic
2025-01,C003,L004,Utilization Mix,6,-189.86,Unfavorable,TRUE
2025-01,C003,L004,Other / Rounding,7,-10293.43,Unfavorable,TRUE
2025-01,C003,L005,Price / Yield,1,-2308.2,Unfavorable,TRUE
2025-01,C003,L005,Carrier Buy Rate,2,-986.15,Unfavorable,TRUE
2025-01,C003,L005,Fuel Surcharge,3,-1018.54,Unfavorable,TRUE
2025-01,C003,L005,Demurrage & Detention,4,-505.88,Unfavorable,TRUE
2025-01,C003,L005,Claims Leakage,5,-0.0,Favorable,TRUE
2025-01,C003,L005,Utilization Mix,6,-142.32,Unfavorable,TRUE
2025-01,C003,L005,Other / Rounding,7,-2223.72,Unfavorable,TRUE
2025-01,C003,L009,Price / Yield,1,-3651.81,Unfavorable,TRUE
2025-01,C003,L009,Carrier Buy Rate,2,-505.2,Unfavorable,TRUE
2025-01,C003,L009,Fuel Surcharge,3,-1233.66,Unfavorable,TRUE
2025-01,C003,L009,Demurrage & Detention,4,-247.98,Unfavorable,TRUE
2025-01,C003,L009,Claims Leakage,5,-0.0,Favorable,TRUE
2025-01,C003,L009,Utilization Mix,6,-259.07,Unfavorable,TRUE
2025-01,C003,L009,Other / Rounding,7,-8779.08,Unfavorable,TRUE
2025-01,C003,L010,Price / Yield,1,-2059.37,Unfavorable,TRUE
2025-01,C003,L010,Carrier Buy Rate,2,-503.61,Unfavorable,TRUE
2025-01,C003,L010,Fuel Surcharge,3,-747.12,Unfavorable,TRUE
2025-01,C003,L010,Demurrage & Detention,4,-18.99,Unfavorable,TRUE
2025-01,C003,L010,Claims Leakage,5,-560.86,Unfavorable,TRUE
2025-01,C003,L010,Utilization Mix,6,-0.0,Favorable,TRUE
2025-01,C003,L010,Other / Rounding,7,-5690.47,Unfavorable,TRUE
2025-01,C003,L011,Price / Yield,1,-2836.92,Unfavorable,TRUE
2025-01,C003,L011,Carrier Buy Rate,2,-1193.66,Unfavorable,TRUE
2025-01,C003,L011,Fuel Surcharge,3,-1277.09,Unfavorable,TRUE
2025-01,C003,L011,Demurrage & Detention,4,-23.23,Unfavorable,TRUE
2025-01,C003,L011,Claims Leakage,5,-531.67,Unfavorable,TRUE
2025-01,C003,L011,Utilization Mix,6,-9.88,Unfavorable,TRUE
2025-01,C003,L011,Other / Rounding,7,-6874.11,Unfavorable,TRUE
2025-01,C004,L002,Price / Yield,1,-3153.87,Unfavorable,TRUE
2025-01,C004,L002,Carrier Buy Rate,2,-1238.85,Unfavorable,TRUE
2025-01,C004,L002,Fuel Surcharge,3,-1573.89,Unfavorable,TRUE
2025-01,C004,L002,Demurrage & Detention,4,-295.38,Unfavorable,TRUE
2025-01,C004,L002,Claims Leakage,5,-200.17,Unfavorable,TRUE
2025-01,C004,L002,Utilization Mix,6,-45.45,Unfavorable,TRUE
2025-01,C004,L002,Other / Rounding,7,-9007.99,Unfavorable,TRUE
2025-01,C004,L003,Price / Yield,1,-2461.05,Unfavorable,TRUE
2025-01,C004,L003,Carrier Buy Rate,2,-259.78,Unfavorable,TRUE
2025-01,C004,L003,Fuel Surcharge,3,-622.68,Unfavorable,TRUE
2025-01,C004,L003,Demurrage & Detention,4,-84.42,Unfavorable,TRUE
2025-01,C004,L003,Claims Leakage,5,-50.17,Unfavorable,TRUE
2025-01,C004,L003,Utilization Mix,6,-0.0,Favorable,TRUE
2025-01,C004,L003,Other / Rounding,7,-5482.4,Unfavorable,TRUE
2025-01,C004,L008,Price / Yield,1,-1719.43,Unfavorable,TRUE
2025-01,C004,L008,Carrier Buy Rate,2,-374.51,Unfavorable,TRUE
2025-01,C004,L008,Fuel Surcharge,3,-386.61,Unfavorable,TRUE
2025-01,C004,L008,Demurrage & Detention,4,-397.94,Unfavorable,TRUE
2025-01,C004,L008,Claims Leakage,5,-346.17,Unfavorable,TRUE
2025-01,C004,L008,Utilization Mix,6,-0.0,Favorable,TRUE
2025-01,C004,L008,Other / Rounding,7,-3084.6,Unfavorable,TRUE
2025-01,C004,L012,Price / Yield,1,-952.63,Unfavorable,TRUE
2025-01,C004,L012,Carrier Buy Rate,2,-24.97,Unfavorable,TRUE
2025-01,C004,L012,Fuel Surcharge,3,-30.98,Unfavorable,TRUE
2025-01,C004,L012,Demurrage & Detention,4,-17.09,Unfavorable,TRUE
2025-01,C004,L012,Claims Leakage,5,-2.82,Unfavorable,TRUE
2025-01,C004,L012,Utilization Mix,6,-2.7,Unfavorable,TRUE
2025-01,C004,L012,Other / Rounding,7,-1639.28,Unfavorable,TRUE
2025-01,C005,L002,Price / Yield,1,-1155.15,Unfavorable,TRUE
2025-01,C005,L002,Carrier Buy Rate,2,-2448.8,Unfavorable,TRUE
2025-01,C005,L002,Fuel Surcharge,3,-2694.02,Unfavorable,TRUE
2025-01,C005,L002,Demurrage & Detention,4,-1315.81,Unfavorable,TRUE
2025-01,C005,L002,Claims Leakage,5,-314.08,Unfavorable,TRUE
2025-01,C005,L002,Utilization Mix,6,-0.0,Favorable,TRUE
2025-01,C005,L002,Other / Rounding,7,1604.8,Favorable,TRUE
2025-01,C005,L005,Price / Yield,1,-1664.12,Unfavorable,TRUE
2025-01,C005,L005,Carrier Buy Rate,2,-978.82,Unfavorable,TRUE
2025-01,C005,L005,Fuel Surcharge,3,-1234.11,Unfavorable,TRUE
2025-01,C005,L005,Demurrage & Detention,4,-507.64,Unfavorable,TRUE
2025-01,C005,L005,Claims Leakage,5,-626.85,Unfavorable,TRUE
2025-01,C005,L005,Utilization Mix,6,-0.0,Favorable,TRUE
2025-01,C005,L005,Other / Rounding,7,-2058.36,Unfavorable,TRUE
2025-01,C005,L010,Price / Yield,1,-1813.47,Unfavorable,TRUE
2025-01,C005,L010,Carrier Buy Rate,2,-2001.0,Unfavorable,TRUE
2025-01,C005,L010,Fuel Surcharge,3,-3394.35,Unfavorable,TRUE
2025-01,C005,L010,Demurrage & Detention,4,-0.0,Favorable,TRUE
2025-01,C005,L010,Claims Leakage,5,-175.6,Unfavorable,TRUE
2025-01,C005,L010,Utilization Mix,6,-0.0,Favorable,TRUE
2025-01,C005,L010,Other / Rounding,7,-1710.93,Unfavorable,TRUE
2025-01,C005,L011,Price / Yield,1,-1220.57,Unfavorable,TRUE
2025-01,C005,L011,Carrier Buy Rate,2,-1202.95,Unfavorable,TRUE
2025-01,C005,L011,Fuel Surcharge,3,-1363.71,Unfavorable,TRUE
2025-01,C005,L011,Demurrage & Detention,4,-0.0,Favorable,TRUE
2025-01,C005,L011,Claims Leakage,5,-443.17,Unfavorable,TRUE
2025-01,C005,L011,Utilization Mix,6,-0.0,Favorable,TRUE
2025-01,C005,L011,Other / Rounding,7,811.24,Favorable,TRUE
2025-01,C005,L012,Price / Yield,1,-971.94,Unfavorable,TRUE
2025-01,C005,L012,Carrier Buy Rate,2,-124.99,Unfavorable,TRUE
2025-01,C005,L012,Fuel Surcharge,3,-93.13,Unfavorable,TRUE
2025-01,C005,L012,Demurrage & Detention,4,-50.4,Unfavorable,TRUE
2025-01,C005,L012,Claims Leakage,5,-0.0,Favorable,TRUE
2025-01,C005,L012,Utilization Mix,6,-0.0,Favorable,TRUE
2025-01,C005,L012,Other / Rounding,7,-3626.08,Unfavorable,TRUE
2025-01,C006,L003,Price / Yield,1,-1011.12,Unfavorable,TRUE
2025-01,C006,L003,Carrier Buy Rate,2,-135.22,Unfavorable,TRUE
2025-01,C006,L003,Fuel Surcharge,3,-78.3,Unfavorable,TRUE
2025-01,C006,L003,Demurrage & Detention,4,-19.47,Unfavorable,TRUE
2025-01,C006,L003,Claims Leakage,5,-38.57,Unfavorable,TRUE
2025-01,C006,L003,Utilization Mix,6,-0.0,Favorable,TRUE
2025-01,C006,L003,Other / Rounding,7,-2156.94,Unfavorable,TRUE
2025-01,C006,L008,Price / Yield,1,-2388.38,Unfavorable,TRUE
2025-01,C006,L008,Carrier Buy Rate,2,-460.4,Unfavorable,TRUE
2025-01,C006,L008,Fuel Surcharge,3,-611.64,Unfavorable,TRUE
2025-01,C006,L008,Demurrage & Detention,4,-503.92,Unfavorable,TRUE
2025-01,C006,L008,Claims Leakage,5,-0.0,Favorable,TRUE
2025-01,C006,L008,Utilization Mix,6,-175.98,Unfavorable,TRUE
2025-01,C006,L008,Other / Rounding,7,-4976.12,Unfavorable,TRUE
2025-01,C006,L012,Price / Yield,1,-1013.22,Unfavorable,TRUE
2025-01,C006,L012,Carrier Buy Rate,2,-32.07,Unfavorable,TRUE
2025-01,C006,L012,Fuel Surcharge,3,-34.94,Unfavorable,TRUE
2025-01,C006,L012,Demurrage & Detention,4,-27.9,Unfavorable,TRUE
2025-01,C006,L012,Claims Leakage,5,-24.17,Unfavorable,TRUE
2025-01,C006,L012,Utilization Mix,6,-0.0,Favorable,TRUE
2025-01,C006,L012,Other / Rounding,7,-1779.23,Unfavorable,TRUE
2025-01,C007,L001,Price / Yield,1,-1507.13,Unfavorable,TRUE
2025-01,C007,L001,Carrier Buy Rate,2,-1157.43,Unfavorable,TRUE
2025-01,C007,L001,Fuel Surcharge,3,-927.14,Unfavorable,TRUE
2025-01,C007,L001,Demurrage & Detention,4,-212.32,Unfavorable,TRUE
2025-01,C007,L001,Claims Leakage,5,-0.0,Favorable,TRUE
2025-01,C007,L001,Utilization Mix,6,-0.0,Favorable,TRUE
2025-01,C007,L001,Other / Rounding,7,-444.18,Unfavorable,TRUE
2025-01,C007,L003,Price / Yield,1,-737.74,Unfavorable,TRUE
2025-01,C007,L003,Carrier Buy Rate,2,-189.19,Unfavorable,TRUE
2025-01,C007,L003,Fuel Surcharge,3,-336.75,Unfavorable,TRUE
2025-01,C007,L003,Demurrage & Detention,4,-0.0,Favorable,TRUE
2025-01,C007,L003,Claims Leakage,5,-59.95,Unfavorable,TRUE
2025-01,C007,L003,Utilization Mix,6,-30.12,Unfavorable,TRUE
2025-01,C007,L003,Other / Rounding,7,-1594.02,Unfavorable,TRUE
2025-01,C007,L005,Price / Yield,1,-3168.29,Unfavorable,TRUE
2025-01,C007,L005,Carrier Buy Rate,2,-1159.77,Unfavorable,TRUE
2025-01,C007,L005,Fuel Surcharge,3,-794.63,Unfavorable,TRUE
2025-01,C007,L005,Demurrage & Detention,4,-82.26,Unfavorable,TRUE
2025-01,C007,L005,Claims Leakage,5,-6.77,Unfavorable,TRUE
2025-01,C007,L005,Utilization Mix,6,-254.73,Unfavorable,TRUE
2025-01,C007,L005,Other / Rounding,7,-3519.7,Unfavorable,TRUE
2025-01,C007,L006,Price / Yield,1,-354.73,Unfavorable,TRUE
2025-01,C007,L006,Carrier Buy Rate,2,-211.88,Unfavorable,TRUE
2025-01,C007,L006,Fuel Surcharge,3,-269.63,Unfavorable,TRUE
2025-01,C007,L006,Demurrage & Detention,4,-154.67,Unfavorable,TRUE
2025-01,C007,L006,Claims Leakage,5,-34.22,Unfavorable,TRUE
2025-01,C007,L006,Utilization Mix,6,-0.0,Favorable,TRUE
2025-01,C007,L006,Other / Rounding,7,-152.58,Unfavorable,TRUE
2025-01,C008,L001,Price / Yield,1,-2584.87,Unfavorable,TRUE
2025-01,C008,L001,Carrier Buy Rate,2,-1431.84,Unfavorable,TRUE
2025-01,C008,L001,Fuel Surcharge,3,-1656.31,Unfavorable,TRUE
2025-01,C008,L001,Demurrage & Detention,4,-392.23,Unfavorable,TRUE
2025-01,C008,L001,Claims Leakage,5,-1106.34,Unfavorable,TRUE
2025-01,C008,L001,Utilization Mix,6,-0.0,Favorable,TRUE
2025-01,C008,L001,Other / Rounding,7,-3675.42,Unfavorable,TRUE
2025-01,C008,L002,Price / Yield,1,-2203.58,Unfavorable,TRUE
2025-01,C008,L002,Carrier Buy Rate,2,-1166.9,Unfavorable,TRUE
2025-01,C008,L002,Fuel Surcharge,3,-1179.97,Unfavorable,TRUE
2025-01,C008,L002,Demurrage & Detention,4,-355.87,Unfavorable,TRUE
2025-01,C008,L002,Claims Leakage,5,-1151.51,Unfavorable,TRUE
2025-01,C008,L002,Utilization Mix,6,-0.0,Favorable,TRUE
2025-01,C008,L002,Other / Rounding,7,-105.88,Unfavorable,TRUE
2025-01,C008,L006,Price / Yield,1,-1800.93,Unfavorable,TRUE
2025-01,C008,L006,Carrier Buy Rate,2,-1182.47,Unfavorable,TRUE
2025-01,C008,L006,Fuel Surcharge,3,-1184.98,Unfavorable,TRUE
2025-01,C008,L006,Demurrage & Detention,4,-0.0,Favorable,TRUE
2025-01,C008,L006,Claims Leakage,5,-513.03,Unfavorable,TRUE
2025-01,C008,L006,Utilization Mix,6,-5.95,Unfavorable,TRUE
2025-01,C008,L006,Other / Rounding,7,-931.44,Unfavorable,TRUE
2025-01,C008,L008,Price / Yield,1,-804.24,Unfavorable,TRUE
2025-01,C008,L008,Carrier Buy Rate,2,-359.66,Unfavorable,TRUE
2025-01,C008,L008,Fuel Surcharge,3,-195.46,Unfavorable,TRUE
2025-01,C008,L008,Demurrage & Detention,4,-113.93,Unfavorable,TRUE
2025-01,C008,L008,Claims Leakage,5,-0.0,Favorable,TRUE
2025-01,C008,L008,Utilization Mix,6,-156.64,Unfavorable,TRUE
2025-01,C008,L008,Other / Rounding,7,-1386.8,Unfavorable,TRUE
2025-01,C009,L001,Price / Yield,1,-2188.93,Unfavorable,TRUE
2025-01,C009,L001,Carrier Buy Rate,2,-3273.84,Unfavorable,TRUE
2025-01,C009,L001,Fuel Surcharge,3,-5468.05,Unfavorable,TRUE
2025-01,C009,L001,Demurrage & Detention,4,-0.0,Favorable,TRUE
2025-01,C009,L001,Claims Leakage,5,-1032.16,Unfavorable,TRUE
2025-01,C009,L001,Utilization Mix,6,-0.0,Favorable,TRUE
2025-01,C009,L001,Other / Rounding,7,2816.64,Favorable,TRUE
2025-01,C009,L002,Price / Yield,1,-10884.84,Unfavorable,TRUE
2025-01,C009,L002,Carrier Buy Rate,2,-5158.66,Unfavorable,TRUE
2025-01,C009,L002,Fuel Surcharge,3,-6024.39,Unfavorable,TRUE
2025-01,C009,L002,Demurrage & Detention,4,-1279.39,Unfavorable,TRUE
2025-01,C009,L002,Claims Leakage,5,-54.03,Unfavorable,TRUE
2025-01,C009,L002,Utilization Mix,6,-304.86,Unfavorable,TRUE
2025-01,C009,L002,Other / Rounding,7,-7756.6,Unfavorable,TRUE
2025-01,C009,L003,Price / Yield,1,-5519.33,Unfavorable,TRUE
2025-01,C009,L003,Carrier Buy Rate,2,-1076.64,Unfavorable,TRUE
2025-01,C009,L003,Fuel Surcharge,3,-541.96,Unfavorable,TRUE
2025-01,C009,L003,Demurrage & Detention,4,-308.94,Unfavorable,TRUE
2025-01,C009,L003,Claims Leakage,5,-1.8,Unfavorable,TRUE
2025-01,C009,L003,Utilization Mix,6,-0.0,Favorable,TRUE
2025-01,C009,L003,Other / Rounding,7,-9118.56,Unfavorable,TRUE
2025-01,C009,L004,Price / Yield,1,-1736.16,Unfavorable,TRUE
2025-01,C009,L004,Carrier Buy Rate,2,-97.98,Unfavorable,TRUE
2025-01,C009,L004,Fuel Surcharge,3,-261.71,Unfavorable,TRUE
2025-01,C009,L004,Demurrage & Detention,4,-135.17,Unfavorable,TRUE
2025-01,C009,L004,Claims Leakage,5,-39.72,Unfavorable,TRUE
2025-01,C009,L004,Utilization Mix,6,-0.0,Favorable,TRUE
2025-01,C009,L004,Other / Rounding,7,-7044.6,Unfavorable,TRUE
2025-01,C009,L007,Price / Yield,1,-1693.61,Unfavorable,TRUE
2025-01,C009,L007,Carrier Buy Rate,2,-297.14,Unfavorable,TRUE
2025-01,C009,L007,Fuel Surcharge,3,-293.28,Unfavorable,TRUE
2025-01,C009,L007,Demurrage & Detention,4,-88.02,Unfavorable,TRUE
2025-01,C009,L007,Claims Leakage,5,-34.2,Unfavorable,TRUE
2025-01,C009,L007,Utilization Mix,6,-20.83,Unfavorable,TRUE
2025-01,C009,L007,Other / Rounding,7,-2708.37,Unfavorable,TRUE
2025-01,C009,L012,Price / Yield,1,-1618.15,Unfavorable,TRUE
2025-01,C009,L012,Carrier Buy Rate,2,-131.64,Unfavorable,TRUE
2025-01,C009,L012,Fuel Surcharge,3,-61.91,Unfavorable,TRUE
2025-01,C009,L012,Demurrage & Detention,4,-143.36,Unfavorable,TRUE
2025-01,C009,L012,Claims Leakage,5,-124.11,Unfavorable,TRUE
2025-01,C009,L012,Utilization Mix,6,-0.31,Unfavorable,TRUE
2025-01,C009,L012,Other / Rounding,7,-2449.65,Unfavorable,TRUE
2025-01,C010,L002,Price / Yield,1,-5943.68,Unfavorable,TRUE
2025-01,C010,L002,Carrier Buy Rate,2,-4915.22,Unfavorable,TRUE
2025-01,C010,L002,Fuel Surcharge,3,-3228.71,Unfavorable,TRUE
2025-01,C010,L002,Demurrage & Detention,4,-731.63,Unfavorable,TRUE
2025-01,C010,L002,Claims Leakage,5,-1191.44,Unfavorable,TRUE
2025-01,C010,L002,Utilization Mix,6,-88.12,Unfavorable,TRUE
2025-01,C010,L002,Other / Rounding,7,-6276.04,Unfavorable,TRUE
2025-01,C010,L004,Price / Yield,1,-4356.2,Unfavorable,TRUE
2025-01,C010,L004,Carrier Buy Rate,2,-455.09,Unfavorable,TRUE
2025-01,C010,L004,Fuel Surcharge,3,-357.52,Unfavorable,TRUE
2025-01,C010,L004,Demurrage & Detention,4,-459.61,Unfavorable,TRUE
2025-01,C010,L004,Claims Leakage,5,-17.14,Unfavorable,TRUE
2025-01,C010,L004,Utilization Mix,6,-0.0,Favorable,TRUE
2025-01,C010,L004,Other / Rounding,7,-17751.22,Unfavorable,TRUE
2025-01,C010,L005,Price / Yield,1,-5220.18,Unfavorable,TRUE
2025-01,C010,L005,Carrier Buy Rate,2,-4057.0,Unfavorable,TRUE
2025-01,C010,L005,Fuel Surcharge,3,-4736.77,Unfavorable,TRUE
2025-01,C010,L005,Demurrage & Detention,4,-1154.17,Unfavorable,TRUE
2025-01,C010,L005,Claims Leakage,5,-1090.87,Unfavorable,TRUE
2025-01,C010,L005,Utilization Mix,6,-0.0,Favorable,TRUE
2025-01,C010,L005,Other / Rounding,7,-7871.85,Unfavorable,TRUE
2025-01,C010,L007,Price / Yield,1,-4934.22,Unfavorable,TRUE
2025-01,C010,L007,Carrier Buy Rate,2,-722.36,Unfavorable,TRUE
2025-01,C010,L007,Fuel Surcharge,3,-869.88,Unfavorable,TRUE
2025-01,C010,L007,Demurrage & Detention,4,-305.95,Unfavorable,TRUE
2025-01,C010,L007,Claims Leakage,5,-709.81,Unfavorable,TRUE
2025-01,C010,L007,Utilization Mix,6,-0.0,Favorable,TRUE
