date,campaign_key,channel_key,paid_organic,spend,impressions,clicks,leads,conversions,new_customers,revenue,gross_profit,month_key,year,month,week_start
2025-01-07,CP018,CH08,Organic,53.88,2842,240,58,23,10,3151.41,2003.61,2025-01,2025,1,2025-01-06
2025-01-07,CP019,CH09,Organic,77.96,6220,404,70,9,2,1899.97,1288.37,2025-01,2025,1,2025-01-06
2025-01-07,CP020,CH09,Organic,76.73,7642,448,88,32,13,6511.69,4047.82,2025-01,2025,1,2025-01-06
2025-01-07,CP021,CH10,Organic,110.08,5415,231,50,16,6,3746.52,2141.91,2025-01,2025,1,2025-01-06
2025-01-07,CP022,CH10,Organic,86.96,2339,191,29,13,10,3546.55,2097.47,2025-01,2025,1,2025-01-06
2025-01-07,CP023,CH10,Organic,93.65,2374,182,37,7,5,1816.39,1224.8,2025-01,2025,1,2025-01-06
2025-01-08,CP001,CH01,Paid,1238.13,18116,688,100,24,19,4959.76,3081.26,2025-01,2025,1,2025-01-06
2025-01-08,CP002,CH01,Paid,1267.53,13837,620,80,17,10,3238.75,2156.12,2025-01,2025,1,2025-01-06
2025-01-08,CP003,CH01,Paid,1041.69,9695,674,80,11,5,2215.12,1198.28,2025-01,2025,1,2025-01-06
2025-01-08,CP004,CH02,Paid,747.36,8213,556,52,2,2,366.31,218.62,2025-01,2025,1,2025-01-06
2025-01-08,CP005,CH02,Paid,468.86,4569,298,27,0,0,0.0,0.0,2025-01,2025,1,2025-01-06
2025-01-08,CP006,CH02,Paid,642.6,13392,453,28,3,3,462.37,265.99,2025-01,2025,1,2025-01-06
2025-01-08,CP007,CH03,Paid,363.64,13537,345,24,1,0,116.74,78.13,2025-01,2025,1,2025-01-06
2025-01-08,CP008,CH03,Paid,380.23,5827,311,25,0,0,0.0,0.0,2025-01,2025,1,2025-01-06
2025-01-08,CP009,CH04,Paid,240.92,911,49,8,0,0,0.0,0.0,2025-01,2025,1,2025-01-06
2025-01-08,CP010,CH04,Paid,358.77,1175,65,6,0,0,0.0,0.0,2025-01,2025,1,2025-01-06
2025-01-08,CP011,CH05,Paid,328.53,9805,554,23,3,3,404.45,243.01,2025-01,2025,1,2025-01-06
2025-01-08,CP012,CH05,Paid,232.54,4007,313,11,0,0,0.0,0.0,2025-01,2025,1,2025-01-06
2025-01-08,CP013,CH06,Paid,160.12,2018,156,24,3,1,548.55,346.62,2025-01,2025,1,2025-01-06
2025-01-08,CP014,CH06,Paid,124.6,2382,95,10,1,1,188.51,102.84,2025-01,2025,1,2025-01-06
2025-01-08,CP015,CH07,Organic,88.59,3766,269,43,10,5,2345.53,1323.79,2025-01,2025,1,2025-01-06
2025-01-08,CP016,CH07,Organic,81.71,3704,243,33,11,5,2546.4,1474.63,2025-01,2025,1,2025-01-06
2025-01-08,CP017,CH08,Organic,37.31,2561,206,39,8,1,1123.52,722.3,2025-01,2025,1,2025-01-06
2025-01-08,CP018,CH08,Organic,71.94,6540,378,101,33,11,4982.69,3221.36,2025-01,2025,1,2025-01-06
2025-01-08,CP019,CH09,Organic,80.36,11325,489,86,24,4,4044.8,2201.24,2025-01,2025,1,2025-01-06
2025-01-08,CP020,CH09,Organic,83.38,13274,389,86,24,8,5553.33,3376.19,2025-01,2025,1,2025-01-06
2025-01-08,CP021,CH10,Organic,137.76,5388,276,30,7,3,1801.03,1128.93,2025-01,2025,1,2025-01-06
2025-01-08,CP022,CH10,Organic,56.37,3572,110,21,7,5,1887.03,1110.62,2025-01,2025,1,2025-01-06
2025-01-08,CP023,CH10,Organic,96.38,2584,184,19,9,4,2287.65,1306.12,2025-01,2025,1,2025-01-06
2025-01-09,CP001,CH01,Paid,1104.87,11142,600,69,16,10,3392.77,2215.98,2025-01,2025,1,2025-01-06
2025-01-09,CP002,CH01,Paid,958.89,7782,479,72,16,10,3253.06,1808.92,2025-01,2025,1,2025-01-06
2025-01-09,CP003,CH01,Paid,1050.52,6939,517,59,9,8,2031.42,1224.55,2025-01,2025,1,2025-01-06
2025-01-09,CP004,CH02,Paid,554.64,5682,406,30,2,0,361.84,226.37,2025-01,2025,1,2025-01-06
2025-01-09,CP005,CH02,Paid,679.75,6252,447,44,1,1,172.99,113.41,2025-01,2025,1,2025-01-06
2025-01-09,CP006,CH02,Paid,838.53,9844,610,59,0,0,0.0,0.0,2025-01,2025,1,2025-01-06
2025-01-09,CP007,CH03,Paid,428.21,9068,400,29,1,1,132.47,74.03,2025-01,2025,1,2025-01-06
2025-01-09,CP008,CH03,Paid,360.25,6405,332,22,1,1,136.04,87.6,2025-01,2025,1,2025-01-06
2025-01-09,CP009,CH04,Paid,207.91,585,44,4,0,0,0.0,0.0,2025-01,2025,1,2025-01-06
2025-01-09,CP010,CH04,Paid,332.01,1385,70,6,0,0,0.0,0.0,2025-01,2025,1,2025-01-06
2025-01-09,CP011,CH05,Paid,243.7,5491,335,24,1,1,127.07,71.67,2025-01,2025,1,2025-01-06
2025-01-09,CP012,CH05,Paid,262.07,6566,362,25,0,0,0.0,0.0,2025-01,2025,1,2025-01-06
2025-01-09,CP013,CH06,Paid,215.11,6129,228,18,2,1,339.94,187.35,2025-01,2025,1,2025-01-06
2025-01-09,CP014,CH06,Paid,133.33,2659,116,16,2,1,305.99,177.92,2025-01,2025,1,2025-01-06
2025-01-09,CP015,CH07,Organic,75.72,3430,211,44,9,2,1908.1,1062.23,2025-01,2025,1,2025-01-06
2025-01-09,CP016,CH07,Organic,99.47,5796,290,44,13,4,2985.04,1748.1,2025-01,2025,1,2025-01-06
2025-01-09,CP017,CH08,Organic,39.48,3365,189,34,16,6,2225.75,1430.4,2025-01,2025,1,2025-01-06
2025-01-09,CP018,CH08,Organic,41.16,2511,207,54,15,5,2403.04,1488.41,2025-01,2025,1,2025-01-06
2025-01-09,CP019,CH09,Organic,48.57,5686,337,60,24,6,4549.23,2676.73,2025-01,2025,1,2025-01-06
2025-01-09,CP020,CH09,Organic,60.46,4323,345,65,19,8,3795.83,2321.98,2025-01,2025,1,2025-01-06
2025-01-09,CP021,CH10,Organic,120.43,4915,238,46,18,10,4290.36,2591.27,2025-01,2025,1,2025-01-06
2025-01-09,CP022,CH10,Organic,91.21,5379,197,30,10,4,2652.32,1803.34,2025-01,2025,1,2025-01-06
2025-01-09,CP023,CH10,Organic,123.51,3792,234,45,15,8,3624.43,2321.88,2025-01,2025,1,2025-01-06
2025-01-10,CP001,CH01,Paid,1361.09,16528,741,139,22,19,4918.83,2669.53,2025-01,2025,1,2025-01-06
2025-01-10,CP002,CH01,Paid,739.78,10533,384,51,19,7,3994.81,2237.29,2025-01,2025,1,2025-01-06
2025-01-10,CP003,CH01,Paid,701.36,9085,335,49,6,5,1408.98,866.13,2025-01,2025,1,2025-01-06
2025-01-10,CP004,CH02,Paid,552.74,5714,350,29,6,4,931.31,616.98,2025-01,2025,1,2025-01-06
2025-01-10,CP005,CH02,Paid,638.37,10363,439,38,4,2,698.94,468.54,2025-01,2025,1,2025-01-06
2025-01-10,CP006,CH02,Paid,797.19,14481,572,56,5,5,782.63,491.39,2025-01,2025,1,2025-01-06
2025-01-10,CP007,CH03,Paid,331.66,6658,336,20,0,0,0.0,0.0,2025-01,2025,1,2025-01-06
2025-01-10,CP008,CH03,Paid,484.33,17746,484,36,4,4,581.51,347.06,2025-01,2025,1,2025-01-06
2025-01-10,CP009,CH04,Paid,229.85,1158,42,5,0,0,0.0,0.0,2025-01,2025,1,2025-01-06
2025-01-10,CP010,CH04,Paid,296.64,1979,55,11,0,0,0.0,0.0,2025-01,2025,1,2025-01-06
2025-01-10,CP011,CH05,Paid,256.89,13947,364,12,1,1,130.08,79.23,2025-01,2025,1,2025-01-06
2025-01-10,CP012,CH05,Paid,209.96,9290,336,13,0,0,0.0,0.0,2025-01,2025,1,2025-01-06
2025-01-10,CP013,CH06,Paid,168.21,2003,150,14,2,1,351.89,203.48,2025-01,2025,1,2025-01-06
2025-01-10,CP014,CH06,Paid,151.7,3322,138,17,2,2,336.8,200.29,2025-01,2025,1,2025-01-06
2025-01-10,CP015,CH07,Organic,64.87,2999,167,23,3,0,541.82,358.71,2025-01,2025,1,2025-01-06
2025-01-10,CP016,CH07,Organic,103.72,5190,322,58,8,3,1897.44,1165.11,2025-01,2025,1,2025-01-06
2025-01-10,CP017,CH08,Organic,38.66,6367,178,34,8,3,1142.58,661.94,2025-01,2025,1,2025-01-06
2025-01-10,CP018,CH08,Organic,59.58,4147,295,73,27,10,4337.98,2786.15,2025-01,2025,1,2025-01-06
2025-01-10,CP019,CH09,Organic,74.17,7358,491,89,24,8,4534.1,2894.14,2025-01,2025,1,2025-01-06
2025-01-10,CP020,CH09,Organic,86.94,6649,469,95,32,10,6281.5,3403.55,2025-01,2025,1,2025-01-06
2025-01-10,CP021,CH10,Organic,108.03,4136,232,25,7,3,1727.38,1061.53,2025-01,2025,1,2025-01-06
2025-01-10,CP022,CH10,Organic,109.91,3425,225,44,11,7,2674.62,1729.57,2025-01,2025,1,2025-01-06
2025-01-10,CP023,CH10,Organic,114.17,3112,240,44,12,4,2663.5,1796.85,2025-01,2025,1,2025-01-06
2025-01-11,CP001,CH01,Paid,794.41,5275,388,53,7,4,1542.45,967.7,2025-01,2025,1,2025-01-06
