MonthStart,PlanID,ChannelID,RegionID,NewCustomers,NewARRBooked,SalesMarketingSpend,SalesPipelineARR
2024-04-01,growth,outbound,na,1,23036.88,3207.9,67266.14
2024-04-01,growth,partner,apac,1,16425.36,2843.29,46094.52
2024-04-01,growth,partner,emea,1,15622.32,2726.95,49650.18
2024-04-01,growth,plg,na,1,27249.72,1938.48,80940.7
2024-04-01,scale,outbound,latam,1,63311.76,22513.92,147890.49
2024-04-01,scale,plg,na,2,225753.24,17847.14,618002.81
2024-04-01,starter,expansion,na,1,12346.2,729.77,41794.93
2024-04-01,starter,inbound,latam,1,3450.6,1365.72,12411.98
2024-04-01,starter,outbound,na,1,10101.36,2235.79,35615.21
2024-04-01,starter,partner,apac,1,6146.76,1506.43,19863.68
2024-04-01,starter,partner,na,2,20551.08,2385.18,64039.5
2024-04-01,starter,plg,emea,1,5317.56,1180.91,17505.23
2024-05-01,business,inbound,na,2,155234.04,15002.2,546193.06
2024-05-01,business,outbound,na,1,74762.4,9791.9,265856.91
2024-05-01,business,partner,emea,1,24208.92,6743.45,65990.8
2024-05-01,growth,expansion,apac,1,16434.6,1158.53,48483.5
2024-05-01,growth,expansion,emea,3,51641.16,3059.91,154065.07
2024-05-01,growth,inbound,emea,1,14720.88,3165.68,41109.67
2024-05-01,growth,inbound,na,1,10217.4,2984.26,28496.27
2024-05-01,growth,partner,emea,1,13586.64,3100.89,47524.03
2024-05-01,growth,plg,na,3,70814.28,6808.07,251086.67
2024-05-01,scale,inbound,latam,1,70173.12,17004.14,176782.81
2024-05-01,scale,outbound,na,1,152645.52,20855.24,441612.72
2024-05-01,scale,plg,latam,1,69835.32,9444.38,223880.95
2024-05-01,starter,inbound,emea,1,10385.16,1542.0,33492.74
2024-05-01,starter,inbound,na,1,8065.08,1433.26,26633.62
2024-05-01,starter,outbound,na,2,18427.56,4591.4,64449.93
2024-05-01,starter,plg,emea,1,8986.68,972.88,29705.82
2024-06-01,business,expansion,na,1,55696.08,3261.46,162866.44
2024-06-01,business,outbound,apac,1,51271.2,8873.27,146592.36
2024-06-01,business,plg,apac,1,44658.12,5505.58,122130.2
2024-06-01,business,plg,emea,1,39697.8,5761.85,119393.61
2024-06-01,business,plg,na,1,103480.56,5975.81,245773.69
2024-06-01,enterprise,inbound,emea,1,260796.0,41176.41,761367.24
2024-06-01,enterprise,plg,emea,1,159940.68,21195.34,538216.3
2024-06-01,enterprise,plg,na,1,318552.96,24034.11,1144033.6
2024-06-01,growth,inbound,na,1,30776.4,2709.79,98682.96
2024-06-01,growth,outbound,apac,1,15868.68,3802.88,45145.12
2024-06-01,growth,outbound,latam,1,8211.12,3608.5,22722.04
2024-06-01,growth,outbound,na,1,19745.88,3423.27,49807.45
2024-06-01,growth,partner,latam,2,22775.64,4622.56,59401.41
2024-06-01,scale,inbound,na,1,125987.4,15315.1,415800.11
2024-06-01,starter,inbound,emea,2,11251.2,3058.6,31174.77
2024-06-01,starter,inbound,latam,2,10491.6,3418.36,24353.42
2024-06-01,starter,inbound,na,1,6895.44,1806.61,23182.99
2024-06-01,starter,outbound,apac,1,12284.64,2288.17,27789.73
2024-06-01,starter,outbound,emea,1,5937.48,2195.43,20110.81
2024-06-01,starter,partner,na,1,8115.48,1634.52,20246.71
2024-06-01,starter,plg,apac,1,4896.48,958.84,12039.37
2024-06-01,starter,plg,latam,1,1770.48,977.77,6355.63
2024-07-01,business,inbound,apac,1,64305.36,6802.0,193668.44
2024-07-01,business,inbound,emea,1,56642.04,8744.16,175650.8
2024-07-01,business,plg,na,1,105597.48,6022.38,347558.13
2024-07-01,enterprise,partner,emea,1,217149.84,29472.04,731508.47
2024-07-01,growth,expansion,emea,1,13715.16,1345.24,42346.18
2024-07-01,growth,inbound,apac,2,37659.6,6385.74,82920.77
2024-07-01,growth,inbound,emea,1,22280.76,2637.28,66639.45
2024-07-01,growth,plg,apac,1,9985.92,2162.29,26160.1
2024-07-01,growth,plg,na,1,27269.76,1816.99,95093.38
2024-07-01,scale,expansion,emea,1,137098.8,7170.08,347506.84
2024-07-01,scale,inbound,na,1,111706.44,18358.42,251868.09
2024-07-01,scale,partner,apac,1,75098.88,12386.7,212366.52
2024-07-01,starter,inbound,emea,1,7315.32,1464.67,23900.18
2024-07-01,starter,partner,na,1,12773.04,1610.16,41302.63
2024-07-01,starter,plg,apac,2,12826.44,2196.86,38153.75
2024-08-01,business,outbound,apac,1,79569.84,11084.99,236480.57
2024-08-01,business,plg,na,1,99058.92,4868.87,352858.77
2024-08-01,enterprise,inbound,na,1,324362.88,36859.18,913977.84
2024-08-01,enterprise,outbound,na,1,375663.84,49809.55,1261851.55
2024-08-01,enterprise,plg,apac,1,173644.44,28248.78,398519.02
2024-08-01,growth,expansion,na,1,36279.96,1340.09,92756.96
2024-08-01,growth,plg,apac,2,43657.68,3639.78,114452.65
2024-08-01,growth,plg,na,1,13926.72,1845.95,46057.92
2024-08-01,scale,expansion,latam,1,72240.96,5875.1,196445.72
2024-08-01,scale,outbound,emea,1,155984.52,22132.79,345488.09
2024-08-01,scale,partner,latam,1,82833.72,13119.83,245802.97
2024-08-01,scale,plg,na,1,125252.04,8915.76,441916.92
2024-08-01,starter,expansion,emea,1,7996.44,687.24,21045.45
2024-08-01,starter,inbound,apac,3,27336.36,4319.54,83047.78
2024-08-01,starter,inbound,latam,1,9683.88,1764.23,25929.81
2024-08-01,starter,inbound,na,1,11635.8,1477.73,41294.42
2024-08-01,starter,outbound,emea,1,9385.2,2037.76,23688.53
2024-08-01,starter,partner,apac,1,9379.8,1662.59,26107.41
2024-08-01,starter,plg,apac,1,4851.84,1055.52,11853.95
2024-08-01,starter,plg,na,3,30102.96,3507.03,69589.81
2024-09-01,business,expansion,apac,1,65940.36,2736.1,218138.77
2024-09-01,business,partner,apac,1,37494.12,6414.92,129208.28
2024-09-01,business,plg,latam,1,27643.32,5278.53,98548.72
2024-09-01,growth,expansion,apac,1,20390.04,1132.99,62974.19
2024-09-01,growth,inbound,latam,1,14155.56,2802.59,43718.41
2024-09-01,growth,outbound,apac,1,13929.36,3232.79,41482.16
2024-09-01,growth,outbound,na,1,31761.96,3069.88,91867.86
2024-09-01,growth,partner,na,1,21261.96,3015.31,56856.13
2024-09-01,scale,inbound,emea,1,74406.6,16637.83,221071.11
2024-09-01,scale,inbound,na,1,89440.32,16882.75,266104.47
2024-09-01,scale,outbound,emea,1,72807.0,20369.57,163622.95
2024-09-01,scale,plg,emea,1,87612.24,12238.32,311760.74
2024-09-01,starter,inbound,na,2,14055.96,2782.6,31279.09
2024-09-01,starter,outbound,na,1,7649.64,2089.15,23174.69
2024-09-01,starter,partner,emea,1,6409.08,1645.58,17963.78
2024-09-01,starter,plg,apac,1,12297.48,1185.52,27289.72
2024-09-01,starter,plg,emea,2,20771.28,2105.16,48369.84
2024-09-01,starter,plg,na,2,19475.04,1972.98,62255.13
2024-10-01,business,partner,na,1,59225.04,8632.48,205061.27
2024-10-01,enterprise,inbound,latam,1,115364.4,32792.66,364227.47
2024-10-01,enterprise,partner,apac,1,196398.12,31068.13,577998.75
2024-10-01,growth,inbound,na,1,20998.44,2955.2,47792.56
2024-10-01,growth,outbound,na,1,15400.08,4267.39,47802.43
2024-10-01,growth,plg,latam,1,12030.72,1916.36,32666.86
2024-10-01,scale,inbound,emea,1,105623.88,13821.48,352274.45
2024-10-01,starter,inbound,na,2,16522.44,3509.15,40598.38
2024-10-01,starter,outbound,emea,2,15465.96,3980.4,52990.74
2024-10-01,starter,outbound,na,1,11595.0,1968.2,31177.39
2024-10-01,starter,partner,na,1,6165.84,1495.78,18129.69
2024-10-01,starter,plg,na,2,18336.0,2395.25,57050.32
2024-11-01,business,plg,na,1,58511.76,6204.47,133709.76
2024-11-01,enterprise,expansion,na,1,153133.44,16102.32,508925.7
2024-11-01,growth,inbound,na,3,49083.6,10196.04,164616.09
2024-11-01,growth,outbound,apac,1,26041.68,4103.3,89952.7
2024-11-01,growth,partner,na,1,31889.16,3040.08,103720.1
2024-11-01,growth,plg,na,2,45322.56,4548.37,134825.9
2024-11-01,scale,expansion,emea,2,131568.0,11436.58,306681.69
2024-11-01,scale,outbound,na,1,147319.2,16217.57,527229.83
2024-11-01,starter,partner,na,1,11657.76,1320.44,34791.75
2024-11-01,starter,plg,emea,1,8320.92,1087.27,28697.02
2024-11-01,starter,plg,na,3,29943.36,3459.21,82481.24
2024-12-01,business,inbound,emea,1,39092.88,9232.44,120510.47
2024-12-01,business,plg,latam,1,25565.88,5950.93,79019.16
2024-12-01,business,plg,na,1,48076.92,5892.72,131359.7
2024-12-01,enterprise,plg,apac,1,216733.8,27021.3,503414.65
2024-12-01,growth,expansion,na,3,67543.56,3866.5,187865.56
2024-12-01,growth,inbound,emea,1,14948.64,2638.74,52761.67
2024-12-01,growth,inbound,na,3,65536.56,10023.37,219767.95
2024-12-01,growth,partner,apac,1,8672.04,2837.98,20589.26
2024-12-01,growth,plg,na,2,40065.84,3441.63,115626.15
2024-12-01,scale,expansion,emea,1,155607.36,6258.39,526873.16
2024-12-01,scale,expansion,na,1,113547.36,5873.67,312229.75
2024-12-01,scale,inbound,emea,1,89166.96,16703.02,232375.48
2024-12-01,scale,outbound,emea,1,101014.68,21817.09,346445.62
2024-12-01,scale,plg,emea,1,74420.88,10525.24,187306.79
2024-12-01,starter,inbound,na,1,15605.64,1821.44,40450.12
2024-12-01,starter,outbound,emea,1,8315.52,2309.05,29887.78
2024-12-01,starter,outbound,latam,1,4422.48,1641.27,12466.27
2024-12-01,starter,partner,na,1,17171.76,1530.33,55129.77
2025-01-01,business,expansion,emea,1,54266.16,3083.28,142760.09
2025-01-01,business,inbound,na,2,137396.64,16745.87,476471.84
2025-01-01,business,partner,apac,1,43316.52,7023.49,132603.16
2025-01-01,business,partner,na,1,107545.68,7608.97,352598.16
2025-01-01,business,plg,emea,1,51886.56,6358.99,125567.3
2025-01-01,growth,inbound,apac,1,16351.08,3126.28,58092.74
2025-01-01,growth,inbound,latam,1,7880.28,3268.13,19243.51
2025-01-01,growth,partner,apac,1,17902.8,3148.68,56162.65
2025-01-01,growth,plg,apac,1,30555.72,1704.58,94201.74
2025-01-01,growth,plg,emea,1,15911.16,2147.51,52389.94
2025-01-01,growth,plg,na,2,36072.6,3842.29,112329.0
2025-01-01,scale,expansion,na,1,93680.76,7160.14,262649.66
2025-01-01,scale,inbound,na,1,90781.32,16784.22,232345.58
2025-01-01,scale,outbound,latam,1,44367.72,20291.47,121235.37
2025-01-01,starter,inbound,na,1,18508.92,1837.05,47765.74
2025-01-01,starter,outbound,apac,1,7677.36,2103.27,25093.6
2025-01-01,starter,partner,apac,1,7108.32,1231.05,17237.92
2025-01-01,starter,plg,na,1,6893.64,1183.29,18282.24
2025-02-01,business,expansion,emea,1,32825.64,2899.9,105232.8
2025-02-01,business,inbound,emea,1,38052.24,8627.3,89328.29
2025-02-01,business,outbound,emea,1,67508.4,10227.01,169435.95
2025-02-01,business,partner,apac,1,34027.92,7424.84,88318.73
2025-02-01,business,plg,na,1,57782.04,5840.72,202878.58
2025-02-01,enterprise,outbound,emea,1,211359.6,41310.15,667078.51
2025-02-01,enterprise,outbound,na,1,346831.08,38082.13,949541.59
2025-02-01,enterprise,partner,emea,1,228150.72,30849.69,738269.99
2025-02-01,growth,inbound,na,1,34379.16,3256.47,98422.48
2025-02-01,growth,outbound,latam,1,12956.64,3894.22,40158.65
2025-02-01,growth,outbound,na,1,23171.88,4324.04,70130.29
2025-02-01,growth,partner,na,2,38908.8,5910.58,116858.99
2025-02-01,growth,plg,na,1,29203.68,2318.77,89425.11
2025-02-01,scale,plg,apac,1,120341.16,8729.54,412287.14
2025-02-01,scale,plg,emea,1,116893.92,10195.19,284185.59
2025-02-01,starter,inbound,emea,2,14019.24,3507.35,37810.46
2025-02-01,starter,plg,apac,1,5313.24,1245.85,13665.44
2025-02-01,starter,plg,latam,1,3260.4,1157.75,9850.62
2025-02-01,starter,plg,na,2,23882.64,1867.37,63212.19
2025-03-01,business,inbound,na,1,51658.8,8022.79,171003.2
2025-03-01,business,partner,emea,1,40905.48,6955.12,135659.57
2025-03-01,enterprise,plg,emea,1,195373.68,20553.65,623564.43
2025-03-01,growth,expansion,na,1,21891.6,1047.0,72263.46
2025-03-01,growth,inbound,emea,1,10729.08,2707.72,37926.93
2025-03-01,growth,inbound,na,1,19680.12,2703.43,46014.68
2025-03-01,growth,outbound,emea,2,35592.0,7317.2,86519.87
2025-03-01,growth,partner,emea,1,16881.12,2482.99,51914.35
2025-03-01,growth,plg,na,2,47158.2,4067.66,147586.29
2025-03-01,scale,outbound,emea,1,71268.6,22152.4,212128.29
2025-03-01,scale,partner,latam,1,68929.2,12444.18,159189.65
2025-03-01,scale,plg,apac,1,81908.52,9962.44,255005.88
2025-03-01,scale,plg,na,1,77395.44,12431.84,245202.59
2025-03-01,starter,inbound,emea,1,5807.52,1633.71,15678.73
2025-03-01,starter,inbound,na,1,10041.24,1774.11,23892.97
2025-03-01,starter,outbound,na,2,20151.72,3395.65,69389.92
2025-03-01,starter,plg,emea,1,5645.04,1053.09,19763.0
2025-04-01,business,outbound,na,1,47590.8,11471.06,120657.48
2025-04-01,business,partner,emea,1,45540.12,7427.81,135907.8
2025-04-01,business,partner,na,1,38306.4,6829.84,85345.06
2025-04-01,enterprise,partner,emea,1,178677.6,28540.97,566945.16
2025-04-01,enterprise,plg,apac,1,279016.8,22292.12,633109.68
2025-04-01,growth,expansion,emea,1,21136.8,1349.84,67963.16
2025-04-01,growth,inbound,apac,1,23982.96,2655.03,69084.58
2025-04-01,growth,outbound,emea,1,13585.92,3104.23,40228.89
2025-04-01,growth,partner,emea,1,17840.04,2819.09,56731.36
2025-04-01,growth,plg,apac,1,15480.84,1917.74,50688.2
2025-04-01,scale,expansion,apac,1,69225.12,5935.14,226011.44
2025-04-01,scale,plg,emea,2,236295.0,18170.99,666731.05
2025-04-01,starter,expansion,emea,1,6896.76,707.61,18780.46
2025-04-01,starter,inbound,emea,1,5860.92,1294.19,20218.63
2025-04-01,starter,inbound,na,1,11742.6,1716.98,40512.42
2025-04-01,starter,plg,apac,2,15996.84,1821.59,50896.13
2025-05-01,business,inbound,na,1,57704.16,7357.15,163458.49
2025-05-01,business,outbound,emea,1,76418.52,9862.62,202247.49
2025-05-01,enterprise,inbound,na,1,271694.16,37112.89,893060.8
2025-05-01,enterprise,outbound,emea,1,147712.32,39942.56,472684.23
2025-05-01,enterprise,partner,na,2,474912.12,66346.71,1047401.82
2025-05-01,enterprise,plg,emea,1,207551.16,25538.98,559066.95
2025-05-01,enterprise,plg,na,1,248949.6,21895.2,826034.34
2025-05-01,growth,expansion,apac,1,16956.12,1151.07,60599.12
2025-05-01,growth,inbound,na,2,31215.96,4889.54,77602.28
2025-05-01,growth,outbound,apac,1,18250.08,4284.3,52666.34
2025-05-01,growth,outbound,na,1,31000.92,3270.16,76871.42
2025-05-01,growth,partner,na,1,17369.52,2577.74,39734.56
2025-05-01,growth,plg,na,1,26797.08,1966.42,65748.96
2025-05-01,scale,expansion,emea,1,124359.48,6719.08,279620.73
2025-05-01,scale,expansion,na,1,82503.84,5511.43,223259.66
2025-05-01,scale,inbound,apac,1,94386.48,17722.85,226313.98
2025-05-01,scale,inbound,emea,1,51001.68,14440.09,129848.29
2025-05-01,scale,plg,na,2,251795.52,20667.4,815143.25
2025-05-01,starter,inbound,na,1,6669.6,1814.63,19464.23
2025-05-01,starter,outbound,emea,1,3729.24,2315.85,11691.88
2025-05-01,starter,plg,apac,1,8921.28,1150.47,29753.9
2025-05-01,starter,plg,latam,1,4621.44,1108.55,16160.65
2025-05-01,starter,plg,na,1,7455.0,973.91,18372.87
2025-06-01,business,outbound,na,1,70903.44,10164.09,191858.79
2025-06-01,business,plg,na,1,125433.36,6270.98,314219.37
2025-06-01,growth,inbound,emea,1,12210.96,3433.53,32970.51
2025-06-01,growth,inbound,na,1,15233.88,3427.52,41863.31
2025-06-01,growth,outbound,apac,1,15651.72,3445.38,56036.26
2025-06-01,growth,partner,apac,1,20071.56,2325.08,58379.53
2025-06-01,growth,partner,emea,1,11093.16,2355.82,39421.4
2025-06-01,scale,partner,na,1,194716.44,14889.3,483050.92
2025-06-01,starter,inbound,apac,2,13415.28,3260.38,42482.94
2025-06-01,starter,inbound,emea,1,12465.36,1378.71,38159.86
2025-06-01,starter,inbound,latam,2,9774.36,3289.82,30474.88
2025-06-01,starter,inbound,na,2,20445.48,2603.87,52212.55
2025-06-01,starter,outbound,emea,1,5157.6,2265.43,12829.5
2025-06-01,starter,outbound,na,1,5142.84,2333.48,14100.01
2025-07-01,enterprise,inbound,na,1,285822.6,32758.45,857726.98
2025-07-01,enterprise,outbound,na,1,303590.76,43277.0,725217.48
2025-07-01,growth,inbound,emea,1,15745.68,3265.22,52707.65
2025-07-01,growth,partner,na,1,24050.16,2321.36,60726.42
2025-07-01,growth,plg,emea,1,13475.64,2051.99,41451.25
2025-07-01,growth,plg,na,1,16476.84,1721.68,56687.86
2025-07-01,scale,inbound,na,1,80419.08,12824.49,257191.62
2025-07-01,starter,expansion,na,1,7999.08,656.75,26075.67
2025-07-01,starter,inbound,emea,1,9232.32,1382.66,21748.09
2025-07-01,starter,plg,na,2,22753.8,1962.23,72981.62
2025-08-01,business,expansion,na,1,73820.16,3346.85,246024.36
2025-08-01,business,plg,na,1,73455.12,5786.77,239663.34
2025-08-01,enterprise,outbound,latam,1,91630.92,44400.54,267993.17
2025-08-01,enterprise,plg,latam,1,160093.32,24613.15,469665.59
2025-08-01,growth,outbound,emea,1,9202.32,3326.48,25847.1
2025-08-01,growth,partner,na,1,24540.0,2768.39,72904.41
2025-08-01,growth,plg,apac,1,18368.64,1914.99,60742.74
2025-08-01,growth,plg,na,1,11091.96,1911.05,32976.41
2025-08-01,scale,inbound,na,1,94488.0,13005.09,333002.6
2025-08-01,scale,outbound,na,1,120769.08,18725.87,333969.03
2025-08-01,scale,partner,emea,1,101616.84,12455.81,331322.46
2025-08-01,scale,partner,latam,1,76418.16,13338.14,212458.75
2025-08-01,starter,inbound,emea,1,8407.92,1381.21,19881.64
2025-08-01,starter,inbound,latam,1,4681.32,1486.39,14813.1
2025-08-01,starter,partner,na,1,7317.48,1184.38,22361.76
2025-08-01,starter,plg,emea,1,5076.96,932.8,15030.98
2025-08-01,starter,plg,na,1,9909.84,1057.77,27863.98
2025-09-01,business,inbound,apac,1,31889.76,9093.12,82209.41
2025-09-01,business,partner,latam,1,17465.88,8809.1,38621.41
2025-09-01,business,plg,apac,1,54792.6,5525.67,122774.2
2025-09-01,business,plg,na,1,46676.04,5744.47,120569.47
2025-09-01,enterprise,outbound,apac,1,124660.92,51445.77,324171.76
2025-09-01,growth,inbound,na,2,49075.44,5012.4,110482.38
2025-09-01,growth,outbound,apac,1,12020.76,3453.41,30730.96
2025-09-01,growth,outbound,emea,1,17652.48,3000.12,43666.16
2025-09-01,growth,plg,apac,1,18533.4,1968.4,43594.21
2025-09-01,scale,outbound,na,1,102797.76,16542.85,346465.79
2025-09-01,starter,expansion,emea,1,5994.6,616.65,18386.64
2025-09-01,starter,inbound,na,1,9457.08,1305.2,29579.12
2025-09-01,starter,partner,emea,1,7740.84,1344.78,27082.57
2025-09-01,starter,partner,na,1,10997.88,1409.03,25148.07
2025-10-01,business,partner,na,1,60435.12,7081.75,179156.05
2025-10-01,enterprise,inbound,apac,1,283686.24,38707.72,1009508.35
2025-10-01,enterprise,inbound,na,1,188088.96,37245.44,554501.9
2025-10-01,growth,partner,na,1,28468.92,2355.84,97619.1
2025-10-01,growth,plg,emea,1,16292.28,1693.0,44970.03
2025-10-01,growth,plg,na,1,19234.44,2048.99,59689.21
2025-10-01,scale,outbound,na,2,288545.04,45923.81,655391.46
2025-10-01,scale,plg,na,1,136260.0,9399.13,395018.64
2025-10-01,starter,expansion,na,1,13396.8,740.36,40010.19
2025-10-01,starter,inbound,na,1,7992.36,1543.99,23892.19
2025-10-01,starter,outbound,latam,1,4149.72,2164.21,11583.65
2025-10-01,starter,outbound,na,1,9462.72,2086.94,23524.54
2025-10-01,starter,partner,emea,1,5825.16,1213.85,19081.43
2025-10-01,starter,plg,na,1,12537.6,1032.64,30710.5
2025-11-01,business,expansion,emea,1,58250.04,3469.25,145529.8
2025-11-01,business,outbound,apac,1,36372.6,9983.36,129673.69
2025-11-01,business,plg,apac,2,73476.6,12920.78,239986.36
2025-11-01,enterprise,inbound,na,1,231974.04,29338.04,732469.4
2025-11-01,enterprise,outbound,na,1,133489.92,50681.52,302089.91
2025-11-01,growth,expansion,latam,1,6036.96,967.0,15833.72
2025-11-01,growth,inbound,na,1,14403.96,3302.78,34406.3
2025-11-01,growth,outbound,na,1,20938.2,3112.66,66797.11
2025-11-01,growth,partner,na,1,19865.16,3117.54,65011.23
2025-11-01,growth,plg,apac,1,16053.12,1676.25,48399.43
2025-11-01,starter,outbound,apac,1,5158.8,1989.38,11742.72
2025-11-01,starter,outbound,emea,1,7383.6,1744.8,24951.73
2025-11-01,starter,plg,na,1,12460.2,918.42,37466.78
2025-12-01,business,inbound,na,2,105192.72,16135.6,293706.22
2025-12-01,business,partner,na,1,48176.52,6973.64,149718.39
2025-12-01,business,plg,apac,1,44027.04,6675.24,139306.37
2025-12-01,business,plg,na,2,119498.4,10143.25,383666.51
2025-12-01,growth,expansion,apac,1,26338.56,1374.38,81089.54
2025-12-01,growth,expansion,emea,1,21410.64,961.99,72510.31
2025-12-01,growth,inbound,na,1,27041.04,3413.94,60586.73
2025-12-01,growth,outbound,na,1,15945.84,4042.06,41776.58
2025-12-01,growth,partner,emea,1,9696.12,2787.37,28236.73
2025-12-01,growth,plg,apac,1,18267.12,2197.78,58202.93
2025-12-01,starter,inbound,na,1,10019.4,1393.05,30017.42
2025-12-01,starter,plg,apac,1,10906.44,1008.61,31075.54
2026-01-01,business,outbound,emea,1,51436.08,10568.52,147340.87
2026-01-01,business,partner,apac,1,44943.84,7599.55,151444.11
2026-01-01,business,plg,na,1,29531.76,6111.21,77658.09
2026-01-01,enterprise,inbound,na,2,572732.16,76938.51,1971888.01
2026-01-01,growth,expansion,na,2,35261.4,1963.06,122769.69
2026-01-01,growth,inbound,na,1,30242.88,2658.47,98629.13
2026-01-01,growth,partner,emea,1,22252.8,2718.51,74778.75
2026-01-01,growth,plg,emea,2,44951.76,4500.85,133620.14
2026-01-01,scale,expansion,na,1,93488.76,5462.92,277489.27
2026-01-01,scale,partner,na,1,154153.8,12794.68,347747.21
2026-01-01,starter,partner,emea,1,4448.52,1492.96,14632.58
2026-02-01,business,inbound,emea,1,52648.56,8981.5,164837.06
2026-02-01,business,inbound,na,1,40684.56,8336.86,93079.03
2026-02-01,business,plg,na,2,99083.16,11734.15,229044.25
2026-02-01,enterprise,outbound,emea,1,199092.48,43043.38,602730.38
2026-02-01,growth,expansion,na,1,13394.52,1108.61,47881.75
2026-02-01,growth,partner,latam,1,15114.0,2591.76,38488.89
2026-02-01,scale,partner,na,1,210369.6,14996.01,753628.25
2026-02-01,scale,plg,na,1,157275.84,10339.91,535362.02
2026-02-01,starter,inbound,apac,1,7767.12,1466.31,18243.66
2026-02-01,starter,inbound,na,1,10570.92,1285.11,29078.4
2026-02-01,starter,outbound,emea,1,8809.44,2120.99,25818.7
