CohortMonth,CohortLabel,ActivityMonth,MonthsSinceCohort,PlanID,ChannelID,CohortStartMRR,RetainedMRR,ExpansionMRR,ContractionMRR,StartLogos,ActiveLogos,ChurnedLogos,NetRetentionRate,GrossRetentionRate
2024-01-01,Jan 2024,2024-02-01,1,business,plg,6176.21,6176.21,0.0,0.0,1,1,0,1.0,1.0
2024-01-01,Jan 2024,2024-03-01,2,business,plg,6176.21,6176.21,0.0,0.0,1,1,0,1.0,1.0
2024-01-01,Jan 2024,2024-04-01,3,business,plg,6176.21,6176.21,0.0,0.0,1,1,0,1.0,1.0
2024-01-01,Jan 2024,2024-05-01,4,business,plg,6176.21,6176.21,0.0,0.0,1,1,0,1.0,1.0
2024-01-01,Jan 2024,2024-06-01,5,business,plg,6176.21,6176.21,0.0,0.0,1,1,0,1.0,1.0
2024-01-01,Jan 2024,2024-07-01,6,business,plg,6176.21,6176.21,0.0,0.0,1,1,0,1.0,1.0
2024-01-01,Jan 2024,2024-08-01,7,business,plg,6176.21,6176.21,0.0,0.0,1,1,0,1.0,1.0
2024-01-01,Jan 2024,2024-09-01,8,business,plg,6176.21,6176.21,0.0,0.0,1,1,0,1.0,1.0
2024-01-01,Jan 2024,2024-10-01,9,business,plg,6176.21,6176.21,0.0,0.0,1,1,0,1.0,1.0
2024-01-01,Jan 2024,2024-11-01,10,business,plg,6176.21,6176.21,0.0,0.0,1,1,0,1.0,1.0
2024-01-01,Jan 2024,2024-12-01,11,business,plg,6176.21,6176.21,0.0,0.0,1,1,0,1.0,1.0
2024-01-01,Jan 2024,2025-01-01,12,business,plg,6176.21,6176.21,0.0,0.0,1,1,0,1.0,1.0
2024-01-01,Jan 2024,2025-02-01,13,business,plg,6176.21,6176.21,0.0,0.0,1,1,0,1.0,1.0
2024-01-01,Jan 2024,2025-03-01,14,business,plg,6176.21,6176.21,0.0,0.0,1,1,0,1.0,1.0
2024-01-01,Jan 2024,2025-04-01,15,business,plg,6176.21,6605.28,429.07,0.0,1,1,0,1.0695,1.0
2024-01-01,Jan 2024,2025-05-01,16,business,plg,6176.21,6605.28,0.0,0.0,1,1,0,1.0695,1.0695
2024-01-01,Jan 2024,2025-06-01,17,business,plg,6176.21,7285.73,680.45,0.0,1,1,0,1.1796,1.0695
2024-01-01,Jan 2024,2025-07-01,18,business,plg,6176.21,8456.09,1170.35,0.0,1,1,0,1.3691,1.1796
2024-01-01,Jan 2024,2025-08-01,19,business,plg,6176.21,8456.09,0.0,0.0,1,1,0,1.3691,1.3691
2024-01-01,Jan 2024,2025-09-01,20,business,plg,6176.21,8860.83,948.97,544.23,1,1,0,1.4347,1.281
2024-01-01,Jan 2024,2025-10-01,21,business,plg,6176.21,10131.45,1270.62,0.0,1,1,0,1.6404,1.4347
2024-01-01,Jan 2024,2025-11-01,22,business,plg,6176.21,11533.95,1402.5,0.0,1,1,0,1.8675,1.6404
2024-01-01,Jan 2024,2025-12-01,23,business,plg,6176.21,11533.95,0.0,0.0,1,1,0,1.8675,1.8675
2024-01-01,Jan 2024,2026-01-01,24,business,plg,6176.21,11533.95,0.0,0.0,1,1,0,1.8675,1.8675
2024-01-01,Jan 2024,2026-02-01,25,business,plg,6176.21,11533.95,0.0,0.0,1,1,0,1.8675,1.8675
2024-01-01,Jan 2024,2026-03-01,26,business,plg,6176.21,12126.05,592.1,0.0,1,1,0,1.9633,1.8675
2024-01-01,Jan 2024,2026-04-01,27,business,plg,6176.21,12126.05,0.0,0.0,1,1,0,1.9633,1.9633
2024-01-01,Jan 2024,2026-05-01,28,business,plg,6176.21,13431.78,1305.73,0.0,1,1,0,2.1748,1.9633
2024-01-01,Jan 2024,2024-01-01,0,enterprise,plg,17673.99,17673.99,0.0,0.0,1,1,0,1.0,1.0
2024-01-01,Jan 2024,2024-02-01,1,enterprise,plg,17673.99,17673.99,0.0,0.0,1,1,0,1.0,1.0
2024-01-01,Jan 2024,2024-03-01,2,enterprise,plg,17673.99,17673.99,0.0,0.0,1,1,0,1.0,1.0
2024-01-01,Jan 2024,2024-04-01,3,enterprise,plg,17673.99,17673.99,0.0,0.0,1,1,0,1.0,1.0
2024-01-01,Jan 2024,2024-05-01,4,enterprise,plg,17673.99,19570.62,1896.63,0.0,1,1,0,1.1073,1.0
2024-01-01,Jan 2024,2024-06-01,5,enterprise,plg,17673.99,19570.62,0.0,0.0,1,1,0,1.1073,1.1073
2024-01-01,Jan 2024,2024-07-01,6,enterprise,plg,17673.99,19570.62,0.0,0.0,1,1,0,1.1073,1.1073
2024-01-01,Jan 2024,2024-08-01,7,enterprise,plg,17673.99,19570.62,0.0,0.0,1,1,0,1.1073,1.1073
2024-01-01,Jan 2024,2024-09-01,8,enterprise,plg,17673.99,23557.68,3987.07,0.0,1,1,0,1.3329,1.1073
2024-01-01,Jan 2024,2024-10-01,9,enterprise,plg,17673.99,23557.68,0.0,0.0,1,1,0,1.3329,1.3329
2024-01-01,Jan 2024,2024-11-01,10,enterprise,plg,17673.99,23557.68,0.0,0.0,1,1,0,1.3329,1.3329
2024-01-01,Jan 2024,2024-12-01,11,enterprise,plg,17673.99,23557.68,0.0,0.0,1,1,0,1.3329,1.3329
2024-01-01,Jan 2024,2025-01-01,12,enterprise,plg,17673.99,23557.68,0.0,0.0,1,1,0,1.3329,1.3329
2024-01-01,Jan 2024,2025-02-01,13,enterprise,plg,17673.99,23557.68,0.0,0.0,1,1,0,1.3329,1.3329
2024-01-01,Jan 2024,2025-03-01,14,enterprise,plg,17673.99,23557.68,0.0,0.0,1,1,0,1.3329,1.3329
2024-01-01,Jan 2024,2025-04-01,15,enterprise,plg,17673.99,24751.83,1194.15,0.0,1,1,0,1.4005,1.3329
2024-01-01,Jan 2024,2025-05-01,16,enterprise,plg,17673.99,27093.74,2341.9,0.0,1,1,0,1.533,1.4005
2024-01-01,Jan 2024,2025-06-01,17,enterprise,plg,17673.99,27093.74,0.0,0.0,1,1,0,1.533,1.533
2024-01-01,Jan 2024,2025-07-01,18,enterprise,plg,17673.99,27093.74,0.0,0.0,1,1,0,1.533,1.533
2024-01-01,Jan 2024,2025-08-01,19,enterprise,plg,17673.99,27093.74,0.0,0.0,1,1,0,1.533,1.533
2024-01-01,Jan 2024,2025-09-01,20,enterprise,plg,17673.99,27093.74,0.0,0.0,1,1,0,1.533,1.533
2024-01-01,Jan 2024,2025-10-01,21,enterprise,plg,17673.99,29864.09,2770.35,0.0,1,1,0,1.6897,1.533
2024-01-01,Jan 2024,2025-11-01,22,enterprise,plg,17673.99,29864.09,0.0,0.0,1,1,0,1.6897,1.6897
2024-01-01,Jan 2024,2025-12-01,23,enterprise,plg,17673.99,29864.09,0.0,0.0,1,1,0,1.6897,1.6897
2024-01-01,Jan 2024,2026-01-01,24,enterprise,plg,17673.99,29864.09,0.0,0.0,1,1,0,1.6897,1.6897
2024-01-01,Jan 2024,2026-02-01,25,enterprise,plg,17673.99,29864.09,0.0,0.0,1,1,0,1.6897,1.6897
2024-01-01,Jan 2024,2026-03-01,26,enterprise,plg,17673.99,29864.09,0.0,0.0,1,1,0,1.6897,1.6897
2024-01-01,Jan 2024,2026-04-01,27,enterprise,plg,17673.99,29864.09,0.0,0.0,1,1,0,1.6897,1.6897
2024-01-01,Jan 2024,2026-05-01,28,enterprise,plg,17673.99,33278.22,3414.13,0.0,1,1,0,1.8829,1.6897
2024-01-01,Jan 2024,2024-01-01,0,growth,inbound,3305.24,3305.24,0.0,0.0,2,2,0,1.0,1.0
2024-01-01,Jan 2024,2024-02-01,1,growth,inbound,3305.24,3539.24,234.0,0.0,2,2,0,1.0708,1.0
2024-01-01,Jan 2024,2024-03-01,2,growth,inbound,3305.24,3539.24,0.0,0.0,2,2,0,1.0708,1.0708
2024-01-01,Jan 2024,2024-04-01,3,growth,inbound,3305.24,3443.56,0.0,95.68,2,2,0,1.0418,1.0418
2024-01-01,Jan 2024,2024-05-01,4,growth,inbound,3305.24,3443.56,0.0,0.0,2,2,0,1.0418,1.0418
2024-01-01,Jan 2024,2024-06-01,5,growth,inbound,3305.24,3517.49,73.93,0.0,2,2,0,1.0642,1.0418
2024-01-01,Jan 2024,2024-07-01,6,growth,inbound,3305.24,3517.49,0.0,0.0,2,2,0,1.0642,1.0642
2024-01-01,Jan 2024,2024-08-01,7,growth,inbound,3305.24,3682.38,164.89,0.0,2,2,0,1.1141,1.0642
2024-01-01,Jan 2024,2024-09-01,8,growth,inbound,3305.24,3682.38,0.0,0.0,2,2,0,1.1141,1.1141
2024-01-01,Jan 2024,2024-10-01,9,growth,inbound,3305.24,3682.38,0.0,0.0,2,2,0,1.1141,1.1141
2024-01-01,Jan 2024,2024-11-01,10,growth,inbound,3305.24,3682.38,0.0,0.0,2,2,0,1.1141,1.1141
2024-01-01,Jan 2024,2024-12-01,11,growth,inbound,3305.24,3682.38,0.0,0.0,2,2,0,1.1141,1.1141
2024-01-01,Jan 2024,2025-01-01,12,growth,inbound,3305.24,3710.62,170.79,142.55,2,2,0,1.1226,1.071
2024-01-01,Jan 2024,2025-02-01,13,growth,inbound,3305.24,3710.62,0.0,0.0,2,2,0,1.1226,1.1226
2024-01-01,Jan 2024,2025-03-01,14,growth,inbound,3305.24,4117.55,406.93,0.0,2,2,0,1.2458,1.1226
2024-01-01,Jan 2024,2025-04-01,15,growth,inbound,3305.24,4745.85,628.31,0.0,2,2,0,1.4359,1.2458
2024-01-01,Jan 2024,2025-05-01,16,growth,inbound,3305.24,4942.77,196.92,0.0,2,2,0,1.4954,1.4359
2024-01-01,Jan 2024,2025-06-01,17,growth,inbound,3305.24,4942.77,0.0,0.0,2,2,0,1.4954,1.4954
2024-01-01,Jan 2024,2025-07-01,18,growth,inbound,3305.24,5279.86,337.09,0.0,2,2,0,1.5974,1.4954
2024-01-01,Jan 2024,2025-08-01,19,growth,inbound,3305.24,5758.32,478.46,0.0,2,2,0,1.7422,1.5974
2024-01-01,Jan 2024,2025-09-01,20,growth,inbound,3305.24,6595.62,837.3,0.0,2,2,0,1.9955,1.7422
2024-01-01,Jan 2024,2025-10-01,21,growth,inbound,3305.24,6595.62,0.0,0.0,2,2,0,1.9955,1.9955
2024-01-01,Jan 2024,2025-11-01,22,growth,inbound,3305.24,6595.62,0.0,0.0,2,2,0,1.9955,1.9955
2024-01-01,Jan 2024,2025-12-01,23,growth,inbound,3305.24,6758.35,162.74,0.0,2,2,0,2.0447,1.9955
2024-01-01,Jan 2024,2026-01-01,24,growth,inbound,3305.24,7335.09,576.73,0.0,2,2,0,2.2192,2.0447
2024-01-01,Jan 2024,2026-02-01,25,growth,inbound,3305.24,7335.09,0.0,0.0,2,2,0,2.2192,2.2192
2024-01-01,Jan 2024,2026-03-01,26,growth,inbound,3305.24,6725.52,0.0,609.57,2,2,0,2.0348,2.0348
2024-01-01,Jan 2024,2026-04-01,27,growth,inbound,3305.24,7177.67,452.15,0.0,2,2,0,2.1716,2.0348
2024-01-01,Jan 2024,2026-05-01,28,growth,inbound,3305.24,7177.67,0.0,0.0,2,2,0,2.1716,2.1716
2024-01-01,Jan 2024,2024-01-01,0,growth,outbound,2881.59,2881.59,0.0,0.0,2,2,0,1.0,1.0
2024-01-01,Jan 2024,2024-02-01,1,growth,outbound,2881.59,2881.59,0.0,0.0,2,2,0,1.0,1.0
2024-01-01,Jan 2024,2024-03-01,2,growth,outbound,2881.59,2881.59,0.0,0.0,2,2,0,1.0,1.0
2024-01-01,Jan 2024,2024-04-01,3,growth,outbound,2881.59,2881.59,0.0,0.0,2,2,0,1.0,1.0
2024-01-01,Jan 2024,2024-05-01,4,growth,outbound,2881.59,3320.86,439.27,0.0,2,2,0,1.1524,1.0
2024-01-01,Jan 2024,2024-06-01,5,growth,outbound,2881.59,3320.86,0.0,0.0,2,2,0,1.1524,1.1524
2024-01-01,Jan 2024,2024-07-01,6,growth,outbound,2881.59,1677.3,0.0,0.0,2,1,1,0.5821,0.5821
2024-01-01,Jan 2024,2024-08-01,7,growth,outbound,2881.59,1677.3,0.0,0.0,2,1,1,0.5821,0.5821
2024-01-01,Jan 2024,2024-09-01,8,growth,outbound,2881.59,1677.3,0.0,0.0,2,1,1,0.5821,0.5821
2024-01-01,Jan 2024,2024-10-01,9,growth,outbound,2881.59,1677.3,0.0,0.0,2,1,1,0.5821,0.5821
2024-01-01,Jan 2024,2024-11-01,10,growth,outbound,2881.59,1677.3,0.0,0.0,2,1,1,0.5821,0.5821
2024-01-01,Jan 2024,2024-12-01,11,growth,outbound,2881.59,1677.3,0.0,0.0,2,1,1,0.5821,0.5821
2024-01-01,Jan 2024,2025-01-01,12,growth,outbound,2881.59,1677.3,0.0,0.0,2,1,1,0.5821,0.5821
2024-01-01,Jan 2024,2025-02-01,13,growth,outbound,2881.59,1677.3,0.0,0.0,2,1,1,0.5821,0.5821
2024-01-01,Jan 2024,2025-03-01,14,growth,outbound,2881.59,1677.3,0.0,0.0,2,1,1,0.5821,0.5821
2024-01-01,Jan 2024,2025-04-01,15,growth,outbound,2881.59,1922.35,245.06,0.0,2,1,1,0.6671,0.5821
2024-01-01,Jan 2024,2025-05-01,16,growth,outbound,2881.59,1922.35,0.0,0.0,2,1,1,0.6671,0.6671
2024-01-01,Jan 2024,2025-06-01,17,growth,outbound,2881.59,1922.35,0.0,0.0,2,1,1,0.6671,0.6671
2024-01-01,Jan 2024,2025-07-01,18,growth,outbound,2881.59,1922.35,0.0,0.0,2,1,1,0.6671,0.6671
2024-01-01,Jan 2024,2025-08-01,19,growth,outbound,2881.59,1922.35,0.0,0.0,2,1,1,0.6671,0.6671
2024-01-01,Jan 2024,2025-09-01,20,growth,outbound,2881.59,1922.35,0.0,0.0,2,1,1,0.6671,0.6671
2024-01-01,Jan 2024,2025-10-01,21,growth,outbound,2881.59,1922.35,0.0,0.0,2,1,1,0.6671,0.6671
2024-01-01,Jan 2024,2025-11-01,22,growth,outbound,2881.59,1922.35,0.0,0.0,2,1,1,0.6671,0.6671
2024-01-01,Jan 2024,2025-12-01,23,growth,outbound,2881.59,2174.05,251.69,0.0,2,1,1,0.7545,0.6671
2024-01-01,Jan 2024,2026-01-01,24,growth,outbound,2881.59,2174.05,0.0,0.0,2,1,1,0.7545,0.7545
2024-01-01,Jan 2024,2026-02-01,25,growth,outbound,2881.59,2459.83,285.79,0.0,2,1,1,0.8536,0.7545
2024-01-01,Jan 2024,2026-03-01,26,growth,outbound,2881.59,2459.83,0.0,0.0,2,1,1,0.8536,0.8536
2024-01-01,Jan 2024,2026-04-01,27,growth,outbound,2881.59,2459.83,0.0,0.0,2,1,1,0.8536,0.8536
2024-01-01,Jan 2024,2026-05-01,28,growth,outbound,2881.59,2459.83,0.0,0.0,2,1,1,0.8536,0.8536
2024-01-01,Jan 2024,2024-01-01,0,growth,partner,2466.08,2466.08,0.0,0.0,1,1,0,1.0,1.0
2024-01-01,Jan 2024,2024-02-01,1,growth,partner,2466.08,2466.08,0.0,0.0,1,1,0,1.0,1.0
2024-01-01,Jan 2024,2024-03-01,2,growth,partner,2466.08,2466.08,0.0,0.0,1,1,0,1.0,1.0
2024-01-01,Jan 2024,2024-04-01,3,growth,partner,2466.08,2466.08,0.0,0.0,1,1,0,1.0,1.0
2024-01-01,Jan 2024,2024-05-01,4,growth,partner,2466.08,2610.45,144.37,0.0,1,1,0,1.0585,1.0
2024-01-01,Jan 2024,2024-06-01,5,growth,partner,2466.08,2610.45,0.0,0.0,1,1,0,1.0585,1.0585
2024-01-01,Jan 2024,2024-07-01,6,growth,partner,2466.08,2451.44,0.0,159.01,1,1,0,0.9941,0.9941
2024-01-01,Jan 2024,2024-08-01,7,growth,partner,2466.08,2451.44,0.0,0.0,1,1,0,0.9941,0.9941
2024-01-01,Jan 2024,2024-09-01,8,growth,partner,2466.08,2451.44,0.0,0.0,1,1,0,0.9941,0.9941
2024-01-01,Jan 2024,2024-10-01,9,growth,partner,2466.08,2451.44,0.0,0.0,1,1,0,0.9941,0.9941
2024-01-01,Jan 2024,2024-11-01,10,growth,partner,2466.08,2451.44,0.0,0.0,1,1,0,0.9941,0.9941
2024-01-01,Jan 2024,2024-12-01,11,growth,partner,2466.08,2451.44,0.0,0.0,1,1,0,0.9941,0.9941
2024-01-01,Jan 2024,2025-01-01,12,growth,partner,2466.08,2451.44,0.0,0.0,1,1,0,0.9941,0.9941
2024-01-01,Jan 2024,2025-02-01,13,growth,partner,2466.08,2451.44,0.0,0.0,1,1,0,0.9941,0.9941
2024-01-01,Jan 2024,2025-03-01,14,growth,partner,2466.08,2451.44,0.0,0.0,1,1,0,0.9941,0.9941
2024-01-01,Jan 2024,2025-04-01,15,growth,partner,2466.08,2451.44,0.0,0.0,1,1,0,0.9941,0.9941
2024-01-01,Jan 2024,2025-05-01,16,growth,partner,2466.08,2525.02,429.49,355.91,1,1,0,1.0239,0.8497
2024-01-01,Jan 2024,2025-06-01,17,growth,partner,2466.08,2879.95,354.93,0.0,1,1,0,1.1678,1.0239
2024-01-01,Jan 2024,2025-07-01,18,growth,partner,2466.08,2879.95,0.0,0.0,1,1,0,1.1678,1.1678
2024-01-01,Jan 2024,2025-08-01,19,growth,partner,2466.08,3460.35,580.41,0.0,1,1,0,1.4032,1.1678
2024-01-01,Jan 2024,2025-09-01,20,growth,partner,2466.08,3460.35,0.0,0.0,1,1,0,1.4032,1.4032
2024-01-01,Jan 2024,2025-10-01,21,growth,partner,2466.08,4077.15,616.79,0.0,1,1,0,1.6533,1.4032
2024-01-01,Jan 2024,2025-11-01,22,growth,partner,2466.08,4077.15,0.0,0.0,1,1,0,1.6533,1.6533
2024-01-01,Jan 2024,2025-12-01,23,growth,partner,2466.08,4269.32,192.17,0.0,1,1,0,1.7312,1.6533
2024-01-01,Jan 2024,2026-01-01,24,growth,partner,2466.08,4269.32,0.0,0.0,1,1,0,1.7312,1.7312
2024-01-01,Jan 2024,2026-02-01,25,growth,partner,2466.08,4269.32,0.0,0.0,1,1,0,1.7312,1.7312
2024-01-01,Jan 2024,2026-03-01,26,growth,partner,2466.08,4622.66,353.34,0.0,1,1,0,1.8745,1.7312
2024-01-01,Jan 2024,2026-04-01,27,growth,partner,2466.08,5404.74,782.08,0.0,1,1,0,2.1916,1.8745
2024-01-01,Jan 2024,2026-05-01,28,growth,partner,2466.08,5404.74,0.0,0.0,1,1,0,2.1916,2.1916
2024-01-01,Jan 2024,2024-01-01,0,growth,plg,5027.11,5027.11,0.0,0.0,3,3,0,1.0,1.0
2024-01-01,Jan 2024,2024-02-01,1,growth,plg,5027.11,5224.94,197.83,0.0,3,3,0,1.0394,1.0
2024-01-01,Jan 2024,2024-03-01,2,growth,plg,5027.11,4066.6,0.0,0.0,3,2,1,0.8089,0.8089
2024-01-01,Jan 2024,2024-04-01,3,growth,plg,5027.11,2041.62,171.49,131.47,3,1,2,0.4061,0.372
2024-01-01,Jan 2024,2024-05-01,4,growth,plg,5027.11,2208.52,166.9,0.0,3,1,2,0.4393,0.4061
2024-01-01,Jan 2024,2024-06-01,5,growth,plg,5027.11,2208.52,0.0,0.0,3,1,2,0.4393,0.4393
2024-01-01,Jan 2024,2024-07-01,6,growth,plg,5027.11,2208.52,0.0,0.0,3,1,2,0.4393,0.4393
2024-01-01,Jan 2024,2024-08-01,7,growth,plg,5027.11,2208.52,0.0,0.0,3,1,2,0.4393,0.4393
2024-01-01,Jan 2024,2024-09-01,8,growth,plg,5027.11,2208.52,0.0,0.0,3,1,2,0.4393,0.4393
2024-01-01,Jan 2024,2024-10-01,9,growth,plg,5027.11,2208.52,0.0,0.0,3,1,2,0.4393,0.4393
2024-01-01,Jan 2024,2024-11-01,10,growth,plg,5027.11,2419.13,210.62,0.0,3,1,2,0.4812,0.4393
2024-01-01,Jan 2024,2024-12-01,11,growth,plg,5027.11,2419.13,0.0,0.0,3,1,2,0.4812,0.4812
2024-01-01,Jan 2024,2025-01-01,12,growth,plg,5027.11,2419.13,0.0,0.0,3,1,2,0.4812,0.4812
2024-01-01,Jan 2024,2025-02-01,13,growth,plg,5027.11,0.0,0.0,0.0,3,0,3,0.0,0.0
2024-01-01,Jan 2024,2024-01-01,0,scale,expansion,8697.36,8697.36,0.0,0.0,1,1,0,1.0,1.0
2024-01-01,Jan 2024,2024-02-01,1,scale,expansion,8697.36,9791.38,1094.02,0.0,1,1,0,1.1258,1.0
2024-01-01,Jan 2024,2024-03-01,2,scale,expansion,8697.36,9791.38,0.0,0.0,1,1,0,1.1258,1.1258
2024-01-01,Jan 2024,2024-04-01,3,scale,expansion,8697.36,10239.41,448.04,0.0,1,1,0,1.1773,1.1258
2024-01-01,Jan 2024,2024-05-01,4,scale,expansion,8697.36,10239.41,0.0,0.0,1,1,0,1.1773,1.1773
2024-01-01,Jan 2024,2024-06-01,5,scale,expansion,8697.36,10239.41,0.0,0.0,1,1,0,1.1773,1.1773
2024-01-01,Jan 2024,2024-07-01,6,scale,expansion,8697.36,11492.02,1252.6,0.0,1,1,0,1.3213,1.1773
2024-01-01,Jan 2024,2024-08-01,7,scale,expansion,8697.36,11492.02,0.0,0.0,1,1,0,1.3213,1.3213
2024-01-01,Jan 2024,2024-09-01,8,scale,expansion,8697.36,11492.02,0.0,0.0,1,1,0,1.3213,1.3213
2024-01-01,Jan 2024,2024-10-01,9,scale,expansion,8697.36,11492.02,0.0,0.0,1,1,0,1.3213,1.3213
2024-01-01,Jan 2024,2024-11-01,10,scale,expansion,8697.36,11492.02,0.0,0.0,1,1,0,1.3213,1.3213
2024-01-01,Jan 2024,2024-12-01,11,scale,expansion,8697.36,11492.02,0.0,0.0,1,1,0,1.3213,1.3213
2024-01-01,Jan 2024,2025-01-01,12,scale,expansion,8697.36,11492.02,0.0,0.0,1,1,0,1.3213,1.3213
2024-01-01,Jan 2024,2025-02-01,13,scale,expansion,8697.36,9926.41,0.0,1565.61,1,1,0,1.1413,1.1413
2024-01-01,Jan 2024,2025-03-01,14,scale,expansion,8697.36,9926.41,0.0,0.0,1,1,0,1.1413,1.1413
