MonthStart,CustomerID,PlanID,ChannelID,RegionID,BeginningMRR,NewMRR,ExpansionMRR,ContractionMRR,ChurnMRR,EndingMRR,RecognizedRevenue,GrossMargin,Seats,StartingLogo,ActiveLogo,NewLogo,ChurnedLogo,IsSynthetic
2025-07-01,C0002,starter,plg,na,965.49,0.0,154.13,0.0,0.0,1119.62,1105.73,846.99,34,1,1,0,0,TRUE
2025-08-01,C0002,starter,plg,na,1119.62,0.0,91.74,0.0,0.0,1211.36,1200.45,917.95,31,1,1,0,0,TRUE
2025-09-01,C0002,starter,plg,na,1211.36,0.0,0.0,0.0,0.0,1211.36,1175.86,880.64,31,1,1,0,0,TRUE
2025-10-01,C0002,starter,plg,na,1211.36,0.0,108.33,0.0,0.0,1319.69,1315.03,987.16,57,1,1,0,0,TRUE
2025-11-01,C0002,starter,plg,na,1319.69,0.0,0.0,-202.14,0.0,1117.55,1147.7,878.9,21,1,1,0,0,TRUE
2025-12-01,C0002,starter,plg,na,1117.55,0.0,50.2,-138.53,0.0,1029.22,994.87,726.04,33,1,1,0,0,TRUE
2026-01-01,C0002,starter,plg,na,1029.22,0.0,0.0,0.0,0.0,1029.22,1011.74,762.7,46,1,1,0,0,TRUE
2026-02-01,C0002,starter,plg,na,1029.22,0.0,38.1,0.0,0.0,1067.31,1058.32,803.31,22,1,1,0,0,TRUE
2026-03-01,C0002,starter,plg,na,1067.31,0.0,0.0,0.0,0.0,1067.31,1081.27,817.1,48,1,1,0,0,TRUE
2026-04-01,C0002,starter,plg,na,1067.31,0.0,0.0,0.0,0.0,1067.31,1091.96,818.21,18,1,1,0,0,TRUE
2026-05-01,C0002,starter,plg,na,1067.31,0.0,0.0,0.0,0.0,1067.31,1025.67,812.23,44,1,1,0,0,TRUE
2024-04-01,C0003,starter,expansion,na,0.0,1028.85,0.0,0.0,0.0,1028.85,1052.02,786.85,33,0,1,1,0,TRUE
2024-05-01,C0003,starter,expansion,na,1028.85,0.0,0.0,0.0,0.0,1028.85,1008.34,777.45,39,1,1,0,0,TRUE
2024-06-01,C0003,starter,expansion,na,1028.85,0.0,0.0,0.0,0.0,1028.85,1008.82,781.13,31,1,1,0,0,TRUE
2024-07-01,C0003,starter,expansion,na,1028.85,0.0,0.0,0.0,0.0,1028.85,1056.84,817.87,29,1,1,0,0,TRUE
2024-08-01,C0003,starter,expansion,na,1028.85,0.0,0.0,0.0,0.0,1028.85,1037.54,786.48,43,1,1,0,0,TRUE
2024-09-01,C0003,starter,expansion,na,1028.85,0.0,99.38,0.0,0.0,1128.23,1137.08,893.92,44,1,1,0,0,TRUE
2024-10-01,C0003,starter,expansion,na,1128.23,0.0,201.32,0.0,0.0,1329.55,1336.95,1030.66,56,1,1,0,0,TRUE
2024-11-01,C0003,starter,expansion,na,1329.55,0.0,0.0,0.0,0.0,1329.55,1325.48,971.35,45,1,1,0,0,TRUE
2024-12-01,C0003,starter,expansion,na,1329.55,0.0,0.0,0.0,0.0,1329.55,1278.6,1004.83,33,1,1,0,0,TRUE
2025-01-01,C0003,starter,expansion,na,1329.55,0.0,0.0,0.0,0.0,1329.55,1279.0,962.72,51,1,1,0,0,TRUE
2025-02-01,C0003,starter,expansion,na,1329.55,0.0,0.0,0.0,0.0,1329.55,1367.2,1008.72,23,1,1,0,0,TRUE
2025-03-01,C0003,starter,expansion,na,1329.55,0.0,0.0,0.0,0.0,1329.55,1292.31,1009.66,24,1,1,0,0,TRUE
2025-04-01,C0003,starter,expansion,na,1329.55,0.0,141.29,0.0,0.0,1470.84,1439.63,1167.73,42,1,1,0,0,TRUE
2025-05-01,C0003,starter,expansion,na,1470.84,0.0,0.0,0.0,0.0,1470.84,1419.74,1062.29,67,1,1,0,0,TRUE
2025-06-01,C0003,starter,expansion,na,1470.84,0.0,0.0,0.0,0.0,1470.84,1455.95,1092.52,38,1,1,0,0,TRUE
2025-07-01,C0003,starter,expansion,na,1470.84,0.0,0.0,0.0,0.0,1470.84,1508.87,1158.77,64,1,1,0,0,TRUE
2025-08-01,C0003,starter,expansion,na,1470.84,0.0,213.35,0.0,0.0,1684.19,1665.2,1281.62,69,1,1,0,0,TRUE
2025-09-01,C0003,starter,expansion,na,1684.19,0.0,0.0,-124.63,0.0,1559.56,1601.96,1227.13,57,1,1,0,0,TRUE
2025-10-01,C0003,starter,expansion,na,1559.56,0.0,0.0,0.0,0.0,1559.56,1558.43,1211.25,42,1,1,0,0,TRUE
2025-11-01,C0003,starter,expansion,na,1559.56,0.0,0.0,0.0,0.0,1559.56,1501.4,1142.97,32,1,1,0,0,TRUE
2025-12-01,C0003,starter,expansion,na,1559.56,0.0,0.0,0.0,0.0,1559.56,1532.62,1179.92,32,1,1,0,0,TRUE
2026-01-01,C0003,starter,expansion,na,1559.56,0.0,0.0,0.0,0.0,1559.56,1603.27,1226.53,50,1,1,0,0,TRUE
2026-02-01,C0003,starter,expansion,na,1559.56,0.0,0.0,0.0,0.0,1559.56,1503.78,1125.47,46,1,1,0,0,TRUE
2026-03-01,C0003,starter,expansion,na,1559.56,0.0,0.0,0.0,0.0,1559.56,1558.2,1178.55,42,1,1,0,0,TRUE
2026-04-01,C0003,starter,expansion,na,1559.56,0.0,91.1,0.0,0.0,1650.67,1599.88,1221.67,28,1,1,0,0,TRUE
2026-05-01,C0003,starter,expansion,na,1650.67,0.0,0.0,0.0,0.0,1650.67,1654.55,1281.14,22,1,1,0,0,TRUE
2025-04-01,C0004,starter,inbound,na,0.0,978.55,0.0,0.0,0.0,978.55,976.56,723.59,15,0,1,1,0,TRUE
2025-05-01,C0004,starter,inbound,na,978.55,0.0,0.0,0.0,0.0,978.55,951.33,683.06,26,1,1,0,0,TRUE
2025-06-01,C0004,starter,inbound,na,978.55,0.0,0.0,0.0,0.0,978.55,951.97,713.27,39,1,1,0,0,TRUE
2025-07-01,C0004,starter,inbound,na,978.55,0.0,0.0,0.0,0.0,978.55,957.31,758.91,41,1,1,0,0,TRUE
2025-08-01,C0004,starter,inbound,na,978.55,0.0,0.0,0.0,0.0,978.55,983.96,733.08,36,1,1,0,0,TRUE
2025-09-01,C0004,starter,inbound,na,978.55,0.0,0.0,0.0,0.0,978.55,995.97,771.24,39,1,1,0,0,TRUE
2025-10-01,C0004,starter,inbound,na,978.55,0.0,0.0,0.0,0.0,978.55,988.55,713.63,30,1,1,0,0,TRUE
2025-11-01,C0004,starter,inbound,na,978.55,0.0,0.0,0.0,0.0,978.55,964.7,754.59,32,1,1,0,0,TRUE
2025-12-01,C0004,starter,inbound,na,978.55,0.0,0.0,0.0,0.0,978.55,957.41,714.96,16,1,1,0,0,TRUE
2026-01-01,C0004,starter,inbound,na,978.55,0.0,174.3,0.0,0.0,1152.85,1158.77,879.52,23,1,1,0,0,TRUE
2026-02-01,C0004,starter,inbound,na,1152.85,0.0,0.0,0.0,0.0,1152.85,1121.18,853.28,42,1,1,0,0,TRUE
2026-03-01,C0004,starter,inbound,na,1152.85,0.0,219.03,0.0,0.0,1371.88,1379.72,1069.62,56,1,1,0,0,TRUE
2026-04-01,C0004,starter,inbound,na,1371.88,0.0,176.85,0.0,0.0,1548.72,1558.74,1209.23,64,1,1,0,0,TRUE
2026-05-01,C0004,starter,inbound,na,1548.72,0.0,0.0,0.0,0.0,1548.72,1577.16,1208.43,37,1,1,0,0,TRUE
2024-05-01,C0005,growth,expansion,emea,0.0,1089.74,0.0,0.0,0.0,1089.74,1099.88,846.86,17,0,1,1,0,TRUE
2024-06-01,C0005,growth,expansion,emea,1089.74,0.0,0.0,0.0,0.0,1089.74,1053.14,823.2,16,1,1,0,0,TRUE
2024-07-01,C0005,growth,expansion,emea,1089.74,0.0,0.0,0.0,0.0,1089.74,1063.73,860.16,11,1,1,0,0,TRUE
2024-08-01,C0005,growth,expansion,emea,1089.74,0.0,111.08,0.0,0.0,1200.82,1170.76,898.67,20,1,1,0,0,TRUE
2024-09-01,C0005,growth,expansion,emea,1200.82,0.0,0.0,0.0,0.0,1200.82,1214.64,970.46,19,1,1,0,0,TRUE
2024-10-01,C0005,growth,expansion,emea,1200.82,0.0,0.0,0.0,0.0,1200.82,1188.28,954.84,8,1,1,0,0,TRUE
2024-11-01,C0005,growth,expansion,emea,1200.82,0.0,0.0,0.0,0.0,1200.82,1201.27,919.18,10,1,1,0,0,TRUE
2024-12-01,C0005,growth,expansion,emea,1200.82,0.0,0.0,0.0,0.0,1200.82,1196.89,968.18,14,1,1,0,0,TRUE
2025-01-01,C0005,growth,expansion,emea,1200.82,0.0,0.0,0.0,0.0,1200.82,1224.17,982.52,18,1,1,0,0,TRUE
2025-02-01,C0005,growth,expansion,emea,1200.82,0.0,0.0,0.0,0.0,1200.82,1177.87,897.22,8,1,1,0,0,TRUE
2025-03-01,C0005,growth,expansion,emea,1200.82,0.0,0.0,0.0,0.0,1200.82,1179.56,921.16,17,1,1,0,0,TRUE
2025-04-01,C0005,growth,expansion,emea,1200.82,0.0,0.0,0.0,0.0,1200.82,1182.71,929.02,24,1,1,0,0,TRUE
2025-05-01,C0005,growth,expansion,emea,1200.82,0.0,0.0,0.0,0.0,1200.82,1234.8,961.93,21,1,1,0,0,TRUE
2025-06-01,C0005,growth,expansion,emea,1200.82,0.0,0.0,0.0,0.0,1200.82,1169.68,947.06,24,1,1,0,0,TRUE
2025-07-01,C0005,growth,expansion,emea,1200.82,0.0,0.0,0.0,0.0,1200.82,1199.58,959.37,7,1,1,0,0,TRUE
2025-08-01,C0005,growth,expansion,emea,1200.82,0.0,51.02,0.0,0.0,1251.84,1253.48,985.62,13,1,1,0,0,TRUE
2025-09-01,C0005,growth,expansion,emea,1251.84,0.0,222.59,0.0,0.0,1474.43,1432.66,1118.0,16,1,1,0,0,TRUE
2025-10-01,C0005,growth,expansion,emea,1474.43,0.0,0.0,0.0,0.0,1474.43,1447.21,1106.65,27,1,1,0,0,TRUE
2025-11-01,C0005,growth,expansion,emea,1474.43,0.0,256.7,0.0,0.0,1731.13,1742.47,1364.46,19,1,1,0,0,TRUE
2025-12-01,C0005,growth,expansion,emea,1731.13,0.0,0.0,0.0,0.0,1731.13,1762.17,1401.43,29,1,1,0,0,TRUE
2026-01-01,C0005,growth,expansion,emea,1731.13,0.0,333.53,0.0,0.0,2064.65,2046.3,1636.18,14,1,1,0,0,TRUE
2026-02-01,C0005,growth,expansion,emea,2064.65,0.0,0.0,0.0,0.0,2064.65,2041.41,1591.37,34,1,1,0,0,TRUE
2026-03-01,C0005,growth,expansion,emea,2064.65,0.0,0.0,0.0,0.0,2064.65,2013.96,1600.06,12,1,1,0,0,TRUE
2026-04-01,C0005,growth,expansion,emea,2064.65,0.0,0.0,0.0,0.0,2064.65,2115.05,1731.04,42,1,1,0,0,TRUE
2026-05-01,C0005,growth,expansion,emea,2064.65,0.0,0.0,0.0,0.0,2064.65,2021.48,1618.85,11,1,1,0,0,TRUE
2025-06-01,C0006,business,outbound,na,0.0,5908.62,0.0,0.0,0.0,5908.62,6062.52,4907.44,14,0,1,1,0,TRUE
2025-07-01,C0006,business,outbound,na,5908.62,0.0,0.0,0.0,0.0,5908.62,6069.78,4875.44,33,1,1,0,0,TRUE
2025-08-01,C0006,business,outbound,na,5908.62,0.0,0.0,0.0,0.0,5908.62,5883.58,4709.77,22,1,1,0,0,TRUE
2025-09-01,C0006,business,outbound,na,5908.62,0.0,658.29,0.0,0.0,6566.91,6395.07,5177.39,16,1,1,0,0,TRUE
2025-10-01,C0006,business,outbound,na,6566.91,0.0,0.0,0.0,0.0,6566.91,6504.0,5352.75,29,1,1,0,0,TRUE
2025-11-01,C0006,business,outbound,na,6566.91,0.0,0.0,-595.41,0.0,5971.5,6075.41,4849.53,31,1,1,0,0,TRUE
2025-12-01,C0006,business,outbound,na,5971.5,0.0,0.0,0.0,0.0,5971.5,5772.26,4585.79,19,1,1,0,0,TRUE
2026-01-01,C0006,business,outbound,na,5971.5,0.0,1122.82,0.0,0.0,7094.32,7210.02,5821.16,16,1,1,0,0,TRUE
2026-02-01,C0006,business,outbound,na,7094.32,0.0,650.91,0.0,0.0,7745.23,7840.07,6331.33,41,1,1,0,0,TRUE
2026-03-01,C0006,business,outbound,na,7745.23,0.0,708.07,0.0,0.0,8453.3,8312.18,6582.0,22,1,1,0,0,TRUE
2026-04-01,C0006,business,outbound,na,8453.3,0.0,0.0,0.0,0.0,8453.3,8706.49,6911.33,21,1,1,0,0,TRUE
2026-05-01,C0006,business,outbound,na,8453.3,0.0,0.0,0.0,0.0,8453.3,8284.32,6634.64,53,1,1,0,0,TRUE
2024-11-01,C0007,scale,expansion,emea,0.0,5214.78,0.0,0.0,0.0,5214.78,5216.81,4189.2,12,0,1,1,0,TRUE
2024-12-01,C0007,scale,expansion,emea,5214.78,0.0,0.0,0.0,0.0,5214.78,5126.01,4064.48,7,1,1,0,0,TRUE
2025-01-01,C0007,scale,expansion,emea,5214.78,0.0,0.0,0.0,0.0,5214.78,5275.91,4303.11,10,1,1,0,0,TRUE
2025-02-01,C0007,scale,expansion,emea,5214.78,0.0,1065.74,0.0,0.0,6280.52,6313.81,5221.33,7,1,1,0,0,TRUE
2025-03-01,C0007,scale,expansion,emea,6280.52,0.0,0.0,0.0,0.0,6280.52,6346.21,5258.78,12,1,1,0,0,TRUE
2025-04-01,C0007,scale,expansion,emea,6280.52,0.0,0.0,0.0,0.0,6280.52,6067.14,5234.43,12,1,1,0,0,TRUE
2025-05-01,C0007,scale,expansion,emea,6280.52,0.0,0.0,0.0,0.0,6280.52,6036.76,4901.49,12,1,1,0,0,TRUE
2025-06-01,C0007,scale,expansion,emea,6280.52,0.0,0.0,0.0,0.0,6280.52,6059.59,5109.97,10,1,1,0,0,TRUE
2025-07-01,C0007,scale,expansion,emea,6280.52,0.0,0.0,0.0,0.0,6280.52,6180.22,4991.27,21,1,1,0,0,TRUE
2025-08-01,C0007,scale,expansion,emea,6280.52,0.0,538.18,0.0,0.0,6818.7,6547.97,5253.71,10,1,1,0,0,TRUE
2025-09-01,C0007,scale,expansion,emea,6818.7,0.0,887.27,0.0,0.0,7705.97,7448.08,6166.18,11,1,1,0,0,TRUE
2025-10-01,C0007,scale,expansion,emea,7705.97,0.0,0.0,0.0,0.0,7705.97,7763.26,6378.5,20,1,1,0,0,TRUE
2025-11-01,C0007,scale,expansion,emea,7705.97,0.0,0.0,0.0,0.0,7705.97,7795.81,6476.09,22,1,1,0,0,TRUE
2025-12-01,C0007,scale,expansion,emea,7705.97,0.0,0.0,0.0,0.0,7705.97,7674.51,6311.15,23,1,1,0,0,TRUE
2026-01-01,C0007,scale,expansion,emea,7705.97,0.0,0.0,-426.04,0.0,7279.93,7323.1,5876.98,17,1,1,0,0,TRUE
2026-02-01,C0007,scale,expansion,emea,7279.93,0.0,0.0,0.0,0.0,7279.93,7259.47,5941.49,19,1,1,0,0,TRUE
2026-03-01,C0007,scale,expansion,emea,7279.93,0.0,0.0,0.0,0.0,7279.93,7158.17,6018.0,20,1,1,0,0,TRUE
2026-04-01,C0007,scale,expansion,emea,7279.93,0.0,0.0,0.0,0.0,7279.93,7037.55,5806.78,16,1,1,0,0,TRUE
2026-05-01,C0007,scale,expansion,emea,7279.93,0.0,0.0,0.0,0.0,7279.93,7005.29,5817.73,11,1,1,0,0,TRUE
2025-08-01,C0008,scale,partner,emea,0.0,8468.07,0.0,0.0,0.0,8468.07,8599.45,6741.02,11,0,1,1,0,TRUE
2025-09-01,C0008,scale,partner,emea,8468.07,0.0,0.0,0.0,0.0,8468.07,8351.9,6961.64,24,1,1,0,0,TRUE
2025-10-01,C0008,scale,partner,emea,8468.07,0.0,0.0,0.0,0.0,8468.07,8174.24,6622.89,18,1,1,0,0,TRUE
2025-11-01,C0008,scale,partner,emea,8468.07,0.0,0.0,0.0,0.0,8468.07,8267.3,6783.13,22,1,1,0,0,TRUE
2025-12-01,C0008,scale,partner,emea,8468.07,0.0,0.0,0.0,0.0,8468.07,8407.45,6683.97,26,1,1,0,0,TRUE
2026-01-01,C0008,scale,partner,emea,8468.07,0.0,0.0,0.0,0.0,8468.07,8626.98,7469.97,12,1,1,0,0,TRUE
2026-02-01,C0008,scale,partner,emea,8468.07,0.0,0.0,0.0,0.0,8468.07,8580.91,6869.54,29,1,1,0,0,TRUE
2026-03-01,C0008,scale,partner,emea,8468.07,0.0,0.0,0.0,0.0,8468.07,8558.95,6938.69,8,1,1,0,0,TRUE
2026-04-01,C0008,scale,partner,emea,8468.07,0.0,0.0,0.0,0.0,8468.07,8385.7,6687.02,23,1,1,0,0,TRUE
2026-05-01,C0008,scale,partner,emea,8468.07,0.0,0.0,0.0,0.0,8468.07,8553.86,7236.46,30,1,1,0,0,TRUE
2024-04-01,C0009,scale,plg,na,0.0,11546.52,0.0,0.0,0.0,11546.52,11783.42,9875.53,19,0,1,1,0,TRUE
2024-05-01,C0009,scale,plg,na,11546.52,0.0,0.0,0.0,0.0,11546.52,11837.55,9890.58,42,1,1,0,0,TRUE
2024-06-01,C0009,scale,plg,na,11546.52,0.0,0.0,0.0,-11546.52,0.0,0.0,0.0,3,1,0,0,1,TRUE
2024-03-01,C0010,business,plg,na,0.0,4970.45,0.0,0.0,0.0,4970.45,4873.6,4023.65,26,0,1,1,0,TRUE
2024-04-01,C0010,business,plg,na,4970.45,0.0,0.0,0.0,0.0,4970.45,4943.17,3865.31,22,1,1,0,0,TRUE
2024-05-01,C0010,business,plg,na,4970.45,0.0,0.0,0.0,0.0,4970.45,4866.2,3920.44,9,1,1,0,0,TRUE
2024-06-01,C0010,business,plg,na,4970.45,0.0,1049.83,0.0,0.0,6020.28,5849.09,4674.46,28,1,1,0,0,TRUE
2024-07-01,C0010,business,plg,na,6020.28,0.0,0.0,0.0,0.0,6020.28,6141.22,4977.11,11,1,1,0,0,TRUE
2024-08-01,C0010,business,plg,na,6020.28,0.0,0.0,0.0,0.0,6020.28,5825.38,4654.26,21,1,1,0,0,TRUE
2024-09-01,C0010,business,plg,na,6020.28,0.0,947.57,0.0,0.0,6967.85,6758.36,5360.51,24,1,1,0,0,TRUE
2024-10-01,C0010,business,plg,na,6967.85,0.0,0.0,0.0,0.0,6967.85,6819.86,5495.38,53,1,1,0,0,TRUE
2024-11-01,C0010,business,plg,na,6967.85,0.0,0.0,0.0,0.0,6967.85,7063.25,6111.53,18,1,1,0,0,TRUE
2024-12-01,C0010,business,plg,na,6967.85,0.0,0.0,0.0,0.0,6967.85,6988.43,5687.35,20,1,1,0,0,TRUE
2025-01-01,C0010,business,plg,na,6967.85,0.0,0.0,0.0,0.0,6967.85,6772.53,5565.11,38,1,1,0,0,TRUE
2025-02-01,C0010,business,plg,na,6967.85,0.0,0.0,0.0,0.0,6967.85,6993.02,5492.97,37,1,1,0,0,TRUE
2025-03-01,C0010,business,plg,na,6967.85,0.0,0.0,0.0,0.0,6967.85,7065.92,5868.75,36,1,1,0,0,TRUE
2025-04-01,C0010,business,plg,na,6967.85,0.0,0.0,0.0,0.0,6967.85,6922.51,5577.24,39,1,1,0,0,TRUE
2025-05-01,C0010,business,plg,na,6967.85,0.0,0.0,0.0,0.0,6967.85,6942.51,5735.89,32,1,1,0,0,TRUE
2025-06-01,C0010,business,plg,na,6967.85,0.0,0.0,0.0,0.0,6967.85,6732.24,5279.12,22,1,1,0,0,TRUE
2025-07-01,C0010,business,plg,na,6967.85,0.0,0.0,0.0,0.0,6967.85,6865.42,5518.96,50,1,1,0,0,TRUE
2025-08-01,C0010,business,plg,na,6967.85,0.0,0.0,0.0,0.0,6967.85,6694.7,5356.05,29,1,1,0,0,TRUE
2025-09-01,C0010,business,plg,na,6967.85,0.0,0.0,0.0,0.0,6967.85,6906.49,5813.59,25,1,1,0,0,TRUE
2025-10-01,C0010,business,plg,na,6967.85,0.0,0.0,0.0,0.0,6967.85,7011.08,5547.48,44,1,1,0,0,TRUE
2025-11-01,C0010,business,plg,na,6967.85,0.0,0.0,0.0,0.0,6967.85,6717.98,5544.75,26,1,1,0,0,TRUE
2025-12-01,C0010,business,plg,na,6967.85,0.0,0.0,0.0,0.0,6967.85,6778.32,5393.7,41,1,1,0,0,TRUE
2026-01-01,C0010,business,plg,na,6967.85,0.0,0.0,0.0,0.0,6967.85,6919.62,5369.08,16,1,1,0,0,TRUE
2026-02-01,C0010,business,plg,na,6967.85,0.0,1112.81,0.0,0.0,8080.67,7953.8,6625.61,43,1,1,0,0,TRUE
2026-03-01,C0010,business,plg,na,8080.67,0.0,0.0,0.0,0.0,8080.67,8250.48,6954.7,52,1,1,0,0,TRUE
2026-04-01,C0010,business,plg,na,8080.67,0.0,0.0,0.0,0.0,8080.67,7997.05,6594.05,21,1,1,0,0,TRUE
2026-05-01,C0010,business,plg,na,8080.67,0.0,0.0,0.0,0.0,8080.67,8215.1,6749.56,38,1,1,0,0,TRUE
2024-01-01,C0011,starter,inbound,na,0.0,821.3,0.0,0.0,0.0,821.3,829.34,646.92,20,0,1,1,0,TRUE
2024-02-01,C0011,starter,inbound,na,821.3,0.0,0.0,0.0,0.0,821.3,801.83,628.07,20,1,1,0,0,TRUE
2024-03-01,C0011,starter,inbound,na,821.3,0.0,0.0,0.0,0.0,821.3,824.15,630.9,16,1,1,0,0,TRUE
2024-04-01,C0011,starter,inbound,na,821.3,0.0,0.0,-88.03,0.0,733.27,753.95,579.62,27,1,1,0,0,TRUE
2024-05-01,C0011,starter,inbound,na,733.27,0.0,0.0,0.0,0.0,733.27,706.47,539.3,24,1,1,0,0,TRUE
2024-06-01,C0011,starter,inbound,na,733.27,0.0,0.0,0.0,0.0,733.27,708.43,551.16,33,1,1,0,0,TRUE
2024-07-01,C0011,starter,inbound,na,733.27,0.0,0.0,0.0,-733.27,0.0,0.0,0.0,3,1,0,0,1,TRUE
2026-01-01,C0012,scale,expansion,na,0.0,7790.73,0.0,0.0,0.0,7790.73,7482.78,6379.39,26,0,1,1,0,TRUE
2026-02-01,C0012,scale,expansion,na,7790.73,0.0,0.0,0.0,0.0,7790.73,7662.43,6354.26,16,1,1,0,0,TRUE
2026-03-01,C0012,scale,expansion,na,7790.73,0.0,0.0,0.0,0.0,7790.73,7519.39,6209.04,15,1,1,0,0,TRUE
2026-04-01,C0012,scale,expansion,na,7790.73,0.0,1420.67,0.0,0.0,9211.4,9079.25,7118.62,9,1,1,0,0,TRUE
2026-05-01,C0012,scale,expansion,na,9211.4,0.0,0.0,0.0,0.0,9211.4,8898.62,7118.06,16,1,1,0,0,TRUE
2024-12-01,C0013,scale,expansion,emea,0.0,12967.28,0.0,0.0,0.0,12967.28,12557.95,10443.63,46,0,1,1,0,TRUE
