date_key,month_start_date,year_month,month_index,plant_id,line_id,product_id,budget_units,produced_units,good_units,scrap_units,rework_units,capacity_units,available_hours,run_hours,downtime_hours,actual_revenue,budget_revenue,standard_material_cost,standard_labor_cost,standard_overhead_cost,standard_cogs,actual_material_cost,actual_labor_cost,actual_overhead_cost,scrap_cost,rework_cost,actual_cogs,material_variance,labor_variance,overhead_variance,yield_loss_cost,gross_margin,inventory_units,inventory_value,slow_moving_inventory_value
20240201,2024-02-01,2024-02,2,P01,L01,SKU005,25221.0,25465.0,24779.0,686.0,179.0,29123.0,361.2,314.66,13.72,1251661.8,1269889.15,462707.38,34813.83,78841.06,576362.26,459899.45,36505.45,81763.4,12983.94,138.58,591290.82,-2807.92,1691.62,2922.34,13122.52,660370.98,14394.0,300158.48,26080.43
20240201,2024-02-01,2024-02,2,P01,L01,SKU006,9085.0,9451.0,9133.0,317.0,128.0,9532.0,361.2,135.11,22.24,402807.59,401103.24,157827.69,13846.31,33852.62,205526.63,162129.7,14926.58,32411.3,5555.15,91.49,215114.23,4302.01,1080.27,-1441.33,5646.65,187693.37,7077.0,154856.61,18600.95
20240301,2024-03-01,2024-03,3,P01,L01,SKU001,12479.0,13969.0,13528.0,441.0,138.0,12124.0,361.2,259.9,18.62,1031283.55,964153.31,398523.38,27925.97,65121.49,491570.84,415658.73,28869.88,68855.34,13056.58,158.79,526599.33,17135.35,943.91,3733.86,13215.37,504684.22,7872.0,286877.47,7725.96
20240301,2024-03-01,2024-03,3,P01,L01,SKU002,11260.0,10194.0,9893.0,301.0,117.0,11791.0,361.2,226.29,17.15,767583.89,864208.43,344353.34,17332.86,56699.03,418385.23,361354.18,17650.2,56356.38,10442.2,142.18,445945.14,17000.84,317.34,-342.65,10584.38,321638.75,6626.0,255647.77,59189.25
20240301,2024-03-01,2024-03,3,P01,L01,SKU003,11620.0,11714.0,11362.0,352.0,131.0,11627.0,361.2,221.33,10.03,932177.0,958263.32,403911.69,20434.56,55455.86,479802.1,417278.64,24472.35,55282.98,12480.9,126.34,509641.2,13366.95,4037.79,-172.88,12607.24,422535.8,11928.0,491493.27,15522.71
20240301,2024-03-01,2024-03,3,P01,L01,SKU004,11247.0,12121.0,11639.0,482.0,122.0,12336.0,361.2,158.48,23.72,507540.57,491625.53,197209.2,17580.35,39708.5,254498.04,195932.15,17010.69,39128.25,8220.1,95.0,260386.19,-1277.04,-569.65,-580.25,8315.09,247154.38,12398.0,252707.18,35899.46
20240301,2024-03-01,2024-03,3,P01,L01,SKU005,29947.0,34041.0,32726.0,1315.0,490.0,30981.0,361.2,420.62,23.07,1692582.88,1507822.28,618518.81,46536.99,105389.89,770445.68,665595.4,50488.34,106451.1,24877.59,338.82,847751.24,47076.59,3951.35,1061.21,25216.41,844831.64,23246.0,488991.61,45391.53
20240301,2024-03-01,2024-03,3,P01,L01,SKU006,9985.0,9221.0,8993.0,228.0,84.0,10140.0,361.2,131.82,19.97,397484.21,440858.88,153984.3,13509.13,33028.25,200521.67,166618.28,15393.71,32634.32,3988.46,72.29,218707.04,12633.98,1884.58,-393.93,4060.74,178777.16,10069.0,213465.38,14687.28
20240401,2024-04-01,2024-04,4,P01,L01,SKU001,11585.0,12237.0,11786.0,451.0,127.0,12124.0,361.2,227.69,21.57,901147.75,895056.85,349132.76,24464.99,57050.72,430648.47,339517.58,25515.84,58055.48,13366.09,139.32,436594.31,-9615.18,1050.85,1004.76,13505.41,464553.43,8608.0,279730.18,30128.47
20240401,2024-04-01,2024-04,4,P01,L01,SKU002,11802.0,12078.0,11646.0,433.0,135.0,11791.0,361.2,268.11,17.69,883361.0,905815.84,408000.76,20536.52,67178.81,495716.09,405706.95,20386.36,69238.08,15014.36,155.23,510500.98,-2293.81,-150.16,2059.27,15169.59,372860.01,16307.0,652164.3,88584.71
20240401,2024-04-01,2024-04,4,P01,L01,SKU003,11079.0,10346.0,10103.0,243.0,90.0,11627.0,361.2,195.47,16.77,835472.29,913659.89,356729.38,18047.53,48977.87,423754.77,371104.13,18810.4,49475.73,8604.28,112.29,448106.82,14374.75,762.87,497.86,8716.57,387365.46,11555.0,454473.32,59447.61
20240401,2024-04-01,2024-04,4,P01,L01,SKU004,10826.0,10889.0,10581.0,307.0,87.0,12336.0,361.2,142.36,19.1,455979.43,473186.32,177156.05,15792.69,35670.76,228619.5,189323.88,16199.74,34458.25,5247.2,94.04,245323.12,12167.83,407.05,-1212.5,5341.24,210656.31,13452.0,267369.89,713.25
20240401,2024-04-01,2024-04,4,P01,L01,SKU005,31092.0,29153.0,28440.0,713.0,229.0,30981.0,361.2,360.23,20.05,1457884.69,1565461.91,529712.76,39855.27,90258.16,659826.19,574616.14,42857.84,93938.91,13500.61,147.77,725061.28,44903.39,3002.56,3680.75,13648.39,732823.42,31789.0,713150.14,48088.87
20240401,2024-04-01,2024-04,4,P01,L01,SKU006,9939.0,8975.0,8715.0,261.0,96.0,10140.0,361.2,128.31,17.79,378787.54,438798.28,149885.1,13149.5,32149.01,195183.6,158088.55,12801.32,32944.96,4562.32,78.65,208475.81,8203.46,-348.18,795.96,4640.97,170311.73,8415.0,184981.9,23886.5
20240501,2024-05-01,2024-05,5,P01,L01,SKU001,12481.0,10837.0,10402.0,435.0,166.0,12124.0,361.2,201.63,15.91,797348.23,964300.6,309169.2,21664.6,50520.39,381354.2,327517.05,24257.19,51039.16,12886.07,201.47,415900.94,18347.85,2592.59,518.77,13087.54,381447.28,11351.0,375743.3,28021.17
20240501,2024-05-01,2024-05,5,P01,L01,SKU002,12338.0,12979.0,12592.0,387.0,158.0,11791.0,361.2,288.12,26.62,977282.61,946953.9,438440.13,22068.67,72190.76,532699.56,428142.87,25065.76,71380.65,13439.01,189.12,538217.42,-10297.25,2997.09,-810.11,13628.13,439065.19,6941.0,289373.07,30617.77
20240501,2024-05-01,2024-05,5,P01,L01,SKU003,12162.0,11510.0,11126.0,384.0,119.0,11627.0,361.2,217.47,11.31,918621.87,1003013.83,396865.96,20078.1,54488.5,471432.57,434560.25,22201.89,55763.64,13624.0,94.41,526244.19,37694.29,2123.79,1275.14,13718.41,392377.68,9389.0,386400.07,15776.87
20240501,2024-05-01,2024-05,5,P01,L01,SKU004,11557.0,11825.0,11449.0,376.0,114.0,12336.0,361.2,154.61,13.29,499535.13,505140.73,192400.14,17151.64,38740.19,248291.97,196828.42,18086.24,39598.45,6420.02,121.37,261054.51,4428.28,934.6,858.26,6541.39,238480.62,5982.0,115818.95,7286.32
20240501,2024-05-01,2024-05,5,P01,L01,SKU005,31839.0,31795.0,31036.0,759.0,239.0,30981.0,361.2,392.87,20.81,1571963.16,1603070.09,577717.0,43467.08,98437.63,719621.71,614353.55,47810.75,96784.77,14364.68,184.55,773498.31,36636.56,4343.67,-1652.87,14549.23,798464.85,31147.0,664935.97,62660.73
20240501,2024-05-01,2024-05,5,P01,L01,SKU006,10349.0,10311.0,10022.0,290.0,85.0,10140.0,361.2,147.41,26.14,440413.3,456929.39,172196.66,15106.91,36934.64,224238.21,169857.84,16383.72,34952.15,5070.65,61.67,226326.03,-2338.82,1276.81,-1982.49,5132.32,214087.28,12278.0,247936.68,25234.82
20240601,2024-06-01,2024-06,6,P01,L01,SKU001,13959.0,14196.0,13669.0,527.0,163.0,12124.0,361.2,264.13,24.34,1060589.88,1078492.68,405005.43,28380.19,66180.7,499566.32,401224.11,30882.91,66141.17,15620.82,221.69,514090.71,-3781.31,2502.72,-39.53,15842.51,546499.18,18001.0,677815.24,68791.68
20240601,2024-06-01,2024-06,6,P01,L01,SKU002,13120.0,11799.0,11281.0,518.0,149.0,11791.0,361.2,261.91,15.67,875499.43,1006939.26,398561.54,20061.4,65624.61,484247.55,427804.08,21711.92,64355.86,17987.53,120.1,531979.49,29242.54,1650.51,-1268.75,18107.62,343519.95,7271.0,306489.28,49106.17
20240601,2024-06-01,2024-06,6,P01,L01,SKU003,12767.0,12882.0,12301.0,582.0,223.0,11627.0,361.2,243.4,22.39,1026697.4,1052916.45,444187.85,22472.2,60985.65,527645.7,467953.03,26008.47,63246.38,20613.83,177.55,577999.27,23765.18,3536.28,2260.73,20791.38,448698.14,6537.0,267019.57,24005.93
20240601,2024-06-01,2024-06,6,P01,L01,SKU004,12049.0,10780.0,10375.0,406.0,153.0,12336.0,361.2,140.95,13.58,449660.43,526649.35,175394.88,15635.69,35316.14,226346.71,188693.47,16601.38,35540.43,6923.0,140.3,247898.58,13298.6,965.68,224.29,7063.3,201761.85,10929.0,228795.76,17650.01
20240601,2024-06-01,2024-06,6,P01,L01,SKU005,35678.0,32648.0,31366.0,1282.0,328.0,30981.0,361.2,403.41,24.54,1541909.79,1796388.46,593208.56,44632.66,101077.25,738918.47,618876.77,48369.8,104538.09,24252.82,237.25,796274.73,25668.21,3737.14,3460.83,24490.07,745635.05,40412.0,928442.97,114463.05
20240601,2024-06-01,2024-06,6,P01,L01,SKU006,10815.0,10312.0,9983.0,328.0,114.0,10140.0,361.2,147.42,26.35,443007.21,477501.27,172207.25,15107.83,36936.91,224251.99,180313.28,16187.67,37114.47,5748.64,121.65,239485.71,8106.03,1079.84,177.56,5870.29,203521.5,9199.0,190514.78,16374.88
20240701,2024-07-01,2024-07,7,P01,L01,SKU001,13050.0,12776.0,12319.0,456.0,146.0,12124.0,361.2,237.71,25.63,935978.83,1008204.4,364492.51,25541.3,59560.61,449594.42,373875.14,27553.25,58739.27,13519.11,158.05,473844.82,9382.63,2011.95,-821.33,13677.16,462134.0,16263.0,596293.26,47998.86
20240701,2024-07-01,2024-07,7,P01,L01,SKU002,12282.0,11570.0,11107.0,464.0,131.0,11791.0,361.2,256.84,15.41,849774.27,942626.09,390840.97,19672.79,64353.39,474867.16,382614.05,21088.53,62619.91,16096.04,164.23,482582.76,-8226.92,1415.73,-1733.48,16260.27,367191.51,8115.0,313683.47,66751.72
20240701,2024-07-01,2024-07,7,P01,L01,SKU003,11130.0,11421.0,11024.0,397.0,116.0,11627.0,361.2,215.78,21.01,909012.54,917878.65,393783.93,19922.18,54065.35,467771.45,399703.63,21570.93,56050.49,14069.47,135.54,491530.07,5919.7,1648.76,1985.15,14205.01,417482.47,7439.0,326596.7,36106.82
20240701,2024-07-01,2024-07,7,P01,L01,SKU004,12494.0,11975.0,11706.0,269.0,75.0,12336.0,361.2,156.57,23.83,511641.29,546109.73,194834.24,17368.63,39230.3,251433.17,200258.16,18937.62,37732.83,4593.15,67.9,261589.67,5423.93,1568.99,-1497.47,4661.05,250051.62,11318.0,243020.98,14426.51
20240701,2024-07-01,2024-07,7,P01,L01,SKU005,29985.0,31546.0,30755.0,790.0,263.0,30981.0,361.2,389.79,17.44,1538447.13,1509730.07,573182.61,43125.92,97665.02,713973.55,560466.05,47136.86,97200.6,14956.78,215.02,719975.3,-12716.56,4010.94,-464.42,15171.8,818471.83,18718.0,433497.3,19685.63
20240701,2024-07-01,2024-07,7,P01,L01,SKU006,9991.0,11644.0,11138.0,506.0,136.0,10140.0,361.2,166.47,28.0,499379.87,441092.0,194462.24,17060.28,41710.4,253232.93,208346.67,17426.5,41381.27,8865.09,144.0,276163.53,13884.42,366.22,-329.13,9009.09,223216.34,13784.0,281512.69,22694.57
20240801,2024-08-01,2024-08,8,P01,L01,SKU001,11791.0,12242.0,11862.0,379.0,157.0,12124.0,361.2,227.77,14.94,916326.77,910982.67,349258.25,24473.79,57071.22,430803.25,367574.11,26886.06,60033.35,11238.74,162.71,465894.97,18315.86,2412.28,2962.13,11401.45,450431.8,10073.0,379761.76,25910.12
20240801,2024-08-01,2024-08,8,P01,L01,SKU002,13261.0,13948.0,13476.0,472.0,137.0,11791.0,361.2,309.63,22.61,1027516.61,1017793.01,471173.77,23716.3,77580.48,572470.55,464529.34,26981.44,77290.66,16391.84,135.17,585328.45,-6644.43,3265.13,-289.81,16527.01,442188.16,9737.0,375165.44,52289.89
20240801,2024-08-01,2024-08,8,P01,L01,SKU003,12578.0,12243.0,11856.0,387.0,130.0,11627.0,361.2,231.32,25.37,960654.07,1037315.49,422138.23,21356.67,57958.31,501453.21,455780.99,24636.42,60882.47,13725.96,104.6,555130.43,33642.76,3279.75,2924.16,13830.56,405523.64,16404.0,635903.38,53281.75
20240801,2024-08-01,2024-08,8,P01,L01,SKU004,13532.0,12816.0,12408.0,408.0,143.0,12336.0,361.2,167.56,22.88,541498.51,591484.2,208514.28,18588.14,41984.81,269087.24,209171.12,21072.92,43224.84,6958.23,117.81,280544.93,656.84,2484.78,1240.03,7076.04,260953.58,11991.0,245075.07,15062.59
20240801,2024-08-01,2024-08,8,P01,L01,SKU005,29076.0,25937.0,25271.0,666.0,212.0,30981.0,361.2,320.49,14.78,1269272.29,1463991.07,471275.59,35458.5,80301.0,587035.09,457156.96,34755.48,82124.13,12594.01,179.17,586809.75,-14118.63,-703.01,1823.12,12773.18,682462.54,21194.0,454142.54,36577.97
20240801,2024-08-01,2024-08,8,P01,L01,SKU006,10334.0,10535.0,10187.0,347.0,145.0,10140.0,361.2,150.6,22.44,449086.89,456235.69,175927.82,15434.24,37734.94,229097.01,176725.64,16094.7,37069.83,6078.82,119.64,236088.63,797.81,660.45,-665.11,6198.46,212998.26,8630.0,190853.31,22066.72
20240901,2024-09-01,2024-09,9,P01,L01,SKU001,11052.0,10674.0,10383.0,291.0,99.0,12124.0,361.2,198.6,8.69,798914.54,853841.63,304528.95,21339.44,49762.14,375630.53,313381.86,22259.5,49302.38,8609.89,96.73,393650.37,8852.91,920.06,-459.76,8706.62,405264.17,6363.0,236998.34,11431.96
20240901,2024-09-01,2024-09,9,P01,L01,SKU002,10973.0,10997.0,10643.0,354.0,108.0,11791.0,361.2,244.11,15.73,787382.0,842189.35,371476.51,18698.09,61164.96,451339.57,396683.41,19985.39,60902.03,12280.19,84.27,489935.28,25206.89,1287.3,-262.93,12364.45,297446.72,11129.0,456793.66,56613.42
20240901,2024-09-01,2024-09,9,P01,L01,SKU003,11987.0,12114.0,11745.0,369.0,114.0,11627.0,361.2,228.87,21.18,967599.98,988591.55,417682.46,21131.24,57346.54,496160.25,412840.59,21809.72,56909.36,13073.71,92.57,504725.95,-4841.87,678.47,-437.18,13166.28,462874.03,8185.0,325912.63,30855.46
20240901,2024-09-01,2024-09,9,P01,L01,SKU004,11433.0,11044.0,10658.0,387.0,125.0,12336.0,361.2,144.4,16.08,460696.9,499726.65,179691.17,16018.69,36181.21,231891.06,181880.44,17905.26,36127.42,6601.88,123.11,242638.12,2189.27,1886.57,-53.79,6725.0,218058.78,8958.0,195203.34,11196.03
20240901,2024-09-01,2024-09,9,P01,L01,SKU005,30579.0,35398.0,34093.0,1305.0,352.0,30981.0,361.2,437.39,23.52,1712940.41,1539651.37,643183.6,48392.75,109592.54,801168.89,689600.55,49514.39,111272.29,24700.29,302.93,875390.45,46416.95,1121.64,1679.75,25003.22,837549.97,39456.0,894653.56,104359.81
20240901,2024-09-01,2024-09,9,P01,L01,SKU006,10102.0,9818.0,9500.0,319.0,113.0,10140.0,361.2,140.36,18.89,421309.16,445999.5,163963.55,14384.61,35168.71,213516.87,156616.21,14854.89,34274.3,5577.42,105.31,211428.14,-7347.34,470.28,-894.41,5682.74,209881.01,7957.0,177051.79,7470.8
20241001,2024-10-01,2024-10,10,P01,L01,SKU001,14616.0,15021.0,14698.0,323.0,121.0,12124.0,361.2,279.48,19.8,1145150.0,1129247.86,428544.5,30029.66,70027.15,528601.3,440822.56,32360.48,72738.06,9575.15,175.69,555671.95,12278.07,2330.82,2710.91,9750.85,589478.05,13969.0,482962.53,23803.07
20241001,2024-10-01,2024-10,10,P01,L01,SKU002,13309.0,15714.0,15035.0,678.0,197.0,11791.0,361.2,348.82,28.83,1147220.53,1021499.3,530814.59,26718.3,87400.56,644933.44,547576.45,32010.58,82901.6,23551.93,165.01,686205.57,16761.86,5292.28,-4498.95,23716.94,461014.96,21223.0,903371.29,150573.71
20241001,2024-10-01,2024-10,10,P01,L01,SKU003,12327.0,11913.0,11450.0,463.0,185.0,11627.0,361.2,225.07,16.94,935549.56,1016582.28,410747.74,20780.41,56394.43,487922.58,411951.6,24524.94,56700.56,16406.09,221.41,509804.6,1203.85,3744.54,306.14,16627.5,425744.96,13768.0,539949.23,61733.03
20241001,2024-10-01,2024-10,10,P01,L01,SKU004,12319.0,12192.0,11752.0,441.0,110.0,12336.0,361.2,159.41,20.59,519583.77,538469.2,198366.32,17683.5,39941.49,255991.3,208282.04,20583.6,40671.38,7518.48,74.26,277129.77,9915.73,2900.1,729.89,7592.74,242454.0,7026.0,154399.72,8845.91
20241001,2024-10-01,2024-10,10,P01,L01,SKU005,30096.0,32013.0,31052.0,961.0,284.0,30981.0,361.2,395.57,18.35,1570909.66,1515327.02,581681.56,43765.37,99113.16,724560.09,576139.94,45687.43,102723.31,18182.83,199.77,742933.28,-5541.61,1922.05,3610.15,18382.6,827976.38,24563.0,562182.03,31691.69
20241001,2024-10-01,2024-10,10,P01,L01,SKU006,10096.0,10756.0,10328.0,428.0,167.0,10140.0,361.2,153.77,20.89,458272.24,445750.41,179624.02,15758.51,38527.74,233910.27,175184.3,18508.29,37436.79,7484.81,135.65,238749.85,-4439.71,2749.78,-1090.94,7620.46,219522.39,7820.0,172277.59,16447.7
20241101,2024-11-01,2024-11,11,P01,L01,SKU001,13991.0,14372.0,13860.0,511.0,169.0,12124.0,361.2,267.4,27.54,1061438.98,1080945.14,410023.64,28731.84,67000.71,505756.19,397991.26,35199.15,63744.06,15153.24,225.7,512313.4,-12032.38,6467.31,-3256.65,15378.94,549125.58,10936.0,398234.61,21558.86
20241101,2024-11-01,2024-11,11,P01,L01,SKU002,14202.0,14444.0,13897.0,547.0,161.0,11791.0,361.2,320.63,26.45,1078528.36,1090037.03,487918.52,24559.14,80337.56,592815.22,494211.76,29702.77,77358.16,18995.82,131.07,620399.59,6293.25,5143.63,-2979.4,19126.9,458128.77,18734.0,755931.29,117039.5
20241101,2024-11-01,2024-11,11,P01,L01,SKU003,14394.0,13443.0,12923.0,520.0,165.0,11627.0,361.2,253.98,16.9,1063357.57,1187038.71,463499.17,23449.19,63637.04,550585.4,490876.21,23586.77,66335.09,18417.81,162.24,599378.12,27377.04,137.58,2698.05,18580.05,463979.45,11958.0,480922.98,48592.49
20241101,2024-11-01,2024-11,11,P01,L01,SKU004,13363.0,13587.0,13137.0,450.0,129.0,12336.0,361.2,177.64,25.69,588747.36,584117.72,221054.21,19706.02,44509.75,285269.98,232877.12,19789.43,47301.53,7676.95,116.41,307761.43,11822.91,83.4,2791.78,7793.36,280985.92,7906.0,155311.46,19888.06
20241101,2024-11-01,2024-11,11,P01,L01,SKU005,35269.0,36019.0,34599.0,1420.0,550.0,30981.0,361.2,445.06,22.16,1702454.24,1775812.78,654462.6,49241.38,111514.38,815218.36,679323.93,56844.19,112923.42,26867.57,417.59,876376.7,24861.32,7602.81,1409.04,27285.17,826077.54,29052.0,683811.11,27017.76
20241101,2024-11-01,2024-11,11,P01,L01,SKU006,10615.0,10710.0,10278.0,432.0,150.0,10140.0,361.2,153.11,16.99,456990.86,468652.26,178861.22,15691.59,38364.13,232916.94,171570.94,17458.71,39166.01,7563.64,156.56,235915.86,-7290.29,1767.12,801.88,7720.2,221075.01,11317.0,234522.79,10167.41
20241201,2024-12-01,2024-12,12,P01,L01,SKU001,13703.0,12715.0,12206.0,508.0,175.0,12124.0,361.2,236.57,22.29,946249.93,1058698.36,362747.65,25419.04,59275.48,447442.17,384493.73,27965.41,58521.71,15055.3,165.13,486201.28,21746.08,2546.37,-753.78,15220.43,460048.65,7762.0,274810.15,23316.58
20241201,2024-12-01,2024-12,12,P01,L01,SKU002,13489.0,14768.0,14148.0,620.0,175.0,11791.0,361.2,327.82,26.1,1093843.63,1035313.99,498860.71,25109.91,82139.23,606109.86,530739.24,26990.78,81173.37,21529.6,135.42,660568.41,31878.53,1880.86,-965.86,21665.02,433275.22,9885.0,389349.12,43654.79
20241201,2024-12-01,2024-12,12,P01,L01,SKU003,13468.0,11943.0,11501.0,442.0,128.0,11627.0,361.2,225.65,23.37,947753.06,1110707.49,411807.28,20834.01,56539.9,489181.19,405270.96,21229.79,59094.38,15665.22,132.91,501393.27,-6536.32,395.78,2554.49,15798.13,446359.79,7808.0,339202.49,38037.04
20241201,2024-12-01,2024-12,12,P01,L01,SKU004,13072.0,12746.0,12384.0,362.0,142.0,12336.0,361.2,166.65,21.36,523842.77,571372.61,207375.33,18486.61,41755.48,267617.42,209203.91,19619.77,41051.54,6182.57,100.6,276158.39,1828.57,1133.16,-703.93,6283.17,247684.38,10834.0,217614.3,24270.07
20241201,2024-12-01,2024-12,12,P01,L01,SKU005,32994.0,33097.0,32085.0,1012.0,318.0,30981.0,361.2,408.96,19.95,1628705.8,1661252.41,601377.91,45247.32,102469.24,749094.46,640982.43,49980.13,103250.79,19146.94,205.86,813566.15,39604.52,4732.81,781.56,19352.8,815139.65,37972.0,921348.74,69406.25
20241201,2024-12-01,2024-12,12,P01,L01,SKU006,12282.0,12765.0,12242.0,523.0,148.0,10140.0,361.2,182.49,28.47,543564.62,542248.31,213172.98,18701.78,45723.69,277598.46,219910.89,20559.93,44563.14,9146.83,155.68,294336.48,6737.91,1858.15,-1160.55,9302.51,249228.14,15400.0,342744.14,22649.15
20250101,2025-01-01,2025-01,13,P01,L01,SKU001,11985.0,11983.0,11456.0,527.0,213.0,12124.0,361.2,222.96,23.66,893023.43,925967.5,341882.35,23956.93,55865.95,421705.23,348283.98,25170.08,53438.91,15608.96,232.83,442734.76,6401.63,1213.15,-2427.04,15841.79,450288.67,8141.0,279969.98,20925.32
20250101,2025-01-01,2025-01,13,P01,L01,SKU002,11182.0,10996.0,10797.0,199.0,76.0,11791.0,361.2,244.09,22.74,833752.47,858226.59,371440.11,18696.26,61158.97,451295.34,344735.31,20244.22,59323.71,6919.77,65.96,431288.96,-26704.8,1547.96,-1835.26,6985.73,402463.51,12774.0,527330.06,65517.67
20250101,2025-01-01,2025-01,13,P01,L01,SKU003,9882.0,10435.0,10088.0,348.0,123.0,11627.0,361.2,197.16,17.38,835090.62,814939.25,359812.12,18203.49,49401.12,427416.73,358193.22,19918.34,49367.3,12319.74,158.32,439956.91,-1618.9,1714.85,-33.81,12478.06,395133.7,14374.0,604407.74,80618.82
20250101,2025-01-01,2025-01,13,P01,L01,SKU004,11330.0,9850.0,9570.0,280.0,103.0,12336.0,361.2,128.79,14.92,416586.12,495241.95,160262.39,14286.7,32269.18,206818.27,169639.2,14957.13,33542.26,4774.47,93.65,223006.7,9376.81,670.43,1273.08,4868.12,193579.42,9723.0,206848.77,10865.71
20250101,2025-01-01,2025-01,13,P01,L01,SKU005,25162.0,24576.0,24291.0,285.0,81.0,30981.0,361.2,303.67,18.19,1217334.64,1266896.77,446541.16,33597.49,76086.48,556225.13,434188.75,32152.41,78388.24,5385.82,66.41,550181.62,-12352.41,-1445.08,2301.75,5452.23,667153.02,27968.0,603480.01,49081.38
20250101,2025-01-01,2025-01,13,P01,L01,SKU006,8269.0,7899.0,7634.0,265.0,74.0,10140.0,361.2,112.92,15.27,340689.08,365080.09,131912.33,11572.74,28294.01,171779.09,134673.67,12255.42,28066.2,4636.23,60.33,179691.84,2761.33,682.68,-227.81,4696.55,160997.24,4135.0,93682.64,12156.24
20250201,2025-02-01,2025-02,14,P01,L01,SKU001,9440.0,8057.0,7822.0,235.0,79.0,11396.0,361.2,149.91,22.04,602799.37,729322.02,229870.66,16107.87,37562.46,283540.99,242120.62,15806.25,37373.28,6976.33,91.41,302367.9,12249.96,-301.61,-189.18,7067.74,300431.47,5794.0,204938.04,14210.67
20250201,2025-02-01,2025-02,14,P01,L01,SKU002,9123.0,9388.0,9049.0,339.0,115.0,11084.0,361.2,208.39,20.01,699869.45,700200.47,317110.46,15961.6,52213.39,385285.45,332186.19,16165.47,54424.03,11759.78,109.96,414645.42,15075.73,203.87,2210.64,11869.73,285224.03,12846.0,507182.55,77918.84
