customer_id,region,customer_segment,signup_date,country,marketing_opt_in
U56028,South,New,2024-01-01,United States,1
U85445,South,Returning,2024-01-01,United States,1
U38026,West,New,2024-01-01,United States,1
U34809,Northeast,Returning,2024-01-01,United States,1
U31865,South,Returning,2024-01-01,United States,1
U22409,Northeast,New,2024-01-01,United States,1
U74411,Midwest,New,2024-01-01,United States,1
U75882,South,Returning,2024-01-01,United States,1
U22873,International,New,2024-01-01,United States,1
U73535,South,Returning,2024-01-01,United States,1
U37294,Midwest,Returning,2024-01-01,United States,1
U72171,Northeast,New,2024-01-01,United States,1
U17859,Midwest,Returning,2024-01-01,United States,1
U47607,International,Returning,2024-01-01,United States,1
U89977,Northeast,Returning,2024-01-01,United States,1
U55119,West,Returning,2024-01-01,United States,1
U53838,West,Returning,2024-01-01,United States,1
U78454,West,New,2024-01-01,United States,1
U63278,Northeast,New,2024-01-01,United States,1
U62540,Northeast,Returning,2024-01-01,United States,1
U81875,International,Returning,2024-01-01,United States,1
U88070,South,New,2024-01-01,United States,1
U31867,International,Returning,2024-01-01,United States,1
U40081,West,Returning,2024-01-01,United States,1
U21345,International,Returning,2024-01-01,United States,1
U28702,West,New,2024-01-01,United States,1
U26171,International,Returning,2024-01-01,United States,1
U97154,International,New,2024-01-01,United States,1
U50022,West,Returning,2024-01-01,United States,1
U24776,South,New,2024-01-01,United States,1
U16385,South,New,2024-01-01,United States,1
U73905,Northeast,Returning,2024-01-01,United States,1
U69505,International,New,2024-01-01,United States,1
U26928,Northeast,Returning,2024-01-01,United States,1
U76341,International,Returning,2024-01-01,United States,1
U35946,Northeast,New,2024-01-01,United States,1
U36421,West,Returning,2024-01-01,United States,1
U39293,Northeast,New,2024-01-01,United States,1
U34497,West,Returning,2024-01-01,United States,1
U81494,West,New,2024-01-01,United States,1
U39349,West,New,2024-01-01,United States,1
U33609,International,New,2024-01-01,United States,1
U88847,South,Returning,2024-01-01,United States,1
U96579,Midwest,Returning,2024-01-01,United States,1
U24875,Midwest,Returning,2024-01-01,United States,1
U57851,South,Returning,2024-01-01,United States,1
U78155,South,Returning,2024-01-01,United States,1
U99591,Midwest,Returning,2024-01-01,United States,1
U42269,Midwest,Returning,2024-01-01,United States,1
U70425,Northeast,Returning,2024-01-01,United States,1
U23520,South,New,2024-01-01,United States,1
U33364,Midwest,Returning,2024-01-01,United States,1
U42742,Northeast,Returning,2024-01-01,United States,1
U81969,West,Returning,2024-01-01,United States,1
U15357,West,New,2024-01-01,United States,1
U18136,Northeast,New,2024-01-01,United States,1
U67323,International,New,2024-01-01,United States,1
U46961,Midwest,New,2024-01-01,United States,1
U44157,Northeast,Returning,2024-01-01,United States,1
U46111,Midwest,Returning,2024-01-01,United States,1
U47459,West,Returning,2024-01-01,United States,1
U88744,South,Returning,2024-01-01,United States,1
U10771,South,New,2024-01-01,United States,1
U74956,West,Returning,2024-01-01,United States,1
U54720,Midwest,Returning,2024-01-01,United States,1
U28872,International,Returning,2024-01-01,United States,1
U78540,Midwest,New,2024-01-01,United States,1
U37852,Northeast,Returning,2024-01-01,United States,1
U92500,Northeast,New,2024-01-01,United States,1
U72106,Midwest,Returning,2024-01-01,United States,1
U39827,South,New,2024-01-01,United States,1
U14046,Midwest,Returning,2024-01-01,United States,1
U86417,South,Returning,2024-01-01,United States,1
U21001,Northeast,New,2024-01-01,United States,1
U45264,West,Returning,2024-01-01,United States,1
U17614,West,Returning,2024-01-01,United States,1
U27447,West,New,2024-01-01,United States,1
U32026,Midwest,New,2024-01-01,United States,1
U44881,Northeast,New,2024-01-01,United States,1
U70522,Northeast,New,2024-01-01,United States,1
U11370,Northeast,New,2024-01-01,United States,1
U12211,South,Returning,2024-01-01,United States,1
U28850,Midwest,Returning,2024-01-01,United States,1
U55243,International,New,2024-01-01,United States,1
U78645,West,New,2024-01-01,United States,1
U25640,South,New,2024-01-01,United States,1
U43366,West,Returning,2024-01-01,United States,1
U21306,International,Returning,2024-01-01,United States,1
U19823,West,Returning,2024-01-01,United States,1
U73378,Northeast,Returning,2024-01-01,United States,1
U55499,West,New,2024-01-01,United States,1
U68640,Northeast,Returning,2024-01-01,United States,1
U86108,South,Returning,2024-01-01,United States,1
U48655,South,Returning,2024-01-01,United States,1
U38947,West,Returning,2024-01-01,United States,1
U93852,Northeast,Returning,2024-01-01,United States,1
U21621,West,New,2024-01-01,United States,1
U42502,Northeast,Returning,2024-01-01,United States,1
U18207,International,New,2024-01-01,United States,1
U84871,International,New,2024-01-01,United States,1
U20919,West,New,2024-01-01,United States,1
U77836,West,New,2024-01-01,United States,1
U63774,Northeast,Returning,2024-01-01,United States,1
U37099,South,Returning,2024-01-01,United States,1
U63685,Midwest,Returning,2024-01-01,United States,1
U11799,South,Returning,2024-01-01,United States,1
U23856,International,Returning,2024-01-01,United States,1
U11775,International,New,2024-01-01,United States,1
U39128,Northeast,New,2024-01-01,United States,1
U63316,Northeast,Returning,2024-01-01,United States,1
U93182,Midwest,Returning,2024-01-01,United States,1
U81122,South,New,2024-01-01,United States,1
U57179,International,New,2024-01-01,United States,1
U90041,International,New,2024-01-01,United States,1
U12163,West,Returning,2024-01-01,United States,1
U77598,West,Returning,2024-01-01,United States,1
U96670,Midwest,Returning,2024-01-01,United States,1
U21351,Northeast,New,2024-01-01,United States,1
U84247,West,Returning,2024-01-01,United States,1
U86493,Northeast,New,2024-01-01,United States,1
U33180,South,New,2024-01-01,United States,1
U99082,Northeast,New,2024-01-01,United States,1
U44888,South,Returning,2024-01-01,United States,1
U49321,West,Returning,2024-01-01,United States,1
U13983,Midwest,Returning,2024-01-01,United States,1
U86799,Midwest,Returning,2024-01-01,United States,1
U12463,Midwest,New,2024-01-01,United States,1
U37901,West,New,2024-01-01,United States,1
U47629,South,Returning,2024-01-01,United States,1
U91151,International,Returning,2024-01-01,United States,1
U78304,West,New,2024-01-01,United States,1
U71035,Northeast,New,2024-01-01,United States,1
U27515,West,Returning,2024-01-01,United States,1
U88752,Midwest,Returning,2024-01-01,United States,1
U58165,Northeast,New,2024-01-01,United States,1
U73898,Northeast,Returning,2024-01-01,United States,1
U16811,West,Returning,2024-01-01,United States,1
U12150,Midwest,New,2024-01-01,United States,1
U58981,West,Returning,2024-01-01,United States,1
U88150,South,Returning,2024-01-01,United States,1
U19571,Midwest,Returning,2024-01-01,United States,1
U66058,South,New,2024-01-01,United States,1
U76641,South,Returning,2024-01-01,United States,1
U88780,Northeast,New,2024-01-01,United States,1
U99730,South,Returning,2024-01-01,United States,1
U81042,International,New,2024-01-01,United States,1
U64519,West,New,2024-01-01,United States,1
U90121,Northeast,Returning,2024-01-01,United States,1
U83436,South,New,2024-01-01,United States,1
U38995,West,Returning,2024-01-01,United States,1
U70411,South,New,2024-01-01,United States,1
U67207,Northeast,New,2024-01-01,United States,1
U57613,South,Returning,2024-01-01,United States,1
U80243,West,New,2024-01-01,United States,1
U15506,International,New,2024-01-01,United States,1
U95072,International,Returning,2024-01-01,United States,1
U96484,West,New,2024-01-01,United States,1
U53905,Midwest,New,2024-01-01,United States,1
U87675,International,New,2024-01-01,United States,1
U80481,South,Returning,2024-01-01,United States,1
U35468,South,New,2024-01-01,United States,1
U28612,Midwest,New,2024-01-01,United States,1
U36126,Northeast,New,2024-01-01,United States,1
U94781,West,New,2024-01-01,United States,1
U33145,West,New,2024-01-01,United States,1
U16854,Northeast,New,2024-01-01,United States,1
U35775,West,Returning,2024-01-01,United States,1
U14443,Northeast,New,2024-01-01,United States,1
U77147,South,New,2024-01-01,United States,1
U45451,West,Returning,2024-01-01,United States,1
U86275,South,New,2024-01-01,United States,1
U34424,Northeast,New,2024-01-01,United States,1
U19251,West,New,2024-01-01,United States,1
U21296,South,Returning,2024-01-01,United States,1
U21176,Midwest,New,2024-01-01,United States,1
U76796,South,Returning,2024-01-01,United States,1
U52748,Northeast,New,2024-01-01,United States,1
U88660,West,Returning,2024-01-01,United States,1
U81259,Midwest,Returning,2024-01-01,United States,1
U81862,West,Returning,2024-01-01,United States,1
U15548,Northeast,Returning,2024-01-01,United States,1
U94859,Midwest,Returning,2024-01-01,United States,1
U31247,West,Returning,2024-01-01,United States,1
U80315,Midwest,New,2024-01-01,United States,1
U97315,South,Returning,2024-01-01,United States,1
U99683,Midwest,New,2024-01-01,United States,1
U21574,International,New,2024-01-01,United States,1
U71706,Northeast,New,2024-01-01,United States,1
U27179,West,Returning,2024-01-01,United States,1
U13779,West,Returning,2024-01-01,United States,1
U48217,International,New,2024-01-01,United States,1
U19040,South,New,2024-01-01,United States,1
U14198,Northeast,Returning,2024-01-01,United States,1
U77594,International,Returning,2024-01-01,United States,1
U67146,Midwest,Returning,2024-01-01,United States,1
U73818,Midwest,Returning,2024-01-01,United States,1
U17060,Northeast,Returning,2024-01-01,United States,1
U22447,West,Returning,2024-01-01,United States,1
U34317,Midwest,Returning,2024-01-01,United States,1
U95359,South,New,2024-01-01,United States,1
U31402,Northeast,Returning,2024-01-01,United States,1
U35325,West,Returning,2024-01-01,United States,1
U86438,International,New,2024-01-01,United States,1
U85687,West,Returning,2024-01-01,United States,1
U98448,South,New,2024-01-01,United States,1
U79119,International,Returning,2024-01-01,United States,1
U97517,Northeast,New,2024-01-01,United States,1
U50054,West,Returning,2024-01-01,United States,1
U72475,Midwest,New,2024-01-01,United States,1
U72763,South,Returning,2024-01-01,United States,1
U34517,Midwest,Returning,2024-01-01,United States,1
U81626,South,Returning,2024-01-01,United States,1
U92155,Northeast,Returning,2024-01-01,United States,1
U89424,Midwest,New,2024-01-01,United States,1
U90428,International,New,2024-01-01,United States,1
U54232,South,New,2024-01-01,United States,1
U93041,South,Returning,2024-01-01,United States,1
U66185,Midwest,Returning,2024-01-01,United States,1
U40684,Northeast,New,2024-01-01,United States,1
U67131,Northeast,New,2024-01-01,United States,1
U29856,West,New,2024-01-01,United States,1
U68964,International,New,2024-01-01,United States,1
U39175,Northeast,Returning,2024-01-01,United States,1
U49574,International,Returning,2024-01-01,United States,1
U71520,South,New,2024-01-01,United States,1
U29523,West,New,2024-01-01,United States,1
U29654,International,Returning,2024-01-01,United States,1
U95570,South,New,2024-01-01,United States,1
U88799,West,Returning,2024-01-01,United States,1
U92530,West,New,2024-01-01,United States,1
U18478,South,New,2024-01-01,United States,1
U51111,Midwest,Returning,2024-01-01,United States,1
U71270,West,Returning,2024-01-01,United States,1
U44698,Northeast,Returning,2024-01-01,United States,1
U29446,West,New,2024-01-01,United States,1
U44624,Northeast,New,2024-01-01,United States,1
U65647,West,Returning,2024-01-01,United States,1
U17471,South,Returning,2024-01-01,United States,1
U22153,South,New,2024-01-01,United States,1
U75406,International,New,2024-01-01,United States,1
U15775,Northeast,New,2024-01-01,United States,1
U56965,West,Returning,2024-01-01,United States,1
U82922,Midwest,New,2024-01-01,United States,1
U20492,Midwest,New,2024-01-01,United States,1
U18130,South,New,2024-01-01,United States,1
U54674,Midwest,New,2024-01-01,United States,1
U68334,Northeast,Returning,2024-01-01,United States,1
U36058,International,New,2024-01-01,United States,1
U78768,West,Returning,2024-01-01,United States,1
U34094,International,New,2024-01-01,United States,1
U23155,Northeast,Returning,2024-01-01,United States,1
U23399,West,Returning,2024-01-01,United States,1
U38572,South,Returning,2024-01-01,United States,1
U26001,Northeast,Returning,2024-01-01,United States,1
U84981,Northeast,Returning,2024-01-01,United States,1
U35876,Northeast,Returning,2024-01-01,United States,1
U11035,South,Returning,2024-01-01,United States,1
U83515,West,Returning,2024-01-01,United States,1
U98364,Midwest,Returning,2024-01-01,United States,1
U11290,West,New,2024-01-01,United States,1
U51541,West,New,2024-01-01,United States,1
U45826,South,New,2024-01-01,United States,1
U25066,South,Returning,2024-01-01,United States,1
U26635,South,Returning,2024-01-01,United States,1
U57775,Midwest,Returning,2024-01-01,United States,1
U92405,West,New,2024-01-01,United States,1
U83279,Northeast,Returning,2024-01-01,United States,1
U63098,West,New,2024-01-01,United States,1
U30094,Midwest,New,2024-01-01,United States,1
U70758,West,Returning,2024-01-01,United States,1
U13257,Northeast,Returning,2024-01-01,United States,1
U71997,Northeast,Returning,2024-01-01,United States,1
U46896,South,New,2024-01-01,United States,1
U86655,South,New,2024-01-01,United States,1
U27705,South,New,2024-01-01,United States,1
U68090,West,Returning,2024-01-01,United States,1
U22681,International,New,2024-01-01,United States,1
U53132,Northeast,New,2024-01-01,United States,1
U69573,Northeast,Returning,2024-01-01,United States,1
U51308,International,Returning,2024-01-01,United States,1
U21671,Midwest,Returning,2024-01-01,United States,1
U87273,Northeast,Returning,2024-01-01,United States,1
U90707,Northeast,Returning,2024-01-01,United States,1
U30172,Northeast,New,2024-01-01,United States,1
U87199,International,Returning,2024-01-01,United States,1
U20610,Northeast,New,2024-01-01,United States,1
U23564,South,Returning,2024-01-01,United States,1
U89329,Midwest,New,2024-01-01,United States,1
U82815,International,Returning,2024-01-01,United States,1
U92904,Northeast,Returning,2024-01-01,United States,1
U73330,West,Returning,2024-01-01,United States,1
U10743,South,New,2024-01-01,United States,1
U68281,International,Returning,2024-01-01,United States,1
U36570,Midwest,New,2024-01-01,United States,1
U94991,Northeast,Returning,2024-01-01,United States,1
U85869,International,Returning,2024-01-01,United States,1
U16374,West,New,2024-01-01,United States,1
U13424,International,Returning,2024-01-01,United States,1
U76412,Midwest,Returning,2024-01-01,United States,1
U80731,International,Returning,2024-01-01,United States,1
U36259,International,New,2024-01-01,United States,1
U41649,West,Returning,2024-01-01,United States,1
U10633,South,New,2024-01-01,United States,1
U27222,Midwest,Returning,2024-01-01,United States,1
U97842,Midwest,Returning,2024-01-01,United States,1
U15745,International,New,2024-01-01,United States,1
U52311,International,New,2024-01-01,United States,1
U64885,Midwest,New,2024-01-01,United States,1
U76082,Midwest,Returning,2024-01-01,United States,1
U22565,Midwest,Returning,2024-01-01,United States,1
U54818,South,New,2024-01-01,United States,1
U55239,International,New,2024-01-01,United States,1
U65746,West,New,2024-01-01,United States,1
U81918,Northeast,Returning,2024-01-01,United States,1
U77234,South,Returning,2024-01-01,United States,1
U79263,South,New,2024-01-01,United States,1
U57620,Northeast,New,2024-01-01,United States,1
U57086,West,Returning,2024-01-01,United States,1
U59939,Northeast,Returning,2024-01-01,United States,1
U99904,Midwest,Returning,2024-01-01,United States,1
U67808,Midwest,Returning,2024-01-01,United States,1
U42059,West,Returning,2024-01-01,United States,1
U21428,International,New,2024-01-01,United States,1
U84934,Midwest,Returning,2024-01-01,United States,1
U63766,South,New,2024-01-01,United States,1
U32634,Northeast,Returning,2024-01-01,United States,1
U40835,Northeast,New,2024-01-01,United States,1
U37458,South,New,2024-01-01,United States,1
U20358,South,New,2024-01-01,United States,1
U56345,West,New,2024-01-01,United States,1
U86262,Midwest,Returning,2024-01-01,United States,1
U32325,West,Returning,2024-01-01,United States,1
U79831,West,New,2024-01-01,United States,1
U94528,Northeast,Returning,2024-01-01,United States,1
U55859,International,New,2024-01-01,United States,1
U50307,Northeast,New,2024-01-01,United States,1
U24600,Northeast,Returning,2024-01-01,United States,1
U94571,South,New,2024-01-01,United States,1
U40078,West,Returning,2024-01-01,United States,1
U85946,Midwest,New,2024-01-01,United States,1
U37157,South,New,2024-01-01,United States,1
U16099,Midwest,Returning,2024-01-01,United States,1
U37221,South,Returning,2024-01-01,United States,1
U87520,West,Returning,2024-01-01,United States,1
U71188,International,Returning,2024-01-01,United States,1
U14974,Midwest,New,2024-01-01,United States,1
U81780,Midwest,New,2024-01-01,United States,1
U77243,Northeast,Returning,2024-01-01,United States,1
U97335,West,Returning,2024-01-01,United States,1
U66146,International,New,2024-01-01,United States,1
U50228,South,Returning,2024-01-01,United States,1
U82554,South,New,2024-01-01,United States,1
U99195,Midwest,Returning,2024-01-01,United States,1
U29565,South,Returning,2024-01-01,United States,1
U48188,West,Returning,2024-01-01,United States,1
U40532,South,Returning,2024-01-01,United States,1
U98104,Northeast,New,2024-01-01,United States,1
U47758,South,Returning,2024-01-01,United States,1
U16846,Northeast,New,2024-01-01,United States,1
U62873,South,Returning,2024-01-01,United States,1
U67109,South,Returning,2024-01-01,United States,1
U27937,West,New,2024-01-01,United States,1
U18024,South,Returning,2024-01-01,United States,1
U35909,West,Returning,2024-01-01,United States,1
U92135,South,New,2024-01-01,United States,1
U19909,International,Returning,2024-01-01,United States,1
U61493,Midwest,New,2024-01-01,United States,1
U76167,Midwest,Returning,2024-01-01,United States,1
U60570,Northeast,New,2024-01-01,United States,1
U90975,Midwest,Returning,2024-01-01,United States,1
U50345,Midwest,Returning,2024-01-01,United States,1
U75706,International,Returning,2024-01-01,United States,1
U71171,South,New,2024-01-01,United States,1
U73463,West,Returning,2024-01-01,United States,1
U42880,Northeast,Returning,2024-01-01,United States,1
U52827,West,Returning,2024-01-01,United States,1
U71087,International,Returning,2024-01-01,United States,1
U92504,South,Returning,2024-01-01,United States,1
U99859,International,New,2024-01-01,United States,1
U98837,South,New,2024-01-01,United States,1
U58258,International,New,2024-01-01,United States,1
U19294,Midwest,Returning,2024-01-01,United States,1
U97800,Midwest,Returning,2024-01-01,United States,1
U39776,West,New,2024-01-01,United States,1
U89271,West,New,2024-01-01,United States,1
U24285,South,Returning,2024-01-01,United States,1
U53546,South,Returning,2024-01-01,United States,1
U23845,West,New,2024-01-01,United States,1
U23540,West,Returning,2024-01-01,United States,1
U90828,West,Returning,2024-01-01,United States,1
U92877,International,New,2024-01-01,United States,1
U72005,South,New,2024-01-01,United States,1
U54572,West,Returning,2024-01-01,United States,1
U39077,West,Returning,2024-01-01,United States,1
U42051,West,Returning,2024-01-01,United States,1
U95118,International,Returning,2024-01-01,United States,1
U68924,West,Returning,2024-01-01,United States,1
U55780,West,Returning,2024-01-01,United States,1
U68360,International,Returning,2024-01-01,United States,1
U12631,Northeast,Returning,2024-01-01,United States,1
U14700,Northeast,Returning,2024-01-01,United States,1
U83977,Northeast,Returning,2024-01-01,United States,1
U82773,South,New,2024-01-01,United States,1
U54367,Northeast,Returning,2024-01-01,United States,1
U67117,Northeast,New,2024-01-01,United States,1
U31382,Midwest,New,2024-01-01,United States,1
U85530,West,Returning,2024-01-01,United States,1
U46484,Northeast,Returning,2024-01-01,United States,1
U97939,West,Returning,2024-01-01,United States,1
U65618,South,Returning,2024-01-01,United States,1
U89562,South,Returning,2024-01-01,United States,1
U84685,West,Returning,2024-01-01,United States,1
U85344,International,New,2024-01-01,United States,1
U85720,Midwest,New,2024-01-01,United States,1
U37249,Northeast,New,2024-01-01,United States,1
U81616,South,Returning,2024-01-01,United States,1
U54668,Midwest,Returning,2024-01-01,United States,1
U49245,Northeast,New,2024-01-01,United States,1
U89679,West,New,2024-01-01,United States,1
U63540,Northeast,Returning,2024-01-01,United States,1
U21971,West,New,2024-01-01,United States,1
U68963,Midwest,Returning,2024-01-01,United States,1
U51166,Midwest,New,2024-01-01,United States,1
U81724,Northeast,New,2024-01-01,United States,1
U90520,South,Returning,2024-01-01,United States,1
U69649,South,Returning,2024-01-01,United States,1
U55862,International,Returning,2024-01-01,United States,1
U56862,South,Returning,2024-01-01,United States,1
U79784,Midwest,New,2024-01-01,United States,1
U65172,International,Returning,2024-01-01,United States,1
U79626,West,Returning,2024-01-01,United States,1
U64728,West,Returning,2024-01-01,United States,1
U70670,Midwest,New,2024-01-01,United States,1
U29792,Midwest,New,2024-01-01,United States,1
U94685,West,New,2024-01-01,United States,1
U19596,International,Returning,2024-01-01,United States,1
U24389,South,New,2024-01-01,United States,1
U68351,South,Returning,2024-01-01,United States,1
U43705,Midwest,Returning,2024-01-01,United States,1
U87667,South,New,2024-01-01,United States,1
U18330,Northeast,New,2024-01-01,United States,1
U53564,West,Returning,2024-01-01,United States,1
U13255,Northeast,Returning,2024-01-01,United States,1
U57674,West,New,2024-01-01,United States,1
U20980,South,Returning,2024-01-01,United States,1
U35328,Northeast,New,2024-01-01,United States,1
U56103,South,Returning,2024-01-01,United States,1
U11434,West,New,2024-01-01,United States,1
U97407,South,Returning,2024-01-01,United States,1
U72273,South,Returning,2024-01-01,United States,1
U65165,South,New,2024-01-01,United States,1
U87352,International,Returning,2024-01-01,United States,1
U59593,West,New,2024-01-01,United States,1
U33341,South,New,2024-01-01,United States,1
U42060,Northeast,Returning,2024-01-01,United States,1
U66116,West,Returning,2024-01-01,United States,1
U62562,West,New,2024-01-01,United States,1
U75452,West,Returning,2024-01-01,United States,1
U51804,West,New,2024-01-01,United States,1
U39171,South,Returning,2024-01-01,United States,1
U37073,Northeast,Returning,2024-01-01,United States,1
U85603,South,Returning,2024-01-01,United States,1
U54948,West,New,2024-01-01,United States,1
U16386,Midwest,New,2024-01-01,United States,1
U63275,South,Returning,2024-01-01,United States,1
U71975,South,New,2024-01-01,United States,1
U10441,West,New,2024-01-01,United States,1
U47047,West,Returning,2024-01-01,United States,1
U76189,South,New,2024-01-01,United States,1
U29788,Midwest,Returning,2024-01-01,United States,1
U65207,Midwest,Returning,2024-01-01,United States,1
U92124,South,New,2024-01-01,United States,1
U33468,South,New,2024-01-01,United States,1
U75438,Northeast,Returning,2024-01-01,United States,1
U98437,Northeast,New,2024-01-01,United States,1
U20908,International,Returning,2024-01-01,United States,1
U45783,International,Returning,2024-01-01,United States,1
U78911,West,New,2024-01-01,United States,1
U88967,West,New,2024-01-01,United States,1
U26185,West,Returning,2024-01-01,United States,1
U80673,Northeast,Returning,2024-01-01,United States,1
U67336,Northeast,Returning,2024-01-01,United States,1
U76250,International,New,2024-01-01,United States,1
U75216,International,Returning,2024-01-01,United States,1
U25091,West,Returning,2024-01-01,United States,1
U77609,South,Returning,2024-01-01,United States,1
U44938,West,New,2024-01-01,United States,1
U51819,Midwest,New,2024-01-01,United States,1
U16938,West,New,2024-01-01,United States,1
U60636,Midwest,Returning,2024-01-01,United States,1
U76598,Northeast,New,2024-01-01,United States,1
