date_id,entity_id,business_unit_id,scenario_id,scenario,country,region,business_unit,currency,gross_revenue_usd,external_revenue_usd,intercompany_revenue_usd,intercompany_cost_usd,intercompany_elimination_usd,cogs_usd,gross_profit_usd,opex_usd,ebitda_pre_elim_usd,ebitda_usd,ebitda_margin,operating_income_usd,net_income_usd,cash_position_usd,operating_cash_flow_usd,working_capital_usd
2025-01,SGP01,WH,FCST,Forecast,Singapore,SEA North,Warehousing,SGD,264061.09,256024.96,8036.12,-7636.14,-399.98,-199547.67,56477.3,-48646.35,8230.92,7830.94,0.03059,3276.6,896.21,80092.76,7291.77,46193.24
2025-01,SGP01,WH,PY,Prior Year,Singapore,SEA North,Warehousing,SGD,186997.44,181088.28,5909.16,-5850.23,-58.93,-129712.64,51375.64,-32684.38,18750.19,18691.26,0.10322,15472.7,11359.34,97880.06,15077.18,34093.03
2025-01,SGP01,CB,ACT,Actual,Singapore,SEA North,Customs Brokerage,SGD,137509.17,132489.08,5020.08,-5019.9,-0.18,-79474.88,53014.2,-19240.37,33774.01,33773.83,0.25492,31473.95,24770.86,154995.34,30744.71,26050.86
2025-01,SGP01,CB,BUD,Budget,Singapore,SEA North,Customs Brokerage,SGD,124835.73,120849.38,3986.35,-4013.51,27.16,-66258.23,54591.15,-17843.52,36720.47,36747.63,0.30408,34590.91,27465.18,162539.07,23784.5,22813.28
2025-01,SGP01,CB,FCST,Forecast,Singapore,SEA North,Customs Brokerage,SGD,140236.6,136063.91,4172.69,-4329.34,156.64,-80853.45,55210.45,-20319.83,34733.98,34890.62,0.25643,32424.88,25663.02,156866.2,25978.69,20829.35
2025-01,SGP01,CB,PY,Prior Year,Singapore,SEA North,Customs Brokerage,SGD,97564.6,94648.4,2916.21,-2969.31,53.11,-51863.02,42785.37,-13408.36,29323.91,29377.02,0.31038,27725.17,22002.61,126569.47,22629.46,17008.68
2025-01,SGP01,CORP,ACT,Actual,Singapore,SEA North,Corporate Shared Services,SGD,67579.12,63382.63,4196.49,-3970.13,-226.36,-68516.24,-5133.61,-17148.87,-22056.12,-22282.47,-0.35155,-23399.57,-23950.61,40000.0,-17189.78,9091.3
2025-01,SGP01,CORP,BUD,Budget,Singapore,SEA North,Corporate Shared Services,SGD,65934.36,62085.49,3848.87,-3595.59,-253.28,-63283.62,-1198.13,-16538.93,-17483.78,-17737.06,-0.28569,-18834.25,-19382.78,40000.0,-16137.52,11567.94
2025-01,SGP01,CORP,FCST,Forecast,Singapore,SEA North,Corporate Shared Services,SGD,73657.84,68599.95,5057.89,-4879.98,-177.91,-74559.21,-5959.26,-19295.88,-25077.23,-25255.14,-0.36815,-26441.43,-27067.07,40000.0,-22215.92,12272.18
2025-01,SGP01,CORP,PY,Prior Year,Singapore,SEA North,Corporate Shared Services,SGD,53562.21,50462.53,3099.68,-2895.47,-204.21,-49476.58,985.95,-12740.87,-11550.71,-11754.92,-0.23294,-12665.1,-13105.3,40000.0,-8713.5,10062.04
2025-01,VNM01,FF,ACT,Actual,Vietnam,SEA South,Freight Forwarding,VND,592210.27,570966.69,21243.58,-21385.94,142.37,-445955.38,125011.31,-105473.45,19395.49,19537.86,0.03422,9042.36,3181.28,183124.1,14967.34,101573.04
2025-01,VNM01,FF,BUD,Budget,Vietnam,SEA South,Freight Forwarding,VND,563156.53,541956.7,21199.83,-20152.44,-1047.39,-409628.16,132328.54,-94294.44,39081.49,38034.11,0.07018,28263.58,19265.89,233085.8,25396.9,105485.18
2025-01,VNM01,FF,FCST,Forecast,Vietnam,SEA South,Freight Forwarding,VND,634721.17,613214.76,21506.41,-21126.6,-379.81,-484533.0,128681.76,-107259.06,21802.51,21422.7,0.03494,10149.47,3352.52,195275.13,19021.74,156117.06
2025-01,VNM01,FF,PY,Prior Year,Vietnam,SEA South,Freight Forwarding,VND,473804.29,455927.59,17876.7,-17815.71,-60.99,-333113.5,122814.09,-77523.92,45351.16,45290.17,0.09934,36740.73,26958.62,235540.23,37270.67,99012.27
2025-01,VNM01,CL,ACT,Actual,Vietnam,SEA South,Contract Logistics,VND,414501.3,400256.97,14244.33,-13628.69,-615.64,-352860.78,47396.19,-75015.56,-27003.72,-27619.36,-0.069,-34785.25,-38327.91,40000.0,-24880.68,68709.95
2025-01,VNM01,CL,BUD,Budget,Vietnam,SEA South,Contract Logistics,VND,376013.94,362414.52,13599.42,-12799.91,-799.51,-316023.67,46390.85,-67218.66,-20028.3,-20827.81,-0.05747,-27372.68,-30477.57,40000.0,-15793.49,68566.6
2025-01,VNM01,CL,FCST,Forecast,Vietnam,SEA South,Contract Logistics,VND,441627.85,426390.33,15237.52,-14198.94,-1038.58,-377256.45,49133.88,-82940.31,-32767.85,-33806.43,-0.07929,-41211.51,-45427.08,40000.0,-24824.43,94545.46
2025-01,VNM01,CL,PY,Prior Year,Vietnam,SEA South,Contract Logistics,VND,311287.83,301108.07,10179.76,-10045.23,-134.54,-251771.21,49336.86,-52166.07,-2694.68,-2829.22,-0.0094,-8436.21,-11042.17,44351.25,-2029.79,65928.4
2025-01,VNM01,WH,ACT,Actual,Vietnam,SEA South,Warehousing,VND,252369.37,243504.21,8865.15,-8529.98,-335.17,-201812.91,41691.3,-51333.47,-9307.0,-9642.17,-0.0396,-14152.75,-16434.35,40000.0,-7846.27,43785.91
2025-01,VNM01,WH,BUD,Budget,Vietnam,SEA South,Warehousing,VND,248817.19,239341.49,9475.7,-9654.34,178.64,-195718.24,43623.25,-47958.82,-4514.21,-4335.57,-0.01811,-8594.46,-10921.15,40000.0,-3015.9,51211.0
2025-01,VNM01,WH,FCST,Forecast,Vietnam,SEA South,Warehousing,VND,289630.02,280398.51,9231.5,-9323.23,91.73,-233037.12,47361.39,-56864.45,-9594.79,-9503.06,-0.03389,-14628.17,-17289.16,40000.0,-8149.76,52163.45
2025-01,VNM01,WH,PY,Prior Year,Vietnam,SEA South,Warehousing,VND,206968.77,199619.82,7348.96,-7314.46,-34.5,-157115.66,42504.15,-37996.38,4542.27,4507.77,0.02258,1036.26,-682.03,72740.21,3870.3,36172.17
2025-01,VNM01,CB,ACT,Actual,Vietnam,SEA South,Customs Brokerage,VND,133050.74,128617.24,4433.5,-4155.92,-277.58,-78939.81,49677.42,-20584.63,29370.37,29092.8,0.2262,26789.07,20923.32,87509.68,23544.04,25229.32
2025-01,VNM01,CB,BUD,Budget,Vietnam,SEA South,Customs Brokerage,VND,133346.64,129327.83,4018.81,-4006.67,-12.14,-75957.72,53370.12,-19979.08,33403.17,33391.03,0.25819,31074.26,24580.22,130098.33,29713.62,30170.27
2025-01,VNM01,CB,FCST,Forecast,Vietnam,SEA South,Customs Brokerage,VND,152001.11,147608.9,4392.21,-4438.12,45.91,-92178.76,55430.14,-23957.94,31426.29,31472.2,0.21321,28789.83,22524.27,106572.98,23380.79,31450.26
2025-01,VNM01,CB,PY,Prior Year,Vietnam,SEA South,Customs Brokerage,VND,105255.1,101516.56,3738.54,-3862.6,124.06,-57577.15,43939.41,-15880.8,27934.55,28058.61,0.27639,26239.58,20752.12,125322.77,24799.88,18219.22
2025-01,VNM01,CORP,ACT,Actual,Vietnam,SEA South,Corporate Shared Services,VND,67391.46,63153.71,4237.75,-4074.65,-163.1,-71800.5,-8646.79,-18492.54,-26976.23,-27139.33,-0.42973,-28260.77,-28800.95,40000.0,-20215.26,10383.36
2025-01,VNM01,CORP,BUD,Budget,Vietnam,SEA South,Corporate Shared Services,VND,63640.05,59751.25,3888.81,-3713.92,-174.89,-64124.41,-4373.16,-17317.57,-21515.84,-21690.73,-0.36302,-22812.9,-23374.22,40000.0,-20616.28,13547.03
2025-01,VNM01,CORP,FCST,Forecast,Vietnam,SEA South,Corporate Shared Services,VND,75084.78,69568.7,5516.08,-5397.56,-118.52,-77599.5,-8030.8,-21089.43,-29001.71,-29120.23,-0.41858,-30384.18,-30963.98,40000.0,-21278.79,12792.64
2025-01,VNM01,CORP,PY,Prior Year,Vietnam,SEA South,Corporate Shared Services,VND,53145.42,50018.24,3127.18,-2966.17,-161.01,-51070.6,-1052.37,-13838.13,-14729.49,-14890.5,-0.2977,-15765.31,-16250.72,40000.0,-12980.07,9515.9
2025-01,THA01,FF,ACT,Actual,Thailand,SEA North,Freight Forwarding,THB,470756.46,457100.08,13656.38,-12797.85,-858.53,-368304.25,88795.83,-83641.25,6013.11,5154.58,0.01128,-2765.09,-7158.2,110219.15,3715.0,79486.81
2025-01,THA01,FF,BUD,Budget,Thailand,SEA North,Freight Forwarding,THB,422037.01,405768.05,16268.96,-16317.72,48.76,-316046.45,89721.6,-71322.55,18350.29,18399.05,0.04534,11044.35,5827.56,114935.3,11942.17,100716.09
2025-01,THA01,FF,FCST,Forecast,Thailand,SEA North,Freight Forwarding,THB,477440.28,459163.69,18276.59,-18258.5,-18.09,-364992.46,94171.23,-84926.62,9262.7,9244.61,0.02013,783.13,-3442.22,126411.85,5826.68,103986.72
2025-01,THA01,FF,PY,Prior Year,Thailand,SEA North,Freight Forwarding,THB,348424.64,336204.07,12220.57,-12266.42,45.85,-246919.9,89284.16,-59326.99,29911.32,29957.17,0.0891,23986.18,17071.58,159666.46,18693.52,66342.47
2025-01,THA01,CL,ACT,Actual,Thailand,SEA North,Contract Logistics,THB,255904.68,246691.45,9213.23,-9211.25,-1.98,-227903.8,18787.65,-47651.77,-28862.14,-28864.12,-0.117,-33284.45,-35611.91,40000.0,-25053.52,60177.05
2025-01,THA01,CL,BUD,Budget,Thailand,SEA North,Contract Logistics,THB,242279.43,233413.08,8866.35,-8274.09,-592.26,-200960.22,32452.87,-44038.66,-10993.54,-11585.79,-0.04964,-15679.73,-17987.79,40000.0,-8600.65,53760.65
2025-01,THA01,CL,FCST,Forecast,Thailand,SEA North,Contract Logistics,THB,267033.78,258167.13,8866.65,-8744.81,-121.84,-235741.73,22425.39,-52379.44,-29832.2,-29954.05,-0.11603,-34577.0,-36849.36,40000.0,-23330.44,51478.3
2025-01,THA01,CL,PY,Prior Year,Thailand,SEA North,Contract Logistics,THB,191802.85,185519.69,6283.16,-6302.46,19.3,-155731.26,29788.44,-33746.49,-3977.35,-3958.05,-0.02133,-7266.95,-8852.6,40000.0,-3470.95,37839.46
2025-01,THA01,WH,ACT,Actual,Thailand,SEA North,Warehousing,THB,168322.68,162917.66,5405.02,-5482.0,76.98,-141036.1,21881.56,-35221.34,-13416.76,-13339.78,-0.08188,-16381.49,-17966.59,40000.0,-8431.96,32729.22
2025-01,THA01,WH,BUD,Budget,Thailand,SEA North,Warehousing,THB,156345.39,150711.46,5633.93,-5529.43,-104.5,-123944.32,26767.14,-31242.48,-4370.84,-4475.35,-0.02969,-7140.62,-8502.75,40000.0,-3515.45,32638.6
2025-01,THA01,WH,FCST,Forecast,Thailand,SEA North,Warehousing,THB,173913.62,167376.31,6537.31,-6142.5,-394.81,-147945.55,19430.76,-36236.28,-16410.71,-16805.52,-0.10041,-19928.13,-21446.45,40000.0,-10556.38,41544.05
2025-01,THA01,WH,PY,Prior Year,Thailand,SEA North,Warehousing,THB,124734.16,120536.11,4198.05,-4116.07,-81.98,-98060.43,22475.68,-24045.92,-1488.26,-1570.24,-0.01303,-3665.04,-4776.29,40000.0,-1140.28,21924.59
2025-01,THA01,CB,ACT,Actual,Thailand,SEA North,Customs Brokerage,THB,102440.26,99195.42,3244.84,-3256.59,11.75,-66073.14,33122.28,-16388.87,16721.65,16733.41,0.16869,14986.16,11487.9,75185.67,13956.35,18313.5
2025-01,THA01,CB,BUD,Budget,Thailand,SEA North,Customs Brokerage,THB,91878.13,88811.28,3066.85,-2934.75,-132.1,-56183.61,32627.68,-14418.08,18341.69,18209.6,0.20504,16579.66,12948.35,79690.72,14263.71,19377.22
2025-01,THA01,CB,FCST,Forecast,Thailand,SEA North,Customs Brokerage,THB,103640.2,99895.51,3744.7,-3544.7,-200.0,-64471.24,35424.27,-16584.37,19039.9,18839.9,0.1886,16968.68,13176.17,85108.03,11124.31,22977.89
2025-01,THA01,CB,PY,Prior Year,Thailand,SEA North,Customs Brokerage,THB,72679.66,70203.34,2476.32,-2520.94,44.62,-43247.87,26955.47,-11366.53,15544.32,15588.94,0.22205,14344.89,11209.68,40680.94,10289.84,11934.84
2025-01,THA01,CORP,ACT,Actual,Thailand,SEA North,Corporate Shared Services,THB,46143.67,43292.86,2850.82,-2788.44,-62.38,-50527.84,-7234.99,-13111.78,-20284.39,-20346.76,-0.46998,-21159.46,-21520.46,40000.0,-14299.07,7406.01
2025-01,THA01,CORP,BUD,Budget,Thailand,SEA North,Corporate Shared Services,THB,43863.45,40734.57,3128.88,-3188.92,60.04,-45066.0,-4331.44,-12163.94,-16555.41,-16495.37,-0.40495,-17226.09,-17588.65,40000.0,-12888.6,7294.3
2025-01,THA01,CORP,FCST,Forecast,Thailand,SEA North,Corporate Shared Services,THB,49729.68,46770.78,2958.9,-2858.83,-100.07,-52819.38,-6048.6,-14259.22,-20207.75,-20307.81,-0.4342,-21163.55,-21625.84,40000.0,-14234.6,10601.38
2025-01,THA01,CORP,PY,Prior Year,Thailand,SEA North,Corporate Shared Services,THB,36535.84,34300.19,2235.64,-2195.61,-40.04,-36172.04,-1871.84,-9636.68,-11468.49,-11508.53,-0.33552,-12115.05,-12452.73,40000.0,-8552.57,8202.77
2025-01,MYS01,FF,ACT,Actual,Malaysia,SEA South,Freight Forwarding,MYR,375823.77,364707.26,11116.51,-11291.08,174.57,-319912.38,44794.89,-72005.39,-27385.07,-27210.5,-0.07461,-33727.57,-37262.56,40000.0,-21082.78,92743.72
2025-01,MYS01,FF,BUD,Budget,Malaysia,SEA South,Freight Forwarding,MYR,355886.73,343599.92,12286.82,-11452.29,-834.52,-292259.96,51339.96,-66110.05,-13935.57,-14770.09,-0.04299,-21155.76,-24286.28,40000.0,-11493.94,98298.48
2025-01,MYS01,FF,FCST,Forecast,Malaysia,SEA South,Freight Forwarding,MYR,397682.74,385771.29,11911.45,-11462.18,-449.27,-328856.37,56914.92,-76664.24,-19300.05,-19749.32,-0.05119,-26712.78,-30013.5,40000.0,-13932.68,108249.7
2025-01,MYS01,FF,PY,Prior Year,Malaysia,SEA South,Freight Forwarding,MYR,294362.59,284495.66,9866.92,-10122.88,255.95,-232569.05,51926.61,-54870.96,-3200.3,-2944.34,-0.01035,-7956.45,-10562.97,40972.15,-2075.08,80333.35
2025-01,MYS01,CL,ACT,Actual,Malaysia,SEA South,Contract Logistics,MYR,215137.04,207469.39,7667.65,-7552.65,-115.0,-205941.44,1527.95,-44837.36,-43194.41,-43309.41,-0.20875,-47063.4,-48839.0,40000.0,-30828.77,55995.52
2025-01,MYS01,CL,BUD,Budget,Malaysia,SEA South,Contract Logistics,MYR,205547.68,199576.42,5971.27,-6106.05,134.79,-193309.83,6266.59,-41213.46,-35081.66,-34946.88,-0.17511,-38563.35,-40390.29,40000.0,-28005.67,42333.78
2025-01,MYS01,CL,FCST,Forecast,Malaysia,SEA South,Contract Logistics,MYR,230905.08,222550.26,8354.82,-8597.67,242.85,-217235.56,5314.7,-47783.27,-42711.42,-42468.57,-0.19083,-46468.88,-48668.81,40000.0,-26821.31,59151.24
2025-01,MYS01,CL,PY,Prior Year,Malaysia,SEA South,Contract Logistics,MYR,162207.78,156549.58,5658.21,-5876.45,218.24,-139113.43,17436.14,-31531.89,-14313.99,-14095.75,-0.09004,-16855.51,-18401.52,40000.0,-12249.67,41456.16
2025-01,MYS01,WH,ACT,Actual,Malaysia,SEA South,Warehousing,MYR,149747.8,144913.19,4834.61,-4861.48,26.88,-133433.82,11479.37,-33466.29,-22013.79,-21986.91,-0.15172,-24683.41,-26085.6,40000.0,-17776.05,34917.93
2025-01,MYS01,WH,BUD,Budget,Malaysia,SEA South,Warehousing,MYR,139354.82,134637.25,4717.57,-4713.68,-3.89,-119871.73,14765.53,-29368.15,-14598.74,-14602.62,-0.10846,-16975.04,-18297.66,40000.0,-8789.16,37772.91
2025-01,MYS01,WH,FCST,Forecast,Malaysia,SEA South,Warehousing,MYR,156865.94,151568.7,5297.24,-5041.19,-256.04,-139816.94,11751.76,-35280.02,-23272.21,-23528.25,-0.15523,-26277.79,-27681.37,40000.0,-14579.96,39000.81
2025-01,MYS01,WH,PY,Prior Year,Malaysia,SEA South,Warehousing,MYR,110268.58,106765.01,3503.57,-3368.92,-134.65,-92571.49,14193.52,-23571.53,-9243.36,-9378.01,-0.08784,-11260.09,-12150.59,40000.0,-5978.25,20700.96
2025-01,MYS01,CB,ACT,Actual,Malaysia,SEA South,Customs Brokerage,MYR,85813.72,83171.13,2642.59,-2683.75,41.16,-59162.5,24008.63,-15590.08,8377.39,8418.55,0.10122,6876.76,4991.65,45785.7,7126.17,20178.48
2025-01,MYS01,CB,BUD,Budget,Malaysia,SEA South,Customs Brokerage,MYR,83753.71,81172.18,2581.53,-2495.24,-86.29,-56282.28,24889.91,-14263.96,10712.23,10625.94,0.13091,9214.67,6915.79,40000.0,8206.97,15266.75
2025-01,MYS01,CB,FCST,Forecast,Malaysia,SEA South,Customs Brokerage,MYR,95918.22,92470.49,3447.73,-3517.22,69.49,-66542.9,25927.59,-16771.39,9086.71,9156.2,0.09902,7485.81,5449.11,64307.98,6843.55,20035.68
2025-01,MYS01,CB,PY,Prior Year,Malaysia,SEA South,Customs Brokerage,MYR,71003.65,68654.32,2349.33,-2380.93,31.6,-44798.05,23856.27,-11992.99,11831.68,11863.28,0.1728,10596.54,8135.32,45187.82,9316.27,13560.32
2025-01,MYS01,CORP,ACT,Actual,Malaysia,SEA South,Corporate Shared Services,MYR,41527.86,38448.47,3079.39,-2932.29,-147.1,-47043.57,-8595.1,-12519.17,-20967.17,-21114.27,-0.54916,-21837.04,-22217.38,40000.0,-15362.13,10784.93
2025-01,MYS01,CORP,BUD,Budget,Malaysia,SEA South,Corporate Shared Services,MYR,37652.14,35220.36,2431.78,-2479.35,47.57,-41308.44,-6088.08,-11184.68,-17320.34,-17272.77,-0.49042,-17883.56,-18188.05,40000.0,-12450.85,7022.76
2025-01,MYS01,CORP,FCST,Forecast,Malaysia,SEA South,Corporate Shared Services,MYR,43540.04,40449.12,3090.92,-3161.29,70.37,-50757.47,-10308.35,-13447.4,-23826.12,-23755.75,-0.5873,-24493.75,-24829.46,40000.0,-20892.5,8875.74
2025-01,MYS01,CORP,PY,Prior Year,Malaysia,SEA South,Corporate Shared Services,MYR,29547.27,27620.26,1927.01,-1938.44,11.43,-31385.73,-3765.47,-8455.16,-12232.06,-12220.63,-0.44245,-12733.37,-12974.39,40000.0,-10899.56,7324.55
2025-01,IDN01,FF,ACT,Actual,Indonesia,SEA South,Freight Forwarding,IDR,528213.73,510298.09,17915.64,-16800.1,-1115.54,-457199.58,53098.51,-108486.12,-54272.06,-55387.61,-0.10854,-64277.63,-69079.59,40000.0,-33481.61,123177.8
2025-01,IDN01,FF,BUD,Budget,Indonesia,SEA South,Freight Forwarding,IDR,483242.9,467481.26,15761.64,-15672.8,-88.85,-402863.78,64617.48,-97537.82,-32831.49,-32920.34,-0.07042,-41615.45,-45561.76,40000.0,-27788.36,105672.14
2025-01,IDN01,FF,FCST,Forecast,Indonesia,SEA South,Freight Forwarding,IDR,553873.08,536827.93,17045.15,-15973.75,-1071.4,-482093.81,54734.12,-114846.76,-59041.24,-60112.64,-0.11198,-70004.15,-74768.44,40000.0,-38992.04,165665.29
2025-01,IDN01,FF,PY,Prior Year,Indonesia,SEA South,Freight Forwarding,IDR,385075.33,372321.95,12753.39,-12983.9,230.51,-302078.16,70243.79,-73332.44,-3319.17,-3088.65,-0.0083,-9815.77,-13411.25,48228.42,-2651.17,97878.09
2025-01,IDN01,CL,ACT,Actual,Indonesia,SEA South,Contract Logistics,IDR,354108.92,342002.84,12106.08,-12277.6,171.52,-342726.03,-723.19,-74843.46,-75738.17,-75566.65,-0.22095,-81609.99,-84730.45,40000.0,-49437.61,94837.16
2025-01,IDN01,CL,BUD,Budget,Indonesia,SEA South,Contract Logistics,IDR,333491.55,321868.48,11623.08,-11127.77,-495.31,-306394.34,15474.14,-70299.78,-54330.34,-54825.64,-0.17034,-60601.91,-63669.91,40000.0,-33004.73,69221.59
2025-01,IDN01,CL,FCST,Forecast,Indonesia,SEA South,Contract Logistics,IDR,381302.4,366810.29,14492.1,-14665.81,173.71,-375071.01,-8260.71,-82841.19,-91275.61,-91101.91,-0.24836,-97998.41,-101281.78,40000.0,-65425.87,78344.87
2025-01,IDN01,CL,PY,Prior Year,Indonesia,SEA South,Contract Logistics,IDR,269927.52,261566.85,8360.68,-8435.21,74.53,-245092.13,16474.72,-55284.38,-38884.19,-38809.66,-0.14837,-43385.15,-45747.38,40000.0,-24766.54,65364.11
2025-01,IDN01,WH,ACT,Actual,Indonesia,SEA South,Warehousing,IDR,224180.28,216085.59,8094.69,-8111.31,16.62,-207010.94,9074.64,-54695.9,-45637.88,-45621.26,-0.21113,-49598.5,-51444.11,40000.0,-27994.83,60536.79
2025-01,IDN01,WH,BUD,Budget,Indonesia,SEA South,Warehousing,IDR,198591.52,191341.69,7249.83,-6922.87,-326.96,-174165.41,17176.28,-45515.47,-28012.22,-28339.19,-0.14811,-31785.13,-33512.1,40000.0,-24168.96,57750.92
2025-01,IDN01,WH,FCST,Forecast,Indonesia,SEA South,Warehousing,IDR,232040.25,224381.0,7659.25,-7789.21,129.96,-212082.53,12298.46,-53637.83,-41469.33,-41339.37,-0.18424,-45241.56,-47130.91,40000.0,-31770.95,47177.07
2025-01,IDN01,WH,PY,Prior Year,Indonesia,SEA South,Warehousing,IDR,164934.67,159448.15,5486.52,-5184.12,-302.4,-141125.85,18322.3,-37326.59,-18701.89,-19004.29,-0.11919,-21838.74,-23292.15,40000.0,-15318.91,43453.62
2025-01,IDN01,CB,ACT,Actual,Indonesia,SEA South,Customs Brokerage,IDR,126263.39,122419.74,3843.64,-3947.22,103.58,-90807.79,31611.95,-24295.76,7212.61,7316.19,0.05976,5150.6,3279.22,45064.1,5539.21,32970.28
2025-01,IDN01,CB,BUD,Budget,Indonesia,SEA South,Customs Brokerage,IDR,112053.89,107724.65,4329.24,-4305.31,-23.93,-75951.45,31773.19,-20602.58,11194.54,11170.61,0.1037,9168.44,6720.87,40000.0,7089.6,24433.07
2025-01,IDN01,CB,FCST,Forecast,Indonesia,SEA South,Customs Brokerage,IDR,124464.28,120803.62,3660.66,-3529.81,-130.84,-89493.37,31310.26,-23305.59,8135.51,8004.67,0.06626,5808.97,3841.59,40034.57,5867.17,33969.51
2025-01,IDN01,CB,PY,Prior Year,Indonesia,SEA South,Customs Brokerage,IDR,90386.2,86905.03,3481.17,-3422.06,-59.11,-60271.04,26633.99,-15738.99,10954.1,10895.0,0.12537,9255.2,6952.51,40000.0,9008.82,24071.32
2025-01,IDN01,CORP,ACT,Actual,Indonesia,SEA South,Corporate Shared Services,IDR,56495.32,52918.33,3576.99,-3500.26,-76.74,-66167.01,-13248.68,-18577.92,-31749.87,-31826.6,-0.60143,-32784.96,-33227.93,40000.0,-20120.81,13303.87
2025-01,IDN01,CORP,BUD,Budget,Indonesia,SEA South,Corporate Shared Services,IDR,51177.88,47457.49,3720.39,-3485.16,-235.23,-58054.33,-10596.84,-15439.15,-25800.77,-26035.99,-0.54862,-26866.85,-27286.22,40000.0,-15213.22,13777.18
2025-01,IDN01,CORP,FCST,Forecast,Indonesia,SEA South,Corporate Shared Services,IDR,59518.03,55505.23,4012.8,-3864.49,-148.31,-68025.82,-12520.59,-19338.79,-31711.06,-31859.37,-0.57399,-32849.51,-33340.95,40000.0,-18809.26,16964.63
2025-01,IDN01,CORP,PY,Prior Year,Indonesia,SEA South,Corporate Shared Services,IDR,42410.88,39968.21,2442.67,-2333.95,-108.73,-45012.99,-5044.78,-12527.72,-17463.78,-17572.51,-0.43966,-18281.29,-18650.14,40000.0,-10345.4,9800.61
2025-01,PHL01,FF,ACT,Actual,Philippines,SEA North,Freight Forwarding,PHP,296667.99,287821.25,8846.75,-8392.4,-454.35,-237267.01,50554.24,-56173.63,-5165.04,-5619.39,-0.01952,-10806.61,-13472.61,40000.0,-4992.99,64058.68
2025-01,PHL01,FF,BUD,Budget,Philippines,SEA North,Freight Forwarding,PHP,292438.5,283353.23,9085.28,-8861.12,-224.15,-226026.46,57326.77,-52165.84,5385.08,5160.93,0.01821,-15.99,-2518.63,64902.72,2975.76,67900.23
2025-01,PHL01,FF,FCST,Forecast,Philippines,SEA North,Freight Forwarding,PHP,323514.29,311320.2,12194.09,-12582.35,388.26,-261866.99,49453.21,-59837.86,-10772.91,-10384.65,-0.03336,-16149.36,-18961.48,40000.0,-8932.87,67053.22
2025-01,PHL01,FF,PY,Prior Year,Philippines,SEA North,Freight Forwarding,PHP,244926.7,235810.98,9115.72,-8575.97,-539.75,-177222.86,58588.12,-44213.24,14914.63,14374.88,0.06096,9948.19,6410.65,63204.25,9899.67,51926.68
