date_id,entity_id,business_unit_id,scenario_id,account_id,currency,amount_local,amount_usd,fx_rate_to_usd,quantity_teu_or_orders,is_synthetic
2025-01,SGP01,FF,FCST,DEP,SGD,-15109.75,-11222.22,0.7427138,276,TRUE
2025-01,SGP01,FF,FCST,INT,SGD,-8050.16,-5978.96,0.7427138,247,TRUE
2025-01,SGP01,FF,FCST,TAX,SGD,-10022.62,-7443.94,0.7427138,286,TRUE
2025-01,SGP01,FF,PY,REV_EXT,SGD,617458.59,451281.96,0.73087,163,TRUE
2025-01,SGP01,FF,PY,REV_IC,SGD,24136.36,17640.54,0.73087,235,TRUE
2025-01,SGP01,FF,PY,COGS,SGD,-415761.42,-303867.55,0.73087,236,TRUE
2025-01,SGP01,FF,PY,PERS,SGD,-48697.23,-35591.34,0.73087,156,TRUE
2025-01,SGP01,FF,PY,FAC,SGD,-19307.73,-14111.44,0.73087,171,TRUE
2025-01,SGP01,FF,PY,SM,SGD,-19479.32,-14236.85,0.73087,298,TRUE
2025-01,SGP01,FF,PY,GA,SGD,-12086.07,-8833.35,0.73087,241,TRUE
2025-01,SGP01,FF,PY,DEP,SGD,-11470.89,-8383.73,0.73087,138,TRUE
2025-01,SGP01,FF,PY,INT,SGD,-5550.0,-4056.33,0.73087,199,TRUE
2025-01,SGP01,FF,PY,TAX,SGD,-15319.07,-11196.25,0.73087,177,TRUE
2025-01,SGP01,CL,ACT,REV_EXT,SGD,555679.23,412147.15,0.74169976,143,TRUE
2025-01,SGP01,CL,ACT,REV_IC,SGD,19211.67,14249.29,0.74169976,157,TRUE
2025-01,SGP01,CL,ACT,COGS,SGD,-469462.16,-348199.97,0.74169976,196,TRUE
2025-01,SGP01,CL,ACT,PERS,SGD,-53832.64,-39927.66,0.74169976,191,TRUE
2025-01,SGP01,CL,ACT,FAC,SGD,-21130.69,-15672.63,0.74169976,226,TRUE
2025-01,SGP01,CL,ACT,SM,SGD,-14412.89,-10690.04,0.74169976,160,TRUE
2025-01,SGP01,CL,ACT,GA,SGD,-10696.77,-7933.79,0.74169976,136,TRUE
2025-01,SGP01,CL,ACT,DEP,SGD,-9706.98,-7199.67,0.74169976,141,TRUE
2025-01,SGP01,CL,ACT,INT,SGD,-5224.12,-3874.73,0.74169976,125,TRUE
2025-01,SGP01,CL,ACT,TAX,SGD,0.0,0.0,0.74169976,173,TRUE
2025-01,SGP01,CL,BUD,REV_EXT,SGD,500405.47,372600.41,0.744597,126,TRUE
2025-01,SGP01,CL,BUD,REV_IC,SGD,18044.96,13436.22,0.744597,135,TRUE
2025-01,SGP01,CL,BUD,COGS,SGD,-401941.47,-299284.41,0.744597,135,TRUE
2025-01,SGP01,CL,BUD,PERS,SGD,-45821.96,-34118.9,0.744597,238,TRUE
2025-01,SGP01,CL,BUD,FAC,SGD,-18254.57,-13592.3,0.744597,134,TRUE
2025-01,SGP01,CL,BUD,SM,SGD,-13295.07,-9899.47,0.744597,117,TRUE
2025-01,SGP01,CL,BUD,GA,SGD,-9298.44,-6923.59,0.744597,222,TRUE
2025-01,SGP01,CL,BUD,DEP,SGD,-9454.92,-7040.1,0.744597,123,TRUE
2025-01,SGP01,CL,BUD,INT,SGD,-4438.82,-3305.13,0.744597,151,TRUE
2025-01,SGP01,CL,BUD,TAX,SGD,0.0,0.0,0.744597,150,TRUE
2025-01,SGP01,CL,FCST,REV_EXT,SGD,562210.86,417561.76,0.7427138,148,TRUE
2025-01,SGP01,CL,FCST,REV_IC,SGD,17885.06,13283.48,0.7427138,153,TRUE
2025-01,SGP01,CL,FCST,COGS,SGD,-461537.35,-342790.16,0.7427138,216,TRUE
2025-01,SGP01,CL,FCST,PERS,SGD,-52935.84,-39316.18,0.7427138,261,TRUE
2025-01,SGP01,CL,FCST,FAC,SGD,-21834.08,-16216.47,0.7427138,157,TRUE
2025-01,SGP01,CL,FCST,SM,SGD,-13870.8,-10302.04,0.7427138,156,TRUE
2025-01,SGP01,CL,FCST,GA,SGD,-9827.61,-7299.1,0.7427138,249,TRUE
2025-01,SGP01,CL,FCST,DEP,SGD,-10161.6,-7547.16,0.7427138,164,TRUE
2025-01,SGP01,CL,FCST,INT,SGD,-4801.14,-3565.88,0.7427138,227,TRUE
2025-01,SGP01,CL,FCST,TAX,SGD,0.0,0.0,0.7427138,173,TRUE
2025-01,SGP01,CL,PY,REV_EXT,SGD,419946.4,306926.22,0.73087,175,TRUE
2025-01,SGP01,CL,PY,REV_IC,SGD,16255.93,11880.97,0.73087,116,TRUE
2025-01,SGP01,CL,PY,COGS,SGD,-322899.39,-235997.47,0.73087,150,TRUE
2025-01,SGP01,CL,PY,PERS,SGD,-36183.2,-26445.21,0.73087,94,TRUE
2025-01,SGP01,CL,PY,FAC,SGD,-14838.85,-10845.27,0.73087,200,TRUE
2025-01,SGP01,CL,PY,SM,SGD,-11169.23,-8163.26,0.73087,133,TRUE
2025-01,SGP01,CL,PY,GA,SGD,-7973.8,-5827.81,0.73087,151,TRUE
2025-01,SGP01,CL,PY,DEP,SGD,-7512.97,-5491.0,0.73087,94,TRUE
2025-01,SGP01,CL,PY,INT,SGD,-4107.79,-3002.26,0.73087,97,TRUE
2025-01,SGP01,CL,PY,TAX,SGD,-2747.01,-2007.71,0.73087,133,TRUE
2025-01,SGP01,WH,ACT,REV_EXT,SGD,315401.55,233933.26,0.74169976,116,TRUE
2025-01,SGP01,WH,ACT,REV_IC,SGD,11219.21,8321.29,0.74169976,78,TRUE
2025-01,SGP01,WH,ACT,COGS,SGD,-254906.93,-189064.41,0.74169976,87,TRUE
2025-01,SGP01,WH,ACT,PERS,SGD,-30963.58,-22965.68,0.74169976,95,TRUE
2025-01,SGP01,WH,ACT,FAC,SGD,-18418.99,-13661.36,0.74169976,97,TRUE
2025-01,SGP01,WH,ACT,SM,SGD,-7300.45,-5414.75,0.74169976,82,TRUE
2025-01,SGP01,WH,ACT,GA,SGD,-5989.49,-4442.4,0.74169976,118,TRUE
2025-01,SGP01,WH,ACT,DEP,SGD,-5816.5,-4314.1,0.74169976,82,TRUE
2025-01,SGP01,WH,ACT,INT,SGD,-2724.38,-2020.67,0.74169976,109,TRUE
2025-01,SGP01,WH,ACT,TAX,SGD,0.0,0.0,0.74169976,106,TRUE
2025-01,SGP01,WH,BUD,REV_EXT,SGD,300971.46,224102.44,0.744597,142,TRUE
2025-01,SGP01,WH,BUD,REV_IC,SGD,10769.6,8019.01,0.744597,129,TRUE
2025-01,SGP01,WH,BUD,COGS,SGD,-228840.99,-170394.32,0.744597,79,TRUE
2025-01,SGP01,WH,BUD,PERS,SGD,-27617.87,-20564.18,0.744597,126,TRUE
2025-01,SGP01,WH,BUD,FAC,SGD,-16127.02,-12008.13,0.744597,125,TRUE
2025-01,SGP01,WH,BUD,SM,SGD,-7428.16,-5530.99,0.744597,69,TRUE
2025-01,SGP01,WH,BUD,GA,SGD,-6044.49,-4500.71,0.744597,140,TRUE
2025-01,SGP01,WH,BUD,DEP,SGD,-5502.19,-4096.91,0.744597,119,TRUE
2025-01,SGP01,WH,BUD,INT,SGD,-2595.76,-1932.8,0.744597,69,TRUE
2025-01,SGP01,WH,BUD,TAX,SGD,-1226.7,-913.39,0.744597,78,TRUE
2025-01,SGP01,WH,FCST,REV_EXT,SGD,344715.51,256024.96,0.7427138,106,TRUE
2025-01,SGP01,WH,FCST,REV_IC,SGD,10819.95,8036.12,0.7427138,83,TRUE
2025-01,SGP01,WH,FCST,COGS,SGD,-268673.7,-199547.67,0.7427138,83,TRUE
2025-01,SGP01,WH,FCST,PERS,SGD,-32181.72,-23901.8,0.7427138,130,TRUE
2025-01,SGP01,WH,FCST,FAC,SGD,-19905.14,-14783.83,0.7427138,94,TRUE
2025-01,SGP01,WH,FCST,SM,SGD,-7266.52,-5396.95,0.7427138,79,TRUE
2025-01,SGP01,WH,FCST,GA,SGD,-6144.74,-4563.78,0.7427138,133,TRUE
2025-01,SGP01,WH,FCST,DEP,SGD,-6132.02,-4554.34,0.7427138,109,TRUE
2025-01,SGP01,WH,FCST,INT,SGD,-2940.12,-2183.67,0.7427138,130,TRUE
2025-01,SGP01,WH,FCST,TAX,SGD,-264.88,-196.73,0.7427138,169,TRUE
2025-01,SGP01,WH,PY,REV_EXT,SGD,247770.85,181088.28,0.73087,92,TRUE
2025-01,SGP01,WH,PY,REV_IC,SGD,8085.1,5909.16,0.73087,115,TRUE
2025-01,SGP01,WH,PY,COGS,SGD,-177477.03,-129712.64,0.73087,109,TRUE
2025-01,SGP01,WH,PY,PERS,SGD,-21314.6,-15578.2,0.73087,83,TRUE
2025-01,SGP01,WH,PY,FAC,SGD,-12703.9,-9284.9,0.73087,93,TRUE
2025-01,SGP01,WH,PY,SM,SGD,-6109.96,-4465.59,0.73087,58,TRUE
2025-01,SGP01,WH,PY,GA,SGD,-4591.38,-3355.7,0.73087,75,TRUE
2025-01,SGP01,WH,PY,DEP,SGD,-4403.73,-3218.56,0.73087,101,TRUE
2025-01,SGP01,WH,PY,INT,SGD,-2216.33,-1619.85,0.73087,56,TRUE
2025-01,SGP01,WH,PY,TAX,SGD,-3411.71,-2493.51,0.73087,112,TRUE
2025-01,SGP01,CB,ACT,REV_EXT,SGD,178629.0,132489.08,0.74169976,47,TRUE
2025-01,SGP01,CB,ACT,REV_IC,SGD,6768.35,5020.08,0.74169976,71,TRUE
2025-01,SGP01,CB,ACT,COGS,SGD,-107152.36,-79474.88,0.74169976,49,TRUE
2025-01,SGP01,CB,ACT,PERS,SGD,-12540.69,-9301.43,0.74169976,60,TRUE
2025-01,SGP01,CB,ACT,FAC,SGD,-5575.79,-4135.56,0.74169976,64,TRUE
2025-01,SGP01,CB,ACT,SM,SGD,-4560.74,-3382.7,0.74169976,40,TRUE
2025-01,SGP01,CB,ACT,GA,SGD,-3263.69,-2420.68,0.74169976,86,TRUE
2025-01,SGP01,CB,ACT,DEP,SGD,-3100.82,-2299.88,0.74169976,47,TRUE
2025-01,SGP01,CB,ACT,INT,SGD,-1706.33,-1265.58,0.74169976,55,TRUE
2025-01,SGP01,CB,ACT,TAX,SGD,-7331.14,-5437.51,0.74169976,53,TRUE
2025-01,SGP01,CB,BUD,REV_EXT,SGD,162301.73,120849.38,0.744597,57,TRUE
2025-01,SGP01,CB,BUD,REV_IC,SGD,5353.7,3986.35,0.744597,37,TRUE
2025-01,SGP01,CB,BUD,COGS,SGD,-88985.36,-66258.23,0.744597,47,TRUE
2025-01,SGP01,CB,BUD,PERS,SGD,-11570.48,-8615.34,0.744597,73,TRUE
2025-01,SGP01,CB,BUD,FAC,SGD,-4740.61,-3529.84,0.744597,42,TRUE
2025-01,SGP01,CB,BUD,SM,SGD,-4656.61,-3467.3,0.744597,52,TRUE
2025-01,SGP01,CB,BUD,GA,SGD,-2996.3,-2231.03,0.744597,67,TRUE
2025-01,SGP01,CB,BUD,DEP,SGD,-2896.5,-2156.72,0.744597,39,TRUE
2025-01,SGP01,CB,BUD,INT,SGD,-1472.99,-1096.78,0.744597,44,TRUE
2025-01,SGP01,CB,BUD,TAX,SGD,-8096.92,-6028.94,0.744597,45,TRUE
2025-01,SGP01,CB,FCST,REV_EXT,SGD,183198.3,136063.91,0.7427138,83,TRUE
2025-01,SGP01,CB,FCST,REV_IC,SGD,5618.17,4172.69,0.7427138,52,TRUE
2025-01,SGP01,CB,FCST,COGS,SGD,-108862.19,-80853.45,0.7427138,55,TRUE
2025-01,SGP01,CB,FCST,PERS,SGD,-13102.68,-9731.54,0.7427138,79,TRUE
2025-01,SGP01,CB,FCST,FAC,SGD,-5374.26,-3991.54,0.7427138,57,TRUE
2025-01,SGP01,CB,FCST,SM,SGD,-5306.42,-3941.15,0.7427138,57,TRUE
2025-01,SGP01,CB,FCST,GA,SGD,-3575.54,-2655.6,0.7427138,74,TRUE
2025-01,SGP01,CB,FCST,DEP,SGD,-3319.91,-2465.74,0.7427138,84,TRUE
2025-01,SGP01,CB,FCST,INT,SGD,-1519.44,-1128.51,0.7427138,45,TRUE
2025-01,SGP01,CB,FCST,TAX,SGD,-7584.81,-5633.35,0.7427138,58,TRUE
2025-01,SGP01,CB,PY,REV_EXT,SGD,129501.0,94648.4,0.73087,35,TRUE
2025-01,SGP01,CB,PY,REV_IC,SGD,3990.05,2916.21,0.73087,45,TRUE
2025-01,SGP01,CB,PY,COGS,SGD,-70960.66,-51863.02,0.73087,32,TRUE
2025-01,SGP01,CB,PY,PERS,SGD,-8791.37,-6425.35,0.73087,37,TRUE
2025-01,SGP01,CB,PY,FAC,SGD,-3419.44,-2499.17,0.73087,32,TRUE
2025-01,SGP01,CB,PY,SM,SGD,-3770.68,-2755.88,0.73087,37,TRUE
2025-01,SGP01,CB,PY,GA,SGD,-2364.26,-1727.97,0.73087,35,TRUE
2025-01,SGP01,CB,PY,DEP,SGD,-2260.1,-1651.84,0.73087,47,TRUE
2025-01,SGP01,CB,PY,INT,SGD,-1221.46,-892.73,0.73087,39,TRUE
2025-01,SGP01,CB,PY,TAX,SGD,-6608.34,-4829.84,0.73087,59,TRUE
2025-01,SGP01,CORP,ACT,REV_EXT,SGD,85455.91,63382.63,0.74169976,19,TRUE
2025-01,SGP01,CORP,ACT,REV_IC,SGD,5657.93,4196.49,0.74169976,19,TRUE
2025-01,SGP01,CORP,ACT,COGS,SGD,-92377.32,-68516.24,0.74169976,22,TRUE
2025-01,SGP01,CORP,ACT,PERS,SGD,-15492.5,-11490.78,0.74169976,36,TRUE
2025-01,SGP01,CORP,ACT,FAC,SGD,-4785.41,-3549.34,0.74169976,29,TRUE
2025-01,SGP01,CORP,ACT,SM,SGD,-1313.83,-974.47,0.74169976,39,TRUE
2025-01,SGP01,CORP,ACT,GA,SGD,-1529.29,-1134.28,0.74169976,32,TRUE
2025-01,SGP01,CORP,ACT,DEP,SGD,-1506.13,-1117.09,0.74169976,41,TRUE
2025-01,SGP01,CORP,ACT,INT,SGD,-742.95,-551.05,0.74169976,39,TRUE
2025-01,SGP01,CORP,ACT,TAX,SGD,0.0,0.0,0.74169976,27,TRUE
2025-01,SGP01,CORP,BUD,REV_EXT,SGD,83381.34,62085.49,0.744597,29,TRUE
2025-01,SGP01,CORP,BUD,REV_IC,SGD,5169.06,3848.87,0.744597,37,TRUE
2025-01,SGP01,CORP,BUD,COGS,SGD,-84990.43,-63283.62,0.744597,22,TRUE
2025-01,SGP01,CORP,BUD,PERS,SGD,-14707.45,-10951.12,0.744597,28,TRUE
2025-01,SGP01,CORP,BUD,FAC,SGD,-4418.06,-3289.68,0.744597,24,TRUE
2025-01,SGP01,CORP,BUD,SM,SGD,-1461.13,-1087.95,0.744597,21,TRUE
2025-01,SGP01,CORP,BUD,GA,SGD,-1625.28,-1210.18,0.744597,22,TRUE
2025-01,SGP01,CORP,BUD,DEP,SGD,-1473.54,-1097.19,0.744597,24,TRUE
2025-01,SGP01,CORP,BUD,INT,SGD,-736.67,-548.53,0.744597,24,TRUE
2025-01,SGP01,CORP,BUD,TAX,SGD,0.0,0.0,0.744597,27,TRUE
2025-01,SGP01,CORP,FCST,REV_EXT,SGD,92363.91,68599.95,0.7427138,42,TRUE
2025-01,SGP01,CORP,FCST,REV_IC,SGD,6810.01,5057.89,0.7427138,25,TRUE
2025-01,SGP01,CORP,FCST,COGS,SGD,-100387.54,-74559.21,0.7427138,34,TRUE
2025-01,SGP01,CORP,FCST,PERS,SGD,-17470.75,-12975.77,0.7427138,32,TRUE
2025-01,SGP01,CORP,FCST,FAC,SGD,-5124.18,-3805.8,0.7427138,20,TRUE
2025-01,SGP01,CORP,FCST,SM,SGD,-1691.1,-1256.01,0.7427138,21,TRUE
2025-01,SGP01,CORP,FCST,GA,SGD,-1694.21,-1258.31,0.7427138,32,TRUE
2025-01,SGP01,CORP,FCST,DEP,SGD,-1597.24,-1186.29,0.7427138,21,TRUE
2025-01,SGP01,CORP,FCST,INT,SGD,-842.37,-625.64,0.7427138,30,TRUE
2025-01,SGP01,CORP,FCST,TAX,SGD,0.0,0.0,0.7427138,24,TRUE
2025-01,SGP01,CORP,PY,REV_EXT,SGD,69044.47,50462.53,0.73087,23,TRUE
2025-01,SGP01,CORP,PY,REV_IC,SGD,4241.09,3099.68,0.73087,20,TRUE
2025-01,SGP01,CORP,PY,COGS,SGD,-67695.46,-49476.58,0.73087,25,TRUE
2025-01,SGP01,CORP,PY,PERS,SGD,-11377.76,-8315.67,0.73087,20,TRUE
2025-01,SGP01,CORP,PY,FAC,SGD,-3441.82,-2515.52,0.73087,22,TRUE
2025-01,SGP01,CORP,PY,SM,SGD,-1276.06,-932.64,0.73087,21,TRUE
2025-01,SGP01,CORP,PY,GA,SGD,-1336.82,-977.04,0.73087,33,TRUE
2025-01,SGP01,CORP,PY,DEP,SGD,-1245.34,-910.18,0.73087,21,TRUE
2025-01,SGP01,CORP,PY,INT,SGD,-602.29,-440.19,0.73087,22,TRUE
2025-01,SGP01,CORP,PY,TAX,SGD,0.0,0.0,0.73087,25,TRUE
2025-01,VNM01,FF,ACT,REV_EXT,VND,14535397249.07,570966.69,3.928e-05,174,TRUE
2025-01,VNM01,FF,ACT,REV_IC,VND,540808856.04,21243.58,3.928e-05,282,TRUE
2025-01,VNM01,FF,ACT,COGS,VND,-11352919022.2,-445955.38,3.928e-05,280,TRUE
2025-01,VNM01,FF,ACT,PERS,VND,-1315233451.49,-51663.84,3.928e-05,231,TRUE
2025-01,VNM01,FF,ACT,FAC,VND,-511247363.13,-20082.37,3.928e-05,192,TRUE
2025-01,VNM01,FF,ACT,SM,VND,-426669797.46,-16760.07,3.928e-05,191,TRUE
2025-01,VNM01,FF,ACT,GA,VND,-431942170.03,-16967.17,3.928e-05,209,TRUE
2025-01,VNM01,FF,ACT,DEP,VND,-267189373.82,-10495.5,3.928e-05,236,TRUE
2025-01,VNM01,FF,ACT,INT,VND,-131430814.78,-5162.75,3.928e-05,270,TRUE
2025-01,VNM01,FF,ACT,TAX,VND,-17777746.11,-698.33,3.928e-05,218,TRUE
2025-01,VNM01,FF,BUD,REV_EXT,VND,13827842405.56,541956.7,3.919e-05,209,TRUE
2025-01,VNM01,FF,BUD,REV_IC,VND,540906422.24,21199.83,3.919e-05,245,TRUE
2025-01,VNM01,FF,BUD,COGS,VND,-10451524240.38,-409628.16,3.919e-05,325,TRUE
2025-01,VNM01,FF,BUD,PERS,VND,-1190895850.48,-46674.96,3.919e-05,191,TRUE
2025-01,VNM01,FF,BUD,FAC,VND,-468638211.13,-18367.41,3.919e-05,182,TRUE
2025-01,VNM01,FF,BUD,SM,VND,-379816143.94,-14886.19,3.919e-05,178,TRUE
2025-01,VNM01,FF,BUD,GA,VND,-366540571.6,-14365.88,3.919e-05,242,TRUE
2025-01,VNM01,FF,BUD,DEP,VND,-249291756.09,-9770.53,3.919e-05,226,TRUE
2025-01,VNM01,FF,BUD,INT,VND,-121668813.23,-4768.58,3.919e-05,253,TRUE
2025-01,VNM01,FF,BUD,TAX,VND,-107904027.37,-4229.1,3.919e-05,292,TRUE
2025-01,VNM01,FF,FCST,REV_EXT,VND,15623174296.18,613214.76,3.925e-05,213,TRUE
2025-01,VNM01,FF,FCST,REV_IC,VND,547929373.45,21506.41,3.925e-05,235,TRUE
2025-01,VNM01,FF,FCST,COGS,VND,-12344685739.02,-484533.0,3.925e-05,216,TRUE
2025-01,VNM01,FF,FCST,PERS,VND,-1335907927.67,-52434.83,3.925e-05,246,TRUE
2025-01,VNM01,FF,FCST,FAC,VND,-558972783.49,-21939.87,3.925e-05,250,TRUE
2025-01,VNM01,FF,FCST,SM,VND,-406508052.83,-15955.58,3.925e-05,368,TRUE
2025-01,VNM01,FF,FCST,GA,VND,-431303052.49,-16928.79,3.925e-05,231,TRUE
2025-01,VNM01,FF,FCST,DEP,VND,-287213613.05,-11273.23,3.925e-05,202,TRUE
2025-01,VNM01,FF,FCST,INT,VND,-154419927.24,-6061.03,3.925e-05,194,TRUE
2025-01,VNM01,FF,FCST,TAX,VND,-18749376.07,-735.92,3.925e-05,288,TRUE
2025-01,VNM01,FF,PY,REV_EXT,VND,11747986089.84,455927.59,3.881e-05,170,TRUE
2025-01,VNM01,FF,PY,REV_IC,VND,460632861.82,17876.7,3.881e-05,199,TRUE
2025-01,VNM01,FF,PY,COGS,VND,-8583408594.65,-333113.5,3.881e-05,209,TRUE
2025-01,VNM01,FF,PY,PERS,VND,-917341099.75,-35601.09,3.881e-05,144,TRUE
2025-01,VNM01,FF,PY,FAC,VND,-403612403.89,-15663.79,3.881e-05,159,TRUE
2025-01,VNM01,FF,PY,SM,VND,-366497272.61,-14223.39,3.881e-05,170,TRUE
2025-01,VNM01,FF,PY,GA,VND,-310125035.12,-12035.64,3.881e-05,179,TRUE
2025-01,VNM01,FF,PY,DEP,VND,-220295311.06,-8549.44,3.881e-05,143,TRUE
2025-01,VNM01,FF,PY,INT,VND,-99573930.71,-3864.36,3.881e-05,143,TRUE
2025-01,VNM01,FF,PY,TAX,VND,-152483839.57,-5917.75,3.881e-05,236,TRUE
2025-01,VNM01,CL,ACT,REV_EXT,VND,10189550749.64,400256.97,3.928e-05,191,TRUE
2025-01,VNM01,CL,ACT,REV_IC,VND,362625443.7,14244.33,3.928e-05,177,TRUE
2025-01,VNM01,CL,ACT,COGS,VND,-8982961065.56,-352860.78,3.928e-05,262,TRUE
2025-01,VNM01,CL,ACT,PERS,VND,-963219092.3,-37836.33,3.928e-05,123,TRUE
2025-01,VNM01,CL,ACT,FAC,VND,-422709050.0,-16604.49,3.928e-05,253,TRUE
2025-01,VNM01,CL,ACT,SM,VND,-247978142.34,-9740.86,3.928e-05,123,TRUE
2025-01,VNM01,CL,ACT,GA,VND,-275803899.65,-10833.89,3.928e-05,192,TRUE
2025-01,VNM01,CL,ACT,DEP,VND,-182425841.25,-7165.89,3.928e-05,172,TRUE
2025-01,VNM01,CL,ACT,INT,VND,-90187388.47,-3542.66,3.928e-05,134,TRUE
2025-01,VNM01,CL,ACT,TAX,VND,0.0,0.0,3.928e-05,153,TRUE
2025-01,VNM01,CL,BUD,REV_EXT,VND,9246884234.2,362414.52,3.919e-05,124,TRUE
2025-01,VNM01,CL,BUD,REV_IC,VND,346984542.73,13599.42,3.919e-05,165,TRUE
2025-01,VNM01,CL,BUD,COGS,VND,-8063237371.4,-316023.67,3.919e-05,121,TRUE
2025-01,VNM01,CL,BUD,PERS,VND,-852750533.59,-33421.98,3.919e-05,207,TRUE
2025-01,VNM01,CL,BUD,FAC,VND,-371369012.11,-14555.12,3.919e-05,216,TRUE
2025-01,VNM01,CL,BUD,SM,VND,-225879920.46,-8852.95,3.919e-05,175,TRUE
2025-01,VNM01,CL,BUD,GA,VND,-265062010.23,-10388.62,3.919e-05,188,TRUE
2025-01,VNM01,CL,BUD,DEP,VND,-166990190.08,-6544.87,3.919e-05,161,TRUE
2025-01,VNM01,CL,BUD,INT,VND,-79220117.11,-3104.89,3.919e-05,225,TRUE
2025-01,VNM01,CL,BUD,TAX,VND,0.0,0.0,3.919e-05,181,TRUE
2025-01,VNM01,CL,FCST,REV_EXT,VND,10863356273.39,426390.33,3.925e-05,184,TRUE
2025-01,VNM01,CL,FCST,REV_IC,VND,388213775.18,15237.52,3.925e-05,177,TRUE
2025-01,VNM01,CL,FCST,COGS,VND,-9611548335.75,-377256.45,3.925e-05,268,TRUE
2025-01,VNM01,CL,FCST,PERS,VND,-1055231882.14,-41418.2,3.925e-05,184,TRUE
2025-01,VNM01,CL,FCST,FAC,VND,-424372505.35,-16656.76,3.925e-05,251,TRUE
2025-01,VNM01,CL,FCST,SM,VND,-311643621.72,-12232.12,3.925e-05,149,TRUE
2025-01,VNM01,CL,FCST,GA,VND,-321863033.57,-12633.23,3.925e-05,221,TRUE
2025-01,VNM01,CL,FCST,DEP,VND,-188662742.5,-7405.08,3.925e-05,141,TRUE
2025-01,VNM01,CL,FCST,INT,VND,-107402215.04,-4215.57,3.925e-05,147,TRUE
2025-01,VNM01,CL,FCST,TAX,VND,0.0,0.0,3.925e-05,205,TRUE
2025-01,VNM01,CL,PY,REV_EXT,VND,7758717552.4,301108.07,3.881e-05,118,TRUE
2025-01,VNM01,CL,PY,REV_IC,VND,262304224.46,10179.76,3.881e-05,131,TRUE
2025-01,VNM01,CL,PY,COGS,VND,-6487443913.42,-251771.21,3.881e-05,98,TRUE
2025-01,VNM01,CL,PY,PERS,VND,-675508128.8,-26215.79,3.881e-05,121,TRUE
2025-01,VNM01,CL,PY,FAC,VND,-278322674.92,-10801.42,3.881e-05,194,TRUE
2025-01,VNM01,CL,PY,SM,VND,-181670134.58,-7050.44,3.881e-05,106,TRUE
2025-01,VNM01,CL,PY,GA,VND,-208673716.71,-8098.42,3.881e-05,107,TRUE
2025-01,VNM01,CL,PY,DEP,VND,-144476709.7,-5607.0,3.881e-05,104,TRUE
2025-01,VNM01,CL,PY,INT,VND,-67148268.75,-2605.96,3.881e-05,120,TRUE
2025-01,VNM01,CL,PY,TAX,VND,0.0,0.0,3.881e-05,92,TRUE
