date_id,entity_id,business_unit_id,country,region,business_unit,driver,driver_sort,amount_usd,variance_sign
2025-01,SGP01,CORP,Singapore,SEA North,Corporate Shared Services,Volume,1,-983.1,Unfavorable
2025-01,SGP01,CORP,Singapore,SEA North,Corporate Shared Services,Price / Yield,2,-658.44,Unfavorable
2025-01,SGP01,CORP,Singapore,SEA North,Corporate Shared Services,Business Mix,3,-655.73,Unfavorable
2025-01,SGP01,CORP,Singapore,SEA North,Corporate Shared Services,FX Translation,4,-11.04,Unfavorable
2025-01,SGP01,CORP,Singapore,SEA North,Corporate Shared Services,Intercompany Eliminations,5,64.58,Favorable
2025-01,SGP01,CORP,Singapore,SEA North,Corporate Shared Services,OPEX Discipline,6,847.93,Favorable
2025-01,SGP01,CORP,Singapore,SEA North,Corporate Shared Services,Other / Rounding,7,-753.66,Unfavorable
2025-01,VNM01,FF,Vietnam,SEA South,Freight Forwarding,Volume,1,1255.99,Favorable
2025-01,VNM01,FF,Vietnam,SEA South,Freight Forwarding,Price / Yield,2,1773.15,Favorable
2025-01,VNM01,FF,Vietnam,SEA South,Freight Forwarding,Business Mix,3,200.46,Favorable
2025-01,VNM01,FF,Vietnam,SEA South,Freight Forwarding,FX Translation,4,24.34,Favorable
2025-01,VNM01,FF,Vietnam,SEA South,Freight Forwarding,Intercompany Eliminations,5,947.67,Favorable
2025-01,VNM01,FF,Vietnam,SEA South,Freight Forwarding,OPEX Discipline,6,-4126.73,Unfavorable
2025-01,VNM01,FF,Vietnam,SEA South,Freight Forwarding,Other / Rounding,7,-4826.32,Unfavorable
2025-01,VNM01,CL,Vietnam,SEA South,Contract Logistics,Volume,1,5476.6,Favorable
2025-01,VNM01,CL,Vietnam,SEA South,Contract Logistics,Price / Yield,2,6000.51,Favorable
2025-01,VNM01,CL,Vietnam,SEA South,Contract Logistics,Business Mix,3,2057.88,Favorable
2025-01,VNM01,CL,Vietnam,SEA South,Contract Logistics,FX Translation,4,17.26,Favorable
2025-01,VNM01,CL,Vietnam,SEA South,Contract Logistics,Intercompany Eliminations,5,178.27,Favorable
2025-01,VNM01,CL,Vietnam,SEA South,Contract Logistics,OPEX Discipline,6,-2691.46,Unfavorable
2025-01,VNM01,CL,Vietnam,SEA South,Contract Logistics,Other / Rounding,7,-8180.69,Unfavorable
2025-01,VNM01,WH,Vietnam,SEA South,Warehousing,Volume,1,-1139.67,Unfavorable
2025-01,VNM01,WH,Vietnam,SEA South,Warehousing,Price / Yield,2,-1603.32,Unfavorable
2025-01,VNM01,WH,Vietnam,SEA South,Warehousing,Business Mix,3,-185.75,Unfavorable
2025-01,VNM01,WH,Vietnam,SEA South,Warehousing,FX Translation,4,13.11,Favorable
2025-01,VNM01,WH,Vietnam,SEA South,Warehousing,Intercompany Eliminations,5,-489.36,Unfavorable
2025-01,VNM01,WH,Vietnam,SEA South,Warehousing,OPEX Discipline,6,-346.22,Unfavorable
2025-01,VNM01,WH,Vietnam,SEA South,Warehousing,Other / Rounding,7,3944.95,Favorable
2025-01,VNM01,CB,Vietnam,SEA South,Customs Brokerage,Volume,1,-2051.41,Unfavorable
2025-01,VNM01,CB,Vietnam,SEA South,Customs Brokerage,Price / Yield,2,-2061.52,Unfavorable
2025-01,VNM01,CB,Vietnam,SEA South,Customs Brokerage,Business Mix,3,-898.12,Unfavorable
2025-01,VNM01,CB,Vietnam,SEA South,Customs Brokerage,FX Translation,4,8.38,Favorable
2025-01,VNM01,CB,Vietnam,SEA South,Customs Brokerage,Intercompany Eliminations,5,-295.27,Unfavorable
2025-01,VNM01,CB,Vietnam,SEA South,Customs Brokerage,OPEX Discipline,6,611.21,Favorable
2025-01,VNM01,CB,Vietnam,SEA South,Customs Brokerage,Other / Rounding,7,2329.51,Favorable
2025-01,VNM01,CORP,Vietnam,SEA South,Corporate Shared Services,Volume,1,22.7,Favorable
2025-01,VNM01,CORP,Vietnam,SEA South,Corporate Shared Services,Price / Yield,2,512.52,Favorable
2025-01,VNM01,CORP,Vietnam,SEA South,Corporate Shared Services,Business Mix,3,-324.93,Unfavorable
2025-01,VNM01,CORP,Vietnam,SEA South,Corporate Shared Services,FX Translation,4,5.61,Favorable
2025-01,VNM01,CORP,Vietnam,SEA South,Corporate Shared Services,Intercompany Eliminations,5,30.55,Favorable
2025-01,VNM01,CORP,Vietnam,SEA South,Corporate Shared Services,OPEX Discipline,6,-372.65,Unfavorable
2025-01,VNM01,CORP,Vietnam,SEA South,Corporate Shared Services,Other / Rounding,7,-2554.1,Unfavorable
2025-01,THA01,FF,Thailand,SEA North,Freight Forwarding,Volume,1,8432.54,Favorable
2025-01,THA01,FF,Thailand,SEA North,Freight Forwarding,Price / Yield,2,10024.09,Favorable
2025-01,THA01,FF,Thailand,SEA North,Freight Forwarding,Business Mix,3,2631.9,Favorable
2025-01,THA01,FF,Thailand,SEA North,Freight Forwarding,FX Translation,4,-0.2,Unfavorable
2025-01,THA01,FF,Thailand,SEA North,Freight Forwarding,Intercompany Eliminations,5,-819.75,Unfavorable
2025-01,THA01,FF,Thailand,SEA North,Freight Forwarding,OPEX Discipline,6,-6639.81,Unfavorable
2025-01,THA01,FF,Thailand,SEA North,Freight Forwarding,Other / Rounding,7,-15474.47,Unfavorable
2025-01,THA01,CL,Thailand,SEA North,Contract Logistics,Volume,1,-38.78,Unfavorable
2025-01,THA01,CL,Thailand,SEA North,Contract Logistics,Price / Yield,2,1228.41,Favorable
2025-01,THA01,CL,Thailand,SEA North,Contract Logistics,Business Mix,3,-883.65,Unfavorable
2025-01,THA01,CL,Thailand,SEA North,Contract Logistics,FX Translation,4,-0.13,Unfavorable
2025-01,THA01,CL,Thailand,SEA North,Contract Logistics,Intercompany Eliminations,5,608.43,Favorable
2025-01,THA01,CL,Thailand,SEA North,Contract Logistics,OPEX Discipline,6,-575.41,Unfavorable
2025-01,THA01,CL,Thailand,SEA North,Contract Logistics,Other / Rounding,7,-7027.76,Unfavorable
2025-01,THA01,WH,Thailand,SEA North,Warehousing,Volume,1,1460.51,Favorable
2025-01,THA01,WH,Thailand,SEA North,Warehousing,Price / Yield,2,2226.39,Favorable
2025-01,THA01,WH,Thailand,SEA North,Warehousing,Business Mix,3,120.61,Favorable
2025-01,THA01,WH,Thailand,SEA North,Warehousing,FX Translation,4,-0.1,Unfavorable
2025-01,THA01,WH,Thailand,SEA North,Warehousing,Intercompany Eliminations,5,212.23,Favorable
2025-01,THA01,WH,Thailand,SEA North,Warehousing,OPEX Discipline,6,-2022.7,Unfavorable
2025-01,THA01,WH,Thailand,SEA North,Warehousing,Other / Rounding,7,-5532.31,Unfavorable
2025-01,THA01,CB,Thailand,SEA North,Customs Brokerage,Volume,1,2350.78,Favorable
2025-01,THA01,CB,Thailand,SEA North,Customs Brokerage,Price / Yield,2,2865.86,Favorable
2025-01,THA01,CB,Thailand,SEA North,Customs Brokerage,Business Mix,3,684.88,Favorable
2025-01,THA01,CB,Thailand,SEA North,Customs Brokerage,FX Translation,4,-0.07,Unfavorable
2025-01,THA01,CB,Thailand,SEA North,Customs Brokerage,Intercompany Eliminations,5,198.5,Favorable
2025-01,THA01,CB,Thailand,SEA North,Customs Brokerage,OPEX Discipline,6,-1545.75,Unfavorable
2025-01,THA01,CB,Thailand,SEA North,Customs Brokerage,Other / Rounding,7,-5104.73,Unfavorable
2025-01,THA01,CORP,Thailand,SEA North,Corporate Shared Services,Volume,1,169.31,Favorable
2025-01,THA01,CORP,Thailand,SEA North,Corporate Shared Services,Price / Yield,2,564.94,Favorable
2025-01,THA01,CORP,Thailand,SEA North,Corporate Shared Services,Business Mix,3,-195.85,Unfavorable
2025-01,THA01,CORP,Thailand,SEA North,Corporate Shared Services,FX Translation,4,-0.04,Unfavorable
2025-01,THA01,CORP,Thailand,SEA North,Corporate Shared Services,Intercompany Eliminations,5,-241.05,Unfavorable
2025-01,THA01,CORP,Thailand,SEA North,Corporate Shared Services,OPEX Discipline,6,-96.01,Unfavorable
2025-01,THA01,CORP,Thailand,SEA North,Corporate Shared Services,Other / Rounding,7,-1939.2,Unfavorable
2025-01,MYS01,FF,Malaysia,SEA South,Freight Forwarding,Volume,1,1779.25,Favorable
2025-01,MYS01,FF,Malaysia,SEA South,Freight Forwarding,Price / Yield,2,2269.72,Favorable
2025-01,MYS01,FF,Malaysia,SEA South,Freight Forwarding,Business Mix,3,449.57,Favorable
2025-01,MYS01,FF,Malaysia,SEA South,Freight Forwarding,FX Translation,4,65.04,Favorable
2025-01,MYS01,FF,Malaysia,SEA South,Freight Forwarding,Intercompany Eliminations,5,1021.08,Favorable
2025-01,MYS01,FF,Malaysia,SEA South,Freight Forwarding,OPEX Discipline,6,-1770.02,Unfavorable
2025-01,MYS01,FF,Malaysia,SEA South,Freight Forwarding,Other / Rounding,7,-5312.3,Unfavorable
2025-01,MYS01,CL,Malaysia,SEA South,Contract Logistics,Volume,1,-61.59,Unfavorable
2025-01,MYS01,CL,Malaysia,SEA South,Contract Logistics,Price / Yield,2,-33.04,Unfavorable
2025-01,MYS01,CL,Malaysia,SEA South,Contract Logistics,Business Mix,3,-46.7,Unfavorable
2025-01,MYS01,CL,Malaysia,SEA South,Contract Logistics,FX Translation,4,41.24,Favorable
2025-01,MYS01,CL,Malaysia,SEA South,Contract Logistics,Intercompany Eliminations,5,-272.91,Unfavorable
2025-01,MYS01,CL,Malaysia,SEA South,Contract Logistics,OPEX Discipline,6,-1116.68,Unfavorable
2025-01,MYS01,CL,Malaysia,SEA South,Contract Logistics,Other / Rounding,7,145.95,Favorable
2025-01,MYS01,WH,Malaysia,SEA South,Warehousing,Volume,1,1468.59,Favorable
2025-01,MYS01,WH,Malaysia,SEA South,Warehousing,Price / Yield,2,1884.75,Favorable
2025-01,MYS01,WH,Malaysia,SEA South,Warehousing,Business Mix,3,363.32,Favorable
2025-01,MYS01,WH,Malaysia,SEA South,Warehousing,FX Translation,4,31.84,Favorable
2025-01,MYS01,WH,Malaysia,SEA South,Warehousing,Intercompany Eliminations,5,37.77,Favorable
2025-01,MYS01,WH,Malaysia,SEA South,Warehousing,OPEX Discipline,6,-2391.44,Unfavorable
2025-01,MYS01,WH,Malaysia,SEA South,Warehousing,Other / Rounding,7,-3615.61,Unfavorable
2025-01,MYS01,CB,Malaysia,SEA South,Customs Brokerage,Volume,1,-484.86,Unfavorable
2025-01,MYS01,CB,Malaysia,SEA South,Customs Brokerage,Price / Yield,2,-559.24,Unfavorable
2025-01,MYS01,CB,Malaysia,SEA South,Customs Brokerage,Business Mix,3,-163.04,Unfavorable
2025-01,MYS01,CB,Malaysia,SEA South,Customs Brokerage,FX Translation,4,22.24,Favorable
2025-01,MYS01,CB,Malaysia,SEA South,Customs Brokerage,Intercompany Eliminations,5,185.69,Favorable
2025-01,MYS01,CB,Malaysia,SEA South,Customs Brokerage,OPEX Discipline,6,-675.34,Unfavorable
2025-01,MYS01,CB,Malaysia,SEA South,Customs Brokerage,Other / Rounding,7,641.68,Favorable
2025-01,MYS01,CORP,Malaysia,SEA South,Corporate Shared Services,Volume,1,788.73,Favorable
2025-01,MYS01,CORP,Malaysia,SEA South,Corporate Shared Services,Price / Yield,2,1192.23,Favorable
2025-01,MYS01,CORP,Malaysia,SEA South,Corporate Shared Services,Business Mix,3,72.04,Favorable
2025-01,MYS01,CORP,Malaysia,SEA South,Corporate Shared Services,FX Translation,4,14.16,Favorable
2025-01,MYS01,CORP,Malaysia,SEA South,Corporate Shared Services,Intercompany Eliminations,5,-407.91,Unfavorable
2025-01,MYS01,CORP,Malaysia,SEA South,Corporate Shared Services,OPEX Discipline,6,-624.85,Unfavorable
2025-01,MYS01,CORP,Malaysia,SEA South,Corporate Shared Services,Other / Rounding,7,-2427.88,Unfavorable
2025-01,IDN01,FF,Indonesia,SEA South,Freight Forwarding,Volume,1,4837.14,Favorable
2025-01,IDN01,FF,Indonesia,SEA South,Freight Forwarding,Price / Yield,2,6147.45,Favorable
2025-01,IDN01,FF,Indonesia,SEA South,Freight Forwarding,Business Mix,3,1238.01,Favorable
2025-01,IDN01,FF,Indonesia,SEA South,Freight Forwarding,FX Translation,4,101.29,Favorable
2025-01,IDN01,FF,Indonesia,SEA South,Freight Forwarding,Intercompany Eliminations,5,-824.86,Unfavorable
2025-01,IDN01,FF,Indonesia,SEA South,Freight Forwarding,OPEX Discipline,6,-3519.03,Unfavorable
2025-01,IDN01,FF,Indonesia,SEA South,Freight Forwarding,Other / Rounding,7,-10648.11,Unfavorable
2025-01,IDN01,CL,Indonesia,SEA South,Contract Logistics,Volume,1,882.49,Favorable
2025-01,IDN01,CL,Indonesia,SEA South,Contract Logistics,Price / Yield,2,1949.42,Favorable
2025-01,IDN01,CL,Indonesia,SEA South,Contract Logistics,Business Mix,3,-340.26,Unfavorable
2025-01,IDN01,CL,Indonesia,SEA South,Contract Logistics,FX Translation,4,73.54,Favorable
2025-01,IDN01,CL,Indonesia,SEA South,Contract Logistics,Intercompany Eliminations,5,585.76,Favorable
2025-01,IDN01,CL,Indonesia,SEA South,Contract Logistics,OPEX Discipline,6,-252.77,Unfavorable
2025-01,IDN01,CL,Indonesia,SEA South,Contract Logistics,Other / Rounding,7,-6952.49,Unfavorable
2025-01,IDN01,WH,Indonesia,SEA South,Warehousing,Volume,1,4114.2,Favorable
2025-01,IDN01,WH,Indonesia,SEA South,Warehousing,Price / Yield,2,5395.74,Favorable
2025-01,IDN01,WH,Indonesia,SEA South,Warehousing,Business Mix,3,938.74,Favorable
2025-01,IDN01,WH,Indonesia,SEA South,Warehousing,FX Translation,4,51.33,Favorable
2025-01,IDN01,WH,Indonesia,SEA South,Warehousing,Intercompany Eliminations,5,357.31,Favorable
2025-01,IDN01,WH,Indonesia,SEA South,Warehousing,OPEX Discipline,6,-4875.14,Unfavorable
2025-01,IDN01,WH,Indonesia,SEA South,Warehousing,Other / Rounding,7,-10932.05,Unfavorable
2025-01,IDN01,CB,Indonesia,SEA South,Customs Brokerage,Volume,1,3227.03,Favorable
2025-01,IDN01,CB,Indonesia,SEA South,Customs Brokerage,Price / Yield,2,3850.08,Favorable
2025-01,IDN01,CB,Indonesia,SEA South,Customs Brokerage,Business Mix,3,997.63,Favorable
2025-01,IDN01,CB,Indonesia,SEA South,Customs Brokerage,FX Translation,4,33.93,Favorable
2025-01,IDN01,CB,Indonesia,SEA South,Customs Brokerage,Intercompany Eliminations,5,150.39,Favorable
2025-01,IDN01,CB,Indonesia,SEA South,Customs Brokerage,OPEX Discipline,6,-2462.15,Unfavorable
2025-01,IDN01,CB,Indonesia,SEA South,Customs Brokerage,Other / Rounding,7,-6491.29,Unfavorable
2025-01,IDN01,CORP,Indonesia,SEA South,Corporate Shared Services,Volume,1,1547.72,Favorable
2025-01,IDN01,CORP,Indonesia,SEA South,Corporate Shared Services,Price / Yield,2,1932.66,Favorable
2025-01,IDN01,CORP,Indonesia,SEA South,Corporate Shared Services,Business Mix,3,419.59,Favorable
2025-01,IDN01,CORP,Indonesia,SEA South,Corporate Shared Services,FX Translation,4,21.88,Favorable
2025-01,IDN01,CORP,Indonesia,SEA South,Corporate Shared Services,Intercompany Eliminations,5,289.78,Favorable
2025-01,IDN01,CORP,Indonesia,SEA South,Corporate Shared Services,OPEX Discipline,6,-2336.96,Unfavorable
2025-01,IDN01,CORP,Indonesia,SEA South,Corporate Shared Services,Other / Rounding,7,-3775.37,Unfavorable
2025-01,PHL01,FF,Philippines,SEA North,Freight Forwarding,Volume,1,-2159.12,Unfavorable
2025-01,PHL01,FF,Philippines,SEA North,Freight Forwarding,Price / Yield,2,-2228.57,Unfavorable
2025-01,PHL01,FF,Philippines,SEA North,Freight Forwarding,Business Mix,3,-905.05,Unfavorable
2025-01,PHL01,FF,Philippines,SEA North,Freight Forwarding,FX Translation,4,17.75,Favorable
2025-01,PHL01,FF,Philippines,SEA North,Freight Forwarding,Intercompany Eliminations,5,-228.23,Unfavorable
2025-01,PHL01,FF,Philippines,SEA North,Freight Forwarding,OPEX Discipline,6,-976.58,Unfavorable
2025-01,PHL01,FF,Philippines,SEA North,Freight Forwarding,Other / Rounding,7,2660.01,Favorable
2025-01,PHL01,CL,Philippines,SEA North,Contract Logistics,Volume,1,-3164.19,Unfavorable
2025-01,PHL01,CL,Philippines,SEA North,Contract Logistics,Price / Yield,2,-2933.27,Unfavorable
2025-01,PHL01,CL,Philippines,SEA North,Contract Logistics,Business Mix,3,-1553.88,Unfavorable
2025-01,PHL01,CL,Philippines,SEA North,Contract Logistics,FX Translation,4,12.16,Favorable
2025-01,PHL01,CL,Philippines,SEA North,Contract Logistics,Intercompany Eliminations,5,188.94,Favorable
2025-01,PHL01,CL,Philippines,SEA North,Contract Logistics,OPEX Discipline,6,804.7,Favorable
2025-01,PHL01,CL,Philippines,SEA North,Contract Logistics,Other / Rounding,7,1693.31,Favorable
2025-01,PHL01,WH,Philippines,SEA North,Warehousing,Volume,1,215.75,Favorable
2025-01,PHL01,WH,Philippines,SEA North,Warehousing,Price / Yield,2,658.67,Favorable
2025-01,PHL01,WH,Philippines,SEA North,Warehousing,Business Mix,3,-207.7,Unfavorable
2025-01,PHL01,WH,Philippines,SEA North,Warehousing,FX Translation,4,7.9,Favorable
2025-01,PHL01,WH,Philippines,SEA North,Warehousing,Intercompany Eliminations,5,70.71,Favorable
2025-01,PHL01,WH,Philippines,SEA North,Warehousing,OPEX Discipline,6,-1227.29,Unfavorable
2025-01,PHL01,WH,Philippines,SEA North,Warehousing,Other / Rounding,7,-2544.95,Unfavorable
2025-01,PHL01,CB,Philippines,SEA North,Customs Brokerage,Volume,1,2047.3,Favorable
2025-01,PHL01,CB,Philippines,SEA North,Customs Brokerage,Price / Yield,2,2267.7,Favorable
2025-01,PHL01,CB,Philippines,SEA North,Customs Brokerage,Business Mix,3,752.51,Favorable
2025-01,PHL01,CB,Philippines,SEA North,Customs Brokerage,FX Translation,4,5.29,Favorable
2025-01,PHL01,CB,Philippines,SEA North,Customs Brokerage,Intercompany Eliminations,5,-19.23,Unfavorable
2025-01,PHL01,CB,Philippines,SEA North,Customs Brokerage,OPEX Discipline,6,-1660.47,Unfavorable
2025-01,PHL01,CB,Philippines,SEA North,Customs Brokerage,Other / Rounding,7,-3096.2,Unfavorable
2025-01,PHL01,CORP,Philippines,SEA North,Corporate Shared Services,Volume,1,241.85,Favorable
2025-01,PHL01,CORP,Philippines,SEA North,Corporate Shared Services,Price / Yield,2,374.79,Favorable
2025-01,PHL01,CORP,Philippines,SEA North,Corporate Shared Services,Business Mix,3,15.79,Favorable
2025-01,PHL01,CORP,Philippines,SEA North,Corporate Shared Services,FX Translation,4,3.7,Favorable
2025-01,PHL01,CORP,Philippines,SEA North,Corporate Shared Services,Intercompany Eliminations,5,266.06,Favorable
2025-01,PHL01,CORP,Philippines,SEA North,Corporate Shared Services,OPEX Discipline,6,-172.06,Unfavorable
2025-01,PHL01,CORP,Philippines,SEA North,Corporate Shared Services,Other / Rounding,7,-1181.91,Unfavorable
2025-01,AUS01,FF,Australia,ANZ,Freight Forwarding,Volume,1,6696.83,Favorable
2025-01,AUS01,FF,Australia,ANZ,Freight Forwarding,Price / Yield,2,9929.56,Favorable
2025-01,AUS01,FF,Australia,ANZ,Freight Forwarding,Business Mix,3,743.87,Favorable
2025-01,AUS01,FF,Australia,ANZ,Freight Forwarding,FX Translation,4,5.05,Favorable
2025-01,AUS01,FF,Australia,ANZ,Freight Forwarding,Intercompany Eliminations,5,702.2,Favorable
2025-01,AUS01,FF,Australia,ANZ,Freight Forwarding,OPEX Discipline,6,-5385.38,Unfavorable
2025-01,AUS01,FF,Australia,ANZ,Freight Forwarding,Other / Rounding,7,-23679.74,Unfavorable
2025-01,AUS01,CL,Australia,ANZ,Contract Logistics,Volume,1,-2003.33,Unfavorable
2025-01,AUS01,CL,Australia,ANZ,Contract Logistics,Price / Yield,2,-1083.81,Unfavorable
2025-01,AUS01,CL,Australia,ANZ,Contract Logistics,Business Mix,3,-1512.61,Unfavorable
2025-01,AUS01,CL,Australia,ANZ,Contract Logistics,FX Translation,4,3.31,Favorable
2025-01,AUS01,CL,Australia,ANZ,Contract Logistics,Intercompany Eliminations,5,-292.58,Unfavorable
2025-01,AUS01,CL,Australia,ANZ,Contract Logistics,OPEX Discipline,6,310.24,Favorable
2025-01,AUS01,CL,Australia,ANZ,Contract Logistics,Other / Rounding,7,-2451.81,Unfavorable
2025-01,AUS01,WH,Australia,ANZ,Warehousing,Volume,1,1113.34,Favorable
2025-01,AUS01,WH,Australia,ANZ,Warehousing,Price / Yield,2,1641.91,Favorable
2025-01,AUS01,WH,Australia,ANZ,Warehousing,Business Mix,3,129.73,Favorable
2025-01,AUS01,WH,Australia,ANZ,Warehousing,FX Translation,4,2.5,Favorable
2025-01,AUS01,WH,Australia,ANZ,Warehousing,Intercompany Eliminations,5,-111.53,Unfavorable
2025-01,AUS01,WH,Australia,ANZ,Warehousing,OPEX Discipline,6,-1281.16,Unfavorable
2025-01,AUS01,WH,Australia,ANZ,Warehousing,Other / Rounding,7,-3664.95,Unfavorable
2025-01,AUS01,CB,Australia,ANZ,Customs Brokerage,Volume,1,97.02,Favorable
2025-01,AUS01,CB,Australia,ANZ,Customs Brokerage,Price / Yield,2,-35.35,Unfavorable
2025-01,AUS01,CB,Australia,ANZ,Customs Brokerage,Business Mix,3,133.32,Favorable
2025-01,AUS01,CB,Australia,ANZ,Customs Brokerage,FX Translation,4,1.49,Favorable
2025-01,AUS01,CB,Australia,ANZ,Customs Brokerage,Intercompany Eliminations,5,-34.39,Unfavorable
2025-01,AUS01,CB,Australia,ANZ,Customs Brokerage,OPEX Discipline,6,293.83,Favorable
2025-01,AUS01,CB,Australia,ANZ,Customs Brokerage,Other / Rounding,7,613.22,Favorable
2025-01,AUS01,CORP,Australia,ANZ,Corporate Shared Services,Volume,1,372.46,Favorable
2025-01,AUS01,CORP,Australia,ANZ,Corporate Shared Services,Price / Yield,2,932.66,Favorable
2025-01,AUS01,CORP,Australia,ANZ,Corporate Shared Services,Business Mix,3,-218.75,Unfavorable
2025-01,AUS01,CORP,Australia,ANZ,Corporate Shared Services,FX Translation,4,1.1,Favorable
2025-01,AUS01,CORP,Australia,ANZ,Corporate Shared Services,Intercompany Eliminations,5,-29.85,Unfavorable
2025-01,AUS01,CORP,Australia,ANZ,Corporate Shared Services,OPEX Discipline,6,-795.86,Unfavorable
2025-01,AUS01,CORP,Australia,ANZ,Corporate Shared Services,Other / Rounding,7,-3187.29,Unfavorable
2025-02,SGP01,FF,Singapore,SEA North,Freight Forwarding,Volume,1,-8468.26,Unfavorable
2025-02,SGP01,FF,Singapore,SEA North,Freight Forwarding,Price / Yield,2,-7183.34,Unfavorable
2025-02,SGP01,FF,Singapore,SEA North,Freight Forwarding,Business Mix,3,-4614.65,Unfavorable
2025-02,SGP01,FF,Singapore,SEA North,Freight Forwarding,FX Translation,4,13.61,Favorable
2025-02,SGP01,FF,Singapore,SEA North,Freight Forwarding,Intercompany Eliminations,5,-113.93,Unfavorable
2025-02,SGP01,FF,Singapore,SEA North,Freight Forwarding,OPEX Discipline,6,3868.03,Favorable
2025-02,SGP01,FF,Singapore,SEA North,Freight Forwarding,Other / Rounding,7,1772.12,Favorable
2025-02,SGP01,CL,Singapore,SEA North,Contract Logistics,Volume,1,-2487.62,Unfavorable
2025-02,SGP01,CL,Singapore,SEA North,Contract Logistics,Price / Yield,2,-782.26,Unfavorable
2025-02,SGP01,CL,Singapore,SEA North,Contract Logistics,Business Mix,3,-2263.64,Unfavorable
2025-02,SGP01,CL,Singapore,SEA North,Contract Logistics,FX Translation,4,9.77,Favorable
2025-02,SGP01,CL,Singapore,SEA North,Contract Logistics,Intercompany Eliminations,5,-234.34,Unfavorable
2025-02,SGP01,CL,Singapore,SEA North,Contract Logistics,OPEX Discipline,6,-2874.35,Unfavorable
2025-02,SGP01,CL,Singapore,SEA North,Contract Logistics,Other / Rounding,7,-6050.79,Unfavorable
2025-02,SGP01,WH,Singapore,SEA North,Warehousing,Volume,1,358.74,Favorable
2025-02,SGP01,WH,Singapore,SEA North,Warehousing,Price / Yield,2,1709.25,Favorable
2025-02,SGP01,WH,Singapore,SEA North,Warehousing,Business Mix,3,-765.24,Unfavorable
2025-02,SGP01,WH,Singapore,SEA North,Warehousing,FX Translation,4,6.79,Favorable
2025-02,SGP01,WH,Singapore,SEA North,Warehousing,Intercompany Eliminations,5,-321.42,Unfavorable
2025-02,SGP01,WH,Singapore,SEA North,Warehousing,OPEX Discipline,6,-995.1,Unfavorable
2025-02,SGP01,WH,Singapore,SEA North,Warehousing,Other / Rounding,7,-6915.17,Unfavorable
2025-02,SGP01,CB,Singapore,SEA North,Customs Brokerage,Volume,1,-2489.36,Unfavorable
2025-02,SGP01,CB,Singapore,SEA North,Customs Brokerage,Price / Yield,2,-2294.78,Unfavorable
