date,date_key,campaign_key,channel_key,spend,impressions,clicks
2025-01-14,20250114,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1621.19,33796,1126
2025-01-14,20250114,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2098.08,35732,1415
2025-01-14,20250114,CMP_CREATOR_SOCIAL,CH_SOCIAL,0.0,0,0
2025-01-14,20250114,CMP_SPRING_SALE,CH_SOCIAL,91.28,3886,117
2025-01-14,20250114,CMP_CART_RECOVERY,CH_EMAIL,693.4,67732,3798
2025-01-14,20250114,CMP_VIP_DROP,CH_EMAIL,163.22,32349,921
2025-01-14,20250114,CMP_AFF_MARKETPLACE,CH_AFFILIATE,986.16,37015,1514
2025-01-14,20250114,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-15,20250115,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-15,20250115,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-15,20250115,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1459.2,24968,829
2025-01-15,20250115,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2836.04,42343,1720
2025-01-15,20250115,CMP_CREATOR_SOCIAL,CH_SOCIAL,0.0,0,0
2025-01-15,20250115,CMP_SPRING_SALE,CH_SOCIAL,60.04,2523,75
2025-01-15,20250115,CMP_CART_RECOVERY,CH_EMAIL,244.34,42239,1339
2025-01-15,20250115,CMP_VIP_DROP,CH_EMAIL,0.0,0,0
2025-01-15,20250115,CMP_AFF_MARKETPLACE,CH_AFFILIATE,910.35,46899,1471
2025-01-15,20250115,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-16,20250116,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-16,20250116,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-16,20250116,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1646.64,27752,984
2025-01-16,20250116,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2360.8,43320,1381
2025-01-16,20250116,CMP_CREATOR_SOCIAL,CH_SOCIAL,11.39,448,14
2025-01-16,20250116,CMP_SPRING_SALE,CH_SOCIAL,113.23,4042,151
2025-01-16,20250116,CMP_CART_RECOVERY,CH_EMAIL,398.54,54938,2427
2025-01-16,20250116,CMP_VIP_DROP,CH_EMAIL,45.64,5765,317
2025-01-16,20250116,CMP_AFF_MARKETPLACE,CH_AFFILIATE,956.69,65652,1653
2025-01-16,20250116,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-17,20250117,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-17,20250117,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-17,20250117,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1726.27,35688,1114
2025-01-17,20250117,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2071.32,39164,1313
2025-01-17,20250117,CMP_CREATOR_SOCIAL,CH_SOCIAL,44.03,1077,51
2025-01-17,20250117,CMP_SPRING_SALE,CH_SOCIAL,0.0,0,0
2025-01-17,20250117,CMP_CART_RECOVERY,CH_EMAIL,386.6,45103,2282
2025-01-17,20250117,CMP_VIP_DROP,CH_EMAIL,49.9,5355,292
2025-01-17,20250117,CMP_AFF_MARKETPLACE,CH_AFFILIATE,1001.98,23590,1455
2025-01-17,20250117,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-18,20250118,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-18,20250118,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-18,20250118,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1513.5,22042,971
2025-01-18,20250118,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2533.93,43714,1847
2025-01-18,20250118,CMP_CREATOR_SOCIAL,CH_SOCIAL,69.66,1566,78
2025-01-18,20250118,CMP_SPRING_SALE,CH_SOCIAL,0.0,0,0
2025-01-18,20250118,CMP_CART_RECOVERY,CH_EMAIL,394.3,50172,1964
2025-01-18,20250118,CMP_VIP_DROP,CH_EMAIL,0.0,0,0
2025-01-18,20250118,CMP_AFF_MARKETPLACE,CH_AFFILIATE,872.58,32592,1250
2025-01-18,20250118,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-19,20250119,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-19,20250119,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-19,20250119,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1606.24,23675,1092
2025-01-19,20250119,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,1475.23,23794,1005
2025-01-19,20250119,CMP_CREATOR_SOCIAL,CH_SOCIAL,136.52,3517,147
2025-01-19,20250119,CMP_SPRING_SALE,CH_SOCIAL,60.82,1468,74
2025-01-19,20250119,CMP_CART_RECOVERY,CH_EMAIL,473.0,61473,2543
2025-01-19,20250119,CMP_VIP_DROP,CH_EMAIL,0.0,0,0
2025-01-19,20250119,CMP_AFF_MARKETPLACE,CH_AFFILIATE,1053.86,39992,1625
2025-01-19,20250119,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-20,20250120,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-20,20250120,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-20,20250120,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1472.11,21200,1031
2025-01-20,20250120,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2347.77,37364,1699
2025-01-20,20250120,CMP_CREATOR_SOCIAL,CH_SOCIAL,67.98,2097,82
2025-01-20,20250120,CMP_SPRING_SALE,CH_SOCIAL,104.04,2753,116
2025-01-20,20250120,CMP_CART_RECOVERY,CH_EMAIL,293.12,62532,1832
2025-01-20,20250120,CMP_VIP_DROP,CH_EMAIL,0.0,0,0
2025-01-20,20250120,CMP_AFF_MARKETPLACE,CH_AFFILIATE,897.2,31235,1444
2025-01-20,20250120,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-21,20250121,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-21,20250121,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-21,20250121,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1698.63,19170,1009
2025-01-21,20250121,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2166.14,36424,1397
2025-01-21,20250121,CMP_CREATOR_SOCIAL,CH_SOCIAL,0.0,0,0
2025-01-21,20250121,CMP_SPRING_SALE,CH_SOCIAL,130.27,2431,160
2025-01-21,20250121,CMP_CART_RECOVERY,CH_EMAIL,198.31,22904,1100
2025-01-21,20250121,CMP_VIP_DROP,CH_EMAIL,23.35,2725,121
2025-01-21,20250121,CMP_AFF_MARKETPLACE,CH_AFFILIATE,946.85,46467,1548
2025-01-21,20250121,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-22,20250122,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-22,20250122,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-22,20250122,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1700.45,34248,1053
2025-01-22,20250122,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2131.79,30998,1410
2025-01-22,20250122,CMP_CREATOR_SOCIAL,CH_SOCIAL,0.0,0,0
2025-01-22,20250122,CMP_SPRING_SALE,CH_SOCIAL,0.0,0,0
2025-01-22,20250122,CMP_CART_RECOVERY,CH_EMAIL,137.62,19938,689
2025-01-22,20250122,CMP_VIP_DROP,CH_EMAIL,0.0,0,0
2025-01-22,20250122,CMP_AFF_MARKETPLACE,CH_AFFILIATE,898.99,24617,1362
2025-01-22,20250122,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-23,20250123,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-23,20250123,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-23,20250123,CMP_BRAND_SEARCH,CH_PAID_SEARCH,2031.98,40468,1524
2025-01-23,20250123,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2535.15,57946,1642
2025-01-23,20250123,CMP_CREATOR_SOCIAL,CH_SOCIAL,0.0,0,0
2025-01-23,20250123,CMP_SPRING_SALE,CH_SOCIAL,0.0,0,0
2025-01-23,20250123,CMP_CART_RECOVERY,CH_EMAIL,327.45,63245,1723
2025-01-23,20250123,CMP_VIP_DROP,CH_EMAIL,0.0,0,0
2025-01-23,20250123,CMP_AFF_MARKETPLACE,CH_AFFILIATE,947.82,24642,1461
2025-01-23,20250123,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-24,20250124,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-24,20250124,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-24,20250124,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1619.76,31189,999
2025-01-24,20250124,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,1893.37,23887,1153
2025-01-24,20250124,CMP_CREATOR_SOCIAL,CH_SOCIAL,0.0,0,0
2025-01-24,20250124,CMP_SPRING_SALE,CH_SOCIAL,8.28,301,9
2025-01-24,20250124,CMP_CART_RECOVERY,CH_EMAIL,276.29,38232,1525
2025-01-24,20250124,CMP_VIP_DROP,CH_EMAIL,0.0,0,0
2025-01-24,20250124,CMP_AFF_MARKETPLACE,CH_AFFILIATE,1029.42,43910,1911
2025-01-24,20250124,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-25,20250125,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-25,20250125,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-25,20250125,CMP_BRAND_SEARCH,CH_PAID_SEARCH,2100.53,40032,1213
2025-01-25,20250125,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,1980.14,28840,1234
2025-01-25,20250125,CMP_CREATOR_SOCIAL,CH_SOCIAL,0.0,0,0
2025-01-25,20250125,CMP_SPRING_SALE,CH_SOCIAL,219.76,8553,268
2025-01-25,20250125,CMP_CART_RECOVERY,CH_EMAIL,299.13,48955,1804
2025-01-25,20250125,CMP_VIP_DROP,CH_EMAIL,110.69,16099,686
2025-01-25,20250125,CMP_AFF_MARKETPLACE,CH_AFFILIATE,718.46,26275,1121
2025-01-25,20250125,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-26,20250126,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-26,20250126,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-26,20250126,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1927.96,27665,1081
2025-01-26,20250126,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2334.38,20946,1405
2025-01-26,20250126,CMP_CREATOR_SOCIAL,CH_SOCIAL,101.58,4443,124
2025-01-26,20250126,CMP_SPRING_SALE,CH_SOCIAL,0.0,0,0
2025-01-26,20250126,CMP_CART_RECOVERY,CH_EMAIL,301.15,35278,1568
2025-01-26,20250126,CMP_VIP_DROP,CH_EMAIL,223.32,21072,1110
2025-01-26,20250126,CMP_AFF_MARKETPLACE,CH_AFFILIATE,922.8,38247,1623
2025-01-26,20250126,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-27,20250127,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-27,20250127,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-27,20250127,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1689.32,29299,1160
2025-01-27,20250127,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2243.14,27818,1399
2025-01-27,20250127,CMP_CREATOR_SOCIAL,CH_SOCIAL,97.7,2031,112
2025-01-27,20250127,CMP_SPRING_SALE,CH_SOCIAL,0.0,0,0
2025-01-27,20250127,CMP_CART_RECOVERY,CH_EMAIL,231.25,36419,1288
2025-01-27,20250127,CMP_VIP_DROP,CH_EMAIL,27.4,3551,158
2025-01-27,20250127,CMP_AFF_MARKETPLACE,CH_AFFILIATE,1043.31,59460,1892
2025-01-27,20250127,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-28,20250128,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-28,20250128,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-28,20250128,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1814.3,22735,1169
2025-01-28,20250128,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2425.25,28248,1403
2025-01-28,20250128,CMP_CREATOR_SOCIAL,CH_SOCIAL,74.09,2287,95
2025-01-28,20250128,CMP_SPRING_SALE,CH_SOCIAL,105.95,2940,121
2025-01-28,20250128,CMP_CART_RECOVERY,CH_EMAIL,330.6,40989,1950
2025-01-28,20250128,CMP_VIP_DROP,CH_EMAIL,0.0,0,0
2025-01-28,20250128,CMP_AFF_MARKETPLACE,CH_AFFILIATE,866.86,29707,1509
2025-01-28,20250128,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-29,20250129,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-29,20250129,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-29,20250129,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1544.42,41862,1206
2025-01-29,20250129,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2399.61,39278,1596
2025-01-29,20250129,CMP_CREATOR_SOCIAL,CH_SOCIAL,0.0,0,0
2025-01-29,20250129,CMP_SPRING_SALE,CH_SOCIAL,111.83,3980,137
2025-01-29,20250129,CMP_CART_RECOVERY,CH_EMAIL,378.98,60067,2272
2025-01-29,20250129,CMP_VIP_DROP,CH_EMAIL,0.0,0,0
2025-01-29,20250129,CMP_AFF_MARKETPLACE,CH_AFFILIATE,918.5,39458,1563
2025-01-29,20250129,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-30,20250130,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-30,20250130,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-30,20250130,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1861.52,24808,1270
2025-01-30,20250130,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,3035.99,36304,1944
2025-01-30,20250130,CMP_CREATOR_SOCIAL,CH_SOCIAL,31.76,927,36
2025-01-30,20250130,CMP_SPRING_SALE,CH_SOCIAL,83.78,1802,97
2025-01-30,20250130,CMP_CART_RECOVERY,CH_EMAIL,383.68,38870,2227
2025-01-30,20250130,CMP_VIP_DROP,CH_EMAIL,159.25,16810,853
2025-01-30,20250130,CMP_AFF_MARKETPLACE,CH_AFFILIATE,996.34,39210,1553
2025-01-30,20250130,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-31,20250131,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-31,20250131,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-31,20250131,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1517.14,38346,1158
2025-01-31,20250131,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2227.38,40312,1384
2025-01-31,20250131,CMP_CREATOR_SOCIAL,CH_SOCIAL,80.43,2333,94
