month_start,device_key,channel_key,campaign_key,category_key,visits,product_views,add_to_carts,checkouts,purchases,orders,revenue,gross_revenue,refund_amount,overall_conversion_rate,cart_to_purchase_rate
2025-01-01,DEV_DESKTOP,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_APPAREL,68,61,37,27,16,16.0,996.09,1152.51,56.12,0.235294,0.432432
2025-01-01,DEV_DESKTOP,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_BEAUTY,56,51,21,18,14,14.0,580.75,632.01,0.0,0.25,0.666667
2025-01-01,DEV_DESKTOP,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_BOOKS,39,37,17,13,8,8.0,233.57,247.74,0.0,0.205128,0.470588
2025-01-01,DEV_DESKTOP,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_ELECTRONICS,41,33,11,9,5,5.0,988.7,1113.37,0.0,0.121951,0.454545
2025-01-01,DEV_DESKTOP,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_HOME,49,42,15,11,6,6.0,720.68,951.4100000000001,180.85,0.122449,0.4
2025-01-01,DEV_DESKTOP,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_SPORTS,33,32,16,13,11,11.0,957.36,1035.23,0.0,0.333333,0.6875
2025-01-01,DEV_DESKTOP,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_APPAREL,83,72,28,19,9,9.0,552.89,673.25,60.06,0.108434,0.321429
2025-01-01,DEV_DESKTOP,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_BEAUTY,70,61,27,21,17,17.0,665.27,723.02,0.0,0.242857,0.62963
2025-01-01,DEV_DESKTOP,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_BOOKS,30,29,7,7,5,5.0,110.57,120.61,0.0,0.166667,0.714286
2025-01-01,DEV_DESKTOP,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_ELECTRONICS,71,61,17,8,3,3.0,793.13,930.9399999999999,0.0,0.042254,0.176471
2025-01-01,DEV_DESKTOP,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_HOME,49,41,15,11,8,8.0,848.63,934.32,0.0,0.163265,0.533333
2025-01-01,DEV_DESKTOP,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_SPORTS,54,50,23,15,9,9.0,730.7900000000001,790.26,0.0,0.166667,0.391304
2025-01-01,DEV_DESKTOP,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_APPAREL,52,42,16,12,11,11.0,591.11,752.95,98.19,0.211538,0.6875
2025-01-01,DEV_DESKTOP,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_BEAUTY,61,55,19,16,12,12.0,500.62,546.61,0.0,0.196721,0.631579
2025-01-01,DEV_DESKTOP,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_BOOKS,13,12,9,6,3,3.0,68.47,71.15,0.0,0.230769,0.333333
2025-01-01,DEV_DESKTOP,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_ELECTRONICS,36,31,6,6,3,3.0,825.57,921.79,0.0,0.083333,0.5
2025-01-01,DEV_DESKTOP,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_HOME,46,37,15,10,7,7.0,732.54,800.95,0.0,0.152174,0.466667
2025-01-01,DEV_DESKTOP,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_SPORTS,39,33,9,6,3,3.0,237.08,252.74,0.0,0.076923,0.333333
2025-01-01,DEV_DESKTOP,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_APPAREL,21,16,5,3,1,1.0,68.54,71.09,0.0,0.047619,0.2
2025-01-01,DEV_DESKTOP,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_BEAUTY,25,21,7,6,2,2.0,74.08,77.17,0.0,0.08,0.285714
2025-01-01,DEV_DESKTOP,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_BOOKS,14,10,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,DEV_DESKTOP,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_ELECTRONICS,19,13,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,DEV_DESKTOP,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_HOME,22,16,8,6,5,5.0,498.41999999999996,542.41,0.0,0.227273,0.625
2025-01-01,DEV_DESKTOP,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_SPORTS,17,15,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,DEV_DESKTOP,CH_SOCIAL,CMP_SPRING_SALE,CAT_APPAREL,39,28,9,3,1,1.0,64.05,71.09,0.0,0.025641,0.111111
2025-01-01,DEV_DESKTOP,CH_SOCIAL,CMP_SPRING_SALE,CAT_BEAUTY,33,25,13,9,5,5.0,203.11,237.77,0.0,0.151515,0.384615
2025-01-01,DEV_DESKTOP,CH_SOCIAL,CMP_SPRING_SALE,CAT_BOOKS,18,14,4,1,1,1.0,23.43,27.66,0.0,0.055556,0.25
2025-01-01,DEV_DESKTOP,CH_SOCIAL,CMP_SPRING_SALE,CAT_ELECTRONICS,29,24,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,DEV_DESKTOP,CH_SOCIAL,CMP_SPRING_SALE,CAT_HOME,21,19,8,5,3,3.0,295.97,363.82000000000005,0.0,0.142857,0.375
2025-01-01,DEV_DESKTOP,CH_SOCIAL,CMP_SPRING_SALE,CAT_SPORTS,24,22,6,3,2,2.0,310.08,336.7,0.0,0.083333,0.333333
2025-01-01,DEV_MOBILE,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_APPAREL,114,91,31,14,6,6.0,495.51,549.25,0.0,0.052632,0.193548
2025-01-01,DEV_MOBILE,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_BEAUTY,96,76,29,19,5,5.0,150.73000000000002,161.61,0.0,0.052083,0.172414
2025-01-01,DEV_MOBILE,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_BOOKS,42,36,10,5,4,4.0,93.75,103.16,0.0,0.095238,0.4
2025-01-01,DEV_MOBILE,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_ELECTRONICS,93,69,20,9,3,3.0,783.57,843.42,0.0,0.032258,0.15
2025-01-01,DEV_MOBILE,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_HOME,93,73,24,11,6,6.0,796.54,847.15,0.0,0.064516,0.25
2025-01-01,DEV_MOBILE,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_SPORTS,71,61,17,6,1,1.0,119.69,134.42,0.0,0.014085,0.058824
2025-01-01,DEV_MOBILE,CH_DIRECT,CMP_DIRECT_NONE,CAT_APPAREL,137,124,35,19,7,7.0,448.52,538.26,49.75,0.051095,0.2
2025-01-01,DEV_MOBILE,CH_DIRECT,CMP_DIRECT_NONE,CAT_BEAUTY,103,98,40,24,11,11.0,598.59,648.9,0.0,0.106796,0.275
2025-01-01,DEV_MOBILE,CH_DIRECT,CMP_DIRECT_NONE,CAT_BOOKS,42,41,16,12,7,7.0,203.31,222.18,0.0,0.166667,0.4375
2025-01-01,DEV_MOBILE,CH_DIRECT,CMP_DIRECT_NONE,CAT_ELECTRONICS,90,75,23,11,3,3.0,609.9000000000001,641.8,0.0,0.033333,0.130435
2025-01-01,DEV_MOBILE,CH_DIRECT,CMP_DIRECT_NONE,CAT_HOME,95,87,34,17,7,7.0,771.24,841.98,0.0,0.073684,0.205882
2025-01-01,DEV_MOBILE,CH_DIRECT,CMP_DIRECT_NONE,CAT_SPORTS,70,61,21,11,5,5.0,445.37,473.13,0.0,0.071429,0.238095
2025-01-01,DEV_MOBILE,CH_EMAIL,CMP_CART_RECOVERY,CAT_APPAREL,112,109,61,37,29,29.0,1691.25,2059.02,96.12,0.258929,0.47541
2025-01-01,DEV_MOBILE,CH_EMAIL,CMP_CART_RECOVERY,CAT_BEAUTY,97,94,49,34,24,24.0,958.88,1136.03,38.23,0.247423,0.489796
2025-01-01,DEV_MOBILE,CH_EMAIL,CMP_CART_RECOVERY,CAT_BOOKS,56,55,21,15,8,8.0,225.29,265.08,0.0,0.142857,0.380952
2025-01-01,DEV_MOBILE,CH_EMAIL,CMP_CART_RECOVERY,CAT_ELECTRONICS,94,84,25,13,5,5.0,1388.34,1668.11,0.0,0.053191,0.2
2025-01-01,DEV_MOBILE,CH_EMAIL,CMP_CART_RECOVERY,CAT_HOME,84,80,37,22,10,10.0,943.62,1088.1200000000001,0.0,0.119048,0.27027
2025-01-01,DEV_MOBILE,CH_EMAIL,CMP_CART_RECOVERY,CAT_SPORTS,83,77,34,22,11,11.0,1021.6999999999999,1207.25,0.0,0.13253,0.323529
2025-01-01,DEV_MOBILE,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_APPAREL,198,173,48,27,13,13.0,864.12,1012.61,62.14,0.065657,0.270833
2025-01-01,DEV_MOBILE,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_BEAUTY,154,140,51,29,17,17.0,815.84,908.59,30.74,0.11039,0.333333
2025-01-01,DEV_MOBILE,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_BOOKS,72,65,21,10,6,6.0,174.49,189.2,0.0,0.083333,0.285714
2025-01-01,DEV_MOBILE,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_ELECTRONICS,143,115,35,23,11,11.0,2824.61,3046.6499999999996,0.0,0.076923,0.314286
2025-01-01,DEV_MOBILE,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_HOME,131,114,33,18,11,11.0,1080.79,1187.56,0.0,0.083969,0.333333
2025-01-01,DEV_MOBILE,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_SPORTS,104,94,24,13,6,6.0,493.59000000000003,538.66,0.0,0.057692,0.25
2025-01-01,DEV_MOBILE,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_APPAREL,71,64,23,8,3,3.0,217.73,232.71,0.0,0.042254,0.130435
2025-01-01,DEV_MOBILE,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_BEAUTY,71,64,35,24,11,11.0,371.46,451.51,39.42,0.15493,0.314286
2025-01-01,DEV_MOBILE,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_BOOKS,18,17,7,4,1,1.0,54.71,57.92,0.0,0.055556,0.142857
2025-01-01,DEV_MOBILE,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_ELECTRONICS,63,52,15,11,6,6.0,1897.51,2058.93,0.0,0.095238,0.4
2025-01-01,DEV_MOBILE,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_HOME,57,54,23,7,3,3.0,253.09,268.61,0.0,0.052632,0.130435
2025-01-01,DEV_MOBILE,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_SPORTS,31,27,10,5,2,2.0,236.07999999999998,255.54000000000002,0.0,0.064516,0.2
2025-01-01,DEV_MOBILE,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_APPAREL,97,88,34,22,8,8.0,430.73,472.6,0.0,0.082474,0.235294
2025-01-01,DEV_MOBILE,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_BEAUTY,75,66,22,16,8,8.0,419.29,468.37,0.0,0.106667,0.363636
2025-01-01,DEV_MOBILE,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_BOOKS,41,40,7,3,2,2.0,52.379999999999995,55.32,0.0,0.04878,0.285714
2025-01-01,DEV_MOBILE,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_ELECTRONICS,77,64,23,12,5,5.0,987.27,1111.03,0.0,0.064935,0.217391
2025-01-01,DEV_MOBILE,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_HOME,66,53,12,7,1,1.0,157.37,167.52,0.0,0.015152,0.083333
2025-01-01,DEV_MOBILE,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_SPORTS,57,53,10,4,3,3.0,274.9,459.64,147.85,0.052632,0.3
2025-01-01,DEV_MOBILE,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_APPAREL,45,39,12,5,4,4.0,337.0,357.46,0.0,0.088889,0.333333
2025-01-01,DEV_MOBILE,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_BEAUTY,41,37,13,7,1,1.0,31.45,35.96,0.0,0.02439,0.076923
2025-01-01,DEV_MOBILE,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_BOOKS,10,9,2,2,1,1.0,24.74,27.66,0.0,0.1,0.5
2025-01-01,DEV_MOBILE,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_ELECTRONICS,34,28,8,5,3,3.0,1350.26,1445.96,0.0,0.088235,0.375
2025-01-01,DEV_MOBILE,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_HOME,48,41,19,10,5,5.0,528.66,589.77,0.0,0.104167,0.263158
2025-01-01,DEV_MOBILE,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_SPORTS,30,23,9,5,3,3.0,226.02,234.75,0.0,0.1,0.333333
2025-01-01,DEV_MOBILE,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_APPAREL,84,63,22,7,4,4.0,322.09000000000003,350.39,0.0,0.047619,0.181818
2025-01-01,DEV_MOBILE,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_BEAUTY,72,49,18,9,5,5.0,159.92000000000002,176.02,0.0,0.069444,0.277778
2025-01-01,DEV_MOBILE,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_BOOKS,27,27,9,2,1,1.0,24.93,25.86,0.0,0.037037,0.111111
2025-01-01,DEV_MOBILE,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_ELECTRONICS,63,49,10,5,2,2.0,1192.3,1250.17,0.0,0.031746,0.2
2025-01-01,DEV_MOBILE,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_HOME,60,46,10,6,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,DEV_MOBILE,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_SPORTS,55,40,10,5,2,2.0,165.56,181.31,0.0,0.036364,0.2
2025-01-01,DEV_MOBILE,CH_SOCIAL,CMP_SPRING_SALE,CAT_APPAREL,117,99,30,19,9,9.0,517.88,661.11,49.76,0.076923,0.3
2025-01-01,DEV_MOBILE,CH_SOCIAL,CMP_SPRING_SALE,CAT_BEAUTY,63,52,19,10,3,3.0,94.97,109.17,0.0,0.047619,0.157895
2025-01-01,DEV_MOBILE,CH_SOCIAL,CMP_SPRING_SALE,CAT_BOOKS,44,32,14,6,1,1.0,21.81,26.55,0.0,0.022727,0.071429
2025-01-01,DEV_MOBILE,CH_SOCIAL,CMP_SPRING_SALE,CAT_ELECTRONICS,91,62,15,5,4,4.0,1108.5900000000001,1273.76,0.0,0.043956,0.266667
2025-01-01,DEV_MOBILE,CH_SOCIAL,CMP_SPRING_SALE,CAT_HOME,88,71,19,11,5,5.0,470.83,546.51,0.0,0.056818,0.263158
2025-01-01,DEV_MOBILE,CH_SOCIAL,CMP_SPRING_SALE,CAT_SPORTS,63,52,14,5,2,2.0,206.6,249.03000000000003,0.0,0.031746,0.142857
2025-01-01,DEV_TABLET,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_APPAREL,25,18,4,3,1,1.0,65.09,71.09,0.0,0.04,0.25
2025-01-01,DEV_TABLET,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_BEAUTY,12,8,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,DEV_TABLET,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_BOOKS,9,8,3,1,1,1.0,23.46,25.86,0.0,0.111111,0.333333
2025-01-01,DEV_TABLET,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_ELECTRONICS,18,14,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,DEV_TABLET,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_HOME,17,13,2,1,1,1.0,82.33,87.53,0.0,0.058824,0.5
2025-01-01,DEV_TABLET,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_SPORTS,18,13,3,1,1,1.0,116.07,134.42,0.0,0.055556,0.333333
2025-01-01,DEV_TABLET,CH_DIRECT,CMP_DIRECT_NONE,CAT_APPAREL,26,19,5,3,1,1.0,101.53,110.64,0.0,0.038462,0.2
2025-01-01,DEV_TABLET,CH_DIRECT,CMP_DIRECT_NONE,CAT_BEAUTY,34,27,11,5,4,4.0,100.56,143.64000000000001,31.94,0.117647,0.363636
2025-01-01,DEV_TABLET,CH_DIRECT,CMP_DIRECT_NONE,CAT_BOOKS,11,8,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,DEV_TABLET,CH_DIRECT,CMP_DIRECT_NONE,CAT_ELECTRONICS,18,16,4,3,1,1.0,193.8,218.82,0.0,0.055556,0.25
2025-01-01,DEV_TABLET,CH_DIRECT,CMP_DIRECT_NONE,CAT_HOME,17,14,4,3,3,3.0,250.18,276.64,0.0,0.176471,0.75
2025-01-01,DEV_TABLET,CH_DIRECT,CMP_DIRECT_NONE,CAT_SPORTS,22,17,6,3,2,2.0,182.03,201.63,0.0,0.090909,0.333333
2025-01-01,DEV_TABLET,CH_EMAIL,CMP_CART_RECOVERY,CAT_APPAREL,22,20,4,3,2,2.0,147.34,172.26,0.0,0.090909,0.5
2025-01-01,DEV_TABLET,CH_EMAIL,CMP_CART_RECOVERY,CAT_BEAUTY,24,21,9,5,2,2.0,56.41,67.62,0.0,0.083333,0.222222
2025-01-01,DEV_TABLET,CH_EMAIL,CMP_CART_RECOVERY,CAT_BOOKS,6,6,3,1,1,1.0,22.69,27.66,0.0,0.166667,0.333333
2025-01-01,DEV_TABLET,CH_EMAIL,CMP_CART_RECOVERY,CAT_ELECTRONICS,15,14,5,3,3,3.0,584.97,686.8299999999999,0.0,0.2,0.6
2025-01-01,DEV_TABLET,CH_EMAIL,CMP_CART_RECOVERY,CAT_HOME,16,13,7,5,4,4.0,311.43,356.73,0.0,0.25,0.571429
2025-01-01,DEV_TABLET,CH_EMAIL,CMP_CART_RECOVERY,CAT_SPORTS,20,18,11,9,5,5.0,404.18,470.17,0.0,0.25,0.454545
2025-01-01,DEV_TABLET,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_APPAREL,53,45,20,12,5,5.0,275.93,297.4,0.0,0.09434,0.25
2025-01-01,DEV_TABLET,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_BEAUTY,37,29,6,3,1,1.0,35.47,37.2,0.0,0.027027,0.166667
2025-01-01,DEV_TABLET,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_BOOKS,16,11,4,2,1,1.0,22.43,24.09,0.0,0.0625,0.25
2025-01-01,DEV_TABLET,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_ELECTRONICS,35,26,10,7,2,2.0,649.28,672.1099999999999,0.0,0.057143,0.2
2025-01-01,DEV_TABLET,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_HOME,35,28,12,6,4,4.0,563.81,613.59,0.0,0.114286,0.333333
2025-01-01,DEV_TABLET,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_SPORTS,17,13,2,2,2,2.0,149.66,168.07999999999998,0.0,0.117647,1.0
2025-01-01,DEV_TABLET,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_APPAREL,19,17,8,6,4,4.0,219.36,237.05,0.0,0.210526,0.5
2025-01-01,DEV_TABLET,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_BEAUTY,17,16,6,3,2,2.0,77.88,82.28,0.0,0.117647,0.333333
2025-01-01,DEV_TABLET,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_BOOKS,4,2,1,1,1,1.0,27.71,28.96,0.0,0.25,1.0
2025-01-01,DEV_TABLET,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_ELECTRONICS,4,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,DEV_TABLET,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_HOME,12,11,3,1,1,1.0,82.56,87.29,0.0,0.083333,0.333333
2025-01-01,DEV_TABLET,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_SPORTS,6,6,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,DEV_TABLET,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_APPAREL,23,17,7,2,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,DEV_TABLET,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_BEAUTY,16,14,5,4,2,2.0,65.75999999999999,73.93,0.0,0.125,0.4
2025-01-01,DEV_TABLET,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_BOOKS,5,4,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,DEV_TABLET,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_ELECTRONICS,10,8,1,1,1,1.0,196.57,205.32,0.0,0.1,1.0
2025-01-01,DEV_TABLET,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_HOME,17,16,8,4,2,2.0,240.72,265.08,0.0,0.117647,0.25
2025-01-01,DEV_TABLET,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_SPORTS,6,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,DEV_TABLET,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_APPAREL,12,9,4,2,1,1.0,54.41,59.14,0.0,0.083333,0.25
2025-01-01,DEV_TABLET,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_BEAUTY,11,7,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,DEV_TABLET,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_BOOKS,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,DEV_TABLET,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_ELECTRONICS,9,7,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,DEV_TABLET,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_HOME,6,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,DEV_TABLET,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_SPORTS,11,10,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,DEV_TABLET,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_APPAREL,14,10,1,1,1,1.0,54.96,55.32,0.0,0.071429,1.0
2025-01-01,DEV_TABLET,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_BEAUTY,15,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,DEV_TABLET,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_BOOKS,5,3,1,1,1,1.0,20.72,21.2,0.0,0.2,1.0
