order_id,session_id,user_id,order_date,date_key,device_key,channel_key,campaign_key,category_key,product_key,region,quantity,unit_price,gross_revenue,discount_amount,refund_flag,refund_amount,net_revenue,order_status,currency
O00000042,S00000331,U14198,2025-01-02,20250102,DEV_MOBILE,CH_EMAIL,CMP_CART_RECOVERY,CAT_SPORTS,SKU_1039,Northeast,1,89.83,89.83,13.55,0,0.0,76.28,Completed,USD
O00000043,S00000344,U79119,2025-01-02,20250102,DEV_MOBILE,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_BEAUTY,SKU_1013,International,1,50.45,50.45,9.25,0,0.0,41.2,Completed,USD
O00000044,S00000346,U50054,2025-01-02,20250102,DEV_DESKTOP,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_HOME,SKU_1032,West,1,111.87,111.87,1.77,0,0.0,110.1,Completed,USD
O00000045,S00000347,U72475,2025-01-02,20250102,DEV_DESKTOP,CH_DIRECT,CMP_DIRECT_NONE,CAT_APPAREL,SKU_1005,Midwest,2,59.14,118.28,12.46,0,0.0,105.82,Completed,USD
O00000046,S00000349,U34517,2025-01-02,20250102,DEV_DESKTOP,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_BEAUTY,SKU_1010,Midwest,1,37.2,37.2,3.44,0,0.0,33.76,Completed,USD
O00000047,S00000351,U92155,2025-01-02,20250102,DEV_MOBILE,CH_EMAIL,CMP_CART_RECOVERY,CAT_BEAUTY,SKU_1015,Northeast,1,46.32,46.32,5.57,0,0.0,40.75,Completed,USD
O00000048,S00000355,U93041,2025-01-02,20250102,DEV_DESKTOP,CH_EMAIL,CMP_CART_RECOVERY,CAT_ELECTRONICS,SKU_1020,South,1,218.82,218.82,22.99,0,0.0,195.83,Completed,USD
O00000049,S00000356,U66185,2025-01-02,20250102,DEV_DESKTOP,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_HOME,SKU_1029,Midwest,1,98.15,98.15,15.64,0,0.0,82.51,Completed,USD
O00000050,S00000364,U29523,2025-01-02,20250102,DEV_DESKTOP,CH_EMAIL,CMP_CART_RECOVERY,CAT_ELECTRONICS,SKU_1018,West,1,258.83,258.83,15.81,0,0.0,243.02,Completed,USD
O00000051,S00000384,U18130,2025-01-02,20250102,DEV_DESKTOP,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_ELECTRONICS,SKU_1018,South,2,258.83,517.66,90.37,0,0.0,427.29,Completed,USD
O00000052,S00000389,U34094,2025-01-02,20250102,DEV_DESKTOP,CH_DIRECT,CMP_DIRECT_NONE,CAT_ELECTRONICS,SKU_1023,International,1,262.59,262.59,2.84,0,0.0,259.75,Completed,USD
O00000053,S00000391,U23399,2025-01-02,20250102,DEV_MOBILE,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_HOME,SKU_1025,West,1,87.29,87.29,11.32,0,0.0,75.97,Completed,USD
O00000054,S00000393,U26001,2025-01-02,20250102,DEV_TABLET,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_HOME,SKU_1028,Northeast,1,83.76,83.76,3.7,0,0.0,80.06,Completed,USD
O00000055,S00000399,U11290,2025-01-02,20250102,DEV_DESKTOP,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_APPAREL,SKU_1003,West,2,71.09,142.18,17.93,0,0.0,124.25,Completed,USD
O00000056,S00000410,U13257,2025-01-02,20250102,DEV_MOBILE,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_APPAREL,SKU_1008,Northeast,1,59.11,59.11,4.24,0,0.0,54.87,Completed,USD
O00000057,S00000414,U27705,2025-01-02,20250102,DEV_DESKTOP,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_BEAUTY,SKU_1012,South,1,30.42,30.42,2.0,0,0.0,28.42,Completed,USD
O00000058,S00000416,U22681,2025-01-02,20250102,DEV_DESKTOP,CH_SOCIAL,CMP_SPRING_SALE,CAT_BEAUTY,SKU_1011,International,1,35.96,35.96,2.41,0,0.0,33.55,Completed,USD
O00000059,S00000442,U10633,2025-01-02,20250102,DEV_DESKTOP,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_APPAREL,SKU_1006,South,2,56.56,113.12,0.0,0,0.0,113.12,Completed,USD
O00000060,S00000452,U65746,2025-01-02,20250102,DEV_MOBILE,CH_DIRECT,CMP_DIRECT_NONE,CAT_BOOKS,SKU_1042,West,1,25.86,25.86,0.0,0,0.0,25.86,Completed,USD
O00000061,S00000453,U81918,2025-01-02,20250102,DEV_MOBILE,CH_EMAIL,CMP_CART_RECOVERY,CAT_APPAREL,SKU_1006,Northeast,1,56.56,56.56,7.75,0,0.0,48.81,Completed,USD
O00000062,S00000464,U84934,2025-01-02,20250102,DEV_MOBILE,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_BEAUTY,SKU_1015,Midwest,2,46.32,92.64,1.39,0,0.0,91.25,Completed,USD
O00000063,S00000466,U32634,2025-01-02,20250102,DEV_TABLET,CH_EMAIL,CMP_CART_RECOVERY,CAT_APPAREL,SKU_1005,Northeast,1,59.14,59.14,9.7,0,0.0,49.44,Completed,USD
O00000064,S00000468,U37458,2025-01-02,20250102,DEV_DESKTOP,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_HOME,SKU_1030,South,1,90.66,90.66,6.41,0,0.0,84.25,Completed,USD
O00000065,S00000470,U56345,2025-01-02,20250102,DEV_DESKTOP,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_BOOKS,SKU_1044,West,1,26.55,26.55,2.68,0,0.0,23.87,Completed,USD
O00000066,S00000472,U32325,2025-01-02,20250102,DEV_MOBILE,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_HOME,SKU_1029,West,1,98.15,98.15,4.76,0,0.0,93.39,Completed,USD
O00000067,S00000478,U94571,2025-01-02,20250102,DEV_DESKTOP,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_SPORTS,SKU_1036,South,1,68.56,68.56,6.0,0,0.0,62.56,Completed,USD
O00000068,S00000480,U85946,2025-01-02,20250102,DEV_DESKTOP,CH_EMAIL,CMP_CART_RECOVERY,CAT_APPAREL,SKU_1007,Midwest,1,49.81,49.81,7.52,0,0.0,42.29,Completed,USD
O00000069,S00000481,U37157,2025-01-02,20250102,DEV_DESKTOP,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_BEAUTY,SKU_1014,South,2,35.24,70.48,8.16,0,0.0,62.32,Completed,USD
O00000070,S00000486,U14974,2025-01-02,20250102,DEV_MOBILE,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_ELECTRONICS,SKU_1023,Midwest,2,262.59,525.18,32.25,0,0.0,492.93,Completed,USD
O00000071,S00000491,U50228,2025-01-02,20250102,DEV_TABLET,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_APPAREL,SKU_1005,South,1,59.14,59.14,1.66,0,0.0,57.48,Completed,USD
O00000072,S00000495,U29565,2025-01-02,20250102,DEV_MOBILE,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_HOME,SKU_1025,South,1,87.29,87.29,3.51,0,0.0,83.78,Completed,USD
O00000073,S00000498,U98104,2025-01-02,20250102,DEV_DESKTOP,CH_DIRECT,CMP_DIRECT_NONE,CAT_SPORTS,SKU_1034,Northeast,1,82.03,82.03,8.27,0,0.0,73.76,Completed,USD
O00000074,S00000506,U92135,2025-01-02,20250102,DEV_MOBILE,CH_EMAIL,CMP_CART_RECOVERY,CAT_APPAREL,SKU_1005,South,1,59.14,59.14,7.88,0,0.0,51.26,Completed,USD
O00000075,S00000520,U99859,2025-01-02,20250102,DEV_DESKTOP,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_BEAUTY,SKU_1013,International,1,50.45,50.45,2.15,0,0.0,48.3,Completed,USD
O00000076,S00000525,U39776,2025-01-02,20250102,DEV_MOBILE,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_APPAREL,SKU_1001,West,1,55.32,55.32,4.13,0,0.0,51.19,Completed,USD
O00000077,S00000543,U12631,2025-01-02,20250102,DEV_DESKTOP,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_APPAREL,SKU_1003,Northeast,1,71.09,71.09,0.43,0,0.0,70.66,Completed,USD
O00000078,S00000572,U56862,2025-01-03,20250103,DEV_DESKTOP,CH_DIRECT,CMP_DIRECT_NONE,CAT_BEAUTY,SKU_1011,South,1,35.96,35.96,3.59,0,0.0,32.37,Completed,USD
O00000079,S00000576,U64728,2025-01-03,20250103,DEV_DESKTOP,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_BEAUTY,SKU_1015,West,1,46.32,46.32,6.84,0,0.0,39.48,Completed,USD
O00000080,S00000586,U18330,2025-01-03,20250103,DEV_MOBILE,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_APPAREL,SKU_1004,Northeast,1,58.25,58.25,6.69,0,0.0,51.56,Completed,USD
O00000081,S00000597,U87352,2025-01-03,20250103,DEV_MOBILE,CH_EMAIL,CMP_CART_RECOVERY,CAT_HOME,SKU_1032,International,1,111.87,111.87,14.43,0,0.0,97.44,Completed,USD
O00000082,S00000602,U62562,2025-01-03,20250103,DEV_MOBILE,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_BEAUTY,SKU_1016,West,2,27.61,55.22,0.33,0,0.0,54.89,Completed,USD
O00000083,S00000618,U65207,2025-01-03,20250103,DEV_DESKTOP,CH_DIRECT,CMP_DIRECT_NONE,CAT_HOME,SKU_1026,Midwest,1,95.4,95.4,12.96,0,0.0,82.44,Completed,USD
O00000084,S00000623,U20908,2025-01-03,20250103,DEV_MOBILE,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_SPORTS,SKU_1039,International,1,89.83,89.83,2.96,0,0.0,86.87,Completed,USD
O00000085,S00000633,U77609,2025-01-03,20250103,DEV_TABLET,CH_EMAIL,CMP_CART_RECOVERY,CAT_HOME,SKU_1029,South,1,98.15,98.15,12.29,0,0.0,85.86,Completed,USD
O00000086,S00000651,U26520,2025-01-03,20250103,DEV_DESKTOP,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_BOOKS,SKU_1046,South,2,27.66,55.32,0.33,0,0.0,54.99,Completed,USD
O00000087,S00000666,U29284,2025-01-03,20250103,DEV_MOBILE,CH_DIRECT,CMP_DIRECT_NONE,CAT_APPAREL,SKU_1007,West,2,49.81,99.62,5.83,0,0.0,93.79,Completed,USD
O00000088,S00000667,U26620,2025-01-03,20250103,DEV_DESKTOP,CH_DIRECT,CMP_DIRECT_NONE,CAT_HOME,SKU_1026,Midwest,2,95.4,190.8,1.94,0,0.0,188.86,Completed,USD
O00000089,S00000669,U80541,2025-01-03,20250103,DEV_DESKTOP,CH_DIRECT,CMP_DIRECT_NONE,CAT_ELECTRONICS,SKU_1023,West,1,262.59,262.59,17.44,0,0.0,245.15,Completed,USD
O00000090,S00000694,U93063,2025-01-03,20250103,DEV_DESKTOP,CH_EMAIL,CMP_CART_RECOVERY,CAT_HOME,SKU_1027,West,1,102.06,102.06,11.46,0,0.0,90.6,Completed,USD
O00000091,S00000725,U86889,2025-01-03,20250103,DEV_DESKTOP,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_BEAUTY,SKU_1009,West,1,46.75,46.75,0.34,0,0.0,46.41,Completed,USD
O00000092,S00000753,U18165,2025-01-03,20250103,DEV_DESKTOP,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_APPAREL,SKU_1001,Northeast,1,55.32,55.32,0.0,0,0.0,55.32,Completed,USD
O00000093,S00000757,U65765,2025-01-03,20250103,DEV_DESKTOP,CH_DIRECT,CMP_DIRECT_NONE,CAT_APPAREL,SKU_1001,Northeast,1,55.32,55.32,2.18,0,0.0,53.14,Completed,USD
O00000094,S00000759,U25320,2025-01-03,20250103,DEV_MOBILE,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_APPAREL,SKU_1005,South,2,59.14,118.28,7.4,0,0.0,110.88,Completed,USD
O00000095,S00000765,U71505,2025-01-03,20250103,DEV_DESKTOP,CH_DIRECT,CMP_DIRECT_NONE,CAT_BEAUTY,SKU_1016,West,1,27.61,27.61,2.62,0,0.0,24.99,Completed,USD
O00000096,S00000766,U50057,2025-01-03,20250103,DEV_DESKTOP,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_BEAUTY,SKU_1011,South,1,35.96,35.96,3.44,0,0.0,32.52,Completed,USD
O00000097,S00000768,U58002,2025-01-03,20250103,DEV_DESKTOP,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_SPORTS,SKU_1035,South,1,83.01,83.01,3.28,0,0.0,79.73,Completed,USD
O00000098,S00000769,U72608,2025-01-03,20250103,DEV_DESKTOP,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_HOME,SKU_1028,Midwest,1,83.76,83.76,5.75,0,0.0,78.01,Completed,USD
O00000099,S00000787,U59771,2025-01-04,20250104,DEV_DESKTOP,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_BEAUTY,SKU_1016,Northeast,1,27.61,27.61,0.44,0,0.0,27.17,Completed,USD
O00000100,S00000805,U17973,2025-01-04,20250104,DEV_DESKTOP,CH_DIRECT,CMP_DIRECT_NONE,CAT_ELECTRONICS,SKU_1021,Midwest,1,231.2,231.2,23.29,0,0.0,207.91,Completed,USD
O00000101,S00000810,U61758,2025-01-04,20250104,DEV_DESKTOP,CH_EMAIL,CMP_CART_RECOVERY,CAT_BEAUTY,SKU_1011,Northeast,1,35.96,35.96,7.54,0,0.0,28.42,Completed,USD
O00000102,S00000811,U88887,2025-01-04,20250104,DEV_DESKTOP,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_BEAUTY,SKU_1011,Northeast,1,35.96,35.96,4.65,0,0.0,31.31,Completed,USD
O00000103,S00000822,U83507,2025-01-04,20250104,DEV_MOBILE,CH_EMAIL,CMP_CART_RECOVERY,CAT_APPAREL,SKU_1001,International,1,55.32,55.32,11.35,1,43.97,0.0,Refunded,USD
O00000104,S00000823,U19278,2025-01-04,20250104,DEV_MOBILE,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_BEAUTY,SKU_1013,Northeast,1,50.45,50.45,5.22,0,0.0,45.23,Completed,USD
O00000105,S00000840,U52539,2025-01-04,20250104,DEV_DESKTOP,CH_EMAIL,CMP_CART_RECOVERY,CAT_HOME,SKU_1031,International,1,87.53,87.53,6.91,0,0.0,80.62,Completed,USD
O00000106,S00000865,U55989,2025-01-04,20250104,DEV_MOBILE,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_HOME,SKU_1026,West,1,95.4,95.4,10.57,0,0.0,84.83,Completed,USD
O00000107,S00000867,U57643,2025-01-04,20250104,DEV_DESKTOP,CH_EMAIL,CMP_CART_RECOVERY,CAT_BEAUTY,SKU_1013,West,1,50.45,50.45,8.59,0,0.0,41.86,Completed,USD
O00000108,S00000869,U66401,2025-01-04,20250104,DEV_DESKTOP,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_HOME,SKU_1026,South,1,95.4,95.4,0.83,0,0.0,94.57,Completed,USD
O00000109,S00000875,U90345,2025-01-04,20250104,DEV_DESKTOP,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_HOME,SKU_1026,International,1,95.4,95.4,12.47,0,0.0,82.93,Completed,USD
O00000110,S00000884,U97458,2025-01-04,20250104,DEV_DESKTOP,CH_EMAIL,CMP_CART_RECOVERY,CAT_HOME,SKU_1029,Northeast,1,98.15,98.15,10.26,0,0.0,87.89,Completed,USD
O00000111,S00000888,U19824,2025-01-04,20250104,DEV_MOBILE,CH_EMAIL,CMP_CART_RECOVERY,CAT_APPAREL,SKU_1001,Northeast,3,55.32,165.96,29.34,0,0.0,136.62,Completed,USD
O00000112,S00000889,U74425,2025-01-04,20250104,DEV_MOBILE,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_HOME,SKU_1025,Northeast,1,87.29,87.29,5.91,0,0.0,81.38,Completed,USD
O00000113,S00000899,U50399,2025-01-04,20250104,DEV_DESKTOP,CH_EMAIL,CMP_CART_RECOVERY,CAT_HOME,SKU_1030,Midwest,3,90.66,271.98,38.74,0,0.0,233.24,Completed,USD
O00000114,S00000931,U52627,2025-01-04,20250104,DEV_DESKTOP,CH_DIRECT,CMP_DIRECT_NONE,CAT_ELECTRONICS,SKU_1021,Midwest,2,231.2,462.4,9.74,0,0.0,452.66,Completed,USD
O00000115,S00000937,U97142,2025-01-04,20250104,DEV_DESKTOP,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_APPAREL,SKU_1002,West,1,68.86,68.86,3.13,0,0.0,65.73,Completed,USD
O00000116,S00000941,U69543,2025-01-04,20250104,DEV_DESKTOP,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_APPAREL,SKU_1006,West,1,56.56,56.56,4.75,0,0.0,51.81,Completed,USD
O00000117,S00000942,U34787,2025-01-04,20250104,DEV_MOBILE,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_BEAUTY,SKU_1010,West,2,37.2,74.4,5.9,0,0.0,68.5,Completed,USD
O00000118,S00000956,U57816,2025-01-04,20250104,DEV_MOBILE,CH_SOCIAL,CMP_SPRING_SALE,CAT_APPAREL,SKU_1002,International,1,68.86,68.86,15.26,0,0.0,53.6,Completed,USD
O00000119,S00000962,U78907,2025-01-04,20250104,DEV_MOBILE,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_APPAREL,SKU_1005,South,1,59.14,59.14,7.23,0,0.0,51.91,Completed,USD
O00000120,S00000979,U91194,2025-01-04,20250104,DEV_DESKTOP,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_BEAUTY,SKU_1012,International,1,30.42,30.42,0.79,0,0.0,29.63,Completed,USD
O00000121,S00001009,U51940,2025-01-04,20250104,DEV_MOBILE,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_APPAREL,SKU_1004,West,1,58.25,58.25,3.53,0,0.0,54.72,Completed,USD
O00000122,S00001018,U92885,2025-01-04,20250104,DEV_DESKTOP,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_BEAUTY,SKU_1015,South,1,46.32,46.32,2.12,0,0.0,44.2,Completed,USD
