MonthStart,ClientID,ModelPortfolio,BeginningAUM,Inflows,Outflows,NetNewMoney,MarketEffect,EndingAUM,AdvisoryRevenue,PortfolioReturnPct,BenchmarkReturnPct,RiskScore,TargetRiskScore,RiskMismatchFlag,RebalanceNeededFlag,ChurnRiskScore,OutflowRiskScore,ActiveClientFlag,ClientStatus
2024-02-01,CL00622,Income Shield,695424.15,130465.82,6358.51,124107.32,4662.18,824193.64,288.47,0.006155,0.011578,12.57,25,0,0,0.044,0.2155,1,Active
2024-02-01,CL00623,Growth Builder,104802.92,10460.33,1327.08,9133.26,1000.7,114936.88,27.78,0.00915,0.013654,68.08,68,0,0,0.2509,0.2937,1,Active
2024-02-01,CL00686,Growth Builder,545016.19,118876.74,2645.74,116231.01,8781.67,670028.87,212.18,0.01456,0.013654,73.43,68,0,0,0.0183,0.1886,1,Active
2024-02-01,CL00696,Balanced Core,1129318.71,316736.61,8419.49,308317.13,18445.1,1456080.93,703.77,0.014371,0.012837,41.28,48,0,0,0.2072,0.1179,1,Active
2024-02-01,CL00740,Balanced Core,1776107.25,502862.48,235689.03,267173.46,40493.56,2083774.26,1007.16,0.021204,0.012837,49.01,48,0,1,0.4564,0.5549,1,Active
2024-02-01,CL00758,Growth Builder,1090677.39,200159.43,21084.44,179074.99,10273.5,1280025.88,618.68,0.008705,0.013654,58.16,68,1,1,0.4673,0.2743,1,Active
2024-02-01,CL00770,Growth Builder,806228.63,85529.92,0.0,85529.92,16000.93,907759.48,438.75,0.018847,0.013654,55.79,68,0,0,0.2399,0.2364,1,Active
2024-02-01,CL00779,Growth Builder,220399.95,41520.6,56338.13,-14817.52,1945.46,207527.89,72.63,0.009134,0.013654,46.35,68,1,1,0.9229,0.99,1,Active
2024-02-01,CL00788,Growth Builder,1454701.69,309909.45,37215.45,272694.0,44391.19,1771786.88,856.36,0.027901,0.013654,58.51,68,0,0,0.397,0.3328,1,Active
2024-02-01,CL00796,Balanced Core,346312.92,63944.91,0.0,63944.91,4487.65,414745.48,145.16,0.011863,0.012837,60.46,48,0,0,0.1556,0.1374,1,Active
2024-02-01,CL00823,Balanced Core,437095.26,82087.72,4526.58,77561.14,7428.95,522085.35,182.73,0.015611,0.012837,69.86,48,1,1,0.4904,0.218,1,Active
2024-02-01,CL00831,Income Shield,319657.71,40164.83,78490.06,-38325.23,3542.42,284874.91,99.71,0.011789,0.011578,33.28,25,0,0,0.7451,0.9027,1,Active
2024-03-01,CL00001,Income Shield,2958523.47,489125.91,3911.17,485214.74,46409.85,3490148.06,2152.26,0.014498,0.012624,12.47,25,0,0,0.0884,0.1781,1,Active
2024-03-01,CL00017,Growth Builder,52621.16,9397.43,793.92,8603.52,2081.48,63306.15,15.3,0.036567,0.021245,67.76,68,0,0,0.3182,0.3025,1,Active
2024-03-01,CL00027,Growth Builder,640813.62,0.0,12246.63,-12246.63,12958.04,641525.03,224.53,0.020416,0.021245,60.73,68,0,0,0.286,0.134,1,Active
2024-03-01,CL00043,Income Shield,581875.37,11936.27,4252.73,7683.55,6627.71,596186.63,208.67,0.011316,0.012624,29.95,25,0,0,0.2466,0.2289,1,Active
2024-03-01,CL00045,Income Shield,240611.81,52354.96,0.0,52354.96,3244.61,296211.38,103.67,0.012162,0.012624,18.36,25,0,0,0.2222,0.2266,1,Active
2024-03-01,CL00046,Balanced Core,306959.54,79024.65,0.0,79024.65,4308.58,390292.76,136.6,0.012436,0.017489,51.05,48,0,0,0.2099,0.2147,1,Active
2024-03-01,CL00063,Balanced Core,7263656.26,43086.34,75659.39,-32573.06,222695.21,7453778.42,4596.5,0.030728,0.017489,53.03,48,0,0,0.0,0.137,1,Active
2024-03-01,CL00077,Income Shield,497017.87,3350.47,16758.17,-13407.7,2699.92,486310.09,170.21,0.005507,0.012624,10.77,25,0,0,0.4049,0.4168,1,Active
2024-03-01,CL00088,Balanced Core,4677081.98,102314.32,136618.04,-34303.72,37263.58,4680041.84,2886.03,0.007997,0.017489,68.61,48,1,1,0.4616,0.222,1,Active
2024-03-01,CL00094,Income Shield,422865.7,3135.12,3832.32,-697.2,8604.78,430773.28,150.77,0.020366,0.012624,15.13,25,0,0,0.2425,0.3915,1,Active
2024-03-01,CL00106,Growth Builder,2241750.28,516721.39,0.0,516721.39,63510.38,2821982.06,1363.96,0.025403,0.021245,63.75,68,0,0,0.1003,0.2197,1,Active
2024-03-01,CL00126,Income Shield,342784.4,102779.96,1051.39,101728.57,9591.19,454104.16,158.94,0.024365,0.012624,18.14,25,0,0,0.1429,0.2094,1,Active
2024-03-01,CL00132,Growth Builder,34082.45,0.0,0.0,0.0,459.54,34541.99,8.35,0.013483,0.021245,59.76,68,0,0,0.1999,0.2943,1,Active
2024-03-01,CL00147,Growth Builder,283162.95,75375.76,0.0,75375.76,5497.71,364036.42,127.41,0.017135,0.021245,72.33,68,0,0,0.2046,0.187,1,Active
2024-03-01,CL00154,Balanced Core,559379.0,128405.51,4860.55,123544.95,10600.45,693524.4,242.73,0.017066,0.017489,34.63,48,0,1,0.3461,0.2306,1,Active
2024-03-01,CL00160,Equity Edge,209506.92,24319.4,2699.03,21620.37,5546.2,236673.49,82.84,0.025174,0.023952,63.34,84,1,1,0.4766,0.2943,1,Active
2024-03-01,CL00185,Income Shield,225929.09,3700.56,5789.79,-2089.23,6271.68,230111.55,55.61,0.027888,0.012624,34.46,25,0,0,0.2608,0.1925,1,Active
2024-03-01,CL00227,Growth Builder,511302.88,3623.77,8400.42,-4776.66,11224.02,517750.25,181.21,0.022055,0.021245,72.01,68,0,0,0.136,0.3016,1,Active
2024-03-01,CL00234,Balanced Core,209184.34,20100.33,4380.37,15719.96,3347.47,228251.77,55.16,0.015423,0.017489,61.87,48,1,1,0.3745,0.3388,1,Active
2024-03-01,CL00252,Balanced Core,380608.0,100945.59,811.77,100133.81,5780.72,486522.53,170.28,0.013422,0.017489,29.67,48,1,1,0.436,0.2762,1,Active
2024-03-01,CL00278,Balanced Core,205169.67,2412.47,2110.63,301.84,4271.15,209742.65,73.41,0.020802,0.017489,42.32,48,0,0,0.0992,0.1533,1,Active
2024-03-01,CL00312,Income Shield,3320240.82,0.0,0.0,0.0,50994.43,3371235.25,1629.43,0.015359,0.012624,44.32,25,1,1,0.2858,0.2653,1,Active
2024-03-01,CL00313,Income Shield,73655.82,9329.71,1548.64,7781.06,1536.03,82972.91,20.05,0.019808,0.012624,12.43,25,0,0,0.2132,0.2543,1,Active
2024-03-01,CL00314,Balanced Core,1057207.25,257814.12,3855.55,253958.57,23967.39,1335133.21,645.31,0.02024,0.017489,57.05,48,0,0,0.0808,0.2554,1,Active
2024-03-01,CL00322,Balanced Core,462228.15,0.0,582.59,-582.59,6446.73,468092.29,226.24,0.013956,0.017489,21.98,48,1,1,0.4754,0.3538,1,Active
2024-03-01,CL00324,Equity Edge,650000.39,0.0,11948.02,-11948.02,15752.57,653804.94,207.04,0.02446,0.023952,99.0,84,0,0,0.3014,0.3375,1,Active
2024-03-01,CL00327,Growth Builder,626380.0,80871.11,8543.14,72327.96,13707.83,712415.79,344.33,0.02069,0.021245,58.47,68,0,0,0.1376,0.2678,1,Active
2024-03-01,CL00328,Growth Builder,1235151.67,148674.86,1809.81,146865.05,22803.29,1404820.01,444.86,0.017426,0.021245,73.84,68,0,0,0.1688,0.2117,1,Active
2024-03-01,CL00342,Equity Edge,535302.81,113894.45,6789.4,107105.05,14658.15,657066.0,208.07,0.024893,0.023952,78.51,84,0,0,0.1403,0.1366,1,Active
2024-03-01,CL00343,Balanced Core,6148604.23,1563846.16,146826.53,1417019.63,102532.41,7668156.27,4728.7,0.014953,0.017489,56.69,48,0,0,0.0929,0.1985,1,Active
2024-03-01,CL00345,Growth Builder,1674054.48,0.0,7789.56,-7789.56,36916.74,1703181.66,823.2,0.022104,0.021245,60.47,68,0,0,0.1754,0.2401,1,Active
2024-03-01,CL00354,Growth Builder,37907.01,6613.06,92.4,6520.66,956.16,45383.83,10.97,0.023226,0.021245,76.49,68,0,1,0.4042,0.3194,1,Active
2024-03-01,CL00360,Income Shield,642260.17,72296.65,0.0,72296.65,8171.71,722728.53,349.32,0.012045,0.012624,25.12,25,0,0,0.2041,0.2153,1,Active
2024-03-01,CL00383,Balanced Core,421789.13,0.0,6809.91,-6809.91,3306.76,418285.99,146.4,0.007904,0.017489,48.0,48,0,0,0.2562,0.3377,1,Active
2024-03-01,CL00404,Income Shield,37405.42,4343.65,568.26,3775.39,570.49,41751.3,10.09,0.014519,0.012624,21.65,25,0,0,0.1712,0.2285,1,Active
2024-03-01,CL00405,Income Shield,179992.14,29598.32,1567.65,28030.67,3516.92,211539.72,74.04,0.018128,0.012624,42.86,25,0,0,0.208,0.2698,1,Active
2024-03-01,CL00438,Growth Builder,566137.81,2508.75,3023.27,-514.52,15872.29,581495.58,184.14,0.028049,0.021245,73.36,68,0,0,0.2233,0.1396,1,Active
2024-03-01,CL00443,Growth Builder,320695.49,8992.54,4406.18,4586.37,3987.41,329269.26,115.24,0.012345,0.021245,60.31,68,0,0,0.1978,0.2935,1,Active
2024-03-01,CL00462,Income Shield,37002.38,0.0,6337.94,-6337.94,471.23,31135.67,7.52,0.013928,0.012624,32.87,25,1,1,0.6296,0.7173,1,Active
2024-03-01,CL00471,Equity Edge,571837.55,0.0,0.0,0.0,13026.81,584864.36,282.68,0.022781,0.023952,98.21,84,0,0,0.132,0.2547,1,Active
2024-03-01,CL00508,Balanced Core,221432.92,21305.11,4767.51,16537.6,3313.21,241283.73,84.45,0.014424,0.017489,48.26,48,0,0,0.2566,0.3208,1,Active
2024-03-01,CL00526,Balanced Core,414573.09,117720.95,5836.38,111884.57,12537.4,538995.07,188.65,0.026646,0.017489,40.54,48,0,0,0.0992,0.2449,1,Active
2024-03-01,CL00527,Growth Builder,865195.41,182916.94,12378.27,170538.67,33846.09,1069580.17,516.96,0.03561,0.021245,72.19,68,0,0,0.3393,0.3207,1,Active
2024-03-01,CL00541,Growth Builder,755344.2,0.0,9279.79,-9279.79,16706.36,762770.77,241.54,0.022254,0.021245,85.02,68,0,0,0.1805,0.1247,1,Active
2024-03-01,CL00548,Balanced Core,397875.53,2474.1,11859.59,-9385.49,7396.46,395886.5,125.36,0.018812,0.017489,70.34,48,1,1,0.4774,0.4455,1,Active
2024-03-01,CL00565,Income Shield,87106.29,10680.74,199.9,10480.84,1129.59,98716.73,23.86,0.012232,0.012624,48.0,25,1,1,0.4241,0.2654,1,Active
2024-03-01,CL00575,Equity Edge,49168.22,3965.98,320.42,3645.56,1401.88,54215.66,13.1,0.027493,0.023952,76.51,84,0,0,0.2569,0.2054,1,Active
2024-03-01,CL00613,Growth Builder,100386.13,15380.16,1353.24,14026.92,2282.41,116695.46,28.2,0.021252,0.021245,78.32,68,0,0,0.1666,0.3027,1,Active
2024-03-01,CL00620,Equity Edge,332435.75,68781.72,37931.59,30850.13,9211.86,372497.75,130.37,0.026481,0.023952,82.56,84,0,0,0.3209,0.5244,1,Active
2024-03-01,CL00622,Income Shield,824193.64,0.0,17864.35,-17864.35,10269.44,816598.73,285.81,0.012596,0.012624,8.73,25,0,0,0.1176,0.1835,1,Active
2024-03-01,CL00623,Growth Builder,114936.88,24906.92,2019.99,22886.93,1919.66,139743.46,33.77,0.01519,0.021245,68.74,68,0,0,0.267,0.3252,1,Active
2024-03-01,CL00641,Income Shield,177947.03,29800.25,6103.22,23697.04,2363.1,204007.16,71.4,0.012451,0.012624,23.61,25,0,0,0.1664,0.2488,1,Active
2024-03-01,CL00660,Balanced Core,80030.43,18871.83,1618.19,17253.64,1372.33,98656.41,23.84,0.015479,0.017489,39.31,48,0,0,0.1253,0.2941,1,Active
2024-03-01,CL00686,Growth Builder,670028.87,107836.98,0.0,107836.98,12140.5,790006.35,250.17,0.01677,0.021245,72.93,68,0,0,0.2448,0.154,1,Active
2024-03-01,CL00696,Balanced Core,1456080.93,23569.03,18733.46,4835.56,32652.38,1493568.88,721.89,0.022388,0.017489,40.04,48,0,0,0.209,0.223,1,Active
2024-03-01,CL00724,Income Shield,35090.89,6356.53,1277.24,5079.29,366.53,40536.71,9.8,0.00974,0.012624,12.39,25,0,0,0.2511,0.3404,1,Active
2024-03-01,CL00740,Balanced Core,2083774.26,464117.04,77996.82,386120.23,44653.77,2514548.26,1215.36,0.019612,0.017489,50.95,48,0,0,0.213,0.2747,1,Active
2024-03-01,CL00758,Growth Builder,1280025.88,194884.2,17579.39,177304.81,30342.65,1487673.33,719.04,0.022169,0.021245,62.92,68,1,1,0.4315,0.3749,1,Active
2024-03-01,CL00770,Growth Builder,907759.48,266351.84,435.61,265916.23,30881.4,1204557.1,582.2,0.029673,0.021245,57.85,68,0,0,0.1622,0.0987,1,Active
2024-03-01,CL00779,Growth Builder,207527.89,41687.3,4201.85,37485.45,4563.98,249577.32,87.35,0.02017,0.021245,46.61,68,1,1,0.5971,0.2847,1,Active
2024-03-01,CL00785,Growth Builder,1159747.21,317700.54,0.0,317700.54,17531.96,1494979.71,722.57,0.013296,0.021245,69.04,68,0,0,0.3312,0.2677,1,Active
2024-03-01,CL00788,Growth Builder,1771786.88,38884.04,35546.42,3337.62,51229.65,1826354.15,882.74,0.028887,0.021245,64.25,68,0,0,0.2646,0.387,1,Active
2024-03-01,CL00796,Balanced Core,414745.48,5939.28,5648.12,291.16,7538.59,422575.23,147.9,0.01817,0.017489,57.16,48,0,0,0.1219,0.2397,1,Active
2024-03-01,CL00823,Balanced Core,522085.35,7212.64,5995.39,1217.25,8695.15,531997.75,186.2,0.016635,0.017489,64.78,48,0,0,0.264,0.3691,1,Active
2024-03-01,CL00831,Income Shield,284874.91,2973.45,1332.2,1641.25,1090.9,287607.06,100.66,0.003818,0.012624,33.51,25,0,0,0.112,0.2259,1,Active
2024-04-01,CL00001,Income Shield,3490148.06,930451.04,52711.76,877739.28,27578.69,4395466.02,2710.54,0.007019,0.016936,10.87,25,0,0,0.217,0.3217,1,Active
2024-04-01,CL00017,Growth Builder,63306.15,8645.17,782.26,7862.91,1659.51,72828.57,17.6,0.024681,0.031393,71.19,68,0,0,0.2016,0.2324,1,Active
2024-04-01,CL00027,Growth Builder,641525.03,11907.47,15556.3,-3648.83,23732.73,661608.93,231.56,0.0371,0.031393,61.01,68,0,0,0.0366,0.2,1,Active
2024-04-01,CL00043,Income Shield,596186.63,0.0,0.0,0.0,12665.61,608852.24,213.1,0.021244,0.016936,31.22,25,0,0,0.2446,0.228,1,Active
2024-04-01,CL00045,Income Shield,296211.38,68899.73,2693.18,66206.55,3902.86,366320.79,128.21,0.011851,0.016936,17.81,25,0,0,0.2678,0.3151,1,Active
2024-04-01,CL00046,Balanced Core,390292.76,16790.22,10699.55,6090.67,13434.62,409818.06,143.44,0.034155,0.025104,49.35,48,0,0,0.2441,0.3998,1,Active
2024-04-01,CL00063,Balanced Core,7453778.42,329214.96,179606.61,149608.36,208811.9,7812198.67,4817.52,0.027736,0.025104,50.09,48,0,0,0.175,0.2876,1,Active
2024-04-01,CL00077,Income Shield,486310.09,4663.42,4676.72,-13.3,8027.64,494324.43,173.01,0.016507,0.016936,9.75,25,0,0,0.1934,0.2307,1,Active
2024-04-01,CL00083,Income Shield,1282051.84,237026.52,10204.86,226821.66,7881.59,1516755.09,733.1,0.005648,0.016936,11.16,25,0,0,0.2986,0.2663,1,Active
2024-04-01,CL00088,Balanced Core,4680041.84,75460.81,5024.75,70436.06,126238.06,4876715.96,3007.31,0.026772,0.025104,70.35,48,1,1,0.4898,0.256,1,Active
2024-04-01,CL00094,Income Shield,430773.28,0.0,3651.45,-3651.45,8666.49,435788.31,152.53,0.020204,0.016936,13.29,25,0,0,0.2402,0.2226,1,Active
2024-04-01,CL00106,Growth Builder,2821982.06,392009.9,0.0,392009.9,112530.41,3326522.37,1607.82,0.037287,0.031393,63.58,68,0,1,0.117,0.067,1,Active
2024-04-01,CL00114,Income Shield,2916282.81,267196.18,56178.86,211017.32,30579.25,3157879.38,1526.31,0.01012,0.016936,10.43,25,0,0,0.1533,0.3208,1,Active
2024-04-01,CL00124,Balanced Core,229787.62,26288.15,2525.9,23762.25,7505.52,261055.39,91.37,0.031057,0.025104,61.03,48,0,0,0.235,0.2954,1,Active
2024-04-01,CL00126,Income Shield,454104.16,11060.8,3441.33,7619.48,6967.84,468691.48,164.04,0.015216,0.016936,22.89,25,0,0,0.203,0.2087,1,Active
2024-04-01,CL00132,Growth Builder,34541.99,0.0,544.1,-544.1,831.1,34829.0,8.42,0.024252,0.031393,59.44,68,0,0,0.2954,0.3501,1,Active
2024-04-01,CL00136,Equity Edge,789170.96,200158.01,0.0,200158.01,29004.77,1018333.74,356.42,0.032617,0.033543,94.75,84,0,0,0.2179,0.2709,1,Active
2024-04-01,CL00147,Growth Builder,364036.42,41797.4,9200.94,32596.45,16278.31,412911.19,144.52,0.0428,0.031393,70.47,68,0,0,0.2178,0.194,1,Active
2024-04-01,CL00154,Balanced Core,693524.4,6554.22,4131.61,2422.61,22504.77,718451.78,251.46,0.032393,0.025104,31.08,48,0,0,0.1706,0.3184,1,Active
