DateKey,DatasetKey,RowsExpected,RowsLoaded,CompletenessPct,NullCriticalCount,DuplicateKeyCount,SchemaDriftCount,FreshnessMinutes,FreshnessWithinSLAFlag,DataQualityScore,ReconciliationVarianceAmount,OpenIssueCount
20250422,DS001,391551,387117,0.98868,37,40,0,356,1,92.72,21079.04,2
20250423,DS001,400507,399056,0.99638,51,31,0,266,1,93.07,2667.86,0
20250424,DS001,398924,395229,0.99074,52,8,0,257,1,93.23,-111716.92,3
20250425,DS001,418979,412348,0.98417,30,24,0,228,1,94.01,-25559.9,2
20250426,DS001,370738,367719,0.99186,89,23,0,177,1,93.42,-22422.05,2
20250427,DS001,418923,417550,0.99672,43,40,0,413,0,94.19,3007.29,2
20250428,DS001,370561,367733,0.99237,85,3,1,366,0,89.56,-15930.54,3
20250429,DS001,412757,408729,0.99024,63,28,0,394,0,93.89,53570.6,1
20250430,DS001,368848,363639,0.98588,88,32,0,235,1,93.29,-9179.23,2
20250501,DS001,363132,358376,0.9869,146,27,0,476,0,90.57,14386.23,4
20250502,DS001,386300,381350,0.98719,84,42,0,329,1,90.34,-6245.99,1
20250503,DS001,376251,372022,0.98876,79,20,0,241,1,90.73,43595.04,3
20250504,DS001,370679,368757,0.99482,93,46,0,354,1,91.47,-13176.17,4
20250505,DS001,363059,357922,0.98585,61,8,0,291,1,91.77,33600.29,3
20250506,DS001,397421,391829,0.98593,22,22,0,245,1,93.98,267.5,3
20250507,DS001,343277,338233,0.98531,24,22,0,239,1,93.9,11131.37,3
20250508,DS001,352159,349650,0.99288,34,8,0,314,1,94.76,-22161.18,0
20250509,DS001,414528,407645,0.9834,104,28,0,276,1,94.31,-62427.41,2
20250510,DS001,431659,426365,0.98774,83,34,0,277,1,94.35,14275.19,2
20250511,DS001,380568,380568,1.0,51,21,0,357,1,94.57,8761.61,2
20250512,DS001,392746,387986,0.98788,0,9,0,258,1,92.34,-54807.84,4
20250513,DS001,387882,385896,0.99488,56,14,0,188,1,93.3,409.23,1
20250514,DS001,375249,371146,0.98907,132,41,0,158,1,94.03,107488.73,0
20250515,DS001,412845,409244,0.99128,27,38,0,310,1,93.23,-5263.05,2
20250516,DS001,367568,365043,0.99313,14,23,0,140,1,93.55,48200.78,2
20250517,DS001,358632,356504,0.99407,81,15,0,306,1,92.93,-47835.94,1
20250518,DS001,388328,386030,0.99408,33,18,0,151,1,94.04,36197.36,1
20250519,DS001,393473,390293,0.99192,84,27,0,358,1,91.67,-44002.08,3
20250520,DS001,383818,381248,0.99331,98,13,0,284,1,93.58,-22886.21,2
20250521,DS001,382898,378368,0.98817,88,3,0,314,1,93.8,43476.25,1
20250522,DS001,427640,426231,0.99671,66,30,0,257,1,93.91,-2908.08,1
20250523,DS001,385701,384570,0.99707,121,23,0,142,1,94.06,6033.3,1
20250524,DS001,404623,399391,0.98707,21,15,0,343,1,94.55,-16232.97,2
20250525,DS001,392444,387980,0.98863,7,43,0,293,1,93.67,-11354.83,2
20250526,DS001,398516,393855,0.98831,88,17,0,300,1,93.29,15541.0,1
20250527,DS001,373908,372328,0.99578,88,8,0,384,0,93.18,-161.32,2
20250528,DS001,421941,419366,0.9939,4,15,0,324,1,94.56,52842.51,1
20250529,DS001,345872,342890,0.99138,45,20,0,340,1,93.9,130321.11,2
20250530,DS001,379858,379119,0.99806,90,22,0,336,1,93.53,-66448.71,1
20250531,DS001,414202,406889,0.98234,104,6,0,315,1,93.27,-35137.91,2
20250601,DS001,406012,395097,0.97312,81,14,0,302,1,90.83,17219.52,3
20250602,DS001,447290,442960,0.99032,112,0,0,283,1,91.87,-5547.24,2
20250603,DS001,388996,382626,0.98363,70,24,0,376,0,90.64,1191.05,4
20250604,DS001,419334,415154,0.99003,99,23,0,218,1,90.59,18024.4,2
20250605,DS001,417468,417223,0.99941,117,8,0,202,1,88.83,-17760.9,3
20250606,DS001,399298,393356,0.98512,70,13,0,209,1,92.06,-19854.59,3
20250607,DS001,375176,375176,1.0,86,3,0,238,1,93.51,18958.15,2
20250608,DS001,380320,377158,0.99169,107,20,0,235,1,93.53,48191.13,3
20250609,DS001,390019,383882,0.98427,45,36,0,243,1,92.49,34052.29,2
20250610,DS001,437102,432133,0.98863,29,3,0,198,1,92.58,3532.65,2
20250611,DS001,357642,353334,0.98796,54,19,0,387,0,92.97,44303.59,2
20250612,DS001,393060,388468,0.98832,88,14,0,266,1,92.47,-7271.63,3
20250613,DS001,357887,353705,0.98831,26,17,0,114,1,93.13,26944.97,2
20250614,DS001,329250,323952,0.98391,101,27,0,220,1,92.84,19691.7,1
20250615,DS001,399968,395531,0.98891,39,30,0,111,1,93.97,-18476.11,1
20250616,DS001,407704,400507,0.98235,68,18,0,308,1,93.89,41137.57,2
20250617,DS001,399921,396824,0.99226,65,43,0,275,1,92.32,-43343.5,3
20250618,DS001,434640,433973,0.99847,39,13,0,313,1,92.89,545.43,2
20250619,DS001,411698,408876,0.99315,42,0,0,172,1,92.57,-9681.86,2
20250620,DS001,399519,397673,0.99538,76,18,0,222,1,91.88,-2616.33,2
20250621,DS001,351083,348370,0.99227,96,18,0,303,1,92.59,25986.66,2
20250622,DS001,353064,351899,0.9967,77,15,0,217,1,92.74,37837.65,3
20250623,DS001,380840,379815,0.99731,17,0,0,309,1,93.14,10509.2,1
20250624,DS001,401639,400781,0.99786,48,30,0,254,1,93.75,-12355.91,1
20250625,DS001,357510,356027,0.99585,43,0,0,206,1,92.98,-4395.66,1
20250626,DS001,405941,404693,0.99693,22,32,0,292,1,93.23,-75973.92,3
20250627,DS001,370378,370378,1.0,71,22,0,178,1,91.94,-12162.96,0
20250628,DS001,387602,382617,0.98714,75,7,0,171,1,92.77,48870.4,3
20250629,DS001,393564,391035,0.99358,80,4,0,421,0,93.47,49813.31,2
20250630,DS001,347421,344955,0.9929,33,20,0,227,1,93.76,-24433.79,2
20250701,DS001,339719,333692,0.98226,96,22,0,301,1,89.23,15844.86,2
20250702,DS001,390987,388950,0.99479,183,31,0,273,1,90.24,-25292.24,3
20250703,DS001,363445,358494,0.98638,115,25,0,355,1,90.22,-45045.39,3
20250704,DS001,354309,354309,1.0,127,8,0,282,1,89.36,29621.52,2
20250705,DS001,363042,353958,0.97498,128,7,0,317,1,91.1,28415.16,3
20250706,DS001,388347,384272,0.98951,118,21,0,170,1,92.2,-9850.21,2
20250707,DS001,346938,341696,0.98489,67,8,0,304,1,92.7,26258.34,1
20250708,DS001,375869,374103,0.9953,17,0,0,283,1,93.48,8434.91,2
20250709,DS001,383509,382402,0.99712,78,22,0,168,1,93.05,-41978.19,1
20250710,DS001,400369,397282,0.99229,75,8,0,228,1,91.55,-3054.03,2
20250711,DS001,428874,422465,0.98506,56,17,0,403,0,92.91,26925.95,2
20250712,DS001,324621,322494,0.99345,86,7,0,256,1,92.57,-20296.41,2
20250713,DS001,407294,402399,0.98798,22,24,0,349,1,91.53,-27812.58,3
20250714,DS001,323066,317302,0.98216,81,36,0,184,1,92.68,-7524.63,2
20250715,DS001,391280,387291,0.98981,74,28,0,162,1,90.77,-48875.07,4
20250716,DS001,350472,346770,0.98944,38,23,0,266,1,91.83,13253.82,3
20250717,DS001,413606,413109,0.9988,76,7,0,234,1,92.25,-21455.68,3
20250718,DS001,357416,357416,1.0,29,7,0,340,1,92.49,-36959.98,2
20250719,DS001,347729,347511,0.99937,24,13,0,358,1,93.45,-65991.48,3
20250720,DS001,363971,359916,0.98886,109,35,0,257,1,91.93,-13968.12,3
20250721,DS001,407251,405948,0.9968,29,32,0,258,1,91.5,-34769.57,4
20250722,DS001,413499,411828,0.99596,65,28,0,167,1,91.58,27470.83,4
20250723,DS001,383314,378611,0.98773,51,21,0,239,1,92.42,-53965.19,1
20250724,DS001,393048,392655,0.999,25,9,0,332,1,92.17,-48488.38,2
20250725,DS001,393418,390319,0.99213,17,14,0,338,1,93.36,642.68,2
20250726,DS001,381155,375259,0.98453,101,18,0,337,1,91.81,-17370.81,2
20250727,DS001,386255,382284,0.98972,13,15,0,309,1,92.46,-666.8,3
20250728,DS001,359232,355892,0.9907,30,25,0,345,1,91.82,-41944.26,3
20250729,DS001,422882,421786,0.99741,69,27,0,321,1,91.77,27849.84,2
20250730,DS001,361215,358345,0.99206,35,0,0,352,1,91.4,18046.48,2
20250731,DS001,356769,353436,0.99066,33,32,0,256,1,92.2,10331.62,3
20250801,DS001,382853,379609,0.99153,92,27,0,313,1,90.54,2291.77,3
20250802,DS001,399991,397667,0.99419,104,12,0,306,1,89.97,57544.92,3
20250803,DS001,389147,385578,0.99083,96,16,0,153,1,90.63,-29667.56,2
20250804,DS001,396783,390939,0.98527,131,10,0,251,1,89.96,11083.16,4
20250805,DS001,380847,372825,0.97894,112,10,0,341,1,89.94,10659.08,2
20250806,DS001,383815,380558,0.99152,37,29,0,353,1,92.84,-5361.32,3
20250807,DS001,374857,368084,0.98193,75,29,0,330,1,92.77,-36073.29,2
20250808,DS001,404692,399850,0.98804,50,19,0,214,1,92.08,-19656.32,1
20250809,DS001,456176,456176,1.0,50,14,0,210,1,92.53,57349.47,3
20250810,DS001,390219,383704,0.9833,81,0,0,212,1,91.43,10090.09,2
20250811,DS001,462015,461886,0.99972,53,11,0,267,1,92.28,-12657.36,2
20250812,DS001,363087,363087,1.0,46,15,0,296,1,91.26,60652.88,2
20250813,DS001,391019,389086,0.99506,79,12,0,282,1,92.28,-65798.77,3
20250814,DS001,394291,391200,0.99216,45,11,0,299,1,92.44,-9055.8,2
20250815,DS001,385347,381284,0.98946,70,20,0,385,0,91.82,-7697.92,2
20250816,DS001,408571,403791,0.9883,28,30,0,248,1,91.53,55298.85,2
20250817,DS001,405052,398455,0.98371,19,43,0,455,0,92.78,-27342.52,3
20250818,DS001,366225,363068,0.99138,32,4,0,253,1,92.88,-27440.2,3
20250819,DS001,353315,347342,0.9831,89,2,0,293,1,90.37,-7095.22,4
20250820,DS001,378211,374851,0.99112,72,22,0,217,1,92.09,88393.17,2
20250821,DS001,366022,361502,0.98765,37,15,0,244,1,92.0,64113.49,3
20250822,DS001,351147,351147,1.0,24,16,0,281,1,92.86,31921.81,2
20250823,DS001,420684,418466,0.99473,110,0,0,324,1,92.54,20689.95,2
20250824,DS001,394342,390808,0.99104,108,28,1,134,1,87.38,79875.17,4
20250825,DS001,368003,368003,1.0,117,9,0,341,1,91.18,20986.35,3
20250826,DS001,380997,379675,0.99653,62,28,0,282,1,91.12,-29609.59,3
20250827,DS001,364893,361936,0.9919,71,29,0,239,1,91.5,-21795.09,1
20250828,DS001,362477,357274,0.98565,47,14,0,235,1,90.47,-9765.99,2
20250829,DS001,408128,408128,1.0,23,25,0,187,1,91.69,32738.83,2
20250830,DS001,372922,367780,0.98621,94,0,0,335,1,92.55,21792.07,2
20250831,DS001,356675,353029,0.98978,19,33,0,300,1,91.05,21098.43,3
20250901,DS001,398412,394799,0.99093,87,18,0,240,1,89.73,47547.27,3
20250902,DS001,379201,376306,0.99237,113,32,0,268,1,89.18,-8607.34,4
20250903,DS001,398044,394115,0.99013,69,35,0,206,1,88.63,3542.85,4
20250904,DS001,374652,371701,0.99212,116,29,0,190,1,89.55,-4685.53,5
20250905,DS001,308937,301294,0.97526,148,24,0,378,0,88.21,-2168.49,3
20250906,DS001,382564,378243,0.98871,61,21,0,223,1,92.5,5881.26,2
20250907,DS001,358920,356727,0.99389,71,19,0,277,1,92.46,12397.34,2
20250908,DS001,404923,401010,0.99034,62,24,0,360,1,91.74,-9270.93,3
20250909,DS001,374959,374959,1.0,86,20,0,198,1,92.37,26845.67,3
20250910,DS001,392729,389488,0.99175,77,8,0,356,1,92.48,-6510.94,2
20250911,DS001,416825,412166,0.98882,85,10,0,102,1,90.65,41435.91,3
20250912,DS001,355178,352789,0.99327,77,17,0,246,1,92.28,28153.93,2
20250913,DS001,402570,394108,0.97898,63,28,0,248,1,90.12,61217.66,3
20250914,DS001,368415,366381,0.99448,49,18,0,227,1,89.04,-314.02,2
20250915,DS001,340354,336417,0.98844,48,29,0,352,1,90.84,30805.99,2
20250916,DS001,382642,378853,0.9901,63,6,0,222,1,92.51,-25641.9,2
20250917,DS001,378671,375368,0.99128,62,9,0,338,1,91.84,-7905.79,1
20250918,DS001,375529,372149,0.991,45,5,0,114,1,92.46,24344.08,3
20250919,DS001,371700,365549,0.98345,21,0,0,256,1,88.75,-8655.42,3
20250920,DS001,381705,378019,0.99034,40,13,0,323,1,92.56,-37423.51,2
20250921,DS001,351653,346762,0.98609,47,30,0,285,1,91.58,-37648.51,4
20250922,DS001,354146,354146,1.0,42,36,1,103,1,85.22,-33127.41,3
20250923,DS001,375662,374450,0.99678,50,1,0,344,1,92.58,-63682.0,2
20250924,DS001,380287,379768,0.99864,54,14,0,288,1,90.67,6919.75,3
20250925,DS001,367025,363923,0.99155,55,18,0,355,1,91.14,19254.57,3
20250926,DS001,352346,352346,1.0,84,20,0,326,1,92.3,57652.12,3
20250927,DS001,377385,375144,0.99406,37,23,0,293,1,91.71,7883.05,4
20250928,DS001,407193,405279,0.9953,2,17,0,307,1,89.71,-1584.57,2
20250929,DS001,358645,355643,0.99163,65,19,0,220,1,92.24,-12073.22,3
20250930,DS001,384025,382930,0.99715,49,7,1,218,1,85.38,52736.66,5
20251001,DS001,440108,437500,0.99408,128,0,0,116,1,87.89,93326.21,3
20251002,DS001,360543,357174,0.99066,88,36,0,355,1,89.98,-86895.41,4
20251003,DS001,406638,401647,0.98773,79,8,0,181,1,88.82,49718.06,3
20251004,DS001,388315,381857,0.98337,123,21,0,145,1,88.41,25249.07,2
20251005,DS001,373494,369964,0.99055,108,21,0,20,1,88.58,33197.75,4
20251006,DS001,387264,382121,0.98672,65,5,0,280,1,91.61,-21511.18,2
20251007,DS001,386106,384799,0.99662,40,15,0,295,1,91.94,-8701.02,3
20251008,DS001,363214,357697,0.98481,69,0,0,211,1,91.14,1363.24,4
20251009,DS001,327518,321599,0.98193,84,16,0,299,1,92.24,36144.64,2
20251010,DS001,356180,353508,0.9925,92,29,0,254,1,92.22,11818.8,2
20251011,DS001,404556,401026,0.99128,53,0,0,180,1,90.23,34679.42,3
20251012,DS001,375644,372842,0.99254,11,23,0,385,0,92.46,29248.96,2
20251013,DS001,428955,424017,0.98849,58,28,0,302,1,92.29,3943.42,3
20251014,DS001,375043,370372,0.98755,82,29,0,326,1,91.08,59337.83,4
20251015,DS001,467549,462821,0.98989,67,10,0,250,1,91.07,-6030.53,3
20251016,DS001,384276,378695,0.98548,74,35,0,275,1,90.9,15874.63,3
20251017,DS001,374040,372407,0.99563,62,15,0,247,1,92.31,-15626.34,1
20251018,DS001,356512,352706,0.98932,42,19,0,267,1,91.68,-34916.15,2
20251019,DS001,388903,384847,0.98957,45,15,0,299,1,91.02,-52860.14,2
20251020,DS001,376471,374510,0.99479,51,24,0,186,1,91.56,-1020.85,3
20251021,DS001,372709,370314,0.99358,139,17,0,305,1,90.69,41606.46,2
20251022,DS001,410315,410315,1.0,85,15,0,219,1,92.29,-23839.52,3
20251023,DS001,322483,319190,0.98979,72,27,0,122,1,91.61,8188.27,2
20251024,DS001,395012,394602,0.99896,118,33,0,344,1,91.7,11705.67,2
20251025,DS001,379582,375614,0.98955,86,29,0,268,1,92.33,-30976.68,3
20251026,DS001,381974,379278,0.99294,75,23,0,199,1,91.93,19195.43,2
20251027,DS001,389362,387499,0.99522,74,21,0,331,1,92.29,20097.91,2
20251028,DS001,362000,358671,0.9908,46,29,0,193,1,91.42,-7087.25,2
20251029,DS001,379274,378441,0.99781,22,17,0,292,1,91.54,18314.99,2
20251030,DS001,352697,347083,0.98408,78,23,0,178,1,91.03,35391.38,3
20251031,DS001,399272,390488,0.978,51,24,0,186,1,92.1,35972.27,2
20251101,DS001,404707,402543,0.99466,115,21,0,264,1,88.53,5914.47,3
20251102,DS001,388500,381744,0.98261,104,33,0,209,1,90.1,-22766.13,3
20251103,DS001,382999,381657,0.9965,93,8,0,320,1,89.01,-21508.3,3
20251104,DS001,344561,342838,0.995,50,29,0,227,1,89.93,5369.13,2
20251105,DS001,372491,366592,0.98416,72,46,0,273,1,89.69,48802.47,2
20251106,DS001,364831,362814,0.99447,61,35,0,185,1,92.53,47413.57,2
20251107,DS001,403706,396842,0.983,115,18,0,214,1,92.21,22120.71,3
20251108,DS001,384121,384121,1.0,64,26,0,194,1,90.13,-16470.1,2
20251109,DS001,348818,345316,0.98996,23,0,0,309,1,91.65,-16206.87,2
20251110,DS001,281126,279092,0.99277,0,30,0,265,1,92.34,35918.96,3
20251111,DS001,339885,334627,0.98453,8,16,0,339,1,92.95,95692.33,2
20251112,DS001,405009,405009,1.0,35,10,0,157,1,91.42,36686.35,2
20251113,DS001,355426,349641,0.98372,48,18,0,239,1,92.78,-15509.63,3
20251114,DS001,379112,378095,0.99732,43,28,0,161,1,91.84,-8070.32,3
20251115,DS001,403867,396829,0.98258,48,12,0,341,1,92.27,8888.41,2
20251116,DS001,421374,419422,0.99537,95,11,0,317,1,92.51,-4865.66,1
20251117,DS001,352230,348123,0.98834,63,11,0,254,1,92.33,-15441.36,3
20251118,DS001,417782,417782,1.0,63,4,0,223,1,91.85,-18675.37,3
20251119,DS001,328227,327310,0.99721,54,8,0,279,1,92.25,-18156.8,3
20251120,DS001,365011,364486,0.99856,34,11,0,211,1,92.44,-49229.41,3
20251121,DS001,378641,375544,0.99182,47,13,0,427,0,91.55,5028.47,4
20251122,DS001,414904,412315,0.99376,75,0,0,344,1,92.91,-45698.19,3
20251123,DS001,343131,343131,1.0,1,0,0,216,1,92.09,-38560.81,2
20251124,DS001,315549,314262,0.99592,66,23,0,172,1,91.37,-1491.89,4
20251125,DS001,353326,350212,0.99119,46,20,0,260,1,91.13,-29856.16,3
20251126,DS001,379178,374423,0.98746,23,41,0,326,1,91.37,-13161.95,2
20251127,DS001,378695,372623,0.98397,63,11,0,250,1,91.76,-22960.53,3
20251128,DS001,397087,393856,0.99186,24,5,0,225,1,93.14,-38774.84,3
20251129,DS001,348978,345222,0.98924,0,2,0,210,1,92.91,-32116.53,1
20251130,DS001,413227,405500,0.9813,35,41,0,316,1,92.97,16326.59,3
20251201,DS001,375909,368383,0.97998,85,8,0,396,0,89.17,-71819.09,3
20251202,DS001,453718,446422,0.98392,86,5,0,205,1,90.8,52568.02,2
20251203,DS001,402928,395416,0.98136,99,14,0,241,1,87.95,53325.09,2
20251204,DS001,353585,350398,0.99099,121,33,0,360,1,89.5,-52668.46,2
20251205,DS001,392333,385787,0.98332,73,15,0,216,1,89.71,4254.52,3
20251206,DS001,386587,384392,0.99432,79,6,0,440,0,92.43,-34165.08,3
