RefreshRunKey,DateKey,DatasetKey,Status,FailureCategory,DurationMinutes,SLACompliantFlag,RetryCount
RR000111,20250421,DS001,Success,None,32,1,0
RR000112,20250422,DS001,Success,None,24,1,0
RR000113,20250423,DS001,Success,None,43,1,0
RR000114,20250424,DS001,Success,None,34,1,0
RR000115,20250425,DS001,Success,None,32,1,0
RR000116,20250426,DS001,Success,None,31,1,0
RR000117,20250427,DS001,Success,None,16,1,0
RR000118,20250428,DS001,Success,None,27,1,0
RR000119,20250429,DS001,Success,None,47,1,0
RR000120,20250430,DS001,Success,None,41,1,0
RR000121,20250501,DS001,Success,None,32,1,0
RR000122,20250502,DS001,Success,None,29,1,0
RR000123,20250503,DS001,Success,None,33,1,0
RR000124,20250504,DS001,Success,None,34,1,0
RR000125,20250505,DS001,Success,None,31,1,0
RR000126,20250506,DS001,Success,None,18,1,1
RR000127,20250507,DS001,Success,None,36,1,0
RR000128,20250508,DS001,Success,None,17,1,0
RR000129,20250509,DS001,Success,None,37,1,0
RR000130,20250510,DS001,Success,None,47,1,0
RR000131,20250511,DS001,Success,None,54,1,0
RR000132,20250512,DS001,Success,None,11,1,0
RR000133,20250513,DS001,Success,None,11,1,0
RR000134,20250514,DS001,Success,None,64,1,0
RR000135,20250515,DS001,Success,None,38,1,0
RR000136,20250516,DS001,Success,None,25,1,0
RR000137,20250517,DS001,Success,None,44,1,0
RR000138,20250518,DS001,Success,None,24,1,0
RR000139,20250519,DS001,Success,None,38,1,0
RR000140,20250520,DS001,Success,None,10,1,0
RR000141,20250521,DS001,Success,None,35,1,0
RR000142,20250522,DS001,Success,None,46,1,0
RR000143,20250523,DS001,Success,None,51,1,0
RR000144,20250524,DS001,Success,None,32,1,0
RR000145,20250525,DS001,Success,None,43,1,0
RR000146,20250526,DS001,Success,None,26,1,0
RR000147,20250527,DS001,Success,None,24,1,0
RR000148,20250528,DS001,Success,None,33,1,0
RR000149,20250529,DS001,Success,None,39,1,0
RR000150,20250530,DS001,Success,None,51,1,0
RR000151,20250531,DS001,Success,None,36,1,0
RR000152,20250601,DS001,Success,None,24,1,0
RR000153,20250602,DS001,Success,None,16,1,0
RR000154,20250603,DS001,Success,None,39,1,0
RR000155,20250604,DS001,Success,None,38,1,0
RR000156,20250605,DS001,Success,None,36,1,0
RR000157,20250606,DS001,Success,None,17,1,0
RR000158,20250607,DS001,Success,None,29,1,0
RR000159,20250608,DS001,Success,None,40,1,0
RR000160,20250609,DS001,Success,None,36,1,0
RR000161,20250610,DS001,Success,None,22,1,0
RR000162,20250611,DS001,Success,None,31,1,0
RR000163,20250612,DS001,Success,None,23,1,0
RR000164,20250613,DS001,Success,None,41,1,0
RR000165,20250614,DS001,Success,None,31,1,0
RR000166,20250615,DS001,Success,None,26,1,0
RR000167,20250616,DS001,Success,None,43,1,0
RR000168,20250617,DS001,Success,None,27,1,0
RR000169,20250618,DS001,Success,None,45,1,0
RR000170,20250619,DS001,Success,None,34,1,1
RR000171,20250620,DS001,Success,None,32,1,0
RR000172,20250621,DS001,Success,None,35,1,0
RR000173,20250622,DS001,Success,None,28,1,0
RR000174,20250623,DS001,Success,None,13,1,0
RR000175,20250624,DS001,Success,None,37,1,0
RR000176,20250625,DS001,Success,None,44,1,0
RR000177,20250626,DS001,Success,None,29,1,0
RR000178,20250627,DS001,Success,None,20,1,0
RR000179,20250628,DS001,Success,None,26,1,0
RR000180,20250629,DS001,Success,None,20,1,1
RR000181,20250630,DS001,Success,None,38,1,0
RR000182,20250701,DS001,Success,None,16,1,0
RR000183,20250702,DS001,Success,None,38,1,0
RR000184,20250703,DS001,Success,None,33,1,0
RR000185,20250704,DS001,Success,None,18,1,0
RR000186,20250705,DS001,Success,None,33,1,0
RR000187,20250706,DS001,Success,None,34,1,0
RR000188,20250707,DS001,Success,None,42,1,0
RR000189,20250708,DS001,Success,None,31,1,0
RR000190,20250709,DS001,Success,None,18,1,1
RR000191,20250710,DS001,Success,None,30,1,0
RR000192,20250711,DS001,Success,None,50,1,0
RR000193,20250712,DS001,Success,None,38,1,0
RR000194,20250713,DS001,Success,None,30,1,0
RR000195,20250714,DS001,Success,None,37,1,0
RR000196,20250715,DS001,Success,None,27,1,0
RR000197,20250716,DS001,Success,None,37,1,1
RR000198,20250717,DS001,Success,None,36,1,0
RR000199,20250718,DS001,Success,None,40,1,1
RR000200,20250719,DS001,Success,None,25,1,0
RR000201,20250720,DS001,Success,None,25,1,0
RR000202,20250721,DS001,Success,None,36,1,0
RR000203,20250722,DS001,Success,None,40,1,0
RR000204,20250723,DS001,Success,None,39,1,0
RR000205,20250724,DS001,Success,None,30,1,0
RR000206,20250725,DS001,Success,None,35,1,0
RR000207,20250726,DS001,Success,None,28,1,0
RR000208,20250727,DS001,Success,None,33,1,0
RR000209,20250728,DS001,Success,None,28,1,0
RR000210,20250729,DS001,Success,None,40,1,0
RR000211,20250730,DS001,Success,None,46,1,1
RR000212,20250731,DS001,Success,None,42,1,0
RR000213,20250801,DS001,Success,None,52,1,0
RR000214,20250802,DS001,Success,None,24,1,0
RR000215,20250803,DS001,Success,None,21,1,0
RR000216,20250804,DS001,Success,None,56,1,1
RR000217,20250805,DS001,Success,None,49,1,0
RR000218,20250806,DS001,Success,None,41,1,0
RR000219,20250807,DS001,Success,None,34,1,0
RR000220,20250808,DS001,Success,None,16,1,0
RR000221,20250809,DS001,Success,None,40,1,0
RR000222,20250810,DS001,Success,None,24,1,0
RR000223,20250811,DS001,Success,None,30,1,0
RR000224,20250812,DS001,Success,None,11,1,0
RR000225,20250813,DS001,Success,None,9,1,0
RR000226,20250814,DS001,Failed,Capacity throttling,47,0,2
RR000227,20250815,DS001,Success,None,36,1,0
RR000228,20250816,DS001,Success,None,33,1,0
RR000229,20250817,DS001,Success,None,49,1,0
RR000230,20250818,DS001,Success,None,29,1,0
RR000231,20250819,DS001,Success,None,12,1,0
RR000232,20250820,DS001,Success,None,23,1,0
RR000233,20250821,DS001,Success,None,29,1,0
RR000234,20250822,DS001,Success,None,34,1,0
RR000235,20250823,DS001,Success,None,34,1,0
RR000236,20250824,DS001,Success,None,23,1,0
RR000237,20250825,DS001,Success,None,26,1,0
RR000238,20250826,DS001,Success,None,30,1,0
RR000239,20250827,DS001,Success,None,13,1,0
RR000240,20250828,DS001,Success,None,36,1,0
RR000241,20250829,DS001,Success,None,23,1,0
RR000242,20250830,DS001,Success,None,41,1,0
RR000243,20250831,DS001,Success,None,30,1,0
RR000244,20250901,DS001,Success,None,30,1,0
RR000245,20250902,DS001,Success,None,35,1,0
RR000246,20250903,DS001,Success,None,29,1,0
RR000247,20250904,DS001,Failed,Gateway timeout,25,0,1
RR000248,20250905,DS001,Success,None,27,1,0
RR000249,20250906,DS001,Success,None,32,1,0
RR000250,20250907,DS001,Success,None,22,1,0
RR000251,20250908,DS001,Success,None,29,1,0
RR000252,20250909,DS001,Success,None,36,1,0
RR000253,20250910,DS001,Success,None,23,1,0
RR000254,20250911,DS001,Success,None,42,1,0
RR000255,20250912,DS001,Success,None,20,1,0
RR000256,20250913,DS001,Success,None,44,1,0
RR000257,20250914,DS001,Success,None,43,1,1
RR000258,20250915,DS001,Success,None,35,1,0
RR000259,20250916,DS001,Success,None,32,1,0
RR000260,20250917,DS001,Success,None,45,1,0
RR000261,20250918,DS001,Success,None,20,1,0
RR000262,20250919,DS001,Success,None,43,1,0
RR000263,20250920,DS001,Success,None,32,1,0
RR000264,20250921,DS001,Success,None,42,1,0
RR000265,20250922,DS001,Success,None,40,1,0
RR000266,20250923,DS001,Failed,Source unavailable,32,0,2
RR000267,20250924,DS001,Success,None,32,1,0
RR000268,20250925,DS001,Success,None,29,1,0
RR000269,20250926,DS001,Success,None,59,1,0
RR000270,20250927,DS001,Success,None,21,1,0
RR000271,20250928,DS001,Success,None,21,1,0
RR000272,20250929,DS001,Success,None,29,1,0
RR000273,20250930,DS001,Success,None,38,1,0
RR000274,20251001,DS001,Success,None,41,1,0
RR000275,20251002,DS001,Success,None,30,1,0
RR000276,20251003,DS001,Success,None,55,1,0
RR000277,20251004,DS001,Success,None,40,1,0
RR000278,20251005,DS001,Success,None,33,1,0
RR000279,20251006,DS001,Success,None,21,1,0
RR000280,20251007,DS001,Success,None,24,1,0
RR000281,20251008,DS001,Success,None,29,1,1
RR000282,20251009,DS001,Success,None,36,1,0
RR000283,20251010,DS001,Success,None,48,1,0
RR000284,20251011,DS001,Success,None,24,1,0
RR000285,20251012,DS001,Success,None,39,1,0
RR000286,20251013,DS001,Success,None,31,1,0
RR000287,20251014,DS001,Success,None,35,1,0
RR000288,20251015,DS001,Success,None,26,1,0
RR000289,20251016,DS001,Success,None,33,1,0
RR000290,20251017,DS001,Success,None,15,1,0
RR000291,20251018,DS001,Success,None,41,1,0
RR000292,20251019,DS001,Failed,Credential expired,29,0,3
RR000293,20251020,DS001,Success,None,35,1,0
RR000294,20251021,DS001,Success,None,22,1,0
RR000295,20251022,DS001,Success,None,25,1,0
RR000296,20251023,DS001,Success,None,44,1,0
RR000297,20251024,DS001,Success,None,53,1,0
RR000298,20251025,DS001,Success,None,31,1,0
RR000299,20251026,DS001,Success,None,44,1,1
RR000300,20251027,DS001,Success,None,30,1,0
RR000301,20251028,DS001,Success,None,31,1,0
RR000302,20251029,DS001,Success,None,28,1,0
RR000303,20251030,DS001,Success,None,38,1,0
RR000304,20251031,DS001,Success,None,24,1,0
RR000305,20251101,DS001,Success,None,42,1,0
RR000306,20251102,DS001,Success,None,36,1,0
RR000307,20251103,DS001,Success,None,33,1,0
RR000308,20251104,DS001,Success,None,18,1,0
RR000309,20251105,DS001,Success,None,24,1,0
RR000310,20251106,DS001,Success,None,33,1,0
RR000311,20251107,DS001,Success,None,32,1,0
RR000312,20251108,DS001,Success,None,37,1,0
RR000313,20251109,DS001,Success,None,33,1,0
RR000314,20251110,DS001,Success,None,39,1,0
RR000315,20251111,DS001,Success,None,39,1,0
RR000316,20251112,DS001,Success,None,29,1,0
RR000317,20251113,DS001,Success,None,23,1,0
RR000318,20251114,DS001,Success,None,37,1,0
RR000319,20251115,DS001,Success,None,30,1,0
RR000320,20251116,DS001,Success,None,41,1,0
RR000321,20251117,DS001,Success,None,33,1,0
RR000322,20251118,DS001,Success,None,31,1,0
RR000323,20251119,DS001,Success,None,35,1,0
RR000324,20251120,DS001,Failed,Capacity throttling,60,0,2
RR000325,20251121,DS001,Success,None,41,1,0
RR000326,20251122,DS001,Success,None,30,1,0
RR000327,20251123,DS001,Success,None,41,1,0
RR000328,20251124,DS001,Success,None,27,1,1
RR000329,20251125,DS001,Success,None,23,1,0
RR000330,20251126,DS001,Success,None,32,1,0
RR000331,20251127,DS001,Success,None,28,1,0
RR000332,20251128,DS001,Success,None,23,1,1
RR000333,20251129,DS001,Success,None,26,1,0
RR000334,20251130,DS001,Success,None,22,1,0
RR000335,20251201,DS001,Success,None,29,1,0
RR000336,20251202,DS001,Success,None,44,1,0
RR000337,20251203,DS001,Success,None,43,1,0
RR000338,20251204,DS001,Success,None,41,1,0
RR000339,20251205,DS001,Success,None,29,1,0
RR000340,20251206,DS001,Success,None,57,1,0
RR000341,20251207,DS001,Failed,Schema drift,43,0,3
RR000342,20251208,DS001,Success,None,27,1,0
RR000343,20251209,DS001,Success,None,36,1,0
RR000344,20251210,DS001,Success,None,36,1,0
RR000345,20251211,DS001,Success,None,28,1,0
RR000346,20251212,DS001,Success,None,31,1,0
RR000347,20251213,DS001,Failed,Gateway timeout,50,0,1
RR000348,20251214,DS001,Success,None,37,1,0
RR000349,20251215,DS001,Success,None,19,1,0
RR000350,20251216,DS001,Success,None,31,1,0
RR000351,20251217,DS001,Success,None,35,1,0
RR000352,20251218,DS001,Success,None,36,1,0
RR000353,20251219,DS001,Success,None,21,1,0
RR000354,20251220,DS001,Success,None,33,1,0
RR000355,20251221,DS001,Success,None,35,1,0
RR000356,20251222,DS001,Success,None,41,1,0
RR000357,20251223,DS001,Failed,Source unavailable,32,0,3
RR000358,20251224,DS001,Success,None,33,1,0
RR000359,20251225,DS001,Success,None,47,1,0
RR000360,20251226,DS001,Success,None,32,1,0
RR000361,20251227,DS001,Success,None,18,1,0
RR000362,20251228,DS001,Success,None,45,1,0
RR000363,20251229,DS001,Success,None,27,1,0
RR000364,20251230,DS001,Success,None,38,1,0
RR000365,20251231,DS001,Success,None,29,1,0
RR000366,20260101,DS001,Success,None,39,1,0
RR000367,20260102,DS001,Success,None,22,1,0
RR000368,20260103,DS001,Success,None,32,1,0
RR000369,20260104,DS001,Success,None,37,1,0
RR000370,20260105,DS001,Success,None,20,1,0
RR000371,20260106,DS001,Success,None,25,1,0
RR000372,20260107,DS001,Success,None,26,1,0
RR000373,20260108,DS001,Success,None,30,1,0
RR000374,20260109,DS001,Failed,Schema drift,17,0,1
RR000375,20260110,DS001,Success,None,43,1,0
RR000376,20260111,DS001,Success,None,35,1,0
RR000377,20260112,DS001,Success,None,24,1,0
RR000378,20260113,DS001,Success,None,26,1,0
RR000379,20260114,DS001,Success,None,34,1,0
RR000380,20260115,DS001,Success,None,24,1,0
RR000381,20260116,DS001,Success,None,24,1,0
RR000382,20260117,DS001,Success,None,42,1,0
RR000383,20260118,DS001,Success,None,41,1,0
RR000384,20260119,DS001,Success,None,30,1,0
RR000385,20260120,DS001,Success,None,36,1,0
RR000386,20260121,DS001,Success,None,45,1,0
RR000387,20260122,DS001,Success,None,27,1,0
RR000388,20260123,DS001,Success,None,26,1,0
RR000389,20260124,DS001,Success,None,46,1,0
RR000390,20260125,DS001,Success,None,49,1,0
RR000391,20260126,DS001,Success,None,21,1,0
RR000392,20260127,DS001,Success,None,29,1,0
RR000393,20260128,DS001,Success,None,42,1,0
RR000394,20260129,DS001,Success,None,34,1,0
RR000395,20260130,DS001,Success,None,48,1,0
RR000396,20260131,DS001,Success,None,28,1,0
RR000397,20260201,DS001,Failed,Gateway timeout,32,0,2
RR000398,20260202,DS001,Success,None,56,1,0
RR000399,20260203,DS001,Success,None,23,1,0
RR000400,20260204,DS001,Success,None,34,1,0
RR000401,20260205,DS001,Success,None,38,1,0
RR000402,20260206,DS001,Success,None,32,1,0
RR000403,20260207,DS001,Success,None,49,1,0
RR000404,20260208,DS001,Success,None,42,1,0
RR000405,20260209,DS001,Success,None,43,1,0
RR000406,20260210,DS001,Success,None,36,1,0
RR000407,20260211,DS001,Success,None,35,1,0
RR000408,20260212,DS001,Success,None,50,1,0
RR000409,20260213,DS001,Success,None,37,1,0
RR000410,20260214,DS001,Success,None,40,1,0
RR000411,20260215,DS001,Success,None,33,1,0
RR000412,20260216,DS001,Success,None,33,1,0
RR000413,20260217,DS001,Success,None,34,1,0
RR000414,20260218,DS001,Success,None,38,1,0
RR000415,20260219,DS001,Success,None,36,1,0
RR000416,20260220,DS001,Success,None,18,1,0
RR000417,20260221,DS001,Success,None,37,1,0
RR000418,20260222,DS001,Success,None,38,1,0
RR000419,20260223,DS001,Success,None,40,1,0
RR000420,20260224,DS001,Success,None,31,1,0
RR000421,20260225,DS001,Success,None,45,1,0
RR000422,20260226,DS001,Success,None,47,1,0
RR000423,20260227,DS001,Success,None,28,1,0
RR000424,20260228,DS001,Success,None,37,1,0
RR000425,20260301,DS001,Success,None,46,1,0
RR000426,20260302,DS001,Success,None,30,1,1
RR000427,20260303,DS001,Success,None,32,1,0
RR000428,20260304,DS001,Success,None,38,1,0
RR000429,20260305,DS001,Success,None,32,1,0
RR000430,20260306,DS001,Failed,Source unavailable,45,0,2
RR000431,20260307,DS001,Success,None,35,1,0
RR000432,20260308,DS001,Success,None,39,1,0
RR000433,20260309,DS001,Success,None,29,1,0
RR000434,20260310,DS001,Success,None,33,1,0
RR000435,20260311,DS001,Success,None,45,1,0
RR000436,20260312,DS001,Success,None,32,1,0
RR000437,20260313,DS001,Success,None,25,1,0
RR000438,20260314,DS001,Success,None,43,1,0
RR000439,20260315,DS001,Success,None,32,1,0
RR000440,20260316,DS001,Success,None,28,1,0
RR000441,20260317,DS001,Success,None,23,1,0
RR000442,20260318,DS001,Success,None,34,1,1
RR000443,20260319,DS001,Success,None,16,1,0
RR000444,20260320,DS001,Success,None,27,1,0
RR000445,20260321,DS001,Success,None,20,1,0
RR000446,20260322,DS001,Success,None,36,1,0
RR000447,20260323,DS001,Success,None,52,1,0
RR000448,20260324,DS001,Success,None,22,1,0
RR000449,20260325,DS001,Success,None,28,1,0
RR000450,20260326,DS001,Success,None,19,1,0
RR000451,20260327,DS001,Failed,Credential expired,24,0,3
RR000452,20260328,DS001,Success,None,32,1,0
RR000453,20260329,DS001,Success,None,35,1,0
RR000454,20260330,DS001,Success,None,47,1,1
RR000455,20260331,DS001,Success,None,40,1,0
RR000456,20260401,DS001,Success,None,30,1,0
RR000457,20260402,DS001,Success,None,18,1,0
RR000458,20260403,DS001,Success,None,39,1,1
RR000459,20260404,DS001,Success,None,32,1,0
RR000460,20260405,DS001,Success,None,24,1,0
RR000461,20260406,DS001,Success,None,31,1,0
RR000462,20260407,DS001,Success,None,30,1,0
RR000463,20260408,DS001,Success,None,23,1,1
RR000464,20260409,DS001,Success,None,49,1,0
RR000465,20260410,DS001,Success,None,41,1,0
RR000466,20260411,DS001,Success,None,33,1,0
RR000467,20260412,DS001,Success,None,35,1,0
RR000468,20260413,DS001,Success,None,33,1,0
RR000469,20260414,DS001,Success,None,31,1,0
RR000470,20260415,DS001,Success,None,32,1,1
RR000471,20260416,DS001,Success,None,15,1,0
RR000472,20260417,DS001,Success,None,26,1,0
RR000473,20260418,DS001,Success,None,40,1,0
RR000474,20260419,DS001,Success,None,44,1,0
RR000475,20260420,DS001,Success,None,40,1,0
RR000476,20260421,DS001,Success,None,27,1,0
RR000477,20260422,DS001,Success,None,29,1,1
RR000478,20260423,DS001,Success,None,31,1,0
RR000479,20260424,DS001,Success,None,35,1,0
RR000480,20260425,DS001,Success,None,47,1,1
RR000481,20260426,DS001,Success,None,41,1,0
RR000482,20260427,DS001,Success,None,34,1,0
RR000483,20260428,DS001,Success,None,42,1,0
RR000484,20260429,DS001,Failed,Credential expired,43,0,3
RR000485,20260430,DS001,Success,None,33,1,0
RR000486,20260501,DS001,Success,None,28,1,0
RR000487,20260502,DS001,Success,None,28,1,0
RR000488,20260503,DS001,Success,None,35,1,0
RR000489,20260504,DS001,Success,None,28,1,0
RR000490,20260505,DS001,Success,None,26,1,0
RR000491,20260506,DS001,Success,None,28,1,0
RR000492,20260507,DS001,Success,None,49,1,0
RR000493,20260508,DS001,Success,None,30,1,0
RR000494,20260509,DS001,Success,None,30,1,1
RR000495,20260510,DS001,Success,None,26,1,0
RR000496,20260511,DS001,Success,None,46,1,0
RR000497,20260512,DS001,Success,None,32,1,0
RR000498,20260513,DS001,Success,None,34,1,0
RR000499,20260514,DS001,Success,None,39,1,0
RR000500,20260515,DS001,Success,None,22,1,0
RR000501,20260516,DS001,Success,None,31,1,0
RR000502,20260517,DS001,Failed,Schema drift,35,0,2
RR000503,20260518,DS001,Failed,Capacity throttling,53,0,3
RR000504,20260519,DS001,Success,None,34,1,0
RR000505,20260520,DS001,Success,None,29,1,0
RR000506,20260521,DS001,Success,None,33,1,1
RR000507,20260522,DS001,Success,None,20,1,0
RR000508,20260523,DS001,Success,None,37,1,1
RR000509,20260524,DS001,Success,None,24,1,0
RR000510,20260525,DS001,Success,None,25,1,1
RR000511,20260526,DS001,Success,None,34,1,0
RR000512,20260527,DS001,Success,None,29,1,0
RR000513,20260528,DS001,Success,None,15,1,0
RR000514,20260529,DS001,Success,None,21,1,0
RR000515,20260530,DS001,Success,None,43,1,0
RR000516,20260531,DS001,Success,None,35,1,0
RR000517,20250101,DS002,Success,None,40,1,0
RR000518,20250102,DS002,Success,None,37,1,0
RR000519,20250103,DS002,Success,None,33,1,0
RR000520,20250104,DS002,Success,None,19,1,0
RR000521,20250105,DS002,Success,None,37,1,0
RR000522,20250106,DS002,Success,None,17,1,0
RR000523,20250107,DS002,Success,None,30,1,0
RR000524,20250108,DS002,Success,None,35,1,0
RR000525,20250109,DS002,Success,None,48,1,0
RR000526,20250110,DS002,Success,None,28,1,1
RR000527,20250111,DS002,Success,None,22,1,0
RR000528,20250112,DS002,Success,None,40,1,0
RR000529,20250113,DS002,Success,None,24,1,0
RR000530,20250114,DS002,Success,None,28,1,0
RR000531,20250115,DS002,Success,None,24,1,0
RR000532,20250116,DS002,Success,None,48,1,0
RR000533,20250117,DS002,Success,None,29,1,0
RR000534,20250118,DS002,Success,None,39,1,0
RR000535,20250119,DS002,Success,None,40,1,0
RR000536,20250120,DS002,Success,None,42,1,1
RR000537,20250121,DS002,Success,None,19,1,0
RR000538,20250122,DS002,Success,None,38,1,0
RR000539,20250123,DS002,Success,None,42,1,0
RR000540,20250124,DS002,Success,None,40,1,0
RR000541,20250125,DS002,Success,None,28,1,0
RR000542,20250126,DS002,Success,None,33,1,0
RR000543,20250127,DS002,Success,None,23,1,0
RR000544,20250128,DS002,Success,None,36,1,0
RR000545,20250129,DS002,Success,None,23,1,0
RR000546,20250130,DS002,Success,None,17,1,0
RR000547,20250131,DS002,Success,None,32,1,0
RR000548,20250201,DS002,Success,None,45,1,0
RR000549,20250202,DS002,Success,None,32,1,0
RR000550,20250203,DS002,Success,None,15,1,0
RR000551,20250204,DS002,Success,None,27,1,0
RR000552,20250205,DS002,Success,None,33,1,0
RR000553,20250206,DS002,Success,None,28,1,0
RR000554,20250207,DS002,Success,None,31,1,0
RR000555,20250208,DS002,Success,None,32,1,0
RR000556,20250209,DS002,Success,None,29,1,0
RR000557,20250210,DS002,Success,None,17,1,0
RR000558,20250211,DS002,Success,None,40,1,0
RR000559,20250212,DS002,Success,None,32,1,0
RR000560,20250213,DS002,Success,None,23,1,0
RR000561,20250214,DS002,Success,None,38,1,0
RR000562,20250215,DS002,Success,None,35,1,0
RR000563,20250216,DS002,Success,None,36,1,0
RR000564,20250217,DS002,Success,None,36,1,0
RR000565,20250218,DS002,Success,None,30,1,0
RR000566,20250219,DS002,Success,None,40,1,0
RR000567,20250220,DS002,Success,None,20,1,0
RR000568,20250221,DS002,Success,None,33,1,0
RR000569,20250222,DS002,Success,None,38,1,1
RR000570,20250223,DS002,Success,None,7,1,1
RR000571,20250224,DS002,Success,None,27,1,0
RR000572,20250225,DS002,Success,None,38,1,0
RR000573,20250226,DS002,Success,None,35,1,0
